START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: N5RP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N5RP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2021.
QSO: 28000 PH 2021-12-11 1642 N5RP          59 IN PY2HT         59 12
QSO: 28047 CW 2021-12-11 1705 N5RP          599 IL ZD7BG         599 109
QSO: 28030 CW 2021-12-11 1720 N5RP          599 IL WC7Q          599 WA
QSO: 28025 CW 2021-12-11 1722 N5RP          599 IL W7VJ          599 WA
QSO: 28019 CW 2021-12-11 1723 N5RP          599 IL K7RL          599 WA
QSO: 28052 CW 2021-12-11 1728 N5RP          599 IL PX5M          599 175
QSO: 28000 CW 2021-12-11 1730 N5RP          599 IL PY1VOY        599 142
QSO: 28445 PH 2021-12-11 1732 N5RP          59 IL ZZ5K          59 246
QSO: 28455 PH 2021-12-11 1734 N5RP          59 IL PY1ZV         59 76
QSO: 28470 PH 2021-12-11 1741 N5RP          59 IL PU5WMA        59 25
QSO: 28000 PH 2021-12-11 1742 N5RP          59 IL PU2WME        59 29
QSO: 28475 PH 2021-12-11 1743 N5RP          59 IL PX2A          59 0425
QSO: 28480 PH 2021-12-11 1743 N5RP          59 IL PY4RP         59 50
QSO: 28467 PH 2021-12-11 1744 N5RP          59 IL PU5FJR        59 241
QSO: 28000 PH 2021-12-11 1745 N5RP          59 IL PU2WDX        59 43
QSO: 28436 PH 2021-12-11 1746 N5RP          59 IL PT4A          59 165
QSO: 28000 CW 2021-12-12 1528 N5RP          599 IL W0ZA          599 CO
QSO: 28038 CW 2021-12-12 1529 N5RP          599 IL KF0UR         599 CO
QSO: 28035 CW 2021-12-12 1531 N5RP          599 IL K3UA          599 PA
QSO: 28021 CW 2021-12-12 1533 N5RP          599 IL NR4M          599 VA
QSO: 28026 CW 2021-12-12 1533 N5RP          599 IL W0CP          599 CO
QSO: 28031 CW 2021-12-12 1534 N5RP          599 IL K3EST         599 CA
QSO: 28036 CW 2021-12-12 1536 N5RP          599 IL N6JV          599 CA
QSO: 28000 CW 2021-12-12 1538 N5RP          599 IL KD5J          599 AR
QSO: 28036 CW 2021-12-12 1539 N5RP          599 IL N6IE          599 CA
QSO: 28036 CW 2021-12-12 1539 N5RP          599 IL W6GMT         599 MN
QSO: 28036 CW 2021-12-12 1544 N5RP          599 IL W0ETT         599 CO
QSO: 28000 CW 2021-12-12 1546 N5RP          599 IL K6YK          599 CA
QSO: 28036 CW 2021-12-12 1546 N5RP          599 IL K4WW          599 KY
QSO: 28036 CW 2021-12-12 1547 N5RP          599 IL VE3EJ         599 ON
QSO: 28000 CW 2021-12-12 1548 N5RP          599 IL WK0P          599 CO
QSO: 28036 CW 2021-12-12 1548 N5RP          599 IL VA3DF         599 ON
QSO: 28036 CW 2021-12-12 1548 N5RP          599 IL VE3WG         599 ON
QSO: 28036 CW 2021-12-12 1549 N5RP          599 IN W6YX          599 CA
QSO: 28036 CW 2021-12-12 1550 N5RP          599 IL K3RA          599 MD
QSO: 28000 CW 2021-12-12 1551 N5RP          599 IL K0SX          599 CO
QSO: 28036 CW 2021-12-12 1551 N5RP          599 IL N2MF          599 NY
QSO: 28000 CW 2021-12-12 1554 N5RP          599 IL W0KI          599 CO
QSO: 28000 CW 2021-12-12 1555 N5RP          599 IL N3ZZ          599 CA
QSO: 28036 CW 2021-12-12 1555 N5RP          599 IL N0UY          599 MN
QSO: 28036 CW 2021-12-12 1556 N5RP          599 IN K0JP          599 MN
QSO: 28036 CW 2021-12-12 1558 N5RP          599 IL N4BAA         599 IN
QSO: 28000 CW 2021-12-12 1602 N5RP          599 IL VE3OIL        599 ON
QSO: 28036 CW 2021-12-12 1606 N5RP          599 IL VA7MM         599 BC
QSO: 28036 CW 2021-12-12 1608 N5RP          599 IL KC0V          599 CO
QSO: 28036 CW 2021-12-12 1609 N5RP          599 IL N6DHZ         599 AZ
QSO: 28036 CW 2021-12-12 1612 N5RP          599 IL KT0A          599 SD
QSO: 28036 CW 2021-12-12 1613 N5RP          599 IL KG9X          599 IL
QSO: 28036 CW 2021-12-12 1615 N5RP          599 IN N0TA          599 CO
QSO: 28036 CW 2021-12-12 1615 N5RP          599 AL W6BB          599 CA
QSO: 28036 CW 2021-12-12 1616 N5RP          599 IL W0PI          599 MN
QSO: 28036 CW 2021-12-12 1617 N5RP          599 IL KI0J          599 CO
QSO: 28036 CW 2021-12-12 1617 N5RP          599 IL VE4VT         599 MB
QSO: 28036 CW 2021-12-12 1618 N5RP          599 IL N5MF          599 NM
QSO: 28036 CW 2021-12-12 1620 N5RP          599 IL N0KQ          599 CO
QSO: 28036 CW 2021-12-12 1621 N5RP          599 IL WC7S          599 WY
QSO: 28000 CW 2021-12-12 1623 N5RP          599 IL K0RJK         599 CO
QSO: 28036 CW 2021-12-12 1623 N5RP          599 IL N2PP          599 NY
QSO: 28036 CW 2021-12-12 1625 N5RP          599 IL AB0CD         599 CO
QSO: 28039 CW 2021-12-12 1632 N5RP          599 IL KT0K          599 NE
QSO: 28036 CW 2021-12-12 1643 N5RP          599 IL NN7CW         599 FL
QSO: 28036 CW 2021-12-12 1647 N5RP          599 IL K0IP          599 ID
QSO: 28036 CW 2021-12-12 1647 N5RP          599 IL NO2D          599 CO
QSO: 28036 CW 2021-12-12 1649 N5RP          599 IL K0ITC         599 NE
QSO: 28000 CW 2021-12-12 1650 N5RP          599 IL AD5A          599 NM
QSO: 28035 CW 2021-12-12 1653 N5RP          599 IL N5AW          599 TX
QSO: 28036 CW 2021-12-12 1656 N5RP          599 IL KA7PNH        599 WY
QSO: 28036 CW 2021-12-12 1656 N5RP          599 IL VE5SF         599 SK
QSO: 28040 CW 2021-12-12 1659 N5RP          599 IL W0PR          599 MN
QSO: 28036 CW 2021-12-12 1701 N5RP          599 IL K0FX          599 CO
QSO: 28036 CW 2021-12-12 1709 N5RP          599 IL NJ4P          599 TN
QSO: 28000 CW 2021-12-12 1711 N5RP          599 IL N6TTV         599 CA
QSO: 28000 PH 2021-12-12 1809 N5RP          59 IL K0JU          59 CO
QSO: 28453 PH 2021-12-12 1811 N5RP          59 IL NC0B          59 CO
QSO: 28025 CW 2021-12-12 1817 N5RP          599 IL N7EPD         599 WA
QSO: 28024 CW 2021-12-12 1818 N5RP          599 IL KA6BIM        599 OR
QSO: 28021 CW 2021-12-12 1819 N5RP          599 IL W0UA          599 CO
QSO: 28022 CW 2021-12-12 1819 N5RP          599 IL WD0T          599 SD
QSO: 28000 CW 2021-12-12 1821 N5RP          599 IL N7GR          599 OR
QSO: 28006 CW 2021-12-12 1822 N5RP          599 IL K6AW          599 CA
QSO: 28028 CW 2021-12-12 1825 N5RP          599 IL VA7ST         599 BC
QSO: 28043 CW 2021-12-12 1826 N5RP          599 IL VE6RST        599 AB
QSO: 28053 CW 2021-12-12 1827 N5RP          599 IL VE7JH         599 BC
QSO: 28036 CW 2021-12-12 1829 N5RP          599 IL W7GTF         599 WA
QSO: 28036 CW 2021-12-12 1830 N5RP          599 IL PU2TWZ        599 91
QSO: 28036 CW 2021-12-12 1830 N5RP          599 IL W7TMT         599 WA
QSO: 28000 CW 2021-12-12 1832 N5RP          599 IL K6KZM         599 CA
QSO: 28036 CW 2021-12-12 1832 N5RP          599 IL WX4G          599 FL
QSO: 28036 CW 2021-12-12 1833 N5RP          599 IL K7TQ          599 ID
QSO: 28036 CW 2021-12-12 1834 N5RP          599 IL K6KM          599 CA
QSO: 28000 CW 2021-12-12 1835 N5RP          599 IL W7MTL         599 OR
QSO: 28036 CW 2021-12-12 1837 N5RP          599 IL K7QA          599 MT
QSO: 28036 CW 2021-12-12 1837 N5RP          599 IL KL7SB         599 AK
QSO: 28036 CW 2021-12-12 1839 N5RP          599 IL K6UF          599 CA
QSO: 28036 CW 2021-12-12 1840 N5RP          599 IL KN6BAZ        599 CA
QSO: 28036 CW 2021-12-12 1840 N5RP          599 IL W7QDM         599 ID
QSO: 28000 CW 2021-12-12 1841 N5RP          599 IL WD6DX         599 CA
QSO: 28036 CW 2021-12-12 1841 N5RP          599 IL VE7XF         599 BC
QSO: 28036 CW 2021-12-12 1845 N5RP          599 IL K7PJT         599 OR
QSO: 28036 CW 2021-12-12 1845 N5RP          599 IL WV7S          599 WA
QSO: 28000 CW 2021-12-12 1846 N5RP          599 IL KE7DZ         599 WA
QSO: 28036 CW 2021-12-12 1846 N5RP          599 IL K3ZU          599 MD
QSO: 28036 CW 2021-12-12 1850 N5RP          599 IL WY7M          599 WY
QSO: 28036 CW 2021-12-12 1851 N5RP          599 IL LW3DC         599 221
QSO: 28036 CW 2021-12-12 1853 N5RP          599 IN N4ZZ          599 TN
QSO: 28036 CW 2021-12-12 1853 N5RP          599 IL VE7JKZ        599 BC
QSO: 28000 CW 2021-12-12 1854 N5RP          599 IL N6TQ          599 CA
QSO: 28036 CW 2021-12-12 1854 N5RP          599 IL K6RIM         599 CA
QSO: 28036 CW 2021-12-12 1854 N5RP          599 IL KI7N          599 OR
QSO: 28036 CW 2021-12-12 1855 N5RP          599 IN K5NA          599 TX
QSO: 28000 CW 2021-12-12 1857 N5RP          599 IL WB7FJG        599 WA
QSO: 28036 CW 2021-12-12 1857 N5RP          599 IL AF6SA         599 CA
QSO: 28036 CW 2021-12-12 1858 N5RP          599 IL NG7M          599 UT
QSO: 28000 CW 2021-12-12 1859 N5RP          599 IL NG6X          599 CA
QSO: 28000 CW 2021-12-12 1900 N5RP          599 IL N6LB          599 WA
QSO: 28036 CW 2021-12-12 1900 N5RP          599 IL VA7EU         599 BC
QSO: 28036 CW 2021-12-12 1901 N5RP          599 IL AD7MC         599 WA
QSO: 28036 CW 2021-12-12 1901 N5RP          599 IL VE7ZX         599 BC
QSO: 28036 CW 2021-12-12 1902 N5RP          599 IL K7JF          599 WA
QSO: 28000 CW 2021-12-12 1903 N5RP          599 IL KA7EXM        599 OR
QSO: 28000 CW 2021-12-12 1904 N5RP          599 IL W7GF          599 OR
QSO: 28036 CW 2021-12-12 1904 N5RP          599 IL WA7YAZ        599 UT
QSO: 28036 CW 2021-12-12 1905 N5RP          599 IL W7FI          599 WA
QSO: 28000 CW 2021-12-12 1907 N5RP          599 IL AI6SL         599 CA
QSO: 28036 CW 2021-12-12 1908 N5RP          599 IL AA7UN         599 ID
QSO: 28036 CW 2021-12-12 1908 N5RP          599 IL K9PY          599 OR
QSO: 28036 CW 2021-12-12 1912 N5RP          599 IL KA9FOX        599 WI
QSO: 28036 CW 2021-12-12 1913 N5RP          599 IL NS7B          599 UT
QSO: 28000 CW 2021-12-12 1914 N5RP          599 IL KJ9C          599 MT
QSO: 28000 CW 2021-12-12 1914 N5RP          599 IL N7DB          599 OR
QSO: 28036 CW 2021-12-12 1914 N5RP          599 IL KG7CW         599 ID
QSO: 28036 CW 2021-12-12 1915 N5RP          599 IL PY2QT         599 220
QSO: 28000 CW 2021-12-12 1918 N5RP          599 IL W6/SP9JZT     599 CA
QSO: 28000 CW 2021-12-12 1919 N5RP          599 IL KF6NCX        599 CA
QSO: 28036 CW 2021-12-12 1919 N5RP          599 IL W6RKC         599 CA
QSO: 28036 CW 2021-12-12 1919 N5RP          599 IL W6SX          599 CA
QSO: 28000 CW 2021-12-12 1920 N5RP          599 IL K6GPB         599 CA
QSO: 28036 CW 2021-12-12 1921 N5RP          599 IL W1PR          599 CA
QSO: 28000 CW 2021-12-12 1924 N5RP          599 IL K6TPS         599 CA
QSO: 28036 CW 2021-12-12 1925 N5RP          599 IN K2SX          599 SC
QSO: 28000 CW 2021-12-12 1926 N5RP          599 IL N6YEU         599 CA
QSO: 28036 CW 2021-12-12 1927 N5RP          599 IL WA7YXY        599 OR
QSO: 28000 CW 2021-12-12 1929 N5RP          599 IL WA6FGV        599 CA
QSO: 28036 CW 2021-12-12 1930 N5RP          599 IL W1SRD         599 CA
QSO: 28036 CW 2021-12-12 1931 N5RP          599 IL AJ6T          599 TN
QSO: 28000 CW 2021-12-12 1932 N5RP          599 IL WA9YEE        599 CO
QSO: 28036 CW 2021-12-12 1933 N5RP          599 IL W7ZRC         599 ID
QSO: 28000 CW 2021-12-12 1934 N5RP          599 IL PY4ARS        599 157
QSO: 28036 CW 2021-12-12 1937 N5RP          599 IL KN7K          599 OR
QSO: 28036 CW 2021-12-12 1938 N5RP          599 IL K0ZX          599 CO
QSO: 28036 CW 2021-12-12 1939 N5RP          599 IL K9JM          599 CA
QSO: 28036 CW 2021-12-12 1939 N5RP          599 IL KQ7I          599 OR
QSO: 28000 CW 2021-12-12 1940 N5RP          599 IL AC6YY         599 CA
QSO: 28000 CW 2021-12-12 1942 N5RP          599 IL WD0BGZ        599 NE
QSO: 28036 CW 2021-12-12 1944 N5RP          599 IL K6JS          599 CA
QSO: 28036 CW 2021-12-12 1946 N5RP          599 IL K4XU          599 OR
QSO: 28036 CW 2021-12-12 1946 N5RP          599 IL N2MM          599 NJ
QSO: 28036 CW 2021-12-12 1948 N5RP          599 IL W2UP          599 CO
QSO: 28036 CW 2021-12-12 1950 N5RP          599 IL KH6LC         599 HI
QSO: 28036 CW 2021-12-12 1954 N5RP          599 IL K3WJV         599 PA
QSO: 28036 CW 2021-12-12 1955 N5RP          599 IL NE7D          599 OR
QSO: 28036 CW 2021-12-12 1959 N5RP          599 IL K3PP          599 PA
QSO: 28036 CW 2021-12-12 2000 N5RP          599 IL W7YAQ         599 OR
QSO: 28036 CW 2021-12-12 2003 N5RP          599 IL AA6AA         599 NV
QSO: 28000 CW 2021-12-12 2013 N5RP          599 IL K7RAT         599 OR
QSO: 28000 CW 2021-12-12 2015 N5RP          599 IL W9RE          599 IN
QSO: 28036 CW 2021-12-12 2015 N5RP          599 IL N4QS          599 KY
QSO: 28036 CW 2021-12-12 2017 N5RP          599 IL W1RH          599 CA
QSO: 28036 CW 2021-12-12 2021 N5RP          599 IL AI9T          599 IL
QSO: 28036 CW 2021-12-12 2021 N5RP          599 IL N6RSH         599 NE
QSO: 28036 CW 2021-12-12 2024 N5RP          599 IL K5LG          599 AR
QSO: 28036 CW 2021-12-12 2025 N5RP          599 IN KT9L          599 IN
QSO: 28036 CW 2021-12-12 2026 N5RP          599 IL WO7V          599 OR
QSO: 28023 CW 2021-12-12 2054 N5RP          599 IL WJ9B          599 ID
QSO: 28024 CW 2021-12-12 2116 N5RP          599 IL NN1N          599 IL
END-OF-LOG:
