START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: NT5V
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: NT5V
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2021.
QSO: 28000 PH 2021-12-11 1219 NT5V          599 TX KJ4IKN        599 KY
QSO: 28481 PH 2021-12-11 1713 NT5V          59 TX LU8VLE        59 149
QSO: 28513 PH 2021-12-11 1713 NT5V          59 TX CE5NK         59 140
QSO: 28000 PH 2021-12-11 1718 NT5V          59 TX CE4JZO        59 129
QSO: 28475 PH 2021-12-11 1832 NT5V          59 TX PX2A          59 0520
QSO: 28502 PH 2021-12-11 1833 NT5V          59 TX PS2T          59 0199
QSO: 28009 CW 2021-12-11 2053 NT5V          599 TX AD4ES         599 FL
QSO: 28019 CW 2021-12-11 2057 NT5V          599 TX N4TB          599 FL
QSO: 28027 CW 2021-12-11 2058 NT5V          599 TX K5EK          599 NC
QSO: 28027 CW 2021-12-11 2058 NT5V          599 TX PY5AMF        599 424
QSO: 28030 CW 2021-12-11 2100 NT5V          599 TX K0LUZ         599 FL
QSO: 28035 CW 2021-12-11 2101 NT5V          599 TX N6AR          599 FL
QSO: 28000 CW 2021-12-11 2111 NT5V          599 TX PY5ZHP        599 577
QSO: 28441 PH 2021-12-11 2114 NT5V          59 TX N4OX          59 FL
QSO: 28420 PH 2021-12-11 2125 NT5V          59 TX PY5AMF        59 445
QSO: 28000 PH 2021-12-11 2126 NT5V          59 TX PY2EX         59 315
QSO: 28399 PH 2021-12-11 2126 NT5V          59 TX W4DD          59 GA
QSO: 28401 PH 2021-12-11 2127 NT5V          59 TX N4UU          59 FL
QSO: 28408 PH 2021-12-11 2128 NT5V          59 TX AA3C          59 TX
QSO: 28408 PH 2021-12-11 2129 NT5V          59 TX PU5DPL        59 159
QSO: 28408 PH 2021-12-11 2131 NT5V          59 TX KK4JI         59 TX
QSO: 28408 PH 2021-12-11 2131 NT5V          59 TX PY2SR         59 52
QSO: 28408 PH 2021-12-11 2132 NT5V          59 TX K4TMG         59 FL
QSO: 28408 PH 2021-12-11 2134 NT5V          59 TX PR2E          59 178
QSO: 28408 PH 2021-12-11 2136 NT5V          59 TX PT1K          59 125
QSO: 28408 PH 2021-12-11 2136 NT5V          59 TX PU2UAF        59 187
QSO: 28451 PH 2021-12-11 2138 NT5V          59 TX K3DNE         59 SC
QSO: 28040 CW 2021-12-11 2143 NT5V          599 TX AA5JF         599 GA
QSO: 28042 CW 2021-12-11 2144 NT5V          599 TX NN7CW         599 FL
QSO: 28046 CW 2021-12-11 2146 NT5V          599 TX WO4O          599 FL
QSO: 28000 CW 2021-12-11 2148 NT5V          599 TX N4KS          599 FL
QSO: 28052 CW 2021-12-11 2148 NT5V          599 TX WB4TDH        599 FL
QSO: 28023 CW 2021-12-11 2157 NT5V          599 TX W5GN          599 TX
QSO: 28020 CW 2021-12-11 2215 NT5V          599 TX K4XL          599 VA
QSO: 28036 CW 2021-12-11 2219 NT5V          599 TX N1LN          599 NC
QSO: 28024 CW 2021-12-11 2254 NT5V          599 TX NR4M          599 VA
QSO: 28020 CW 2021-12-11 2255 NT5V          599 TX K3AJ          599 MD
QSO: 28035 CW 2021-12-11 2257 NT5V          599 TX ZF2WF         599 0472
QSO: 28051 CW 2021-12-11 2258 NT5V          599 TX N4XD          599 NC
QSO: 28424 PH 2021-12-11 2300 NT5V          59 TX N4RV          59 VA
QSO: 28415 PH 2021-12-11 2302 NT5V          59 TX W3LL          59 MD
QSO: 28444 PH 2021-12-11 2303 NT5V          59 TX 4U1WB         59 DC
QSO: 28449 PH 2021-12-11 2303 NT5V          59 TX W8ZN          59 VA
QSO: 28482 PH 2021-12-11 2304 NT5V          59 TX K4ZW          59 VA
QSO: 28490 PH 2021-12-11 2305 NT5V          59 TX WB0TEV        59 TX
QSO: 28497 PH 2021-12-11 2305 NT5V          59 TX K9RS          59 DE
QSO: 28000 PH 2021-12-11 2307 NT5V          59 TX W3ICM         59 MD
QSO: 28000 PH 2021-12-11 2308 NT5V          59 TX WD8SCV        59 OH
QSO: 28406 PH 2021-12-11 2309 NT5V          59 TX KD2JOE        59 NJ
QSO: 28000 PH 2021-12-11 2313 NT5V          59 TX K3RLW         59 MD
QSO: 28406 PH 2021-12-11 2317 NT5V          59 TX W3RFC         59 MD
QSO: 28017 CW 2021-12-11 2333 NT5V          599 TX W3YR          599 MD
QSO: 28049 CW 2021-12-11 2358 NT5V          599 TX K2RB          599 CT
QSO: 28039 CW 2021-12-11 2359 NT5V          599 TX K8AZ          599 OH
QSO: 28024 CW 2021-12-12 0000 NT5V          599 TX K3UA          599 PA
QSO: 28013 CW 2021-12-12 0002 NT5V          599 TX K4ZW          599 VA
QSO: 28415 PH 2021-12-12 0004 NT5V          59 TX KC8QDQ        59 OH
QSO: 28443 PH 2021-12-12 0005 NT5V          59 TX N8CWU         59 OH
QSO: 28398 PH 2021-12-12 0006 NT5V          59 TX W8PR          59 OH
QSO: 28000 PH 2021-12-12 0008 NT5V          59 TX KI0R          59 TX
QSO: 28408 PH 2021-12-12 0009 NT5V          59 TX K8AZ          59 OH
QSO: 28408 PH 2021-12-12 0009 NT5V          59 TX N4RA          59 WV
QSO: 28000 PH 2021-12-12 0010 NT5V          59 TX K8DJR         59 MI
QSO: 28408 PH 2021-12-12 0011 NT5V          59 TX VE3UZ         59 ON
QSO: 28408 PH 2021-12-12 0014 NT5V          59 TX K3MM          59 MD
QSO: 28408 PH 2021-12-12 0014 NT5V          59 TX W4RN          59 VA
QSO: 28408 PH 2021-12-12 0014 NT5V          59 TX WA8ZBT        59 TX
QSO: 28408 PH 2021-12-12 0014 NT5V          59 TX WX4DAT        59 NC
QSO: 28408 PH 2021-12-12 0016 NT5V          59 TX K8LL          59 OH
QSO: 28408 PH 2021-12-12 0016 NT5V          59 TX KE3K          59 MI
QSO: 28408 PH 2021-12-12 0016 NT5V          59 TX N4DE          59 NC
QSO: 28408 PH 2021-12-12 0016 NT5V          59 TX N9RJM         59 IL
QSO: 28000 PH 2021-12-12 0017 NT5V          59 TX W8MET         59 OH
QSO: 28408 PH 2021-12-12 0017 NT5V          59 TX NR4O          59 NC
QSO: 28408 PH 2021-12-12 0020 NT5V          59 TX WB9Z          59 IL
QSO: 28408 PH 2021-12-12 0020 NT5V          59 TX WX1S          59 NH
QSO: 28408 PH 2021-12-12 0021 NT5V          59 TX K2ANZ         59 NY
QSO: 28408 PH 2021-12-12 0021 NT5V          59 TX W9NY          59 IN
QSO: 28408 PH 2021-12-12 0022 NT5V          59 TX KA2K          59 NJ
QSO: 28408 PH 2021-12-12 0022 NT5V          59 TX W3ZGD         59 PA
QSO: 28408 PH 2021-12-12 0023 NT5V          59 TX KC1XX         59 NH
QSO: 28000 PH 2021-12-12 0024 NT5V          59 TX K0PG          59 IL
QSO: 28000 PH 2021-12-12 0024 NT5V          59 TX KD3ANX        59 NJ
QSO: 28408 PH 2021-12-12 0024 NT5V          59 TX N2PP          59 NY
QSO: 28000 PH 2021-12-12 0026 NT5V          59 TX K1MWH         59 TN
QSO: 28000 PH 2021-12-12 0026 NT5V          59 TX VE3OIL        59 ON
QSO: 28000 PH 2021-12-12 0027 NT5V          59 TX AF1T          59 NH
QSO: 28408 PH 2021-12-12 0027 NT5V          59 TX W1JGM         59 CT
QSO: 28000 PH 2021-12-12 0028 NT5V          59 TX KW9R          59 WI
QSO: 28408 PH 2021-12-12 0029 NT5V          59 TX AC9S          59 IL
QSO: 28408 PH 2021-12-12 0032 NT5V          59 TX W8RID         59 OH
QSO: 28408 PH 2021-12-12 0038 NT5V          59 TX N4SS          59 KY
QSO: 28408 PH 2021-12-12 0040 NT5V          59 TX VE3WG         59 ON
QSO: 28408 PH 2021-12-12 0042 NT5V          59 TX N2OMD         59 NY
QSO: 28000 PH 2021-12-12 0050 NT5V          59 MO KF0GYQ        59 MO
QSO: 28408 PH 2021-12-12 0050 NT5V          59 TX WA3LXD        59 FL
QSO: 28408 PH 2021-12-12 0051 NT5V          59 TX WB8BZK        59 IL
QSO: 28408 PH 2021-12-12 0052 NT5V          59 TX WB9TFH        59 WI
QSO: 28408 PH 2021-12-12 0053 NT5V          59 TX W8ASA         59 OH
QSO: 28000 PH 2021-12-12 0055 NT5V          59 TX W9KCM         59 IL
QSO: 28408 PH 2021-12-12 0057 NT5V          59 TX N4ZY          59 KY
QSO: 28000 PH 2021-12-12 0058 NT5V          59 TX AC9TU         59 IL
QSO: 28408 PH 2021-12-12 0103 NT5V          59 TX AA3S          59 MD
QSO: 28408 PH 2021-12-12 0104 NT5V          59 TX N9PQJ         59 WI
QSO: 28000 PH 2021-12-12 0106 NT5V          59 TX N8II          59 WV
QSO: 28408 PH 2021-12-12 0110 NT5V          59 TX W9KEY         59 WI
QSO: 28408 PH 2021-12-12 0111 NT5V          59 TX K9YY          59 IL
QSO: 28408 PH 2021-12-12 0111 NT5V          59 TX NY0V          59 MN
QSO: 28000 PH 2021-12-12 0112 NT5V          59 TX AF9J          59 WI
QSO: 28408 PH 2021-12-12 0116 NT5V          59 TX KR4FK         59 TN
QSO: 28408 PH 2021-12-12 0117 NT5V          59 TX KD8FS         59 MI
QSO: 28408 PH 2021-12-12 0117 NT5V          59 TX VA3ROC        59 ONT
QSO: 28000 PH 2021-12-12 0120 NT5V          59 TX N9LYE         59 IL
QSO: 28408 PH 2021-12-12 0121 NT5V          59 TX N9NE          59 WI
QSO: 28000 PH 2021-12-12 0124 NT5V          59 TX KC8VPQ        59 OH
QSO: 28408 PH 2021-12-12 0124 NT5V          59 TX KB9OWD        59 WI
QSO: 28000 PH 2021-12-12 0129 NT5V          59 TX K0SIX         59 MN
QSO: 28408 PH 2021-12-12 0129 NT5V          59 TX K9PG          59 IL
QSO: 28405 PH 2021-12-12 0130 NT5V          59 TX K2DRH         59 IL
QSO: 28478 PH 2021-12-12 0132 NT5V          59 TX K9MU          59 WI
QSO: 28000 PH 2021-12-12 0134 NT5V          59 TX W9LSE         59 WI
QSO: 28409 PH 2021-12-12 0135 NT5V          59 TX WB9BWP        59 WI
QSO: 28409 PH 2021-12-12 0137 NT5V          59 TX AE0DX         59 IA
QSO: 28409 PH 2021-12-12 0137 NT5V          59 TX AI6O          59 MO
QSO: 28433 PH 2021-12-12 0143 NT5V          59 TX WU2X          59 NY
QSO: 28000 PH 2021-12-12 0148 NT5V          59 TX W0OTV         59 IA
QSO: 28020 CW 2021-12-12 0149 NT5V          599 TX N0UK          599 MN
QSO: 28026 CW 2021-12-12 0150 NT5V          599 TX K0TT          599 MN
QSO: 28039 CW 2021-12-12 0154 NT5V          599 TX N3JT          599 VA
QSO: 28047 CW 2021-12-12 0156 NT5V          599 TX W9XT          599 WI
QSO: 28012 CW 2021-12-12 1549 NT5V          599 TX WD0T          599 SD
QSO: 28018 CW 2021-12-12 1551 NT5V          599 TX W0PR          599 MN
QSO: 28022 CW 2021-12-12 1552 NT5V          599 TX VE5GC         599 SK
QSO: 28034 CW 2021-12-12 1553 NT5V          599 TX KV0I          599 NE
QSO: 28042 CW 2021-12-12 1554 NT5V          599 TX W0PI          599 MN
QSO: 28000 CW 2021-12-12 1556 NT5V          599 TX KN0V          599 MN
QSO: 28048 CW 2021-12-12 1556 NT5V          599 TX N0HJZ         599 MN
QSO: 28004 CW 2021-12-12 1557 NT5V          599 TX AA0AW         599 MN
QSO: 28000 CW 2021-12-12 1559 NT5V          599 TX AE0EE         599 MN
QSO: 28411 PH 2021-12-12 1600 NT5V          59 TX N0HJZ         59 MN
QSO: 28428 PH 2021-12-12 1602 NT5V          59 TX K0TT          59 MN
QSO: 28443 PH 2021-12-12 1602 NT5V          59 TX NE9U          59 WI
QSO: 28451 PH 2021-12-12 1603 NT5V          59 TX WA0MHJ        59 MN
QSO: 28460 PH 2021-12-12 1604 NT5V          59 TX W0PR          59 MN
QSO: 28000 PH 2021-12-12 1605 NT5V          59 TX WB0ULX        59 SD
QSO: 28404 PH 2021-12-12 1611 NT5V          59 TX K5KJ          59 TX
QSO: 28404 PH 2021-12-12 1611 NT5V          59 TX W0PI          59 MN
QSO: 28404 PH 2021-12-12 1612 NT5V          59 TX AC0DQ         59 NE
QSO: 28404 PH 2021-12-12 1612 NT5V          59 TX K0TJT         59 MN
QSO: 28404 PH 2021-12-12 1614 NT5V          59 TX K0JM          59 MN
QSO: 28404 PH 2021-12-12 1616 NT5V          59 TX K0SV          59 MN
QSO: 28000 PH 2021-12-12 1617 NT5V          59 TX KA0LDG        59 ND
QSO: 28000 PH 2021-12-12 1617 NT5V          59 TX N0DPR         59 MO
QSO: 28404 PH 2021-12-12 1617 NT5V          59 TX KC0RET        59 MN
QSO: 28404 PH 2021-12-12 1618 NT5V          59 TX K0MD          59 MN
QSO: 28404 PH 2021-12-12 1618 NT5V          59 TX KE0NWG        59 SD
QSO: 28404 PH 2021-12-12 1622 NT5V          59 TX KE0U          59 NE
QSO: 28404 PH 2021-12-12 1626 NT5V          59 TX N0OK          59 MN
QSO: 28404 PH 2021-12-12 1629 NT5V          59 TX K0RJW         59 MN
QSO: 28000 PH 2021-12-12 1631 NT5V          59 TX K0EA          59 MN
QSO: 28404 PH 2021-12-12 1633 NT5V          59 TX KB0EO         59 MN
QSO: 28000 PH 2021-12-12 1638 NT5V          59 TX KM0F          59 SD
QSO: 28404 PH 2021-12-12 1639 NT5V          59 TX N0HDR         59 MN
QSO: 28404 PH 2021-12-12 1640 NT5V          59 TX NR0T          59 MN
QSO: 28404 PH 2021-12-12 1642 NT5V          59 TX ND9G          59 IL
QSO: 28360 PH 2021-12-12 1916 NT5V          59 TX PY5QW         59 211
QSO: 28406 PH 2021-12-12 1917 NT5V          59 TX ZZ5K          59 577
QSO: 28000 PH 2021-12-12 1918 NT5V          59 TX PU2WDX        59 137
QSO: 28000 PH 2021-12-12 1920 NT5V          59 TX AA5AH         59 TX
QSO: 28430 PH 2021-12-12 1921 NT5V          59 TX PU4MMZ        59 154
QSO: 28447 PH 2021-12-12 1923 NT5V          59 TX AD4ES         59 FL
QSO: 28000 PH 2021-12-12 1925 NT5V          59 TX PY3TD         59 117
QSO: 28000 PH 2021-12-12 1927 NT5V          59 TX PY3EW         59 173
QSO: 28000 PH 2021-12-12 1927 NT5V          59 TX PY3ZL         59 50
QSO: 28432 PH 2021-12-12 1929 NT5V          59 TX PU5FJR        59 499
QSO: 28015 CW 2021-12-12 1931 NT5V          599 TX PY2RSA        599 452
QSO: 28021 CW 2021-12-12 1932 NT5V          599 TX WY7M          599 WY
QSO: 28032 CW 2021-12-12 1934 NT5V          599 TX PR2E          599 288
QSO: 28037 CW 2021-12-12 1936 NT5V          599 TX PY5AMF        599 703
QSO: 28047 CW 2021-12-12 1937 NT5V          599 TX NN4X          599 FL
END-OF-LOG:
