START-OF-LOG: 3.0
CATEGORY: Fixed CM* (SO)
CONTEST: FD SSB
SPECIFIC: I21
CALLSIGN: DD7BW
LOCATION: JO32LM
CLAIMED-SCORE: 1092
CREATED-BY: HAM OFFICE 5  REL. 9.7E HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
CLUB: DARC
OPERATORS: DD7BW
QSO: 14000 PH  2020-09-05 1517 DD7BW 59  001               LA4O/P     59  180
QSO: 7000  PH  2020-09-05 1526 DD7BW 59  002               OZ5GX/P    59  165
QSO: 7000  PH  2020-09-05 1547 DD7BW 59  003               M0DHO      59  112
QSO: 7000  PH  2020-09-05 1549 DD7BW 59  004               IZ1ZHG/P   59  177
QSO: 7000  PH  2020-09-05 1553 DD7BW 59  005               HB9BE/P    59  087
QSO: 7000  PH  2020-09-05 1601 DD7BW 59  006               G3NWR      59  065
QSO: 7000  PH  2020-09-05 1605 DD7BW 59  007               IQ0PG/P    59  243
QSO: 3500  PH  2020-09-05 1618 DD7BW 59  008               DL0IL/P    59  213
QSO: 3500  PH  2020-09-05 1621 DD7BW 59  009               DL0WMS/P   59  057
QSO: 14000 PH  2020-09-05 1636 DD7BW 59  010               OE4C/P     59  211
QSO: 7000  PH  2020-09-05 1831 DD7BW 59  011               RW1F       59  190
QSO: 7000  PH  2020-09-05 1833 DD7BW 59  012               G9X/P      59  182
QSO: 3500  PH  2020-09-05 1839 DD7BW 59  013               M0NPK      59  145
QSO: 3500  PH  2020-09-05 1842 DD7BW 59  014               DP6M/P     59  237
QSO: 3500  PH  2020-09-05 1844 DD7BW 59  015               DK0MN/P    59  283
QSO: 3500  PH  2020-09-05 1849 DD7BW 59  016               ON4MCL/P   59  448
QSO: 3500  PH  2020-09-05 1854 DD7BW 59  017               DM3O/P     59  119
QSO: 3500  PH  2020-09-05 1858 DD7BW 59  018               G4FNL      59  393
QSO: 3500  PH  2020-09-05 1901 DD7BW 59  019               DR1E/P     59  136
QSO: 3500  PH  2020-09-05 1904 DD7BW 59  020               PI4AMF/P   59  338
QSO: 7000  PH  2020-09-06 0839 DD7BW 59  021               OU7M/P     59  105
QSO: 7000  PH  2020-09-06 0845 DD7BW 59  022               OU7K/P     59  588
QSO: 7000  PH  2020-09-06 0851 DD7BW 59  023               HB9NFB/P   59  560
QSO: 7000  PH  2020-09-06 0855 DD7BW 59  024               G3Q        59  207
QSO: 7000  PH  2020-09-06 0859 DD7BW 59  025               OZ9EDR/P   59  423
QSO: 7000  PH  2020-09-06 0951 DD7BW 59  026               DG6IMR/P   59  350
QSO: 7000  PH  2020-09-06 0953 DD7BW 59  027               LA4O/P     59  582
END-OF-LOG:
