START-OF-LOG: 3.0
CONTEST: ARRL-VHF-SEP
LOCATION: OR
CALLSIGN: N7DB
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
OPERATORS: N7DB
HQ-CATEGORY: Single Operator, Low Power
QSO: 144 FM 2018-09-08 1844 N7DB CN85 K7ATN/R CN84
QSO: 144 FM 2018-09-08 1846 N7DB CN85 W4DVE CN85
QSO: 432 FM 2018-09-08 1848 N7DB CN85 W4DVE CN85
QSO: 432 FM 2018-09-08 1850 N7DB CN85 KI7HMV CN85
QSO: 432 FM 2018-09-08 1852 N7DB CN85 WA9ONY CN85
QSO: 50 CW 2018-09-08 1855 N7DB CN85 K7ATN/R CN84
QSO: 222 FM 2018-09-08 1856 N7DB CN85 K7YDL CN85
QSO: 432 FM 2018-09-08 1902 N7DB CN85 K7YDL CN85
QSO: 50 CW 2018-09-08 1908 N7DB CN85 K0JJ CN85
QSO: 50 CW 2018-09-08 1910 N7DB CN85 WI7N CN85
QSO: 50 CW 2018-09-08 1911 N7DB CN85 K7AYP CN85
QSO: 222 FM 2018-09-08 1912 N7DB CN85 W4DVE CN85
QSO: 222 FM 2018-09-08 1913 N7DB CN85 WZ8T CN85
QSO: 144 FM 2018-09-08 1919 N7DB CN85 K7IMA CN84
QSO: 144 FM 2018-09-08 1921 N7DB CN85 N7LKL CN85
QSO: 50 CW 2018-09-08 1924 N7DB CN85 K7YDC CN85
QSO: 50 CW 2018-09-08 1930 N7DB CN85 K7CW CN87
QSO: 50 CW 2018-09-08 1931 N7DB CN85 NO7DE CN85
QSO: 50 CW 2018-09-08 1931 N7DB CN85 K7VIT CN85
QSO: 50 CW 2018-09-08 1938 N7DB CN85 WA7GCS CN85
QSO: 144 FM 2018-09-08 1943 N7DB CN85 KD7GVX CN85
QSO: 432 PH 2018-09-08 1950 N7DB CN85 K0JJ CN85
QSO: 144 FM 2018-09-08 2000 N7DB CN85 WZ8T CN85
QSO: 144 FM 2018-09-08 2019 N7DB CN85 W7OTL CN85
QSO: 144 FM 2018-09-08 2020 N7DB CN85 W7MTL/P CN85
QSO: 144 FM 2018-09-08 2054 N7DB CN85 WA7IJV CN85
QSO: 144 FM 2018-09-08 2055 N7DB CN85 KE7K CN85
QSO: 50 CW 2018-09-08 2100 N7DB CN85 WA9ONY CN85
QSO: 222 FM 2018-09-08 2102 N7DB CN85 WA9ONY CN85
QSO: 144 FM 2018-09-08 2104 N7DB CN85 WA9ONY CN85
QSO: 144 FM 2018-09-08 2110 N7DB CN85 KG7RFU CN85
QSO: 144 FM 2018-09-08 2133 N7DB CN85 K7YDL CN85
QSO: 222 FM 2018-09-08 2151 N7DB CN85 K0JJ CN85
QSO: 222 FM 2018-09-08 2221 N7DB CN85 N7BMX CN85
QSO: 50 CW 2018-09-08 2236 N7DB CN85 K6UM CN85
QSO: 50 CW 2018-09-08 2236 N7DB CN85 WZ8T CN85
QSO: 432 PH 2018-09-08 2237 N7DB CN85 WZ8T CN85
QSO: 144 FM 2018-09-08 2317 N7DB CN85 W7RC CN85
QSO: 50 CW 2018-09-08 2325 N7DB CN85 W4DVE CN85
QSO: 144 FM 2018-09-08 2357 N7DB CN85 W7EDC CN85
QSO: 144 FM 2018-09-09 0000 N7DB CN85 KE7ZAC CN85
QSO: 432 PH 2018-09-09 0005 N7DB CN85 KE7ZAC CN85
QSO: 144 FM 2018-09-09 0007 N7DB CN85 K9WBZ/M CN85
QSO: 50 CW 2018-09-09 1828 N7DB CN85 WB7VTY CN95
QSO: 144 FM 2018-09-09 1854 N7DB CN85 KI7LTT CN85
QSO: 144 FM 2018-09-09 1858 N7DB CN85 KG7GDB CN84
QSO: 222 FM 2018-09-09 1904 N7DB CN85 AA7EA CN85
QSO: 222 FM 2018-09-09 1908 N7DB CN85 KE7MSU/R CN85
QSO: 432 PH 2018-09-09 1914 N7DB CN85 KE7MSU/R CN85
QSO: 144 FM 2018-09-09 1916 N7DB CN85 KE7MSU/R CN85
QSO: 144 FM 2018-09-09 2026 N7DB CN85 KA6GND CN85
QSO: 50 CW 2018-09-09 2044 N7DB CN85 K7ATN/R CN85
QSO: 144 FM 2018-09-09 2058 N7DB CN85 AD7FX/M CN95
QSO: 144 FM 2018-09-09 2105 N7DB CN85 WB5WEC CN85
QSO: 144 FM 2018-09-09 2125 N7DB CN85 AG7NC CN86
QSO: 144 FM 2018-09-09 2249 N7DB CN85 NL7GN CN85
QSO: 144 FM 2018-09-09 2231 N7DB CN85 N6DVI CN85
QSO: 432 PH 2018-09-09 2244 N7DB CN85 NO7DE CN85
QSO: 144 FM 2018-09-09 2326 N7DB CN85 K7NOL/M CN85
QSO: 144 FM 2018-09-09 2328 N7DB CN85 K7USB CN85
QSO: 144 FM 2018-09-09 2329 N7DB CN85 AG7EW CN85
QSO: 144 FM 2018-09-09 2330 N7DB CN85 K7FO CN95
QSO: 144 FM 2018-09-09 2342 N7DB CN85 NO7DE CN85
END-OF-LOG:
