START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SJV
CALLSIGN: K6ML
CATEGORY-BAND: ALL
OPERATORS: K6ML
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2023-08-20 0119 K6ML CM97TE KB6BA CM97EI
QSO: 10G PH 2023-08-20 0147 K6ML CM97TE WA6CDR DM13CO
QSO: 10G PH 2023-08-20 0148 K6ML CM97TE W6DL DM13CO
QSO: 10G PH 2023-08-20 0149 K6ML CM97TE KK6MXP DM13CO
QSO: 10G PH 2023-08-20 0209 K6ML CM97TE N9JIM CM97RB
QSO: 10G PH 2023-08-20 0210 K6ML CM97TE AG6KG CM97RB
QSO: 24G PH 2023-08-20 0212 K6ML CM97TE N9JIM CM97RB
QSO: 10G PH 2023-08-20 0252 K6ML CM97TA WA6QDP CM97AV
QSO: 10G PH 2023-08-20 0258 K6ML CM97TA KB6BA CM97EI
QSO: 10G PH 2023-08-20 0304 K6ML CM97TA K6MG CM89PK
QSO: 10G PH 2023-08-20 0316 K6ML CM97TA W6DL DM13CO
QSO: 10G PH 2023-08-20 0318 K6ML CM97TA KK6MXP DM13CO
QSO: 10G PH 2023-08-20 0319 K6ML CM97TA WA6CDR DM13CO
QSO: 10G PH 2023-08-20 0321 K6ML CM97TA N6CA DM03UT
QSO: 10G PH 2023-08-20 1652 K6ML CM97OB N9JIM CM87UK
QSO: 10G PH 2023-08-20 1659 K6ML CM97OB K6MG CM89PK
QSO: 10G PH 2023-08-20 1707 K6ML CM97OB WF6R CM87VJ
QSO: 10G PH 2023-08-20 1717 K6ML CM97OB N6CA DM03UT
QSO: 10G PH 2023-08-20 1756 K6ML CM96RU K6MG CM89PK
QSO: 10G PH 2023-08-20 1808 K6ML CM96RU WF6R CM87VJ
QSO: 10G PH 2023-08-20 1817 K6ML CM96RU N6CA DM03UT
QSO: 10G PH 2023-08-20 1900 K6ML CM96TR KD6W DM05HI
QSO: 10G PH 2023-08-20 1903 K6ML CM96TR N6CA DM03UT
QSO: 10G PH 2023-08-20 1907 K6ML CM96TR K6MG CM89PK
QSO: 10G PH 2023-08-20 1912 K6ML CM96TR WF6R CM87VJ
QSO: 10G PH 2023-08-20 1932 K6ML CM96TR AD6IW CM87XJ
QSO: 10G PH 2023-08-20 2005 K6ML CM96TM K6MG CM89PK
QSO: 10G PH 2023-08-20 2026 K6ML CM96TM WF6R CM87VJ
QSO: 10G PH 2023-08-20 2030 K6ML CM96TM WA6QDP CM88WJ
QSO: 10G PH 2023-08-20 2035 K6ML CM96TM N9JIM CM97AV
QSO: 10G PH 2023-08-20 2042 K6ML CM96TM N6CA DM03UT
QSO: 10G PH 2023-08-20 2124 K6ML CM96VK K6MG CM89PK
QSO: 10G PH 2023-08-20 2126 K6ML CM96VK WA6QDP CM88WJ
QSO: 10G PH 2023-08-20 2128 K6ML CM96VK N9JIM CM97AV
QSO: 10G PH 2023-08-20 2133 K6ML CM96VK N6CA DM03UT
QSO: 10G PH 2023-08-20 2139 K6ML CM96VK KD6W DM05DO
QSO: 10G PH 2023-08-20 2219 K6ML CM96WF N9JIM CM97AV
QSO: 10G PH 2023-08-20 2225 K6ML CM96WF N6CA DM03UT
QSO: 10G PH 2023-08-20 2228 K6ML CM96WF K6MG CM89PK
QSO: 10G PH 2023-08-20 2229 K6ML CM96WF WA6QDP CM88WJ
QSO: 10G PH 2023-08-20 2314 K6ML DM06AC KD6W DM05BW
QSO: 10G PH 2023-08-20 2316 K6ML DM06AC N6CA DM03UT
QSO: 10G PH 2023-08-20 2318 K6ML DM06AC N9JIM CM97AV
QSO: 10G PH 2023-08-20 2320 K6ML DM06AC K6MG CM89PK
QSO: 10G PH 2023-08-20 2321 K6ML DM06AC WA6QDP CM88WJ
QSO: 10G PH 2023-08-20 2353 K6ML DM06CF N6CA DM03UT
QSO: 10G PH 2023-08-20 2355 K6ML DM06CF K6MG CM89PK
QSO: 10G PH 2023-08-20 2356 K6ML DM06CF WA6QDP CM88WJ
QSO: 10G PH 2023-08-20 2357 K6ML DM06CF N9JIM CM97AV
QSO: 10G PH 2023-08-21 0027 K6ML DM06CK K6MG CM89PK
QSO: 10G PH 2023-08-21 0028 K6ML DM06CK WA6QDP CM88WJ
QSO: 10G PH 2023-08-21 0029 K6ML DM06CK N9JIM CM97AV
QSO: 10G PH 2023-08-21 0037 K6ML DM06CK KD6W CM96XG
QSO: 10G PH 2023-08-21 0114 K6ML CM96XK N6CA DM03UT
QSO: 10G PH 2023-08-21 0116 K6ML CM96XK K6MG CM89PK
QSO: 10G PH 2023-08-21 0118 K6ML CM96XK N9JIM CM97AV
QSO: 10G PH 2023-08-21 0120 K6ML CM96XK WA6QDP CM88WJ
QSO: 10G CW 2023-08-21 0127 K6ML CM96XK AD6IW CM87XJ
QSO: 10G PH 2023-08-21 0208 K6ML CM96VH K6MG CM89PK
QSO: 10G PH 2023-08-21 0209 K6ML CM96VH WA6QDP CM88WJ
QSO: 10G PH 2023-08-21 0210 K6ML CM96VH N9JIM CM97AV
QSO: 10G CW 2023-08-21 0234 K6ML CM96VH AD6IW CM87XJ
QSO: 10G PH 2023-08-21 0323 K6ML CM96RO K6MG CM89PK
QSO: 10G PH 2023-08-21 0324 K6ML CM96RO WA6QDP CM88WJ
QSO: 10G CW 2023-08-21 0333 K6ML CM96RO AD6IW CM87XJ
QSO: 10G PH 2023-08-21 0447 K6ML CM96PS WA6QDP CM88WJ
QSO: 10G PH 2023-08-21 0448 K6ML CM96PS K6MG CM89PK
QSO: 10G CW 2023-08-21 0450 K6ML CM96PS AD6IW CM87XJ
QSO: 10G CW 2023-08-21 0454 K6ML CM96PS N6CA DM03UT
QSO: 10G PH 2023-08-21 0504 K6ML CM96PS KD6W CM96RW
QSO: 10G PH 2023-08-21 0550 K6ML CM97MB K6MG CM89PK
QSO: 10G PH 2023-08-21 0559 K6ML CM97MB WA6QDP CM88WJ
QSO: 10G CW 2023-08-21 0612 K6ML CM97MB N6CA DM03UT
QSO: 10G PH 2023-09-16 1516 K6ML DM04MS N6RMJ CM97KH
QSO: 10G PH 2023-09-16 1522 K6ML DM04MS N6CA DM03UT
QSO: 10G PH 2023-09-16 1533 K6ML DM04MS W6BY CM96WF
QSO: 10G PH 2023-09-16 1548 K6ML DM04MS W4PBL DM02SV
QSO: 10G PH 2023-09-16 1549 K6ML DM04MS AF5T DM02SV
QSO: 10G PH 2023-09-16 1557 K6ML DM04MS K6NKC DM12NO
QSO: 10G PH 2023-09-16 1559 K6ML DM04MS N9RIN DM13BQ
QSO: 10G PH 2023-09-16 1635 K6ML DM04MS N9JIM CM97AV
QSO: 10G PH 2023-09-16 1638 K6ML DM04MS N5XSA CM97AV
QSO: 24G PH 2023-09-16 1702 K6ML DM04MS W6BY CM96WF
QSO: 10G PH 2023-09-16 1709 K6ML DM04MS AF6NA DM13HV
QSO: 10G PH 2023-09-16 1716 K6ML DM04MS W6QIW CM95XV
QSO: 24G PH 2023-09-16 1728 K6ML DM04MS W6QIW CM95XV
QSO: 10G PH 2023-09-16 1731 K6ML DM04MS K6MG DM05KO
QSO: 24G PH 2023-09-16 1733 K6ML DM04MS K6MG DM05KO
QSO: 10G PH 2023-09-16 1739 K6ML DM04MS WB6NOA DM13AO
QSO: 10G PH 2023-09-16 1753 K6ML DM04MS K1CT DM12JU
QSO: 10G PH 2023-09-16 1811 K6ML DM04MS N6TEB DM05KF
QSO: 10G PH 2023-09-16 1813 K6ML DM04MS K6WCI DM05KF
QSO: 24G PH 2023-09-16 1826 K6ML DM04MS N6TEB DM05KF
QSO: 10G PH 2023-09-16 1841 K6ML DM04MS WB6TFC DM12MQ
QSO: 10G PH 2023-09-16 1842 K6ML DM04MS N6OQ DM12MQ
QSO: 10G PH 2023-09-16 1842 K6ML DM04MS K6VCR DM12MQ
QSO: 10G PH 2023-09-16 1843 K6ML DM04MS KI6ACI DM12MQ
QSO: 10G PH 2023-09-16 1845 K6ML DM04MS KN6PKN DM12MQ
QSO: 10G PH 2023-09-16 1853 K6ML DM04MS K6MG DM05IO
QSO: 24G PH 2023-09-16 1902 K6ML DM04MS K6MG DM05IO
QSO: 10G PH 2023-09-16 1913 K6ML DM04MS WB6CWN DM34TF
QSO: 10G PH 2023-09-16 1943 K6ML DM04MS W6QIW DM05CR
QSO: 10G PH 2023-09-16 1946 K6ML DM04MS K6MG DM05GO
QSO: 24G PH 2023-09-16 1947 K6ML DM04MS K6MG DM05GO
QSO: 24G PH 2023-09-16 1952 K6ML DM04MS W6QIW DM05CR
QSO: 10G PH 2023-09-16 1959 K6ML DM04MS WA6CDR DM25GW
QSO: 10G PH 2023-09-16 2043 K6ML DM04MS AD6IW CM88WJ
QSO: 10G PH 2023-09-16 2102 K6ML DM04MS N6VHF DM12JU
QSO: 10G PH 2023-09-16 2120 K6ML DM04MS K6MG DM05EO
QSO: 24G PH 2023-09-16 2122 K6ML DM04MS K6MG DM05EO
QSO: 10G PH 2023-09-16 2229 K6ML DM04MS AG6KG CM97JK
QSO: 10G PH 2023-09-16 2233 K6ML DM04MS W6QIW DM05BW
QSO: 10G PH 2023-09-16 2238 K6ML DM04MS K6WCI CM96WA
QSO: 10G PH 2023-09-16 2239 K6ML DM04MS N6TEB CM96WA
QSO: 24G PH 2023-09-16 2246 K6ML DM04MS N6TEB CM96WA
QSO: 24G PH 2023-09-16 2247 K6ML DM04MS W6QIW DM05BW
QSO: 10G PH 2023-09-16 2253 K6ML DM04MS KC6QHP DM03TT
QSO: 10G PH 2023-09-16 2257 K6ML DM04MS N5BF DM04VF
QSO: 10G PH 2023-09-16 2306 K6ML DM04MS K6MG DM05DR
QSO: 24G PH 2023-09-16 2307 K6ML DM04MS K6MG DM05DR
QSO: 10G PH 2023-09-16 2313 K6ML DM04MS W6DL DM13JM
QSO: 10G PH 2023-09-16 2315 K6ML DM04MS KK6MXP DM13JM
QSO: 10G PH 2023-09-16 2317 K6ML DM04MS N9RIN DM13DM
QSO: 10G PH 2023-09-16 2329 K6ML DM04MS KB6BA CM97KH
QSO: 10G PH 2023-09-16 2337 K6ML DM04MS AA6XA CM97KH
QSO: 10G PH 2023-09-16 2344 K6ML DM04MS WA6BBQ DM13FV
QSO: 10G PH 2023-09-16 2358 K6ML DM04MS N7DA DM12LW
QSO: 10G PH 2023-09-17 0016 K6ML DM04MS N6TEB CM96WF
QSO: 10G PH 2023-09-17 0017 K6ML DM04MS K6WCI CM96WF
QSO: 24G PH 2023-09-17 0022 K6ML DM04MS N6TEB CM96WF
QSO: 10G PH 2023-09-17 0043 K6ML DM04MS W6QIW DM06BC
QSO: 24G PH 2023-09-17 0052 K6ML DM04MS W6QIW DM06BC
QSO: 10G PH 2023-09-17 0124 K6ML DM04MS K6MG DM05AX
QSO: 24G PH 2023-09-17 0125 K6ML DM04MS K6MG DM05AX
QSO: 10G PH 2023-09-17 0211 K6ML DM04MS AG6KG CM97KH
QSO: 10G PH 2023-09-17 0221 K6ML DM04MS N6VHF DM13JM
QSO: 10G PH 2023-09-17 0333 K6ML DM04MS K6MG DM06BC
QSO: 24G PH 2023-09-17 0337 K6ML DM04MS K6MG DM06BC
QSO: 10G PH 2023-09-17 0401 K6ML DM04MS K6MG DM06CG
QSO: 24G PH 2023-09-17 0404 K6ML DM04MS K6MG DM06CG
QSO: 10G PH 2023-09-17 0409 K6ML DM04MS N6LL DM04VD
QSO: 10G PH 2023-09-17 1608 K6ML DM04MS WA6MEM DM03UR
QSO: 10G PH 2023-09-17 1644 K6ML DM04MS N6RMJ DM05PF
QSO: 10G PH 2023-09-17 1657 K6ML DM04MS N9RIN DM13JC
QSO: 10G PH 2023-09-17 1658 K6ML DM04MS N6OQ DM13JC
QSO: 10G PH 2023-09-17 1705 K6ML DM04MS W6QIW CM96WF
QSO: 10G PH 2023-09-17 1706 K6ML DM04MS KB6BA CM96WF
QSO: 24G PH 2023-09-17 1713 K6ML DM04MS W6QIW CM96WF
QSO: 10G PH 2023-09-17 1734 K6ML DM04MS N6VHF DM14ER
QSO: 10G PH 2023-09-17 1736 K6ML DM04MS KK6AVY DM14ER
QSO: 10G PH 2023-09-17 1802 K6ML DM04MS K6MG DM06GH
QSO: 24G PH 2023-09-17 1803 K6ML DM04MS K6MG DM06GH
QSO: 10G PH 2023-09-17 1805 K6ML DM04MS N6TEB DM05BW
QSO: 10G PH 2023-09-17 1806 K6ML DM04MS K6WCI DM05BW
QSO: 24G PH 2023-09-17 1813 K6ML DM04MS N6TEB DM05BW
QSO: 10G PH 2023-09-17 1844 K6ML DM04MS K6MG DM06BG
QSO: 24G PH 2023-09-17 1845 K6ML DM04MS K6MG DM06BG
QSO: 10G PH 2023-09-17 1858 K6ML DM04MS AJ6HO DM14BF
QSO: 10G PH 2023-09-17 1900 K6ML DM04MS N6RMJ DM15BA
QSO: 10G PH 2023-09-17 1912 K6ML DM04MS K6MG CM96XG
QSO: 24G PH 2023-09-17 1918 K6ML DM04MS K6MG CM96XG
QSO: 10G PH 2023-09-17 1952 K6ML DM04MS W6QIW DM06CD
QSO: 10G PH 2023-09-17 1955 K6ML DM04MS N6TEB DM05DR
QSO: 10G PH 2023-09-17 1956 K6ML DM04MS K6WCI DM05DR
QSO: 24G PH 2023-09-17 1959 K6ML DM04MS N6TEB DM05DR
QSO: 24G PH 2023-09-17 2006 K6ML DM04MS W6QIW DM06CD
QSO: 10G PH 2023-09-17 2020 K6ML DM04MS K6MG CM96VH
QSO: 10G PH 2023-09-17 2058 K6ML DM04MS AD6IW CM97AV
QSO: 10G PH 2023-09-17 2103 K6ML DM04MS AA6PZ CM97AV
QSO: 10G PH 2023-09-17 2107 K6ML DM04MS N6TEB DM05FL
QSO: 10G PH 2023-09-17 2108 K6ML DM04MS K6WCI DM05FL
QSO: 24G PH 2023-09-17 2112 K6ML DM04MS N6TEB DM05FL
QSO: 10G PH 2023-09-17 2116 K6ML DM04MS KC6QHP DM12LT
QSO: 10G PH 2023-09-17 2117 K6ML DM04MS K6NKC DM12JU
QSO: 10G PH 2023-09-17 2134 K6ML DM04MS K6MG CM96XK
QSO: 10G PH 2023-09-17 2143 K6ML DM04MS AF6NA DM13FW
QSO: 10G PH 2023-09-17 2154 K6ML DM04MS K1CT DM13MI
QSO: 10G PH 2023-09-17 2157 K6ML DM04MS WA6CGR DM03UT
QSO: 10G PH 2023-09-17 2223 K6ML DM04MS W6QIW DM06EF
QSO: 24G PH 2023-09-17 2231 K6ML DM04MS W6QIW DM06EF
QSO: 10G PH 2023-09-17 2255 K6ML DM04MS N9RIN DM13DQ
QSO: 10G PH 2023-09-17 2304 K6ML DM04MS K6MG DM06CK
QSO: 24G PH 2023-09-17 2310 K6ML DM04MS K6MG DM06CK
QSO: 10G PH 2023-09-17 2336 K6ML DM04MS K6MG DM06EJ
QSO: 24G PH 2023-09-17 2336 K6ML DM04MS K6MG DM06EJ
QSO: 10G PH 2023-09-17 2345 K6ML DM04MS K6VHF DM14KF
QSO: 10G PH 2023-09-17 2346 K6ML DM04MS KK6AVY DM14KF
QSO: 10G PH 2023-09-18 0001 K6ML DM04MS N6RMJ DM14LU
QSO: 10G PH 2023-09-18 0108 K6ML DM04MS W6QIW CM96WD
QSO: 10G PH 2023-09-18 0121 K6ML DM04MS K6MG DM06KF
QSO: 24G PH 2023-09-18 0123 K6ML DM04MS K6MG DM06KF
QSO: 10G PH 2023-09-18 0129 K6ML DM04MS KB6BA CM96OW
QSO: 10G PH 2023-09-18 0213 K6ML DM04MS W6QIW DM05AX
QSO: 10G PH 2023-09-18 0214 K6ML DM04MS K6MG DM06GF
QSO: 24G PH 2023-09-18 0215 K6ML DM04MS K6MG DM06GF
QSO: 24G PH 2023-09-18 0219 K6ML DM04MS W6QIW DM05AX
QSO: 10G PH 2023-09-18 0257 K6ML DM04MS K6MG DM06EG
QSO: 24G PH 2023-09-18 0258 K6ML DM04MS K6MG DM06EG
QSO: 10G PH 2023-09-18 0327 K6ML DM04MS KJ6HZ DM03WT
QSO: 10G PH 2023-09-18 0328 K6ML DM04MS KN6ZYA DM03WT
QSO: 10G PH 2023-09-18 0331 K6ML DM04MS K6MG DM06GA
QSO: 24G PH 2023-09-18 0333 K6ML DM04MS K6MG DM06GA
QSO: 10G PH 2023-09-18 0403 K6ML DM04MS K6MG DM05HT
QSO: 24G PH 2023-09-18 0405 K6ML DM04MS K6MG DM05HT
END-OF-LOG:
