START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: REF-SSB
CALLSIGN: YO9XC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YO9XC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for REF-SSB REF/2014/SSB.
QSO: 14000 PH 2014-02-22 0930 YO9XC         59 001 F1ISM         59 60
QSO: 14000 PH 2014-02-22 1509 YO9XC         59 035 F8CZI         59 68
QSO: 14000 PH 2014-02-22 1526 YO9XC         59 036 F1EPQ         59 38
QSO: 14000 PH 2014-02-22 1527 YO9XC         59 037 F6BXD         59 59
QSO: 14000 PH 2014-02-22 1528 YO9XC         59 038 F1BAY         59 83
QSO: 14181 PH 2014-02-22 1528 YO9XC         59 039 F1UVN         59 62
QSO: 14000 PH 2014-02-22 1529 YO9XC         59 040 F5HDK         59 44
QSO: 14181 PH 2014-02-22 1534 YO9XC         59 041 F8KGH         59 83
QSO: 14000 PH 2014-02-22 1537 YO9XC         59 043 F6GOE         59 19
QSO: 14000 PH 2014-02-22 1541 YO9XC         59 045 F4GFP         59 24
QSO: 14182 PH 2014-02-22 1541 YO9XC         59 048 F5OWT         59 45
QSO: 14000 PH 2014-02-22 1542 YO9XC         59 046 F4BXW/P       59 45
QSO: 14000 PH 2014-02-22 1544 YO9XC         59 049 F8KHP         59 88
QSO: 14000 PH 2014-02-22 1545 YO9XC         59 051 F4AHP         59 59
QSO: 14000 PH 2014-02-22 1547 YO9XC         59 050 F4FPI         59 87
QSO: 14000 PH 2014-02-22 1549 YO9XC         59 052 F6IPR/P       59 05
QSO: 14000 PH 2014-02-22 1550 YO9XC         59 033 F5INJ         59 80
QSO: 14000 PH 2014-02-22 1551 YO9XC         59 054 F5KDC         59 63
QSO: 14000 PH 2014-02-22 1552 YO9XC         59 055 F6HOR         59 68
QSO: 14000 PH 2014-02-22 1553 YO9XC         59 056 F4FUB         59 80
QSO: 14000 PH 2014-02-22 1604 YO9XC         59 057 F6BHI         59 19
QSO: 14000 PH 2014-02-22 1607 YO9XC         59 060 F4ETG         59 75
QSO: 14000 PH 2014-02-22 1607 YO9XC         59 059 F6KOT/P       59 82
QSO: 14137 PH 2014-02-22 1608 YO9XC         59 061 F1SOU         59 47
QSO: 14000 PH 2014-02-22 1613 YO9XC         59 063 F1GLJ         59 19
QSO: 14000 PH 2014-02-22 1613 YO9XC         59 0062 F8CGM         59 49
QSO: 14000 PH 2014-02-22 1614 YO9XC         59 064 F5ILB         59 44
QSO: 14000 PH 2014-02-22 1615 YO9XC         59 065 F4GMW         59 77
QSO: 14000 PH 2014-02-22 1617 YO9XC         59 067 F5OHH         59 44
QSO: 14000 PH 2014-02-22 1625 YO9XC         59 069 F5KHP         59 32
QSO: 14000 PH 2014-02-22 1626 YO9XC         59 070 TM4M          59 13
QSO: 14000 PH 2014-02-22 1627 YO9XC         59 071 F8DFT         59 68
QSO: 14000 PH 2014-02-22 1631 YO9XC         59 072 F4DPW         59 95
QSO: 14000 PH 2014-02-22 1634 YO9XC         59 073 F6KBR         59 66
QSO: 14000 PH 2014-02-22 1637 YO9XC         59 074 F6GVC         59 47
QSO: 14000 PH 2014-02-22 1638 YO9XC         59 075 F4EZG         59 87
QSO: 14000 PH 2014-02-22 1641 YO9XC         59 076 F8KOH         59 27
QSO: 14000 PH 2014-02-22 1647 YO9XC         59 077 F4FCW         59 54
QSO: 14198 PH 2014-02-22 1647 YO9XC         59 78 F1NZC         59 63
QSO: 14000 PH 2014-02-22 1648 YO9XC         59 079 F5PZR         59 77
QSO: 14000 PH 2014-02-22 1653 YO9XC         59 080 F8KHO/P       59 51
QSO: 14000 PH 2014-02-22 1654 YO9XC         59 081 F8KLY         59 69
QSO: 14198 PH 2014-02-22 1656 YO9XC         59 082 F4FTA         59 21
QSO: 14000 PH 2014-02-22 1657 YO9XC         59 083 F8DRE         59 28
QSO: 28000 PH 2014-02-22 1659 YO9XC         59 085 F4GPL         59 78
QSO: 14000 PH 2014-02-22 1701 YO9XC         59 087 F3VX          59 49
QSO: 14000 PH 2014-02-22 1702 YO9XC         59 089 F5MFI         59 45
QSO: 14000 PH 2014-02-22 1702 YO9XC         59 088 F6KOH         59 76
QSO: 14000 PH 2014-02-22 1704 YO9XC         59 090 F4ELR         59 82
QSO: 14000 PH 2014-02-22 1704 YO9XC         59 091 F6EKG         59 21
QSO: 14000 PH 2014-02-22 1705 YO9XC         59 092 TM0L          59 46
QSO: 14192 PH 2014-02-22 1753 YO9XC         59 093 TM5CSD        59 37
QSO: 14000 PH 2014-02-22 1803 YO9XC         59 095 F4GVZ         59 14
QSO: 14206 PH 2014-02-22 1804 YO9XC         59 096 F6DYX         59 49
QSO: 14206 PH 2014-02-22 1808 YO9XC         59 97 F4FFH         59 50
QSO: 14000 PH 2014-02-22 1811 YO9XC         59 098 F8FLK         59 80
QSO: 14000 PH 2014-02-22 1813 YO9XC         59 099 F6HKS         59 81
QSO: 14000 PH 2014-02-22 1820 YO9XC         59 101 F4FRX         59 82
QSO: 14173 PH 2014-02-22 1821 YO9XC         59 103 F5KUG         59 31
QSO: 14206 PH 2014-02-22 1821 YO9XC         59 102 TM1K          59 92
QSO: 14000 PH 2014-02-22 1823 YO9XC         59 104 F5SEY         59 44
QSO: 14000 PH 2014-02-22 1825 YO9XC         59 105 F4KIO/P       59 35
QSO: 14206 PH 2014-02-22 1829 YO9XC         59 107 F8ATS         59 91
QSO: 14240 PH 2014-02-22 2023 YO9XC         59 108 FY5KE         59 FY
QSO: 14000 PH 2014-02-23 0741 YO9XC         59 109 TM1A          59 77
QSO: 14126 PH 2014-02-23 0828 YO9XC         59 110 TM6D          59 38
QSO: 14179 PH 2014-02-23 0830 YO9XC         59 111 TM5FDC        59 82
QSO: 14183 PH 2014-02-23 0833 YO9XC         59 112 F8KCF         59 74
QSO: 14180 PH 2014-02-23 0834 YO9XC         59 113 TM1T          59 44
QSO: 14177 PH 2014-02-23 0838 YO9XC         59 114 F5LIW         59 21
QSO: 14000 PH 2014-02-23 0840 YO9XC         59 115 F6FNA         59 77
QSO: 14000 PH 2014-02-23 0901 YO9XC         59 117 F5MSB         59 32
QSO: 14000 PH 2014-02-23 0953 YO9XC         59 118 F5POJ         59 02
QSO: 14128 PH 2014-02-23 0955 YO9XC         59 119 F4FFZ         59 56
QSO: 14000 PH 2014-02-23 0959 YO9XC         59 120 F6KEH         59 34
QSO: 14189 PH 2014-02-23 1000 YO9XC         59 122 F4FGY         59 79
QSO: 14000 PH 2014-02-23 1001 YO9XC         59 123 F9EW          59 77
QSO: 14000 PH 2014-02-23 1004 YO9XC         59 124 F8DSN         59 88
QSO: 14000 PH 2014-02-23 1006 YO9XC         59 125 F4BYB         59 02
QSO: 14200 PH 2014-02-23 1019 YO9XC         59 126 F8BUI         Department
QSO: 14153 PH 2014-02-23 1021 YO9XC         59 127 F6KHM         59 29
QSO: 14000 PH 2014-02-23 1022 YO9XC         59 128 F5MMF         59 24
QSO: 14000 PH 2014-02-23 1024 YO9XC         59 129 F1SKH/P       59 54
QSO: 14000 PH 2014-02-23 1121 YO9XC         59 131 F6EQD         59 87
QSO: 14000 PH 2014-02-23 1124 YO9XC         59 134 F5PAC         59 68
QSO: 21000 PH 2014-02-23 1132 YO9XC         59 135 F6BAT         59 59
QSO: 14000 PH 2014-02-23 1133 YO9XC         59 136 F1ICS         59 33
QSO: 14000 PH 2014-02-23 1151 YO9XC         59 138 F5KCC         59 89
QSO: 14000 PH 2014-02-23 1153 YO9XC         59 137 F6KKH         59 11
QSO: 14000 PH 2014-02-23 1159 YO9XC         59 139 F4GVP         59 67
QSO: 14000 PH 2014-02-23 1215 YO9XC         59 130 F5BCZ         59 17
QSO: 14284 PH 2014-02-23 1518 YO9XC         59 140 TM57M         59 57
QSO: 14218 PH 2014-02-23 1523 YO9XC         59 141 F6KRK         59 78
QSO: 14000 PH 2014-02-23 1526 YO9XC         59 142 F8DRA         59 76
QSO: 14000 PH 2014-02-23 1530 YO9XC         59 143 F5AMH         59 41
QSO: 14000 PH 2014-02-23 1531 YO9XC         59 144 F8DYD         59 86
QSO: 14000 PH 2014-02-23 1533 YO9XC         59 145 F5JU          59 35
QSO: 14000 PH 2014-02-23 1538 YO9XC         59 146 F6BQG         59 35
QSO: 14000 PH 2014-02-23 1541 YO9XC         59 147 F2QH          59 95
QSO: 14000 PH 2014-02-23 1543 YO9XC         59 148 F8ATM         59 81
QSO: 14000 PH 2014-02-23 1543 YO9XC         59 149 TM5K          59 24
QSO: 14000 PH 2014-02-23 1548 YO9XC         59 150 F6KJU         59 59
QSO: 14000 PH 2014-02-23 1549 YO9XC         59 0151 F6GNG         59 27
QSO: 14000 PH 2014-02-23 1550 YO9XC         59 163 F5KDB         59 59
QSO: 14000 PH 2014-02-23 1550 YO9XC         59 152 F6KDU         59 64
QSO: 14000 PH 2014-02-23 1551 YO9XC         59 154 F6BUL         59 74
QSO: 14000 PH 2014-02-23 1553 YO9XC         59 155 F6GTH         59 47
QSO: 14128 PH 2014-02-23 1608 YO9XC         59 156 F8KCF         59 74
QSO: 14000 PH 2014-02-23 1612 YO9XC         59 157 F6KUQ         59 33
QSO: 14000 PH 2014-02-23 1618 YO9XC         59 160 F1PBT         59 77
QSO: 14000 PH 2014-02-23 1620 YO9XC         59 161 F4FWO         59 64
QSO: 14000 PH 2014-02-23 1620 YO9XC         59 162 F6CLQ         59 89
QSO: 14000 PH 2014-02-23 1622 YO9XC         59 163 F5KCH         59 58
QSO: 14000 PH 2014-02-23 1625 YO9XC         59 164 F5AGQ         59 81
QSO: 14143 PH 2014-02-23 1627 YO9XC         59 167 F5JSQ         59 51
QSO: 14000 PH 2014-02-23 1628 YO9XC         59 169 F5KOU         59 80
QSO: 14000 PH 2014-02-23 1629 YO9XC         59 166 F1TZE/P       59 19
QSO: 14000 PH 2014-02-23 1711 YO9XC         59 171 F6KJS         59 71
QSO: 14000 PH 2014-02-23 1716 YO9XC         59 173 F5CT          59 61
QSO: 14000 PH 2014-02-23 1718 YO9XC         59 175 F2GA          59 81
QSO:  7000 PH 2014-02-23 1718 YO9XC         59 174 TK1NB         59 2B
QSO: 14000 PH 2014-02-23 1719 YO9XC         59 176 F4FBP         59 75
QSO: 14000 PH 2014-02-23 1722 YO9XC         59 179 F5MMB         59 40
END-OF-LOG:
