START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: W1RPG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W1RPG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2009.
QSO:  3500 PH 2009-03-28 0142 W1RPG         59 KN6DV         59 129
QSO:  3500 PH 2009-03-28 0144 W1RPG         59 2 VA2TG         59 079
QSO:  3500 PH 2009-03-28 0146 W1RPG         59 4 K1AR          59 36
QSO:  3771 PH 2009-03-28 0147 W1RPG         59 5 WU3A          59 157
QSO:  3500 PH 2009-03-28 0148 W1RPG         59 006 K9SH          59 112
QSO:  3763 PH 2009-03-28 0148 W1RPG         59 0007 W3KL          59 0084
QSO:  3743 PH 2009-03-28 0149 W1RPG         59 0009 W3LL          59 0080
QSO:  3758 PH 2009-03-28 0149 W1RPG         59 008 W3BGN         59 166
QSO:  3725 PH 2009-03-28 0150 W1RPG         59 0011 VA1MM         59 0073
QSO:  3731 PH 2009-03-28 0150 W1RPG         59 010 NQ4I          59 0107
QSO:  3722 PH 2009-03-28 0151 W1RPG         59 0012 VE3RZ         59 0156
QSO:  3800 PH 2009-03-28 0151 W1RPG         59 0013 AA1O          59 0102
QSO:  3683 PH 2009-03-28 0153 W1RPG         59 014 NY1Q          59 178
QSO:  3700 PH 2009-03-28 0154 W1RPG         59 16 W3GH          59 0113
QSO:  3500 PH 2009-03-28 0155 W1RPG         59 017 VA3SWG        59 59
QSO:  3660 PH 2009-03-28 0155 W1RPG         59 018 K3WW          59 137
QSO:  3746 PH 2009-03-28 0157 W1RPG         59 019 KD4D          59 120
QSO:  3799 PH 2009-03-28 0158 W1RPG         59 020 E7DX          59 0299
