START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: VA
CALLSIGN: NG2E/R
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: ROVER-LIMITED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
OPERATORS: NG2E/R
HQ-CATEGORY: Limited Rover
QSO: 144 FM 2021-06-13 2110 NG2E/R FM18 KM4OZH/R FM08
QSO: 144 FM 2021-06-13 2109 NG2E/R FM18 WV8VAN FM19
QSO: 144 FM 2021-06-13 2008 NG2E/R FM18 WN3A FN10
QSO: 144 FM 2021-06-13 1808 NG2E/R FM18 W4NF/R FM19
QSO: 144 FM 2021-06-13 1633 NG2E/R FM18 W3HDB FM19
QSO: 144 CW 2021-06-12 2327 NG2E/R FM08 AK3Y FM19
QSO: 144 CW 2021-06-12 2324 NG2E/R FM08 W2KV FN20
QSO: 144 PH 2021-06-12 2313 NG2E/R FM08 W3EKT FM19
QSO: 144 FM 2021-06-12 2300 NG2E/R FM08 KC3QPJ FM19
QSO: 144 PH 2021-06-12 2229 NG2E/R FM08 WB2CUT FM20
QSO: 144 PH 2021-06-12 2221 NG2E/R FM08 K4ZW FM18
QSO: 144 FM 2021-06-12 2205 NG2E/R FM08 W3HDB/R FM19
QSO: 144 PH 2021-06-12 2158 NG2E/R FM08 N2NT FN20
QSO: 144 PH 2021-06-12 2156 NG2E/R FM08 K1TEO FN31
QSO: 144 PH 2021-06-12 2144 NG2E/R FM08 W4IY FM08
QSO: 144 PH 2021-06-12 2139 NG2E/R FM08 K1RZ FM08
QSO: 144 PH 2021-06-12 2048 NG2E/R FM08 W2LV FN21
QSO: 144 FM 2021-06-12 2029 NG2E/R FM08 N7IVV FM18
QSO: 144 FM 2021-06-12 2027 NG2E/R FM08 KM4POT FM08
QSO: 144 PH 2021-06-12 2019 NG2E/R FM08 W3CCX FN21
QSO: 144 PH 2021-06-12 2018 NG2E/R FM08 K3JAY/R FM08
QSO: 144 PH 2021-06-12 2017 NG2E/R FM08 W1XR FM19
QSO: 144 PH 2021-06-12 1955 NG2E/R FM08 N4RA FM09
QSO: 144 PH 2021-06-12 1954 NG2E/R FM08 K04ECD FM08
QSO: 144 PH 2021-06-12 1953 NG2E/R FM08 WN3A FN10
QSO: 144 PH 2021-06-12 1949 NG2E/R FM08 WA3EOQ FM09
QSO: 144 PH 2021-06-12 1947 NG2E/R FM08 KD9XB FM18
QSO: 144 PH 2021-06-12 1946 NG2E/R FM08 NX3B FM28
QSO: 144 PH 2021-06-12 1945 NG2E/R FM08 K6PFA FM19
QSO: 144 PH 2021-06-12 1944 NG2E/R FM08 K4WY FM18
QSO: 144 PH 2021-06-12 1943 NG2E/R FM08 KA3SVK FM19
QSO: 144 PH 2021-06-12 1942 NG2E/R FM08 W3SO FN00
QSO: 144 PH 2021-06-12 1934 NG2E/R FM08 K3ZO FM18
QSO: 144 PH 2021-06-12 1934 NG2E/R FM08 N3XF FN00
QSO: 144 PH 2021-06-12 1933 NG2E/R FM08 KM4OZH/R FM18
QSO: 144 PH 2021-06-12 1933 NG2E/R FM08 N3COB FM19
QSO: 144 PH 2021-06-12 1932 NG2E/R FM08 N8URE FM19
QSO: 144 PH 2021-06-12 1931 NG2E/R FM08 AK3Y FM19
QSO: 144 PH 2021-06-12 1930 NG2E/R FM08 N9ZL/R FM09
QSO: 144 PH 2021-06-12 1929 NG2E/R FM08 KN4GDX FM18
QSO: 144 PH 2021-06-12 1928 NG2E/R FM08 KG4EBZ FM08
QSO: 144 PH 2021-06-12 1927 NG2E/R FM08 N6MEJ/R FM19
QSO: 144 PH 2021-06-12 1920 NG2E/R FM08 KT1R FM09
QSO: 144 PH 2021-06-12 1912 NG2E/R FM08 WA3BFC FM28
QSO: 144 PH 2021-06-12 1910 NG2E/R FM08 W1VD FN31
QSO: 144 PH 2021-06-12 1905 NG2E/R FM08 K3AJ FM19
QSO: 144 PH 2021-06-12 1904 NG2E/R FM08 WA3LKT FM19
QSO: 144 PH 2021-06-12 1903 NG2E/R FM08 AA3S FM19
QSO: 144 FM 2021-06-12 1844 NG2E/R FM08 KC3HKZ FN00
QSO: 144 FM 2021-06-12 1842 NG2E/R FM08 WA3PTV FM19
QSO: 144 FM 2021-06-12 1840 NG2E/R FM08 WN4SKP/R FM08
QSO: 144 FM 2021-06-12 1839 NG2E/R FM08 KC3OSD FM08
QSO: 144 FM 2021-06-12 1833 NG2E/R FM08 KK4RR FM08
QSO: 144 FM 2021-06-12 1831 NG2E/R FM08 W3HDB FM19
QSO: 144 FM 2021-06-12 1830 NG2E/R FM08 KC3RIF FM19
END-OF-LOG:
