START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: IL
CALLSIGN: WA6TMJ
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
OPERATORS: WA6TMJ
HQ-CATEGORY: Single Operator, Low Power
HQ-GRID-LOCATOR: EN52WA
QSO: 50 PH 2021-06-12 2219 WA6TMJ EN52 K9PPY EN51
QSO: 50 PH 2021-06-12 2224 WA6TMJ EN52 KB9FNN EN52
QSO: 50 PH 2021-06-12 2229 WA6TMJ EN52 KB9VRW EN52
QSO: 50 PH 2021-06-12 2239 WA6TMJ EN52 WA1NLG FN41
QSO: 50 PH 2021-06-12 2248 WA6TMJ EN52 KO9A EN52
QSO: 144 PH 2021-06-12 2250 WA6TMJ EN52 KO9A EN52
QSO: 432 PH 2021-06-12 2251 WA6TMJ EN52 AA9D EN52
QSO: 432 PH 2021-06-12 2252 WA6TMJ EN52 KO9A EN52
QSO: 144 PH 2021-06-12 2343 WA6TMJ EN52 AA9JS EN51
QSO: 144 PH 2021-06-12 2347 WA6TMJ EN52 KF8DX EN72
QSO: 144 PH 2021-06-12 2355 WA6TMJ EN52 KA0WAS EN61
QSO: 432 PH 2021-06-13 0010 WA6TMJ EN52 NV9L EN60
QSO: 144 PH 2021-06-13 0013 WA6TMJ EN52 NV9L EN60
QSO: 432 PH 2021-06-13 0021 WA6TMJ EN52 K2DRH EN41
QSO: 432 PH 2021-06-13 0029 WA6TMJ EN52 W9ZIH EN51
QSO: 1.2G PH 2021-06-13 0045 WA6TMJ EN52 W9ZIH EN51
QSO: 432 PH 2021-06-13 0124 WA6TMJ EN52 K0DAS EN42
QSO: 432 PH 2021-06-13 0138 WA6TMJ EN52 K8IE EN63
QSO: 50 PH 2021-06-13 0247 WA6TMJ EN52 W9YOY/R EN51
QSO: 144 PH 2021-06-13 0249 WA6TMJ EN52 W9YOY/R EN51
QSO: 432 PH 2021-06-13 0251 WA6TMJ EN52 W9YOY/R EN51
QSO: 432 PH 2021-06-13 0310 WA6TMJ EN52 AA9JS EN51
QSO: 432 PH 2021-06-13 0311 WA6TMJ EN52 N9XP EN51
QSO: 144 PH 2021-06-13 0319 WA6TMJ EN52 WD9BGA EN53
QSO: 432 PH 2021-06-13 0333 WA6TMJ EN52 N9TNY EN51
