START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: EA1DR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EA1DR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2015.
QSO: 21108 RY 2015-09-27 1655 EA1DR         599 14 DX VE9BWK        599 05 NB
QSO: 21000 RY 2015-09-27 1657 EA1DR         599 14 DX IK7DXP        599 15 DX
QSO: 21107 RY 2015-09-27 1658 EA1DR         599 14 DX LZ7A          599 20 DX
QSO: 21108 RY 2015-09-27 1700 EA1DR         599 14 DX VE6AMI        599 04 AB
QSO: 21108 RY 2015-09-27 1701 EA1DR         599 14 DX WA1DRQ        599 05 MA
QSO: 21108 RY 2015-09-27 1702 EA1DR         599 14 DX K3UL          599 05 PA
QSO: 21108 RY 2015-09-27 1703 EA1DR         599 14 DX YV1KK         599 9 DX
QSO: 21107 RY 2015-09-27 1704 EA1DR         599 14 DX YO4CVV        599 20 DX
QSO: 21000 RY 2015-09-27 1705 EA1DR         599 14 DX K9NW          599 04 IN
QSO: 21108 RY 2015-09-27 1705 EA1DR         599 14 DX SW9XB         599 20 DX
QSO: 21108 RY 2015-09-27 1706 EA1DR         599 14 DX UR5KED        599 16 DX
QSO: 21000 RY 2015-09-27 1707 EA1DR         599 14 DX SA6CBY        599 14 DX
QSO: 21069 RY 2015-09-27 1709 EA1DR         599 14 DX CO3GD         599 08 DX
QSO: 21108 RY 2015-09-27 1709 EA1DR         599 14 DX SV2BXA        599 20 DX
QSO: 21108 RY 2015-09-27 1712 EA1DR         599 14 DX KR6N          599 03 CA
QSO: 21109 RY 2015-09-27 1712 EA1DR         599 14 DX NN6XX         599 3 DX
QSO: 21000 RY 2015-09-27 1714 EA1DR         599 14 DX SM6GBM        599 14 DX
QSO: 21109 RY 2015-09-27 1714 EA1DR         599 14 DX W3FV          599 05 PA
QSO: 21108 RY 2015-09-27 1715 EA1DR         599 14 DX VE3TW         599 04 ON
QSO: 21108 RY 2015-09-27 1715 EA1DR         599 14 DX VE3XD         599 04 ON
QSO: 21108 RY 2015-09-27 1716 EA1DR         599 14 DX AA4DD         599 04 TN
QSO: 21109 RY 2015-09-27 1716 EA1DR         599 14 DX K7ZS          599 03 OR
QSO: 21000 RY 2015-09-27 1717 EA1DR         599 14 DX Z36N          599 15 DX
QSO: 21108 RY 2015-09-27 1717 EA1DR         599 14 DX KU4V          599 05 NC
QSO: 21109 RY 2015-09-27 1718 EA1DR         599 14 DX W0LSD         599 4 CO
QSO: 21108 RY 2015-09-27 1719 EA1DR         599 14 DX W2GR          599 5 WNY
QSO: 21108 RY 2015-09-27 1721 EA1DR         599 14 DX IQ3RK         599 15 DX
QSO: 21108 RY 2015-09-27 1721 EA1DR         599 14 DX WB2WPM        599 05 NY
QSO: 21000 RY 2015-09-27 1723 EA1DR         599 14 DX WA3ZSC        599 05 PA
QSO: 21109 RY 2015-09-27 1723 EA1DR         599 14 DX VE2EBK        599 05 QC
QSO: 21109 RY 2015-09-27 1724 EA1DR         599 14 DX Z39A          599 15 DX
QSO: 21106 RY 2015-09-27 1725 EA1DR         599 14 DX EW4M          599 16 DX
QSO: 21108 RY 2015-09-27 1726 EA1DR         599 14 DX K2MK          599 05 NJ
QSO: 21109 RY 2015-09-27 1726 EA1DR         599 14 DX HA8BE         599 15 DX
QSO: 21108 RY 2015-09-27 1727 EA1DR         599 14 DX KE5TD         599 04 AR
QSO: 21108 RY 2015-09-27 1727 EA1DR         599 14 DX N7TY          599 05 MD
QSO: 21108 RY 2015-09-27 1728 EA1DR         599 14 DX SV1PMR        599 20 DX
QSO: 21108 RY 2015-09-27 1728 EA1DR         599 14 DX W0RAA         599 4 CO
QSO: 21108 RY 2015-09-27 1729 EA1DR         599 14 DX CR3L          599 33 DX
QSO: 21108 RY 2015-09-27 1729 EA1DR         599 14 DX NN5T          599 04 TX
QSO: 21108 RY 2015-09-27 1730 EA1DR         599 14 DX N1EN          599 05 CT
QSO: 21108 RY 2015-09-27 1730 EA1DR         599 14 DX WS7V          599 03 WA
QSO: 21000 RY 2015-09-27 1731 EA1DR         599 14 DX YV5AAX        599 09 DX
QSO: 21108 RY 2015-09-27 1731 EA1DR         599 14 DX VE3IAE        599 04 ON
QSO: 21109 RY 2015-09-27 1731 EA1DR         599 14 DX KU2M          599 05 NJ
QSO: 21108 RY 2015-09-27 1732 EA1DR         599 14 DX SP4CJA        599 15 DX
