START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: PT2CM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: PT2CM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2015.
QSO: 14082 RY 2015-09-26 0001 PT2CM         599 11 DX VE5RI         599 04 SK
QSO: 14082 RY 2015-09-26 0005 PT2CM         599 11 DX K6NV          599 03 CA
QSO: 14080 RY 2015-09-26 0006 PT2CM         599 11 DX W0QQG         599 05 VA
QSO: 14287 RY 2015-09-26 0010 PT2CM         599 11 DX K1DG          599 05 NH
QSO: 14082 RY 2015-09-26 0011 PT2CM         599 11 DX VA7KO         599 03 BC
QSO: 14082 RY 2015-09-26 0012 PT2CM         599 11 DX W7VP          599 03 WA
QSO: 14082 RY 2015-09-26 0013 PT2CM         599 11 DX KW9U          599 04 IL
QSO: 14082 RY 2015-09-26 0013 PT2CM         599 11 DX S51CK         599 15 DX
QSO: 14082 RY 2015-09-26 0014 PT2CM         599 11 DX W7VXS         599 03 WA
QSO: 14082 RY 2015-09-26 0015 PT2CM         599 11 DX JA9CWJ        599 25 DX
QSO: 14082 RY 2015-09-26 0017 PT2CM         599 11 DX JA7LLL        599 25 DX
QSO: 14082 RY 2015-09-26 0018 PT2CM         599 11 DX VA3MJR        599 04 ON
QSO: 14082 RY 2015-09-26 0018 PT2CM         599 11 DX VE3CV         599 04 ON
QSO: 14083 RY 2015-09-26 0019 PT2CM         599 11 DX G0HDV         599 14 DX
QSO: 14082 RY 2015-09-26 0020 PT2CM         599 11 DX NJ3I          599 05 PA
QSO: 14084 RY 2015-09-26 0021 PT2CM         599 11 DX K4FTO         599 05 VA
QSO: 14083 RY 2015-09-26 0022 PT2CM         599 11 DX VE3BR         599 04 ON
QSO: 14082 RY 2015-09-26 0023 PT2CM         599 11 DX WA1ZYX        599 05 NH
QSO: 14000 RY 2015-09-26 0028 PT2CM         599 11 DX DL3BQA        599 14 DX
QSO: 14000 RY 2015-09-26 0029 PT2CM         599 11 DX DK0EE         599 14 DX
QSO: 14082 RY 2015-09-26 0029 PT2CM         599 11 DX NR4C          599 05 VA
QSO: 14082 RY 2015-09-26 0030 PT2CM         599 11 DX GW6J          599 14 DX
QSO: 14080 RY 2015-09-26 0031 PT2CM         599 11 DX WO9B          599 04 WI
QSO: 14082 RY 2015-09-26 0031 PT2CM         599 11 DX N1WW          599 05 MA
QSO: 14082 RY 2015-09-26 0032 PT2CM         599 11 DX K2QB          599 05 NY
QSO: 14081 RY 2015-09-26 0033 PT2CM         599 11 DX RW0BT         599 18 DX
QSO: 14082 RY 2015-09-26 0033 PT2CM         599 11 DX KD0FW         599 04 MO
QSO: 14081 RY 2015-09-26 0036 PT2CM         599 11 DX PT2CVA/PS7    599 11 DX
QSO: 14082 RY 2015-09-26 0036 PT2CM         599 11 DX N5CR          599 03 WA
QSO: 14082 RY 2015-09-26 0037 PT2CM         599 11 DX WB7S          599 03 WY
QSO: 14000 RY 2015-09-26 0038 PT2CM         599 00 DX K4REB         599 05 NC
QSO: 14082 RY 2015-09-26 0039 PT2CM         599 11 DX VA6CV         599 04 AB
QSO: 14082 RY 2015-09-26 0039 PT2CM         599 11 DX VE3SD         599 04 ON
QSO: 14084 RY 2015-09-26 0040 PT2CM         599 11 DX N0OK          599 04 MN
QSO: 14082 RY 2015-09-26 0041 PT2CM         599 11 DX AB4SF         599 05 VA
QSO: 14082 RY 2015-09-26 0041 PT2CM         599 11 DX K9DX          599 04 IL
QSO: 14082 RY 2015-09-26 0042 PT2CM         599 11 DX EA3GCV        599 14 DX
QSO: 14082 RY 2015-09-26 0043 PT2CM         599 11 DX K3TN          599 05 MD
QSO: 14080 RY 2015-09-26 0044 PT2CM         599 11 DX KA1C          599 05 ME
QSO: 14082 RY 2015-09-26 0044 PT2CM         599 11 DX W9FFA         599 4 IN
QSO: 14084 RY 2015-09-26 0045 PT2CM         599 11 DX AA0AW         599 04 MN
QSO: 14082 RY 2015-09-26 0046 PT2CM         599 11 DX KU4V          599 05 NC
QSO: 14082 RY 2015-09-26 0047 PT2CM         599 11 DX N1IXF         599 05 CT
QSO: 14000 RY 2015-09-26 0048 PT2CM         599 11 DX K7BTW         599 03 WA
QSO: 14082 RY 2015-09-26 0051 PT2CM         599 11 DX N4UEZ         599 05 NC
QSO: 14082 RY 2015-09-26 0052 PT2CM         599 11 DX NS3L          599 5 PA
QSO: 14080 RY 2015-09-26 0053 PT2CM         599 11 DX LU9EHU        599 13 DX
QSO: 14082 RY 2015-09-26 0053 PT2CM         599 11 DX K7AWB         599 03 WA
QSO: 14081 RY 2015-09-26 0054 PT2CM         599 11 DX W9PA          599 04 IN
QSO: 14082 RY 2015-09-26 0055 PT2CM         599 11 DX N1MD          599 05 CT
QSO: 14082 RY 2015-09-26 0056 PT2CM         599 11 DX WA9IVH        599 04 IL
QSO: 14081 RY 2015-09-26 0057 PT2CM         599 11 DX RD0CD         599 19 DX
QSO: 14000 RY 2015-09-26 0058 PT2CM         599 11 DX G0BRC         599 14 DX
QSO: 14080 RY 2015-09-26 0100 PT2CM         599 11 DX N1FF          599 05 MA
QSO: 14081 RY 2015-09-26 0100 PT2CM         599 11 DX ES9C          599 15 DX
QSO: 14082 RY 2015-09-26 0102 PT2CM         599 11 DX JH1RFM        599 25 DX
QSO: 14081 RY 2015-09-26 0103 PT2CM         599 11 DX V4/KK4PHP     599 08 DX
QSO: 14082 RY 2015-09-26 0103 PT2CM         599 11 DX W4TTY         599 05 VA
QSO: 14082 RY 2015-09-26 0104 PT2CM         599 11 DX VA7RY         599 03 BC
QSO: 14082 RY 2015-09-26 0104 PT2CM         599 11 DX VE3TW         599 04 ON
QSO: 14082 RY 2015-09-26 0107 PT2CM         599 11 DX K3MJW         599 05 PA
QSO: 14000 RY 2015-09-26 0109 PT2CM         599 11 DX JK8PBO        599 25 DX
QSO: 14082 RY 2015-09-26 0109 PT2CM         599 11 DX SO4M          599 15 DX
QSO: 14083 RY 2015-09-26 0109 PT2CM         599 11 DX AA8OY         599 04 OH
QSO: 14082 RY 2015-09-26 0110 PT2CM         599 11 DX 9A5Y          599 15 DX
QSO: 14082 RY 2015-09-26 0111 PT2CM         599 11 DX W0JW          599 04 IA
QSO: 14000 RY 2015-09-26 0112 PT2CM         599 11 DX NU0W          599 04 MN
QSO: 14083 RY 2015-09-26 0112 PT2CM         599 11 DX W8BI          599 04 OH
QSO: 14082 RY 2015-09-26 0113 PT2CM         599 11 DX VE3JI         599 04 ON
QSO: 14082 RY 2015-09-26 0114 PT2CM         599 11 DX K9OM          599 04 WI
QSO: 14095 RY 2015-09-26 0114 PT2CM         599 11 DX NY6DX         599 05 NY
QSO: 14082 RY 2015-09-26 0115 PT2CM         599 11 DX W8KEN         599 04 OH
QSO: 14082 RY 2015-09-26 0116 PT2CM         599 11 DX K0BJ          599 04 KS
QSO: 14082 RY 2015-09-26 0117 PT2CM         599 11 DX K5OA/6        599 03 CA
QSO: 14082 RY 2015-09-26 0118 PT2CM         599 11 DX N2MM          599 05 NJ
QSO: 14082 RY 2015-09-26 0118 PT2CM         599 11 DX N3BNA         599 05 PA
QSO: 14000 RY 2015-09-26 0119 PT2CM         599 11 DX IZ8EFD        599 15 DX
QSO: 14082 RY 2015-09-26 0120 PT2CM         599 11 DX K2DSL         599 05 NJ
QSO: 14082 RY 2015-09-26 0120 PT2CM         599 11 DX WA0WWW        599 03 WA
QSO: 14082 RY 2015-09-26 0122 PT2CM         599 11 DX KE5TD         599 04 AR
QSO: 14082 RY 2015-09-26 0123 PT2CM         599 11 DX VP9I          599 05 DX
QSO: 14082 RY 2015-09-26 0125 PT2CM         599 11 DX AD4TJ         599 05 VA
QSO: 14082 RY 2015-09-26 0126 PT2CM         599 11 DX RW0CN         599 19 DX
QSO: 14082 RY 2015-09-26 0126 PT2CM         599 11 DX WG0M          599 4 MN
QSO: 14082 RY 2015-09-26 0128 PT2CM         599 11 DX AK2S          599 05 NJ
