START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WPX-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 1035000
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars
SOAPBOX: TRX: Yaesu FT-920, Acom1000, antennas: GAP Titan DX and Diamond W-735
QSO: 21257 PH 2011-03-26 0536 YL3DR         59  0001   RF9M          59  188    0
QSO: 21249 PH 2011-03-26 0537 YL3DR         59  0002   HS0ZDG        59  176    0
QSO: 21233 PH 2011-03-26 0540 YL3DR         59  0003   RA0QW         59  235    0
QSO: 21233 PH 2011-03-26 0541 YL3DR         59  0004   UN7TO         59  117    0
QSO: 21271 PH 2011-03-26 0542 YL3DR         59  0005   R8MC          59  294    0
QSO: 21289 PH 2011-03-26 0545 YL3DR         59  0006   JA7NVF        59  314    0
QSO: 21310 PH 2011-03-26 0546 YL3DR         59  0007   JA6GCE        59  423    0
QSO: 21345 PH 2011-03-26 0548 YL3DR         59  0008   JN1ILK        59  226    0
QSO: 21297 PH 2011-03-26 0549 YL3DR         59  0009   UB0A          59  245    0
QSO: 21252 PH 2011-03-26 0551 YL3DR         59  0010   JT5DX         59  447    0
QSO: 21215 PH 2011-03-26 0553 YL3DR         59  0011   YL2SM         59  498    0
QSO: 21180 PH 2011-03-26 0554 YL3DR         59  0012   RV9YZ         59  127    0
QSO: 21230 PH 2011-03-26 0556 YL3DR         59  0013   RC9O          59  775    0
QSO: 21255 PH 2011-03-26 0600 YL3DR         59  0014   BY4DX         59  195    0
QSO: 21263 PH 2011-03-26 0601 YL3DR         59  0015   RW0CN         59  765    0
QSO: 21320 PH 2011-03-26 0602 YL3DR         59  0016   R9MC          59  106    0
QSO: 14201 PH 2011-03-26 0607 YL3DR         59  0017   YT9X          59  502    0
