START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
LOCATION:      DX
CONTEST:       CQ-WPX-SSB
CALLSIGN:      EI4HQ
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 103828
NAME:          Cormac Gebruers
OPERATORS:     EI4HQ
SOAPBOX:       Just dipped in now and again over the weekend but
SOAPBOX:       good fun.
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7200 PH 2011-03-26 0100 EI4HQ         59   001   KI1G          59   126
QSO: 14110 PH 2011-03-26 0834 EI4HQ         59   002   LY21A         59   808
QSO: 14113 PH 2011-03-26 0837 EI4HQ         59   003   CQ3L          59   497
QSO: 14118 PH 2011-03-26 0837 EI4HQ         59   004   Z36W          59   083
QSO: 14121 PH 2011-03-26 0838 EI4HQ         59   005   IR3Z          59   030
QSO: 14124 PH 2011-03-26 0841 EI4HQ         59   006   OK1W          59   222
QSO: 14125 PH 2011-03-26 0843 EI4HQ         59   007   LZ3FN         59   882
QSO: 14131 PH 2011-03-26 0845 EI4HQ         59   008   S53EA         59   668
QSO: 14132 PH 2011-03-26 0846 EI4HQ         59   009   SQ9HZM        59   499
QSO: 14137 PH 2011-03-26 0851 EI4HQ         59   010   OM7M          59   644
QSO: 14144 PH 2011-03-26 0853 EI4HQ         59   011   UA5A          59   560
QSO: 14147 PH 2011-03-26 0853 EI4HQ         59   012   UT3IZ         59   160
QSO: 14165 PH 2011-03-26 0856 EI4HQ         59   013   PW7T          59   820
QSO: 14172 PH 2011-03-26 0857 EI4HQ         59   014   PR7AA         59   247
QSO: 28372 PH 2011-03-26 1438 EI4HQ         59   015   LW6DG         59   564
QSO: 28390 PH 2011-03-26 1439 EI4HQ         59   016   LU1UM         59   476
QSO: 28395 PH 2011-03-26 1440 EI4HQ         59   017   PX2V          59  1133
QSO: 28401 PH 2011-03-26 1440 EI4HQ         59   018   PU2LEP        59   375
QSO: 28411 PH 2011-03-26 1442 EI4HQ         59   019   PY2NY         59   505
QSO: 28418 PH 2011-03-26 1443 EI4HQ         59   020   LU1HF         59   737
QSO: 28431 PH 2011-03-26 1444 EI4HQ         59   021   LP1H          59   601
QSO: 28433 PH 2011-03-26 1446 EI4HQ         59   022   PT5O          59   289
QSO: 28452 PH 2011-03-26 1447 EI4HQ         59   023   ZW8T          59   583
