START-OF-LOG: 3.0
CALLSIGN: BD9AFM
CLUB:
CONTEST: CQ-WPX-SSB
CLAIMED-SCORE:
OPERATORS: BD9AFM
NAME: LIAO TAO
CREATED-BY:  Logger32
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 21268 PH  	2011-03-26	0006    BD9AFM	59 0001	JN7FAH	59 0010
QSO: 21263 PH  	2011-03-26	0011	BD9AFM	59 0002	K7MO	59 0018
QSO: 21260 PH  	2011-03-26	0014	BD9AFM	59 0003	4H1T	59 0026
QSO: 21237 PH  	2011-03-26	0015	BD9AFM	59 0004	XU7ACY	59 0022
QSO: 21280 PH  	2011-03-26	0020	BD9AFM	59 0005	JA3BOA	59 0035
QSO: 21310 PH  	2011-03-26	0022	BD9AFM	59 0006	RW0CN	59 0063
QSO: 21365 PH  	2011-03-26	0024	BD9AFM	59 0007	DV1JM	59 0011
QSO: 21392 PH  	2011-03-26	0025	BD9AFM	59 0008	JA2AXB	59 0013
QSO: 21409 PH  	2011-03-26	0027	BD9AFM	59 0009	JR1BTG	59 0020
QSO: 14255 PH  	2011-03-26	0031	BD9AFM	59 0010	BQ100	59 0008
QSO: 14252 PH  	2011-03-26	0032	BD9AFM	59 0011	B7M	    59 0025
QSO: 14174 PH  	2011-03-26	0036	BD9AFM	59 0012	RA0JBL	59 0010
QSO: 14191 PH  	2011-03-26	0037	BD9AFM	59 0013	BV100	59 0023
QSO: 14208 PH  	2011-03-26	0041	BD9AFM	59 0014	JA3NTE	59 0035
QSO: 21266 PH  	2011-03-26	0052	BD9AFM	59 0015	YE0X	59 0029
QSO: 21248 PH  	2011-03-26	0055	BD9AFM	59 0016	NR6O	59 0136
QSO: 14176 PH  	2011-03-26	0101    BD9AFM	59 0017	JQ1BVI	59 0053
QSO: 14243 PH  	2011-03-26	0105	BD9AFM	59 0018	BV4VQ	59 0007
QSO: 14205 PH  	2011-03-26	0106	BD9AFM	59 0019	V85AVE	59 0032
QSO: 14227 PH  	2011-03-26	0109	BD9AFM	59 0020	B7P	    59 0064
QSO: 14305 PH  	2011-03-26	0114	BD9AFM	59 0021	V85RY	59 0024
QSO: 14326 PH  	2011-03-26	0115	BD9AFM	59 0022	RA0SMS	59 0040
QSO: 14280 PH  	2011-03-26	0117	BD9AFM	59 0023	DZ1B	59 0052
QSO: 14271 PH  	2011-03-26	0118	BD9AFM	59 0024	UI9I	59 0061
QSO: 14183 PH  	2011-03-26	0126	BD9AFM	59 0025	BU2AU	59 0044
QSO: 14177 PH  	2011-03-26	0127	BD9AFM	59 0026	YE0X	59 0045
QSO: 14145 PH  	2011-03-26	0130	BD9AFM	59 0027	UA0SJ	59 0031
QSO: 14145 PH  	2011-03-26	0131	BD9AFM	59 0028	BD7MTJ	59 0024
QSO: 21390 PH  	2011-03-26	0140	BD9AFM	59 0029	XU7FMZ	59 0039
QSO: 21364 PH  	2011-03-26	0141	BD9AFM	59 0030	JS3CTQ	59 0191
QSO: 21342 PH  	2011-03-26	0142	BD9AFM	59 0031	JA6GCQ	59 0239
QSO: 21292 PH  	2011-03-26	0147	BD9AFM	59 0032	S21YZ	59 0004
QSO: 21230 PH  	2011-03-26	0156	BD9AFM	59 0033	YC1LA	59 0127
QSO: 21298 PH  	2011-03-26	0205	BD9AFM	59 0034	9M8Z	59 0223
QSO: 21275 PH  	2011-03-26	0207	BD9AFM	59 0035	RA0QW	59 0089
QSO: 21260 PH  	2011-03-26	0209	BD9AFM	59 0036	UN7FW	59 0011
QSO: 21294 PH  	2011-03-26	0214	BD9AFM	59 0037	VK4NM	59 0161
QSO: 21270 PH  	2011-03-26	0219	BD9AFM	59 0038	BV100	59 0089
QSO: 21223 PH  	2011-03-26	0220	BD9AFM	59 0039	VK6IR	59 0154
QSO: 21384 PH  	2011-03-26	0223	BD9AFM	59 0040	JA0JHA	59 0337
QSO: 14180 PH  	2011-03-26	0228	BD9AFM	59 0041	UY7BEW	59 0012
QSO: 21394 PH  	2011-03-26	0233	BD9AFM	59 0042	JH4UYB	59 0281
QSO: 21280 PH  	2011-03-26	0237	BD9AFM	59 0043	9M2NNM	59 0088
QSO: 21259 PH  	2011-03-26	0243	BD9AFM	59 0044	HS0ZHG	59 0016
QSO: 21259 PH  	2011-03-26	0245	BD9AFM	59 0045	YC0NSI	59 0048
QSO: 21259 PH  	2011-03-26	0247	BD9AFM	59 0046	EX8AB	59 0007
QSO: 21259 PH  	2011-03-26	0247	BD9AFM	59 0047	7L1FFH	59 0042
QSO: 21259 PH  	2011-03-26	0248	BD9AFM	59 0048	E21EJC/8 59 0205
QSO: 21259 PH  	2011-03-26	0249	BD9AFM	59 0049	JN6EPA	59 0004
QSO: 21259 PH  	2011-03-26	0252	BD9AFM	59 0050	EX7ML	59 0022
QSO: 21259 PH  	2011-03-26	0255	BD9AFM	59 0051	RV9YZ	59 0041
QSO: 21259 PH  	2011-03-26	0256	BD9AFM	59 0052	R9UAG	59 0008
QSO: 21345 PH  	2011-03-26	0302	BD9AFM	59 0053	JA2IVK	59 0194
QSO: 21303 PH  	2011-03-26	0303	BD9AFM	59 0054	NF6A	59 0225
QSO: 21256 PH  	2011-03-26	0306	BD9AFM	59 0055	DU1AV	59 0230
QSO: 21320 PH  	2011-03-26	0310	BD9AFM	59 0056	BQ100	59 0273
QSO: 21331 PH  	2011-03-26	0314	BD9AFM	59 0057	NH6P	59 0532
QSO: 21340 PH  	2011-03-26	0318	BD9AFM	59 0058	JA2ZJW	59 0275
QSO: 14198 PH  	2011-03-26	0324	BD9AFM	59 0059 BD1CAL	59 0035
QSO: 14185 PH  	2011-03-26	0327	BD9AFM	59 0060	VR2PW	59 0011
QSO: 14185 PH  	2011-03-26	0332	BD9AFM	59 0061	BD9TX	59 0087
QSO: 21333 PH  	2011-03-26	0335	BD9AFM	59 0062	KL7RA	59 0572
QSO: 21327 PH  	2011-03-26	0337	BD9AFM	59 0063	KG6DX	59 0379
QSO: 21182 PH  	2011-03-26	0345	BD9AFM	59 0064	E21YDP	59 0039
QSO: 21307 PH  	2011-03-26	0352	BD9AFM	59 0065	EK3SA	59 0022
QSO: 21287 PH  	2011-03-26	0356	BD9AFM	59 0066	VK2CA	59 0362
QSO: 21232 PH  	2011-03-26	0400	BD9AFM	59 0067	UN8GV	59 0038
QSO: 21180 PH  	2011-03-26	0403	BD9AFM	59 0068	UN6LN	59 0014
QSO: 21170 PH  	2011-03-26	0405	BD9AFM	59 0069	DX1DBT	59 0022
QSO: 21189 PH  	2011-03-26	0405	BD9AFM	59 0070	JF3BFS	59 0160
QSO: 21199 PH  	2011-03-26	0407	BD9AFM	59 0071	RK4FF	59 0054
QSO: 21208 PH  	2011-03-26	0408	BD9AFM	59 0072	RA3QPY	59 0025
QSO: 21224 PH  	2011-03-26	0409	BD9AFM	59 0073	RA0SMS	59 0178
QSO: 21230 PH  	2011-03-26	0412	BD9AFM	59 0074	R8MC	59 0187
QSO: 21272 PH  	2011-03-26	0415	BD9AFM	59 0075	UZ2M	59 0097
QSO: 21293 PH  	2011-03-26	0417	BD9AFM	59 0076	RO9O	59 0068
QSO: 21350 PH  	2011-03-26	0426	BD9AFM	59 0077	JI3CJP	59 0051
QSO: 21286 PH  	2011-03-26	0428	BD9AFM	59 0078	UN7TO	59 0035
QSO: 21297 PH  	2011-03-26	0431	BD9AFM	59 0079	JF3MYU	59 0012
QSO: 21297 PH  	2011-03-26	0434	BD9AFM	59 0080	UA0SJ	59 0106
QSO: 21297 PH  	2011-03-26	0437	BD9AFM	59 0081	JA2BHQ	59 0054
QSO: 21297 PH  	2011-03-26	0439	BD9AFM	59 0082	UA9FGJ	59 0012
QSO: 21297 PH  	2011-03-26	0441	BD9AFM	59 0083	KH6LC	59 0109
QSO: 21297 PH  	2011-03-26	0442	BD9AFM	59 0084	RA4AAO	59 0130
QSO: 21297 PH  	2011-03-26	0444	BD9AFM	59 0085	JA2BCE	59 0070
QSO: 14255 PH  	2011-03-26	0451	BD9AFM	59 0086	RF9C	59 0606
QSO: 21252 PH  	2011-03-26	0516	BD9AFM	59 0087	RA9AE	59 0177
QSO: 21213 PH  	2011-03-26	0518	BD9AFM	59 0088	RZ8U	59 0095
QSO: 21218 PH  	2011-03-26	0519	BD9AFM	59 0089	JR3RIY	59 0165
QSO: 21250 PH  	2011-03-26	0547	BD9AFM	59 0090	HS0ZDG	59 0193
