START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.27.1
CONTEST: CQ-WPX-SSB
CALLSIGN: M0RNR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 135191
OPERATORS: M0RNR
CLUB: Cockenzie and Port Seton ARC
NAME: Brian Pickup
SOAPBOX: Enjoyed the Contest - first time out with my Comet H422 Dipole, did
SOAPBOX: really well on all bands. Thanks to all that worked me
QSO: 14346 PH 2011-03-26 1130 M0RNR         59  0001   KC3R          59  757    0
QSO: 14337 PH 2011-03-26 1131 M0RNR         59  0002   KK1KW         59  765    0
QSO: 14332 PH 2011-03-26 1132 M0RNR         59  0003   LY21A         59  1134   0
QSO: 14328 PH 2011-03-26 1132 M0RNR         59  0004   OH8X          59  999    0
QSO: 14326 PH 2011-03-26 1133 M0RNR         59  0005   OH0YY         59  291    0
QSO: 14321 PH 2011-03-26 1134 M0RNR         59  0006   UT7E          59  347    0
QSO: 14315 PH 2011-03-26 1134 M0RNR         59  0007   YL2SW         59  654    0
QSO: 14309 PH 2011-03-26 1135 M0RNR         59  0008   OL4A          59  492    0
QSO: 14297 PH 2011-03-26 1135 M0RNR         59  0009   YL2KO         59  592    0
QSO: 14295 PH 2011-03-26 1136 M0RNR         59  0010   S55T          59  662    0
QSO: 14290 PH 2011-03-26 1136 M0RNR         59  0011   CR3A          59  896    0
QSO: 14283 PH 2011-03-26 1137 M0RNR         59  0012   IQ1RY         59  276    0
QSO: 14279 PH 2011-03-26 1138 M0RNR         59  0013   S54K          59  643    0
QSO: 14266 PH 2011-03-26 1138 M0RNR         59  0014   EA1EY         59  340    0
QSO: 14256 PH 2011-03-26 1140 M0RNR         59  0015   F4FLQ         59  508    0
QSO: 14246 PH 2011-03-26 1140 M0RNR         59  0016   9A7A          59  495    0
QSO: 14241 PH 2011-03-26 1142 M0RNR         59  0017   S50K          59  697    0
QSO: 14241 PH 2011-03-26 1142 M0RNR         59  0018   9A1A          59  531    0
