START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.44.0
CONTEST: REF-SSB
LOCATION: 19
GRID-LOCATOR: JN05RE
CALLSIGN: F8BPN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 255806
OPERATORS: 
NAME: MAURICETTE MARTIN
CERTIFICATE: NO
SOAPBOX: 
RIG: TS-850 + PA +  inv V 40-80m + X7 20-15-10m
QSO: 14200 PH 2024-02-24 1043 F8BPN         59  19     F4FFH/P       59  66    
QSO: 14200 PH 2024-02-24 1043 F8BPN         59  19     TM4K          59  03    
QSO: 14200 PH 2024-02-24 1043 F8BPN         59  19     F6CQU         59  19    
QSO: 14200 PH 2024-02-24 1044 F8BPN         59  19     IW0SAG        59  060   
QSO: 14200 PH 2024-02-24 1044 F8BPN         59  19     IK4RVY        59  032   
QSO: 14200 PH 2024-02-24 1045 F8BPN         59  19     F4KKV         59  53    
QSO: 14200 PH 2024-02-24 1045 F8BPN         59  19     SP2JFY        59  026   
QSO: 14200 PH 2024-02-24 1046 F8BPN         59  19     F5KDY/P       59  28    
QSO: 14200 PH 2024-02-24 1046 F8BPN         59  19     F8FUA         59  46    
QSO: 14200 PH 2024-02-24 1047 F8BPN         59  19     F5UBA         59  81    
QSO: 14200 PH 2024-02-24 1047 F8BPN         59  19     FM5BH         59  FM    
QSO: 14200 PH 2024-02-24 1048 F8BPN         59  19     F1UBA         59  66    
QSO: 14200 PH 2024-02-24 1049 F8BPN         59  19     F6KJU         59  59    
QSO: 14200 PH 2024-02-24 1049 F8BPN         59  19     F2FZ          59  47    
QSO: 14200 PH 2024-02-24 1050 F8BPN         59  19     ON3ONX        59  096   
QSO: 14200 PH 2024-02-24 1050 F8BPN         59  19     F5IFF         59  37    
QSO: 14200 PH 2024-02-24 1051 F8BPN         59  19     IS0FFF        59  050   
QSO: 14200 PH 2024-02-24 1052 F8BPN         59  19     F1RHS         59  82    
QSO: 14200 PH 2024-02-24 1052 F8BPN         59  19     AC1MT         59  006   
QSO: 14200 PH 2024-02-24 1052 F8BPN         59  19     ON7TT         59  002   
QSO: 14200 PH 2024-02-24 1053 F8BPN         59  19     DJ4MH         59  015   
QSO: 14200 PH 2024-02-24 1054 F8BPN         59  19     F4FSV         59  64    
QSO: 14200 PH 2024-02-24 1055 F8BPN         59  19     PA3HSM        59  001   
QSO: 14200 PH 2024-02-24 1055 F8BPN         59  19     PA0C          59  015   
QSO: 14200 PH 2024-02-24 1056 F8BPN         59  19     G8ZRE         59  031   
QSO: 14200 PH 2024-02-24 1057 F8BPN         59  19     MM7RRD        59  006   
QSO: 14200 PH 2024-02-24 1057 F8BPN         59  19     EA1IQM        59  022   
QSO: 14200 PH 2024-02-24 1058 F8BPN         59  19     SQ8NDJ        59  004   
QSO: 14200 PH 2024-02-24 1058 F8BPN         59  19     IT9FIQ        59  034   
QSO: 14200 PH 2024-02-24 1059 F8BPN         59  19     PA0MIR        59  006   
QSO: 14200 PH 2024-02-24 1059 F8BPN         59  19     G8VVY         59  001   
QSO: 14200 PH 2024-02-24 1100 F8BPN         59  19     YU6TM         59  008   
QSO: 14200 PH 2024-02-24 1100 F8BPN         59  19     OK2JK         59  014   
QSO: 14200 PH 2024-02-24 1103 F8BPN         59  19     F6KPQ         59  56    
QSO: 28400 PH 2024-02-25 0843 F8BPN         59  19     R3AAA         59  045   
QSO: 28400 PH 2024-02-25 0847 F8BPN         59  19     F4AIF         59  01    
QSO: 28400 PH 2024-02-25 0848 F8BPN         59  19     RW3AI         59  099   
QSO: 28400 PH 2024-02-25 0849 F8BPN         59  19     RZ0L          59  008   
QSO: 28400 PH 2024-02-25 0852 F8BPN         59  19     F6CQU         59  19    
QSO: 28400 PH 2024-02-25 0858 F8BPN         59  19     LC5C          59  221   
QSO:  3775 PH 2024-02-25 0902 F8BPN         59  19     F6KOP         59  77    
QSO:  3775 PH 2024-02-25 0904 F8BPN         59  19     F4FBP         59  17    
QSO:  3775 PH 2024-02-25 0904 F8BPN         59  19     F6AVK         59  73    
QSO:  3775 PH 2024-02-25 0905 F8BPN         59  19     F4HPG         59  49    
QSO:  3775 PH 2024-02-25 0907 F8BPN         59  19     F5OYA/P       59  81    
QSO:  3775 PH 2024-02-25 0907 F8BPN         59  19     F5FTK         59  46    
QSO:  3775 PH 2024-02-25 0908 F8BPN         59  19     F1IWH         59  33    
QSO:  3775 PH 2024-02-25 0909 F8BPN         59  19     F8AXO         59  30    
QSO:  3775 PH 2024-02-25 0910 F8BPN         59  19     F6HEQ         59  28    
QSO:  3775 PH 2024-02-25 0910 F8BPN         59  19     F6AIM         59  17    
QSO:  3775 PH 2024-02-25 0911 F8BPN         59  19     F5GXX         59  17    
QSO:  3775 PH 2024-02-25 0912 F8BPN         59  19     F4DNK         59  76    
QSO:  3775 PH 2024-02-25 0914 F8BPN         59  19     F6FJI         59  12    
QSO:  3775 PH 2024-02-25 0914 F8BPN         59  19     F5BDK         59  77    
QSO:  3775 PH 2024-02-25 0915 F8BPN         59  19     F1CFA         59  81    
QSO:  3775 PH 2024-02-25 0916 F8BPN         59  19     F6CQU         59  19    
QSO:  3775 PH 2024-02-25 0916 F8BPN         59  19     F4JCO         59  27    
QSO:  3775 PH 2024-02-25 0918 F8BPN         59  19     F5SSK         59  09    
QSO:  3775 PH 2024-02-25 0918 F8BPN         59  19     F4HMI         59  17    
QSO:  3775 PH 2024-02-25 0920 F8BPN         59  19     F6EKH         59  86    
QSO:  3775 PH 2024-02-25 0922 F8BPN         59  19     F6REF         59  00    
QSO:  7080 PH 2024-02-25 0924 F8BPN         59  19     TM2RJ         59  45    
QSO:  7080 PH 2024-02-25 0925 F8BPN         59  19     TM74TH        59  74    
QSO:  7080 PH 2024-02-25 0926 F8BPN         59  19     F6EEQ         59  26    
QSO:  7080 PH 2024-02-25 0927 F8BPN         59  19     F4KJP         59  08    
QSO:  7080 PH 2024-02-25 0930 F8BPN         59  19     F5TMR         59  17    
QSO:  7080 PH 2024-02-25 0930 F8BPN         59  19     F6FMX         59  07    
QSO:  7080 PH 2024-02-25 0931 F8BPN         59  19     F4JJS         59  02    
QSO:  7080 PH 2024-02-25 0933 F8BPN         59  19     F5ASO         59  52    
QSO:  7080 PH 2024-02-25 0934 F8BPN         59  19     F5MNC         59  41    
QSO:  7080 PH 2024-02-25 0935 F8BPN         59  19     F4BND         59  69    
QSO:  7080 PH 2024-02-25 0935 F8BPN         59  19     F6REF         59  00    
QSO:  7080 PH 2024-02-25 0936 F8BPN         59  19     F4CQW         59  54    
QSO:  7080 PH 2024-02-25 0936 F8BPN         59  19     F1PZZ         59  89    
QSO:  7080 PH 2024-02-25 0936 F8BPN         59  19     F6BDE         59  63    
QSO:  7080 PH 2024-02-25 0937 F8BPN         59  19     F4CKC         59  07    
QSO:  7080 PH 2024-02-25 0937 F8BPN         59  19     F6KEX         59  38    
QSO:  7080 PH 2024-02-25 0938 F8BPN         59  19     PE1EWR        59  189   
QSO:  7080 PH 2024-02-25 0939 F8BPN         59  19     ON3CAP        59  102   
QSO:  7080 PH 2024-02-25 0939 F8BPN         59  19     F1UDC         59  75    
QSO:  7080 PH 2024-02-25 0940 F8BPN         59  19     F4EYQ         59  79    
QSO:  7080 PH 2024-02-25 0941 F8BPN         59  19     F4LFU         59  21    
QSO:  7080 PH 2024-02-25 0941 F8BPN         59  19     F5LVR         59  57    
QSO:  7080 PH 2024-02-25 0941 F8BPN         59  19     F6BCC         59  17    
QSO:  7080 PH 2024-02-25 0941 F8BPN         59  19     F8FHI         59  71    
QSO:  7080 PH 2024-02-25 0941 F8BPN         59  19     F8BUZ         59  22    
QSO:  7080 PH 2024-02-25 0942 F8BPN         59  19     F6KMB         59  59    
QSO:  7080 PH 2024-02-25 0942 F8BPN         59  19     F6FER         59  29    
QSO:  7080 PH 2024-02-25 0943 F8BPN         59  19     F6HYE         59  74    
QSO:  7080 PH 2024-02-25 0943 F8BPN         59  19     ON2VHF        59  070   
QSO:  7080 PH 2024-02-25 0943 F8BPN         59  19     F5DYD         59  31    
QSO:  7080 PH 2024-02-25 0943 F8BPN         59  19     F4GJC         59  95    
QSO:  7080 PH 2024-02-25 0944 F8BPN         59  19     SP1JQJ        59  083   
QSO:  7080 PH 2024-02-25 0944 F8BPN         59  19     F5TYQ         59  59    
QSO:  7080 PH 2024-02-25 0945 F8BPN         59  19     F4CXF         59  95    
QSO:  7080 PH 2024-02-25 0945 F8BPN         59  19     F4HJX         59  83    
QSO:  7080 PH 2024-02-25 0946 F8BPN         59  19     F4FWI         59  47    
QSO:  7080 PH 2024-02-25 0946 F8BPN         59  19     F6FET         59  53    
QSO:  7080 PH 2024-02-25 0947 F8BPN         59  19     F4JNU         59  89    
QSO:  7080 PH 2024-02-25 0948 F8BPN         59  19     F8IDR         59  81    
QSO:  7080 PH 2024-02-25 0948 F8BPN         59  19     F4FRF         59  69    
QSO:  7080 PH 2024-02-25 0949 F8BPN         59  19     F6KNL         59  33    
QSO:  7080 PH 2024-02-25 0949 F8BPN         59  19     F1PHB         59  57    
QSO:  7080 PH 2024-02-25 0949 F8BPN         59  19     F8PMO         59  17    
QSO:  7080 PH 2024-02-25 0950 F8BPN         59  19     F4EAN         59  13    
QSO:  7080 PH 2024-02-25 0951 F8BPN         59  19     F4KNJ         59  77    
QSO:  7080 PH 2024-02-25 0952 F8BPN         59  19     F6KIM         59  54    
QSO:  7080 PH 2024-02-25 0952 F8BPN         59  19     F5GEG         59  48    
QSO:  7080 PH 2024-02-25 0952 F8BPN         59  19     F4LHK         59  59    
QSO:  7080 PH 2024-02-25 0953 F8BPN         59  19     F1ULK         59  19    
QSO:  7080 PH 2024-02-25 0953 F8BPN         59  19     F6KHS/P       59  24    
QSO:  7080 PH 2024-02-25 0953 F8BPN         59  19     F6KFV         59  78    
QSO:  7080 PH 2024-02-25 0954 F8BPN         59  19     F5KAZ         59  59    
QSO:  7080 PH 2024-02-25 0955 F8BPN         59  19     F5MDR         59  13    
QSO:  7080 PH 2024-02-25 0955 F8BPN         59  19     F4FRC         59  69    
QSO:  7080 PH 2024-02-25 0955 F8BPN         59  19     F5NKP         59  92    
QSO:  7080 PH 2024-02-25 0956 F8BPN         59  19     F4FVA         59  49    
QSO:  7080 PH 2024-02-25 0956 F8BPN         59  19     F8GQO         59  81    
QSO:  7080 PH 2024-02-25 0956 F8BPN         59  19     F4GDI         59  72    
QSO:  7080 PH 2024-02-25 0957 F8BPN         59  19     F1IHL         59  49    
QSO:  7080 PH 2024-02-25 0957 F8BPN         59  19     F8NHC         59  50    
QSO:  7080 PH 2024-02-25 0957 F8BPN         59  19     F5HHW         59  27    
QSO:  7080 PH 2024-02-25 0958 F8BPN         59  19     F4JAI         59  13    
QSO:  7080 PH 2024-02-25 0958 F8BPN         59  19     F6CCZ         59  44    
QSO:  7080 PH 2024-02-25 0958 F8BPN         59  19     F1PNJ         59  33    
QSO:  7080 PH 2024-02-25 0959 F8BPN         59  19     F6BGG         59  74    
QSO:  7080 PH 2024-02-25 0959 F8BPN         59  19     F4JRB         59  61    
QSO:  7080 PH 2024-02-25 0959 F8BPN         59  19     F4JCO         59  27    
QSO:  7080 PH 2024-02-25 1000 F8BPN         59  19     F5NVE         59  33    
QSO:  7080 PH 2024-02-25 1000 F8BPN         59  19     F6CKD         59  44    
QSO:  7080 PH 2024-02-25 1000 F8BPN         59  19     F1DYW         59  83    
QSO:  7080 PH 2024-02-25 1001 F8BPN         59  19     F1CVA         59  33    
QSO:  7080 PH 2024-02-25 1001 F8BPN         59  19     F5VV          59  01    
QSO:  7080 PH 2024-02-25 1001 F8BPN         59  19     F6DJN         59  46    
QSO:  7080 PH 2024-02-25 1001 F8BPN         59  19     F4JMH         59  91    
QSO:  7080 PH 2024-02-25 1002 F8BPN         59  19     ON5LS         59  100   
QSO:  7080 PH 2024-02-25 1002 F8BPN         59  19     F4LCE         59  21    
QSO:  7080 PH 2024-02-25 1002 F8BPN         59  19     F5BLG         59  78    
QSO:  7080 PH 2024-02-25 1003 F8BPN         59  19     F4JOP         59  54    
QSO:  7080 PH 2024-02-25 1003 F8BPN         59  19     F4DNK         59  76    
QSO:  7080 PH 2024-02-25 1003 F8BPN         59  19     F4LIZ         59  30    
QSO:  7080 PH 2024-02-25 1004 F8BPN         59  19     F6IPG         59  44    
QSO:  7080 PH 2024-02-25 1004 F8BPN         59  19     IU1QZX        59  012   
QSO:  7080 PH 2024-02-25 1005 F8BPN         59  19     F4DGP         59  26    
QSO:  7080 PH 2024-02-25 1005 F8BPN         59  19     F5LZN         59  84    
QSO:  7080 PH 2024-02-25 1006 F8BPN         59  19     F6AJW         59  64    
QSO:  7080 PH 2024-02-25 1007 F8BPN         59  19     DD0VE         59  173   
QSO:  7080 PH 2024-02-25 1007 F8BPN         59  19     F5MA          59  78    
QSO:  7080 PH 2024-02-25 1008 F8BPN         59  19     F4GMW         59  77    
QSO:  7080 PH 2024-02-25 1008 F8BPN         59  19     F4JPN         59  59    
QSO:  7080 PH 2024-02-25 1008 F8BPN         59  19     F6FLU         59  78    
QSO:  7080 PH 2024-02-25 1009 F8BPN         59  19     F4CHF         59  74    
QSO:  7080 PH 2024-02-25 1009 F8BPN         59  19     F4JKE         59  44    
QSO:  7080 PH 2024-02-25 1009 F8BPN         59  19     F5GLB         59  19    
QSO:  7080 PH 2024-02-25 1010 F8BPN         59  19     F6BXD         59  59    
QSO:  7080 PH 2024-02-25 1010 F8BPN         59  19     F4EZC         59  44    
QSO:  7080 PH 2024-02-25 1010 F8BPN         59  19     F6KPQ         59  56    
QSO:  7080 PH 2024-02-25 1011 F8BPN         59  19     C31LK         59  129   
QSO:  7080 PH 2024-02-25 1011 F8BPN         59  19     F5NIH         59  66    
QSO:  7080 PH 2024-02-25 1013 F8BPN         59  19     F4FVA         59  49    
QSO:  7080 PH 2024-02-25 1013 F8BPN         59  19     TM4E          59  83    
QSO:  7080 PH 2024-02-25 1013 F8BPN         59  19     F5MGN         59  88    
QSO:  7080 PH 2024-02-25 1013 F8BPN         59  19     F4HUA         59  33    
QSO:  7080 PH 2024-02-25 1013 F8BPN         59  19     F4IEW         59  95    
QSO:  7080 PH 2024-02-25 1014 F8BPN         59  19     F8FLK         59  80    
QSO:  7080 PH 2024-02-25 1015 F8BPN         59  19     DL4IAZ        59  023   
QSO:  7080 PH 2024-02-25 1015 F8BPN         59  19     F4JXY         59  31    
QSO:  7080 PH 2024-02-25 1016 F8BPN         59  19     F1UBA         59  66    
QSO: 21000 PH 2024-02-25 1450 F8BPN         59  19     HR5/F2JD      59  114   
QSO:  3775 PH 2024-02-25 1726 F8BPN         59  19     F1POG         59  03    
QSO:  3775 PH 2024-02-25 1730 F8BPN         59  19     F5JGY         59  46    
QSO:  3775 PH 2024-02-25 1731 F8BPN         59  19     F4FRC         59  69    
QSO:  3775 PH 2024-02-25 1731 F8BPN         59  19     F8IDR         59  81    
QSO:  3775 PH 2024-02-25 1732 F8BPN         59  19     F6HLO         59  82    
QSO:  3775 PH 2024-02-25 1732 F8BPN         59  19     F4ECU         59  02    
QSO:  3775 PH 2024-02-25 1732 F8BPN         59  19     F8DVC         59  47    
QSO:  3775 PH 2024-02-25 1733 F8BPN         59  19     TM5E          59  76    
QSO:  3775 PH 2024-02-25 1733 F8BPN         59  19     F5DYD         59  31    
QSO:  3775 PH 2024-02-25 1734 F8BPN         59  19     F5CT          59  61    
QSO:  3775 PH 2024-02-25 1734 F8BPN         59  19     F4GFS         59  77    
QSO:  3775 PH 2024-02-25 1735 F8BPN         59  19     F5KDY/P       59  28    
QSO:  3775 PH 2024-02-25 1735 F8BPN         59  19     F5MBM         59  54    
QSO:  3775 PH 2024-02-25 1735 F8BPN         59  19     F6GAN         59  41    
QSO:  3775 PH 2024-02-25 1736 F8BPN         59  19     F5SHN         59  03    
QSO:  3775 PH 2024-02-25 1736 F8BPN         59  19     F5EWV         59  36    
QSO:  3775 PH 2024-02-25 1737 F8BPN         59  19     F1BZG         59  45    
QSO:  3775 PH 2024-02-25 1737 F8BPN         59  19     F5IRP         59  85    
QSO:  3775 PH 2024-02-25 1737 F8BPN         59  19     F6FNA         59  89    
QSO:  3775 PH 2024-02-25 1738 F8BPN         59  19     F4IMK         59  14    
QSO:  3775 PH 2024-02-25 1738 F8BPN         59  19     F4BDG         59  77    
QSO:  3775 PH 2024-02-25 1738 F8BPN         59  19     F6BGV         59  30    
QSO:  3775 PH 2024-02-25 1739 F8BPN         59  19     F5LCX         59  44    
QSO:  3775 PH 2024-02-25 1739 F8BPN         59  19     F8FZC         59  17    
QSO:  3775 PH 2024-02-25 1740 F8BPN         59  19     F5IVP/P       59  24    
QSO:  3775 PH 2024-02-25 1740 F8BPN         59  19     F4ASK         59  85    
QSO:  3775 PH 2024-02-25 1741 F8BPN         59  19     F1FMI         59  04    
QSO:  3775 PH 2024-02-25 1743 F8BPN         59  19     F4BQS         59  62    
QSO:  3775 PH 2024-02-25 1743 F8BPN         59  19     F5ROW         59  50    
QSO:  3775 PH 2024-02-25 1744 F8BPN         59  19     F5APQ         59  62    
QSO:  3775 PH 2024-02-25 1745 F8BPN         59  19     HB3YMM        59  014   
QSO:  3775 PH 2024-02-25 1745 F8BPN         59  19     F5LVR         59  57    
QSO:  3775 PH 2024-02-25 1745 F8BPN         59  19     F1SUI         59  23    
QSO:  3775 PH 2024-02-25 1747 F8BPN         59  19     F4CQW         59  54    
QSO:  3775 PH 2024-02-25 1747 F8BPN         59  19     F6ITQ         59  33    
QSO:  3775 PH 2024-02-25 1748 F8BPN         59  19     F5GLB         59  19    
QSO:  3775 PH 2024-02-25 1748 F8BPN         59  19     F4ILQ         59  28    
QSO:  3775 PH 2024-02-25 1748 F8BPN         59  19     F5ASD         59  77    
QSO:  3775 PH 2024-02-25 1749 F8BPN         59  19     F1HLH         59  54    
QSO:  3775 PH 2024-02-25 1749 F8BPN         59  19     F5PSS         59  19    
QSO:  3775 PH 2024-02-25 1749 F8BPN         59  19     F4IYJ         59  19    
QSO:  3775 PH 2024-02-25 1750 F8BPN         59  19     F4FSV         59  64    
QSO:  3775 PH 2024-02-25 1750 F8BPN         59  19     F4EKQ         59  86    
QSO:  3775 PH 2024-02-25 1750 F8BPN         59  19     F4IDN         59  49    
QSO:  3775 PH 2024-02-25 1751 F8BPN         59  19     HB9IAB        59  313   
QSO:  3775 PH 2024-02-25 1751 F8BPN         59  19     F6AUS         59  79    
QSO:  3775 PH 2024-02-25 1752 F8BPN         59  19     F6KPQ         59  56    
QSO:  3775 PH 2024-02-25 1752 F8BPN         59  19     F6KIM         59  54    
QSO:  3775 PH 2024-02-25 1752 F8BPN         59  19     F8FLK         59  80    
QSO:  3775 PH 2024-02-25 1752 F8BPN         59  19     F6BHI         59  11    
QSO:  3775 PH 2024-02-25 1754 F8BPN         59  19     F4TNK         59  30    
QSO:  3775 PH 2024-02-25 1754 F8BPN         59  19     F5ASO         59  52    
QSO:  3775 PH 2024-02-25 1755 F8BPN         59  19     F5GEG         59  48    
QSO:  3775 PH 2024-02-25 1755 F8BPN         59  19     F4GMW         59  77    
QSO:  3775 PH 2024-02-25 1755 F8BPN         59  19     F5TVG         59  77    
QSO:  3775 PH 2024-02-25 1756 F8BPN         59  19     F4DXP         59  29    
QSO:  3775 PH 2024-02-25 1756 F8BPN         59  19     F2CT          59  64    
QSO:  3775 PH 2024-02-25 1757 F8BPN         59  19     F5AAR         59  49    
QSO:  3775 PH 2024-02-25 1757 F8BPN         59  19     F4JRI         59  14    
QSO:  3775 PH 2024-02-25 1757 F8BPN         59  19     F5BOY         59  73    
QSO:  3775 PH 2024-02-25 1758 F8BPN         59  19     F4GGJ         59  81    
QSO:  3775 PH 2024-02-25 1759 F8BPN         59  19     F2GA          59  81    
QSO:  3775 PH 2024-02-25 1759 F8BPN         59  19     F4KIO         59  35    
QSO:  3775 PH 2024-02-25 1759 F8BPN         59  19     F6FTB         59  21    
QSO:  3775 PH 2024-02-25 1800 F8BPN         59  19     F6BTS         59  12    
END-OF-LOG:
