START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: C25
CREATED-BY: Win-Test 4.24.0, modified by DXHF upload.
CALLSIGN: DK0ED/P
CLAIMED-SCORE: 376839
OPERATORS: DC2CL DF4MAA DG5LW DG8MG DJ8OG DK5MB DK6SP DL1MAJ DL3BY DL5MAE
QSO: 14184 PH 2017-09-02 1544 DK0ED/P       59  0107   A61FK         59  035
QSO: 14170 PH 2017-09-02 1545 DK0ED/P       59  0108   UA9CUA        59  061
QSO: 14159 PH 2017-09-02 1546 DK0ED/P       59  0109   UA4S          59  014
QSO: 14152 PH 2017-09-02 1547 DK0ED/P       59  0110   4X6FR         59  050
QSO: 14149 PH 2017-09-02 1548 DK0ED/P       59  0111   UA9R          59  075
QSO: 14258 PH 2017-09-02 1555 DK0ED/P       59  0112   G6TW/P        59  081
QSO:  7142 PH 2017-09-02 1558 DK0ED/P       59  0113   ON4GNT/P      59  035
QSO:  7093 PH 2017-09-02 1601 DK0ED/P       59  0114   OZ5GX/P       59  154
QSO:  7085 PH 2017-09-02 1602 DK0ED/P       59  0115   ON6NB/P       59  058
QSO:  7081 PH 2017-09-02 1603 DK0ED/P       59  0116   LA1K/P        59  030
QSO:  7107 PH 2017-09-02 1605 DK0ED/P       59  0117   ON6ZY/P       59  035
QSO:  7115 PH 2017-09-02 1606 DK0ED/P       59  0118   OZ7KOL/P      59  226
QSO:  7106 PH 2017-09-02 1609 DK0ED/P       59  0119   G3PYE/P       59  124
QSO:  7119 PH 2017-09-02 1611 DK0ED/P       59  0120   ON4AOW/P      59  048
QSO:  7173 PH 2017-09-02 1617 DK0ED/P       59  0121   HA5N/P        59  063
QSO:  7179 PH 2017-09-02 1618 DK0ED/P       59  0122   DL0GD/P       59  119
QSO:  7186 PH 2017-09-02 1619 DK0ED/P       59  0123   G3RCV/P       59  151
QSO: 14200 PH 2017-09-02 1626 DK0ED/P       59  0124   EA5GPC/M      59  000
QSO: 14210 PH 2017-09-02 1632 DK0ED/P       59  0125   E28AD         59  062
QSO: 14222 PH 2017-09-02 1634 DK0ED/P       59  0126   R9AB          59  058
QSO: 14263 PH 2017-09-02 1642 DK0ED/P       59  0127   ON4TWS/P      59  134
QSO: 14269 PH 2017-09-02 1643 DK0ED/P       59  0128   OZ3EDR/P      59  037
QSO: 14269 PH 2017-09-02 1644 DK0ED/P       59  0129   DL0CH/P       59  044
QSO: 14281 PH 2017-09-02 1647 DK0ED/P       59  0130   OZ2AR/P       59  035
QSO: 14175 PH 2017-09-02 1651 DK0ED/P       59  0131   OZ9EDR/P      59  044
QSO: 14184 PH 2017-09-02 1654 DK0ED/P       59  0132   RT9L          59  061
QSO:  7070 PH 2017-09-02 1658 DK0ED/P       59  0133   HB9HI/P       59  054
QSO:  7108 PH 2017-09-02 1703 DK0ED/P       59  0134   PI4M/P        59  021
QSO:  7161 PH 2017-09-02 1707 DK0ED/P       59  0135   R8TT          59  054
QSO:  7170 PH 2017-09-02 1709 DK0ED/P       59  0136   DF0SAX/P      59  072
QSO:  3712 PH 2017-09-02 1712 DK0ED/P       59  0137   ON7SA/P       59  146
QSO:  3718 PH 2017-09-02 1713 DK0ED/P       59  0138   DK0FY/P       59  190
QSO:  3727 PH 2017-09-02 1715 DK0ED/P       59  0139   HB9D/P        59  040
QSO:  3734 PH 2017-09-02 1718 DK0ED/P       59  0140   DF0HO/P       59  137
QSO:  3727 PH 2017-09-02 1719 DK0ED/P       59  0141   DL1NKS        59  082
QSO:  3742 PH 2017-09-02 1720 DK0ED/P       59  0142   DL0MZ/P       59  146
QSO:  3748 PH 2017-09-02 1721 DK0ED/P       59  0143   DL0FD/P       59  136
QSO:  3753 PH 2017-09-02 1722 DK0ED/P       59  0144   S52WW         59  351
QSO: 28475 PH 2017-09-02 1725 DK0ED/P       59  0145   S52WW         59  352
QSO: 21255 PH 2017-09-02 1726 DK0ED/P       59  0146   S52WW         59  353
QSO: 14254 PH 2017-09-02 1729 DK0ED/P       59  0147   HZ1TL         59  034
QSO: 14253 PH 2017-09-02 1733 DK0ED/P       59  0148   S52WW         59  362
QSO: 14201 PH 2017-09-02 1735 DK0ED/P       59  0149   G0FBB/P       59  108
QSO: 14190 PH 2017-09-02 1741 DK0ED/P       59  0150   ZS2DK         59  000
QSO: 14199 PH 2017-09-02 1743 DK0ED/P       59  0151   EA3GIN        59  000
QSO: 14200 PH 2017-09-02 1744 DK0ED/P       59  0152   G3ZTT/P       59  058
QSO: 14200 PH 2017-09-02 1745 DK0ED/P       59  0153   G0BFZ         59  023
QSO: 14200 PH 2017-09-02 1746 DK0ED/P       59  0154   GX3EFX/P      59  034
QSO: 14200 PH 2017-09-02 1747 DK0ED/P       59  0155   G3RCV/P       59  206
QSO: 14200 PH 2017-09-02 1747 DK0ED/P       59  0156   G4FNL/P       59  260
QSO: 14200 PH 2017-09-02 1748 DK0ED/P       59  0157   G6DTW         59  040
QSO: 14200 PH 2017-09-02 1749 DK0ED/P       59  0158   G2DX/P        59  118
QSO: 14200 PH 2017-09-02 1750 DK0ED/P       59  0159   G0IVR/P       59  044
QSO: 14200 PH 2017-09-02 1750 DK0ED/P       59  0160   GX4BJC/A      59  007
QSO: 14200 PH 2017-09-02 1751 DK0ED/P       59  0161   GX4YRC/P      59  072
QSO: 14200 PH 2017-09-02 1752 DK0ED/P       59  0162   GM0UKZ        59  025
QSO: 14200 PH 2017-09-02 1754 DK0ED/P       59  0163   G4EOW         59  019
QSO: 14200 PH 2017-09-02 1754 DK0ED/P       59  0164   G0IJM         59  009
QSO: 14200 PH 2017-09-02 1755 DK0ED/P       59  0165   M6FYK         59  021
QSO: 14200 PH 2017-09-02 1756 DK0ED/P       59  0166   MM0CKK/M      59  001
QSO: 14200 PH 2017-09-02 1758 DK0ED/P       59  0167   2E1GAD/P      59  006
QSO: 14200 PH 2017-09-02 1758 DK0ED/P       59  0168   M0PSW         59  057
QSO: 14200 PH 2017-09-02 1759 DK0ED/P       59  0169   OZ8SOR/P      59  014
QSO: 14157 PH 2017-09-02 1804 DK0ED/P       59  0170   SZ4KRD/P      59  103
QSO: 14177 PH 2017-09-02 1807 DK0ED/P       59  0171   G3EFX/P       59  039
QSO: 14227 PH 2017-09-02 1812 DK0ED/P       59  0172   G6YB/P        59  218
QSO: 21250 PH 2017-09-02 1815 DK0ED/P       59  0173   LZ1ZF         59  324
QSO:  7191 PH 2017-09-02 1817 DK0ED/P       59  0174   OE4B/P        59  177
QSO: 14250 PH 2017-09-02 1822 DK0ED/P       59  0175   TM160BF       57  000
QSO: 14240 PH 2017-09-02 1823 DK0ED/P       59  0176   G0HDV/P       59  096
QSO: 14247 PH 2017-09-02 1824 DK0ED/P       59  0177   YU2DVD        59  000
QSO: 14200 PH 2017-09-02 1825 DK0ED/P       59  0178   ER4DX         59  010
QSO: 14220 PH 2017-09-02 1829 DK0ED/P       59  0179   4O7GXB        59  019
QSO: 14236 PH 2017-09-02 1832 DK0ED/P       59  0180   G3PYE/P       59  267
QSO: 14167 PH 2017-09-02 1834 DK0ED/P       59  0181   CN8MAA        59  006
QSO: 14197 PH 2017-09-02 1837 DK0ED/P       59  0182   SZ2T/P        59  120
QSO: 14175 PH 2017-09-02 1839 DK0ED/P       59  0183   G3ULT/P       59  115
QSO:  7080 PH 2017-09-02 1843 DK0ED/P       59  0184   S52WW         59  454
QSO:  7060 PH 2017-09-02 1844 DK0ED/P       59  0185   P3X           59  043
QSO:  3714 PH 2017-09-02 1846 DK0ED/P       59  0186   DM5A/P        59  122
QSO:  3714 PH 2017-09-02 1846 DK0ED/P       59  0187   DF0WA/P       59  135
QSO:  3714 PH 2017-09-02 1846 DK0ED/P       59  0188   DO9SGW        59  026
QSO:  7085 PH 2017-09-02 1848 DK0ED/P       59  0189   TM160BF       59  000
QSO:  7155 PH 2017-09-02 1849 DK0ED/P       59  0190   HZ1TL         59  034
QSO:  3715 PH 2017-09-02 1850 DK0ED/P       59  0191   DK0MR/P       59  111
QSO:  3715 PH 2017-09-02 1851 DK0ED/P       59  0192   ON6NR/P       59  064
QSO:  3715 PH 2017-09-02 1851 DK0ED/P       59  0193   DJ3CS         59  043
QSO:  3715 PH 2017-09-02 1852 DK0ED/P       59  0194   DA3X/P        59  148
QSO:  3715 PH 2017-09-02 1852 DK0ED/P       59  0195   DM3B/P        59  145
QSO:  3715 PH 2017-09-02 1853 DK0ED/P       59  0196   G0FBB/P       59  153
QSO:  3715 PH 2017-09-02 1854 DK0ED/P       59  0197   DL0DX/P       59  139
QSO:  3715 PH 2017-09-02 1854 DK0ED/P       59  0198   DF6RI         59  049
QSO:  3715 PH 2017-09-02 1855 DK0ED/P       59  0199   OE6U/P        59  029
QSO:  3715 PH 2017-09-02 1856 DK0ED/P       59  0200   DL0BNA/P      59  047
QSO:  3715 PH 2017-09-02 1856 DK0ED/P       59  0201   DL1ASA/P      59  109
QSO:  3715 PH 2017-09-02 1857 DK0ED/P       59  0202   DR1K/P        59  079
QSO:  3715 PH 2017-09-02 1857 DK0ED/P       59  0203   ON4SV/P       59  015
QSO:  3715 PH 2017-09-02 1858 DK0ED/P       59  0204   DL8HK         59  020
QSO:  3715 PH 2017-09-02 1858 DK0ED/P       59  0205   DM5R/P        59  074
QSO:  3715 PH 2017-09-02 1858 DK0ED/P       59  0206   HB9R/P        59  048
QSO:  3715 PH 2017-09-02 1859 DK0ED/P       59  0207   DA0C/P        59  109
QSO:  3715 PH 2017-09-02 1901 DK0ED/P       59  0208   DB2BMJ        59  002
QSO:  7195 PH 2017-09-02 1902 DK0ED/P       59  0209   4Z5LY         59  054
QSO:  7163 PH 2017-09-02 1903 DK0ED/P       59  0210   G3MDG/P       59  081
QSO:  3716 PH 2017-09-02 1906 DK0ED/P       59  0211   ON6HX         59  002
QSO:  3716 PH 2017-09-02 1907 DK0ED/P       59  0212   DK0FFO/P      59  089
QSO:  3716 PH 2017-09-02 1907 DK0ED/P       59  0213   DR7B/P        59  132
QSO:  3716 PH 2017-09-02 1908 DK0ED/P       59  0214   DK2R/P        59  134
QSO:  3716 PH 2017-09-02 1908 DK0ED/P       59  0215   ON5LL/P       59  130
QSO:  3716 PH 2017-09-02 1908 DK0ED/P       59  0216   DL0BX/P       59  087
QSO:  3716 PH 2017-09-02 1910 DK0ED/P       59  0217   SO7BIT/P      59  044
QSO:  3716 PH 2017-09-02 1910 DK0ED/P       59  0218   G3RCV/P       59  280
QSO:  3716 PH 2017-09-02 1911 DK0ED/P       59  0219   DL7USW/P      59  048
QSO:  3750 PH 2017-09-02 1913 DK0ED/P       59  0220   OJ0/UA4WHX    59  000
QSO:  3716 PH 2017-09-02 1914 DK0ED/P       59  0221   DL0GT/P       59  140
QSO:  3730 PH 2017-09-02 1916 DK0ED/P       59  0222   ON7TR/P       59  296
QSO:  3700 PH 2017-09-02 1917 DK0ED/P       59  0223   DP4M/P        59  243
QSO:  3684 PH 2017-09-02 1917 DK0ED/P       59  0224   OP6A/P        59  219
QSO:  3762 PH 2017-09-02 1918 DK0ED/P       59  0225   ON6SI/P       59  222
QSO:  3636 PH 2017-09-02 1919 DK0ED/P       59  0226   DK0HB/P       59  094
QSO:  3677 PH 2017-09-02 1920 DK0ED/P       59  0227   PI40BOZ       59  015
QSO:  3765 PH 2017-09-02 1921 DK0ED/P       59  0228   DK0FR/P       59  141
QSO:  3759 PH 2017-09-02 1921 DK0ED/P       59  0229   PI4ZI/P       59  163
QSO:  3752 PH 2017-09-02 1922 DK0ED/P       59  0230   HB9NFB/P      59  125
QSO:  7128 PH 2017-09-02 1925 DK0ED/P       59  0231   MX0SKR/P      59  131
QSO:  7199 PH 2017-09-02 1927 DK0ED/P       59  0232   YL1S          59  346
QSO:  7124 PH 2017-09-02 1928 DK0ED/P       59  0233   A61FK         59  035
QSO:  7152 PH 2017-09-02 1932 DK0ED/P       59  0234   ON4CP/P       59  073
QSO: 14177 PH 2017-09-02 1934 DK0ED/P       59  0235   K3ZO          59  041
QSO: 14225 PH 2017-09-02 1937 DK0ED/P       59  0236   LU7DD         55  000
QSO: 14285 PH 2017-09-02 1939 DK0ED/P       59  0237   5P8Y/P        59  172
QSO: 14172 PH 2017-09-02 1940 DK0ED/P       59  0238   LB0OG/P       59  000
QSO: 14213 PH 2017-09-02 1941 DK0ED/P       59  0239   LA1ARG/P      59  124
QSO:  7158 PH 2017-09-02 1944 DK0ED/P       59  0240   SA7AUH        59  012
QSO:  3741 PH 2017-09-02 1946 DK0ED/P       59  0241   SA7AUH        59  013
QSO:  7158 PH 2017-09-02 1947 DK0ED/P       59  0242   OT1S          59  017
QSO:  7158 PH 2017-09-02 1947 DK0ED/P       59  0243   ON7ERA/P      59  070
QSO:  7158 PH 2017-09-02 1949 DK0ED/P       59  0244   G3WKS/P       59  069
QSO:  7158 PH 2017-09-02 1952 DK0ED/P       59  0245   DL0NO/P       59  084
QSO:  7158 PH 2017-09-02 1953 DK0ED/P       59  0246   DK8HE         59  007
QSO:  7117 PH 2017-09-02 1955 DK0ED/P       59  0247   SX2IMA/P      59  208
QSO:  7162 PH 2017-09-02 1958 DK0ED/P       59  0248   GW8GT/P       59  122
QSO:  7162 PH 2017-09-02 1959 DK0ED/P       59  0249   DK5KK         59  019
QSO:  7162 PH 2017-09-02 2000 DK0ED/P       59  0250   DR2C/P        59  128
QSO:  7190 PH 2017-09-02 2001 DK0ED/P       59  0251   DK0HH/P       59  252
QSO:  7198 PH 2017-09-02 2002 DK0ED/P       59  0252   DP4M/P        59  287
QSO:  7162 PH 2017-09-02 2003 DK0ED/P       59  0253   G1SCT         59  041
QSO:  7162 PH 2017-09-02 2003 DK0ED/P       59  0254   ON5NQ         59  147
QSO:  7162 PH 2017-09-02 2004 DK0ED/P       59  0255   G7SAC/P       59  081
QSO:  7162 PH 2017-09-02 2004 DK0ED/P       59  0256   YO2LIM        59  048
QSO:  7162 PH 2017-09-02 2005 DK0ED/P       59  0257   DK0B/P        59  128
QSO:  7162 PH 2017-09-02 2006 DK0ED/P       59  0258   LY2RJ         59  001
QSO:  7180 PH 2017-09-02 2007 DK0ED/P       59  0259   F4GDO/P       59  056
QSO:  7162 PH 2017-09-02 2007 DK0ED/P       59  0260   F1GRH/P       59  027
QSO:  7162 PH 2017-09-02 2008 DK0ED/P       59  0261   UA3A/P        59  073
QSO:  7162 PH 2017-09-02 2008 DK0ED/P       59  0262   DL0HS/P       59  155
QSO:  7162 PH 2017-09-02 2011 DK0ED/P       59  0263   M0LED         59  060
QSO:  7162 PH 2017-09-02 2011 DK0ED/P       59  0264   G8X           59  157
QSO:  7162 PH 2017-09-02 2013 DK0ED/P       59  0265   LA2U/P        59  056
QSO:  7162 PH 2017-09-02 2013 DK0ED/P       59  0266   G8KEK         59  005
QSO:  7162 PH 2017-09-02 2013 DK0ED/P       59  0267   ON4PHI/P      59  085
QSO:  7162 PH 2017-09-02 2014 DK0ED/P       59  0268   ON7TR/P       59  318
QSO:  7162 PH 2017-09-02 2014 DK0ED/P       59  0269   DF0MN/P       59  191
QSO:  7162 PH 2017-09-02 2016 DK0ED/P       59  0270   LA4O/P        59  029
QSO:  7162 PH 2017-09-02 2020 DK0ED/P       59  0271   F4HGA         59  003
QSO: 14205 PH 2017-09-02 2021 DK0ED/P       59  0272   P3X           59  043
QSO:  3772 PH 2017-09-02 2023 DK0ED/P       59  0273   DL0LK/P       59  190
QSO:  3766 PH 2017-09-02 2025 DK0ED/P       59  0274   DL0MSE/P      59  264
QSO:  3603 PH 2017-09-02 2026 DK0ED/P       59  0275   HZ1FS/P       59  221
QSO:  3711 PH 2017-09-02 2029 DK0ED/P       59  0276   DP6T/P        59  240
QSO:  3723 PH 2017-09-02 2030 DK0ED/P       59  0277   ON4MCL/P      59  391
QSO:  3726 PH 2017-09-02 2031 DK0ED/P       59  0278   DK0OD/P       59  184
QSO:  3731 PH 2017-09-02 2031 DK0ED/P       59  0279   DM2X/P        59  211
QSO:  3734 PH 2017-09-02 2033 DK0ED/P       59  0280   DL0PDM/P      59  128
QSO:  3734 PH 2017-09-02 2033 DK0ED/P       59  0281   DO1YHN        59  043
QSO:  3734 PH 2017-09-02 2034 DK0ED/P       59  0282   DL0CH/P       59  097
QSO:  3734 PH 2017-09-02 2035 DK0ED/P       59  0283   DR2C/P        59  138
QSO:  3734 PH 2017-09-02 2036 DK0ED/P       59  0284   DK0WK/P       59  135
QSO:  3734 PH 2017-09-02 2037 DK0ED/P       59  0285   DL1WA         59  209
QSO:  3734 PH 2017-09-02 2037 DK0ED/P       59  0286   G3Q           59  073
QSO:  3734 PH 2017-09-02 2038 DK0ED/P       59  0287   OK1OPT/P      59  046
QSO:  3734 PH 2017-09-02 2038 DK0ED/P       59  0288   DG3FH         59  008
QSO:  3734 PH 2017-09-02 2038 DK0ED/P       59  0289   OZ7KJ/P       59  087
QSO:  3734 PH 2017-09-02 2039 DK0ED/P       59  0290   MU0GSY        59  149
QSO:  3734 PH 2017-09-02 2040 DK0ED/P       59  0291   M0TSL/P       59  149
QSO:  3734 PH 2017-09-02 2041 DK0ED/P       59  0292   DF0WZ/P       59  179
QSO:  3734 PH 2017-09-02 2041 DK0ED/P       59  0293   DK5KK         59  048
QSO:  3734 PH 2017-09-02 2042 DK0ED/P       59  0294   ON6UJ/P       59  111
QSO:  3734 PH 2017-09-02 2043 DK0ED/P       59  0295   DL0SAW/P      59  055
QSO:  3734 PH 2017-09-02 2043 DK0ED/P       59  0296   DF0M/P        59  149
QSO:  3734 PH 2017-09-02 2044 DK0ED/P       59  0297   DO1TOM        59  033
QSO:  3734 PH 2017-09-02 2044 DK0ED/P       59  0298   DL1GWW        59  027
