START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD SSB
SPECIFIC: I20
CALLSIGN: DL0VE/P
CLAIMED-SCORE: 87246
CREATED-BY: UcxLog 7.76, modified by DXHF upload.
OPERATORS: DD8BA DF1BT DG9BBC DG9BJA DH1BBH DH6MP DL5BCQ DL6YDF DL8BBC DO6PS
QSO:  7000 PH 2017-09-02 1430 DL0VE/P       59  047    G4DBL/P       59  014
QSO:  7000 PH 2017-09-02 1431 DL0VE/P       59  048    S58Y          59  035
QSO:  7000 PH 2017-09-02 1431 DL0VE/P       59  049    LA7DHA/P      59  004
QSO:  7000 PH 2017-09-02 1434 DL0VE/P       59  050    G6TW/P        59  062
QSO:  7000 PH 2017-09-02 1436 DL0VE/P       59  051    G3ZTT/P       59  020
QSO: 14000 PH 2017-09-02 1447 DL0VE/P       59  052    IZ7FLP        59  124
QSO: 14000 PH 2017-09-02 1449 DL0VE/P       59  053    RV9UP         59  055
QSO: 14000 PH 2017-09-02 1453 DL0VE/P       59  054    RU9I          59  042
QSO: 14000 PH 2017-09-02 1455 DL0VE/P       59  055    SX2IMA/P      55  083
QSO: 14000 PH 2017-09-02 1458 DL0VE/P       59  056    RZ9JZ         59  057
QSO: 14000 PH 2017-09-02 1459 DL0VE/P       59  057    UA3VFS        59  001
QSO: 14000 PH 2017-09-02 1506 DL0VE/P       59  058    EI1E/P        59  084
QSO: 14000 PH 2017-09-02 1517 DL0VE/P       59  059    LZ1ZF         59  270
QSO: 14000 PH 2017-09-02 1518 DL0VE/P       59  060    LZ7M/P        59  146
QSO: 14000 PH 2017-09-02 1522 DL0VE/P       59  061    UA4HTT        59  011
QSO:  7000 PH 2017-09-02 1530 DL0VE/P       59  062    G3RCV/P       59  109
QSO:  7000 PH 2017-09-02 1535 DL0VE/P       59  063    S59DCD/P      59  066
QSO:  7000 PH 2017-09-02 1539 DL0VE/P       59  064    YL3CW         59  048
QSO:  7000 PH 2017-09-02 1541 DL0VE/P       59  065    SO7BIT/P      59  022
QSO:  7000 PH 2017-09-02 1551 DL0VE/P       59  066    S54I/P        59  082
QSO:  7000 PH 2017-09-02 1552 DL0VE/P       59  067    HB9RF/P       59  076
QSO:  7000 PH 2017-09-02 1555 DL0VE/P       59  068    IQ0PG/P       59  085
QSO:  7000 PH 2017-09-02 1557 DL0VE/P       59  069    SN7H          59  098
QSO:  7000 PH 2017-09-02 1601 DL0VE/P       59  070    G8FC/P        59  049
QSO:  7000 PH 2017-09-02 1602 DL0VE/P       59  071    G0SRC/P       59  035
QSO:  3500 PH 2017-09-02 1606 DL0VE/P       59  072    ON4RAT/P      59  108
QSO:  3500 PH 2017-09-02 1607 DL0VE/P       59  073    DL0FA/P       59  054
QSO:  3500 PH 2017-09-02 1607 DL0VE/P       59  074    DL0EI/P       59  090
QSO:  3500 PH 2017-09-02 1608 DL0VE/P       59  075    DK0HH/P       59  073
QSO:  3500 PH 2017-09-02 1609 DL0VE/P       59  076    DL0FD/P       59  098
QSO:  3500 PH 2017-09-02 1610 DL0VE/P       59  077    5Q1A/P        59  015
QSO:  3500 PH 2017-09-02 1611 DL0VE/P       59  078    OZ2AR/P       59  069
QSO:  3500 PH 2017-09-02 1612 DL0VE/P       59  079    DK0FY/P       59  120
QSO:  3500 PH 2017-09-02 1614 DL0VE/P       59  080    5P8Y/P        59  019
QSO:  3500 PH 2017-09-02 1614 DL0VE/P       59  081    OZ0W/P        59  017
QSO:  3500 PH 2017-09-02 1615 DL0VE/P       59  082    DK0IU/P       59  059
QSO:  3500 PH 2017-09-02 1616 DL0VE/P       59  083    DK0OA         59  026
QSO:  3500 PH 2017-09-02 1616 DL0VE/P       59  084    ON4BAF/P      59  018
QSO:  3500 PH 2017-09-02 1617 DL0VE/P       59  085    OK1APB        59  007
QSO:  3500 PH 2017-09-02 1618 DL0VE/P       59  086    DL7MAL        59  005
QSO:  3500 PH 2017-09-02 1619 DL0VE/P       59  087    DL0GZ/P       59  040
QSO:  3500 PH 2017-09-02 1619 DL0VE/P       59  088    PI4RCA/P      59  022
QSO:  3500 PH 2017-09-02 1620 DL0VE/P       59  089    DL0HS/P       59  064
QSO:  3500 PH 2017-09-02 1621 DL0VE/P       59  090    DL0BX/P       59  057
QSO:  3500 PH 2017-09-02 1622 DL0VE/P       59  091    ON6CK/P       59  188
QSO:  3500 PH 2017-09-02 1623 DL0VE/P       59  092    OZ5DD         59  011
QSO:  3500 PH 2017-09-02 1623 DL0VE/P       59  093    DL0HIL/P      59  030
QSO:  3500 PH 2017-09-02 1639 DL0VE/P       59  094    DF8KI         59  002
QSO:  3500 PH 2017-09-02 1644 DL0VE/P       59  095    DO7SI         59  000
QSO:  3500 PH 2017-09-02 1646 DL0VE/P       59  096    DL1ASA/P      59  065
QSO:  3500 PH 2017-09-02 1648 DL0VE/P       59  097    ON6ARA/P      59  221
QSO:  3500 PH 2017-09-02 1649 DL0VE/P       59  098    DF0HO/P       59  101
QSO:  3500 PH 2017-09-02 1650 DL0VE/P       59  099    OO6P/P        59  117
QSO:  3500 PH 2017-09-02 1654 DL0VE/P       59  100    DP6T/P        59  126
QSO:  3500 PH 2017-09-02 1655 DL0VE/P       59  101    ON6SI/P       59  090
QSO:  3500 PH 2017-09-02 1656 DL0VE/P       59  102    DL0IPS/P      59  046
QSO:  7000 PH 2017-09-02 1659 DL0VE/P       59  103    YL1S          59  255
QSO:  7000 PH 2017-09-02 1702 DL0VE/P       59  104    ON4MCL/P      59  188
QSO:  7000 PH 2017-09-02 1704 DL0VE/P       59  105    DF0A/P        59  071
QSO:  7000 PH 2017-09-02 1705 DL0VE/P       59  106    RV3NJ/P       59  192
QSO:  7000 PH 2017-09-02 1710 DL0VE/P       59  107    G8QR/P        59  085
QSO:  7000 PH 2017-09-02 1713 DL0VE/P       59  108    HB9LU/P       59  148
QSO:  7000 PH 2017-09-02 1718 DL0VE/P       59  109    HB9HI/P       59  068
QSO:  3500 PH 2017-09-02 1726 DL0VE/P       59  110    DL0TWK/P      59  077
QSO:  3500 PH 2017-09-02 1727 DL0VE/P       59  111    DL0GC/P       59  209
QSO:  3500 PH 2017-09-02 1729 DL0VE/P       59  112    ON7SA/P       59  158
QSO:  3500 PH 2017-09-02 1731 DL0VE/P       59  113    OT7X          59  017
QSO:  3500 PH 2017-09-02 1737 DL0VE/P       59  114    DO1YDH        59  006
QSO:  3500 PH 2017-09-02 1739 DL0VE/P       59  115    ON4RSX/P      59  126
QSO:  3500 PH 2017-09-02 1741 DL0VE/P       59  116    DA3X/P        59  122
QSO:  3500 PH 2017-09-02 1743 DL0VE/P       59  117    DF0DX/P       59  030
QSO:  3500 PH 2017-09-02 1744 DL0VE/P       59  118    G2XV/P        59  064
QSO:  3500 PH 2017-09-02 1745 DL0VE/P       59  119    SP3VAG        59  000
QSO:  3500 PH 2017-09-02 1746 DL0VE/P       59  120    DL0GD/P       59  162
QSO:  3500 PH 2017-09-02 1746 DL0VE/P       59  121    DP4M/P        59  142
QSO:  3500 PH 2017-09-02 1747 DL0VE/P       59  122    DL1NKS        59  094
QSO:  3500 PH 2017-09-02 1748 DL0VE/P       59  123    DL0LK/P       59  091
QSO:  3500 PH 2017-09-02 1749 DL0VE/P       59  124    M0YRF/P       59  162
QSO:  3500 PH 2017-09-02 1751 DL0VE/P       59  125    DK9CL/P       59  055
QSO:  3500 PH 2017-09-02 1752 DL0VE/P       59  126    DR7B/P        59  114
QSO:  3500 PH 2017-09-02 1753 DL0VE/P       59  127    G6TW/P        59  105
QSO:  3500 PH 2017-09-02 1754 DL0VE/P       59  128    DF4GA         59  012
QSO:  3500 PH 2017-09-02 1755 DL0VE/P       59  129    DJ3CS         59  036
QSO:  3500 PH 2017-09-02 1756 DL0VE/P       59  130    OZ5LKO/P      59  014
QSO:  3500 PH 2017-09-02 1759 DL0VE/P       59  131    DL0CH/P       59  061
QSO:  3500 PH 2017-09-02 1800 DL0VE/P       59  132    OZ9EDR/P      59  031
QSO:  3500 PH 2017-09-02 1800 DL0VE/P       59  133    DL0EO/P       59  085
QSO:  3500 PH 2017-09-02 1803 DL0VE/P       59  134    DA0YL         59  027
QSO:  3500 PH 2017-09-02 1806 DL0VE/P       59  135    S56B          59  269
QSO:  3500 PH 2017-09-02 1809 DL0VE/P       59  136    PI4HGV/P      59  076
QSO:  3500 PH 2017-09-02 1810 DL0VE/P       59  137    M0TSL/P       59  099
QSO:  3500 PH 2017-09-02 1812 DL0VE/P       59  138    PI4ZI/P       59  064
QSO:  3500 PH 2017-09-02 1816 DL0VE/P       59  139    OT4A          59  001
QSO:  7000 PH 2017-09-02 1823 DL0VE/P       59  140    DK2R/P        59  119
QSO:  7000 PH 2017-09-02 1829 DL0VE/P       59  141    IZ7FLP        59  305
QSO:  7000 PH 2017-09-02 1836 DL0VE/P       59  142    S52OT         59  230
QSO:  7000 PH 2017-09-02 1840 DL0VE/P       59  143    HZ1FS/P       59  196
QSO:  7000 PH 2017-09-02 1843 DL0VE/P       59  144    DK0FRI/P      59  167
QSO:  7000 PH 2017-09-02 1847 DL0VE/P       59  145    LY5N/P        59  061
QSO:  7000 PH 2017-09-02 1850 DL0VE/P       59  146    S58K/P        59  097
QSO:  7000 PH 2017-09-02 1851 DL0VE/P       59  147    G4SJM/P       59  122
QSO:  7000 PH 2017-09-02 1854 DL0VE/P       59  148    G0ALI         59  001
QSO:  7000 PH 2017-09-02 1857 DL0VE/P       59  149    G4UNB         59  004
QSO:  7000 PH 2017-09-02 1859 DL0VE/P       59  150    F5NBX         59  001
QSO:  7000 PH 2017-09-02 1900 DL0VE/P       59  151    DL0FU/P       59  080
QSO:  7000 PH 2017-09-02 1912 DL0VE/P       59  152    DL1WA         59  113
QSO:  7000 PH 2017-09-02 1916 DL0VE/P       59  153    DL0RD/P       59  076
QSO:  7000 PH 2017-09-02 1917 DL0VE/P       59  154    OE3DAS        59  007
QSO:  7000 PH 2017-09-02 1919 DL0VE/P       59  155    LA2U/P        59  043
QSO:  7000 PH 2017-09-02 1920 DL0VE/P       59  156    LA7G/P        59  042
QSO:  7000 PH 2017-09-02 1922 DL0VE/P       59  157    IQ2XZ         59  003
QSO:  7000 PH 2017-09-02 1928 DL0VE/P       59  158    OE4B/P        59  253
QSO:  7000 PH 2017-09-02 1939 DL0VE/P       59  159    OZ9EDR/P      59  333
QSO:  7000 PH 2017-09-02 1942 DL0VE/P       59  160    G3MDG/P       59  101
QSO:  7000 PH 2017-09-02 1949 DL0VE/P       59  161    DK0TU/P       59  136
QSO:  7000 PH 2017-09-02 1953 DL0VE/P       59  162    G3PYE/P       59  323
QSO:  7000 PH 2017-09-02 1955 DL0VE/P       59  163    EI1C/P        59  327
QSO:  7000 PH 2017-09-02 2000 DL0VE/P       59  164    DK0VE/P       59  119
QSO:  7000 PH 2017-09-02 2011 DL0VE/P       59  165    M0YRF/P       59  214
QSO:  7000 PH 2017-09-02 2015 DL0VE/P       59  166    S55W/P        59  363
QSO:  7000 PH 2017-09-02 2019 DL0VE/P       59  167    F4GDO         59  068
QSO:  7000 PH 2017-09-02 2022 DL0VE/P       59  168    OZ5GX/P       59  357
QSO:  7000 PH 2017-09-02 2026 DL0VE/P       59  169    DF0SX/P       59  130
QSO:  7000 PH 2017-09-02 2029 DL0VE/P       59  170    PI4AMF/P      59  345
QSO:  7000 PH 2017-09-02 2037 DL0VE/P       59  171    LA1K/P        59  097
QSO:  3500 PH 2017-09-02 2057 DL0VE/P       59  172    G4FBS/P       59  168
QSO:  3500 PH 2017-09-02 2059 DL0VE/P       59  173    DL0C/P        59  153
QSO:  3500 PH 2017-09-02 2102 DL0VE/P       59  174    G4EKT/P       59  170
QSO:  3500 PH 2017-09-02 2104 DL0VE/P       59  175    DK0WK/P       59  150
QSO:  3500 PH 2017-09-02 2105 DL0VE/P       59  176    DL0RA/P       59  211
QSO:  3500 PH 2017-09-02 2110 DL0VE/P       59  177    G8QR/P        59  202
QSO:  3500 PH 2017-09-02 2111 DL0VE/P       59  178    DK0FR/P       59  201
QSO:  3500 PH 2017-09-02 2112 DL0VE/P       59  179    DF0ID/P       59  172
QSO:  3500 PH 2017-09-02 2113 DL0VE/P       59  180    G6YB/P        59  338
QSO:  3500 PH 2017-09-02 2116 DL0VE/P       59  181    OT2L/P        59  224
QSO:  3500 PH 2017-09-02 2116 DL0VE/P       59  182    DL1WA         59  244
QSO:  3500 PH 2017-09-02 2123 DL0VE/P       59  183    IQ0PG/P       59  179
QSO:  3500 PH 2017-09-02 2126 DL0VE/P       59  184    ON6WL/P       59  364
QSO:  3500 PH 2017-09-02 2128 DL0VE/P       59  185    S52WW         59  619
QSO:  3500 PH 2017-09-02 2131 DL0VE/P       59  186    ON4MCL/P      59  462
QSO:  3500 PH 2017-09-02 2134 DL0VE/P       59  187    DK5KK         59  092
QSO:  3500 PH 2017-09-02 2136 DL0VE/P       59  188    SN7X/P        59  338
QSO:  3500 PH 2017-09-02 2139 DL0VE/P       59  189    G0FBB/P       59  240
QSO:  3500 PH 2017-09-02 2140 DL0VE/P       59  190    ON5CLR/P      59  221
QSO:  3500 PH 2017-09-02 2142 DL0VE/P       59  191    DL0AT/P       59  316
QSO:  3500 PH 2017-09-02 2143 DL0VE/P       59  192    YL1S          59  430
QSO:  3500 PH 2017-09-02 2148 DL0VE/P       59  193    DL0NO/P       59  148
QSO:  3500 PH 2017-09-02 2152 DL0VE/P       59  194    OP6A/P        59  300
QSO:  3500 PH 2017-09-02 2155 DL0VE/P       59  195    HB9HI/P       59  166
QSO:  3500 PH 2017-09-02 2156 DL0VE/P       59  196    DP7X/P        59  291
QSO:  3500 PH 2017-09-02 2157 DL0VE/P       59  197    SN5T/P        59  423
QSO:  3500 PH 2017-09-02 2207 DL0VE/P       59  198    HB9LU/P       59  412
QSO:  3500 PH 2017-09-02 2210 DL0VE/P       59  199    PI4VPO/P      59  231
QSO:  3500 PH 2017-09-02 2212 DL0VE/P       59  200    DF0TX/P       59  314
QSO:  3500 PH 2017-09-02 2217 DL0VE/P       59  201    MX0SKR/P      59  199
QSO:  3500 PH 2017-09-02 2223 DL0VE/P       59  202    DK8R/P        59  256
QSO:  3500 PH 2017-09-02 2225 DL0VE/P       59  203    DB0HY/P       59  312
QSO:  3500 PH 2017-09-02 2228 DL0VE/P       59  204    YL3CW         59  295
QSO:  3500 PH 2017-09-02 2233 DL0VE/P       59  205    HB9AW/P       59  359
QSO:  3500 PH 2017-09-02 2236 DL0VE/P       59  206    OE4B/P        59  394
QSO:  3500 PH 2017-09-02 2238 DL0VE/P       59  207    ON4FA/P       59  110
QSO:  3500 PH 2017-09-02 2241 DL0VE/P       59  208    G0HDV/P       59  220
QSO:  3500 PH 2017-09-02 2243 DL0VE/P       59  209    ON5LL/P       59  311
QSO:  3500 PH 2017-09-02 2247 DL0VE/P       59  210    GW8GT/P       59  192
QSO:  3500 PH 2017-09-02 2249 DL0VE/P       59  211    HA5N/P        59  180
QSO:  3500 PH 2017-09-02 2254 DL0VE/P       59  212    PI4AMF/P      59  475
QSO:  3500 PH 2017-09-02 2258 DL0VE/P       59  213    DK0R/P        59  275
QSO:  3500 PH 2017-09-02 2300 DL0VE/P       59  214    DF0SX/P       59  228
QSO:  3500 PH 2017-09-02 2301 DL0VE/P       59  215    DM2X/P        59  301
QSO:  3500 PH 2017-09-02 2330 DL0VE/P       59  216    DK0MR/P       59  252
QSO:  3500 PH 2017-09-02 2341 DL0VE/P       59  217    DL0ST/P       59  222
QSO:  3500 PH 2017-09-02 2343 DL0VE/P       59  218    G3PYE/P       59  483
QSO:  7000 PH 2017-09-02 2352 DL0VE/P       59  219    LZ7M/P        59  461
QSO:  7000 PH 2017-09-03 0000 DL0VE/P       59  220    SZ4KRD/P      59  239
QSO:  7000 PH 2017-09-03 0006 DL0VE/P       59  221    SZ2T/P        59  316
QSO:  3500 PH 2017-09-03 0016 DL0VE/P       59  222    DK0FC/P       59  177
QSO:  3500 PH 2017-09-03 0022 DL0VE/P       59  223    S59DCD/P      59  220
QSO:  3500 PH 2017-09-03 0024 DL0VE/P       59  224    DK0MN/P       59  483
QSO:  3500 PH 2017-09-03 0028 DL0VE/P       59  225    EI1C/P        59  462
QSO:  3500 PH 2017-09-03 0030 DL0VE/P       59  226    HB9NFB/P      59  268
QSO:  3500 PH 2017-09-03 0033 DL0VE/P       59  227    DL3IF/P       59  254
QSO:  3500 PH 2017-09-03 0036 DL0VE/P       59  228    DR1K/P        59  170
QSO:  3500 PH 2017-09-03 0039 DL0VE/P       59  229    DL0SN/P       59  285
QSO:  3500 PH 2017-09-03 0056 DL0VE/P       59  230    DP6M/P        59  296
QSO:  3500 PH 2017-09-03 0108 DL0VE/P       59  231    DK0OD/P       59  286
QSO:  3500 PH 2017-09-03 0113 DL0VE/P       59  232    HB9BC/P       59  232
QSO:  3500 PH 2017-09-03 0116 DL0VE/P       59  233    G3RCV/P       59  471
QSO:  3500 PH 2017-09-03 0119 DL0VE/P       59  234    DK0ED/P       59  468
QSO:  3500 PH 2017-09-03 0123 DL0VE/P       59  235    EI1E/P        59  377
QSO:  3500 PH 2017-09-03 0128 DL0VE/P       59  236    OK1KMU/P      59  317
QSO:  3500 PH 2017-09-03 0138 DL0VE/P       59  237    LZ7M/P        59  504
QSO:  3500 PH 2017-09-03 0145 DL0VE/P       59  238    G3EF/P        59  138
QSO:  3500 PH 2017-09-03 0153 DL0VE/P       59  239    G2DX/P        59  247
QSO:  3500 PH 2017-09-03 0215 DL0VE/P       59  240    ON4TWS/P      59  596
QSO:  3500 PH 2017-09-03 0230 DL0VE/P       59  241    DK0CN/P       59  267
QSO:  3500 PH 2017-09-03 0313 DL0VE/P       59  242    ES5TI         59  100
QSO:  3500 PH 2017-09-03 0329 DL0VE/P       59  243    S55W/P659     59  659
QSO:  3500 PH 2017-09-03 0339 DL0VE/P       59  244    S52OT         59  376
QSO:  3500 PH 2017-09-03 0347 DL0VE/P       59  245    S55W/P        59  669
QSO:  3500 PH 2017-09-03 0349 DL0VE/P       59  246    G4FNL/P       59  636
QSO:  3500 PH 2017-09-03 0355 DL0VE/P       59  247    S50VZZ/P      59  240
QSO:  3500 PH 2017-09-03 0410 DL0VE/P       59  248    G7SAC/P       59  201
QSO:  3500 PH 2017-09-03 0415 DL0VE/P       59  249    G3ULT/P       59  372
QSO: 14000 PH 2017-09-03 0443 DL0VE/P       59  250    RM9RZ         59  004
QSO: 14000 PH 2017-09-03 0445 DL0VE/P       59  251    HZ1FS/P       59  388
QSO:  7000 PH 2017-09-03 0529 DL0VE/P       59  252    IZ8GNR        59  107
QSO:  7000 PH 2017-09-03 0532 DL0VE/P       59  253    S50VZZ/P      59  266
QSO:  7000 PH 2017-09-03 0535 DL0VE/P       59  254    S56B          59  588
QSO:  7000 PH 2017-09-03 0547 DL0VE/P       59  255    HA5N/P        59  361
QSO:  7000 PH 2017-09-03 0551 DL0VE/P       59  256    S52T/P        59  159
QSO:  7000 PH 2017-09-03 0555 DL0VE/P       59  257    UR5AVL/P      59  091
QSO: 14000 PH 2017-09-03 0614 DL0VE/P       59  258    SZ2T/P        59  416
QSO: 14000 PH 2017-09-03 0617 DL0VE/P       59  259    RT9L          59  061
QSO: 14000 PH 2017-09-03 0618 DL0VE/P       59  260    UA4S          59  147
QSO: 14000 PH 2017-09-03 0621 DL0VE/P       59  261    RZ9U          59  045
QSO: 14000 PH 2017-09-03 0624 DL0VE/P       59  262    R9PA          59  012
QSO: 14000 PH 2017-09-03 0637 DL0VE/P       59  263    RV3NJ/P       59  302
QSO:  3500 PH 2017-09-03 0642 DL0VE/P       59  264    ON7TR/P       59  514
QSO:  3500 PH 2017-09-03 0649 DL0VE/P       59  265    DL2A/P        59  388
QSO:  3500 PH 2017-09-03 0653 DL0VE/P       59  266    LX/OO7W       59  282
QSO: 14000 PH 2017-09-03 0711 DL0VE/P       59  267    S55W/P        59  742
QSO: 14000 PH 2017-09-03 0715 DL0VE/P       59  268    RW3AI         59  043
QSO:  7000 PH 2017-09-03 0723 DL0VE/P       59  269    DL2A/P        59  407
QSO:  7000 PH 2017-09-03 0734 DL0VE/P       59  270    LA1ARG/P      59  076
QSO:  7000 PH 2017-09-03 0735 DL0VE/P       59  271    G7SAC/P       59  257
QSO:  7000 PH 2017-09-03 0739 DL0VE/P       59  272    DR6R          59  075
QSO:  7000 PH 2017-09-03 0742 DL0VE/P       59  273    G8X           59  242
QSO:  7000 PH 2017-09-03 0742 DL0VE/P       59  274    HB9RW         59  152
QSO:  7000 PH 2017-09-03 0743 DL0VE/P       59  275    DL1GWW        59  046
QSO:  7000 PH 2017-09-03 0744 DL0VE/P       59  276    DL1GBQ/M      59  072
QSO:  7000 PH 2017-09-03 0753 DL0VE/P       59  277    HB9NFB/P      59  360
QSO:  7000 PH 2017-09-03 0754 DL0VE/P       59  278    G0IJM         59  044
QSO:  7000 PH 2017-09-03 0758 DL0VE/P       59  279    M6EAM         59  049
QSO:  7000 PH 2017-09-03 0800 DL0VE/P       59  280    DM4VPF        59  008
QSO:  7000 PH 2017-09-03 0802 DL0VE/P       59  281    OE1CIW        59  030
QSO:  7000 PH 2017-09-03 0804 DL0VE/P       59  282    M0KVC         59  001
QSO:  7000 PH 2017-09-03 0806 DL0VE/P       59  283    DF9TU/P       59  003
QSO:  7000 PH 2017-09-03 0808 DL0VE/P       59  284    LA9L/P        59  079
QSO:  7000 PH 2017-09-03 0809 DL0VE/P       59  285    G4EKT/P       59  332
QSO:  7000 PH 2017-09-03 0810 DL0VE/P       59  286    DL0RA/P       59  301
QSO:  7000 PH 2017-09-03 0811 DL0VE/P       59  287    DL0BSK        59  001
QSO:  7000 PH 2017-09-03 0811 DL0VE/P       59  288    DF0MN/P       59  389
QSO:  7000 PH 2017-09-03 0819 DL0VE/P       59  289    IK2SND        59  024
QSO:  7000 PH 2017-09-03 0820 DL0VE/P       59  290    DL0CH/P       59  229
QSO:  7000 PH 2017-09-03 0824 DL0VE/P       59  291    DK8RE         59  015
QSO: 14000 PH 2017-09-03 0833 DL0VE/P       59  292    IQ0PG/P       59  472
QSO: 14000 PH 2017-09-03 0836 DL0VE/P       59  293    UA4HTT        59  064
QSO: 14000 PH 2017-09-03 0837 DL0VE/P       59  294    YL3CW         59  334
QSO: 14000 PH 2017-09-03 0841 DL0VE/P       59  295    S52WW         59  810
QSO: 14000 PH 2017-09-03 0850 DL0VE/P       59  296    RU9CC         59  002
QSO: 14000 PH 2017-09-03 0853 DL0VE/P       59  297    S500R         59  133
QSO: 14000 PH 2017-09-03 0856 DL0VE/P       59  298    RK9DM         59  000
QSO: 14000 PH 2017-09-03 0858 DL0VE/P       59  299    IW0HLZ        59  147
QSO: 14000 PH 2017-09-03 0901 DL0VE/P       59  300    LY5N/P        59  165
QSO: 14000 PH 2017-09-03 0914 DL0VE/P       59  301    EW6F          59  097
QSO: 14000 PH 2017-09-03 0921 DL0VE/P       59  302    UN0LM         59  000
QSO: 14000 PH 2017-09-03 0927 DL0VE/P       59  303    DF0DX/P       59  036
QSO: 14000 PH 2017-09-03 0929 DL0VE/P       59  304    S59DCD/P      59  415
QSO: 14000 PH 2017-09-03 0933 DL0VE/P       59  305    UR5AVL/P      59  188
QSO: 14000 PH 2017-09-03 0935 DL0VE/P       59  306    F8VOA         59  037
