START-OF-LOG: 3.0
CALLSIGN: 9A7RA
CONTEST: EUHFC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CLAIMED-SCORE: 28227
NAME: 
ADDRESS-CITY: 
ADDRESS-POSTALCODE: 
ADDRESS-COUNTRY: CROATIA
OPERATORS: 9A7RA
CLUB: 
CREATED-BY: DXLog.net v2.5.15
QSO: 14020 CW 2021-08-07 1202 9A7RA         599 14     RT3C          599 80 
QSO: 14020 CW 2021-08-07 1206 9A7RA         599 14     EW2ES         599 75 
QSO: 14021 CW 2021-08-07 1218 9A7RA         599 14     RK3TT         599 96 
QSO: 14021 CW 2021-08-07 1219 9A7RA         599 14     SP4JCQ        599 65 
QSO: 14021 CW 2021-08-07 1221 9A7RA         599 14     US7IY         599 79 
QSO: 14021 CW 2021-08-07 1222 9A7RA         599 14     UY5VA         599 68 
QSO: 14021 CW 2021-08-07 1223 9A7RA         599 14     UR5R          599 99 
QSO: 14021 CW 2021-08-07 1223 9A7RA         599 14     RK3P          599 80 
QSO: 14021 CW 2021-08-07 1224 9A7RA         599 14     LY2CO         599 75 
QSO: 14021 CW 2021-08-07 1225 9A7RA         599 14     UW1M          599 72 
QSO: 14021 CW 2021-08-07 1226 9A7RA         599 14     EV6Z          599 71 
QSO: 14021 CW 2021-08-07 1226 9A7RA         599 14     SE5E          599 76 
QSO: 14021 CW 2021-08-07 1229 9A7RA         599 14     SD6O          599 78 
QSO: 14021 CW 2021-08-07 1230 9A7RA         599 14     UA6GO         599 69 
QSO: 21025 CW 2021-08-07 1250 9A7RA         599 14     UX1AA         599 80 
QSO: 21025 CW 2021-08-07 1253 9A7RA         599 14     F6EZV         599 76 
QSO: 21025 CW 2021-08-07 1256 9A7RA         599 14     EU8U          599 79 
QSO: 21025 CW 2021-08-07 1256 9A7RA         599 14     UV5U          599 70 
QSO: 21025 CW 2021-08-07 1256 9A7RA         599 14     PA3AAV        599 77 
QSO: 21025 CW 2021-08-07 1257 9A7RA         599 14     DL9ZP         599 70 
QSO: 21025 CW 2021-08-07 1258 9A7RA         599 14     YL7A          599 73 
QSO: 21025 CW 2021-08-07 1259 9A7RA         599 14     OG7F          599 73 
QSO: 21025 CW 2021-08-07 1300 9A7RA         599 14     UA6CC         599 81 
QSO: 21025 CW 2021-08-07 1301 9A7RA         599 14     YL1ZF         599 94 
QSO: 21025 CW 2021-08-07 1301 9A7RA         599 14     YL2VW         599 91 
QSO: 21025 CW 2021-08-07 1302 9A7RA         599 14     UY2IG         599 82 
QSO: 21025 CW 2021-08-07 1305 9A7RA         599 14     LY9A          599 75 
QSO: 21025 CW 2021-08-07 1309 9A7RA         599 14     YL2EA         599 73 
QSO: 21025 CW 2021-08-07 1310 9A7RA         599 14     RW1A          599 84 
QSO: 21025 CW 2021-08-07 1313 9A7RA         599 14     R1DX          599 79 
QSO: 21025 CW 2021-08-07 1314 9A7RA         599 14     PA5WT         599 77 
QSO: 21025 CW 2021-08-07 1315 9A7RA         599 14     UR5R          599 99 
QSO: 21025 CW 2021-08-07 1317 9A7RA         599 14     UW6E          599 88 
QSO: 21025 CW 2021-08-07 1321 9A7RA         599 14     OH2KW         599 79 
QSO: 21025 CW 2021-08-07 1321 9A7RA         599 14     UY5VA         599 68 
QSO: 21025 CW 2021-08-07 1321 9A7RA         599 14     EW8DX         599 65 
QSO: 21025 CW 2021-08-07 1323 9A7RA         599 14     RA3YDA        599 82 
QSO: 21025 CW 2021-08-07 1323 9A7RA         599 14     SP1NY         599 75 
QSO: 21025 CW 2021-08-07 1326 9A7RA         599 14     DL5AXX        599 78 
QSO: 21025 CW 2021-08-07 1327 9A7RA         599 14     EV6Z          599 71 
QSO: 21025 CW 2021-08-07 1329 9A7RA         599 14     LA2HFA        599 65 
QSO: 21025 CW 2021-08-07 1329 9A7RA         599 14     RW3RN         599 83 
QSO: 21025 CW 2021-08-07 1330 9A7RA         599 14     YL7X          599 82 
QSO: 21025 CW 2021-08-07 1334 9A7RA         599 14     UR5EPV        599 83 
QSO: 21025 CW 2021-08-07 1336 9A7RA         599 14     UW1M          599 72 
QSO: 21025 CW 2021-08-07 1339 9A7RA         599 14     R3ZZ          599 70 
QSO: 21025 CW 2021-08-07 1339 9A7RA         599 14     UW2M          599 84 
QSO: 21025 CW 2021-08-07 1340 9A7RA         599 14     UT4LW         599 98 
QSO: 21025 CW 2021-08-07 1340 9A7RA         599 14     YL2SM         599 88 
QSO: 21025 CW 2021-08-07 1343 9A7RA         599 14     UT1AA         599 95 
QSO: 21009 CW 2021-08-07 1350 9A7RA         599 14     UR4URI        599 21 
QSO: 21011 CW 2021-08-07 1351 9A7RA         599 14     9A2AJ         599 65 
QSO: 21012 CW 2021-08-07 1351 9A7RA         599 14     YL3JA         599 13 
QSO: 21016 CW 2021-08-07 1353 9A7RA         599 14     9A5Y          599 98 
QSO: 21018 CW 2021-08-07 1354 9A7RA         599 14     YL2BJ         599 72 
QSO: 21022 CW 2021-08-07 1355 9A7RA         599 14     YL6A          599 77 
QSO: 21023 CW 2021-08-07 1356 9A7RA         599 14     S53F          599 83 
QSO: 21030 CW 2021-08-07 1400 9A7RA         599 14     LY5O          599 73 
QSO: 21030 CW 2021-08-07 1401 9A7RA         599 14     LY2F          599 72 
QSO: 21030 CW 2021-08-07 1402 9A7RA         599 14     EU1FQ         599 77 
QSO: 21030 CW 2021-08-07 1403 9A7RA         599 14     UX1UF         599 01 
QSO: 21030 CW 2021-08-07 1404 9A7RA         599 14     EU1DC         599 90 
QSO: 21030 CW 2021-08-07 1404 9A7RA         599 14     LY2J          599 84 
QSO: 21030 CW 2021-08-07 1404 9A7RA         599 14     RL5A          599 82 
QSO: 21030 CW 2021-08-07 1406 9A7RA         599 14     RV3ZN         599 81 
QSO: 21030 CW 2021-08-07 1407 9A7RA         599 14     EU8U          599 79 
QSO: 21030 CW 2021-08-07 1411 9A7RA         599 14     LY3B          599 83 
QSO: 21038 CW 2021-08-07 1427 9A7RA         599 14     LY2MM         599 70 
QSO: 21038 CW 2021-08-07 1428 9A7RA         599 14     EA5FID        599 92 
QSO: 21038 CW 2021-08-07 1428 9A7RA         599 14     US7IY         599 79 
QSO: 21038 CW 2021-08-07 1429 9A7RA         599 14     UF5A          599 71 
QSO: 21038 CW 2021-08-07 1430 9A7RA         599 14     UT8AS         599 73 
QSO: 21038 CW 2021-08-07 1431 9A7RA         599 14     RC1W          599 70 
QSO: 21040 CW 2021-08-07 1436 9A7RA         599 14     UT7LW         599 70 
QSO: 21040 CW 2021-08-07 1440 9A7RA         599 14     EU1DX         599 86 
QSO: 21040 CW 2021-08-07 1443 9A7RA         599 14     EU1AI         599 77 
QSO: 21040 CW 2021-08-07 1443 9A7RA         599 14     EU1AI         599 77 
QSO: 21008 CW 2021-08-07 1445 9A7RA         599 14     R2AA          599 83 
QSO: 21017 CW 2021-08-07 1448 9A7RA         599 14     G6T           599 80 
QSO: 21018 CW 2021-08-07 1451 9A7RA         599 14     OH1F          599 88 
QSO: 21025 CW 2021-08-07 1500 9A7RA         599 14     R3OM          599 72 
QSO: 21025 CW 2021-08-07 1500 9A7RA         599 14     SE5E          599 76 
QSO: 21025 CW 2021-08-07 1503 9A7RA         599 14     UC7A          599 83 
QSO: 21025 CW 2021-08-07 1504 9A7RA         599 14     RT2C          599 80 
QSO: 21025 CW 2021-08-07 1505 9A7RA         599 14     EV1R          599 87 
