START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: YO4SI
CLUB: CSM Craiova
CONTEST: EA-MAJESTAD-CW
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 9555
OPERATORS: YO4SI
NAME: Mircea Rucareanu
SOAPBOX: RIG: KENWOOD TS-450SAT 100 W; ANT: FD4 & LW 41m
QSO:  7000 CW 2019-05-18 1915 YO4SI         599 069    SP1AEN        599 182     
QSO:  7000 CW 2019-05-18 1915 YO4SI         599 070    UT4U          599 575     
QSO:  7000 CW 2019-05-18 1917 YO4SI         599 071    UW6M          599 134     
QSO:  7000 CW 2019-05-18 1921 YO4SI         599 072    F6JOE         599 096     
QSO:  7000 CW 2019-05-18 1923 YO4SI         599 073    HA8TP         599 046     
QSO:  7000 CW 2019-05-18 1924 YO4SI         599 074    EF0F          599 SMR        
QSO:  7000 CW 2019-05-18 1925 YO4SI         599 075    EA5WU         599 CS      
QSO:  7000 CW 2019-05-18 1926 YO4SI         599 076    EV6Z          599 266     
QSO:  7000 CW 2019-05-18 1927 YO4SI         599 077    SP9H          599 144     
QSO:  7000 CW 2019-05-18 1928 YO4SI         599 078    S51J          599 061     
QSO:  7000 CW 2019-05-18 1930 YO4SI         599 079    DF8AE         599 086     
QSO:  7000 CW 2019-05-18 1933 YO4SI         599 080    EA5/PA3GCU    599 CS      
QSO:  7000 CW 2019-05-18 2009 YO4SI         599 081    PA4M          599 183     
QSO:  7000 CW 2019-05-18 2010 YO4SI         599 082    DL1REM        599 090     
QSO:  7000 CW 2019-05-18 2011 YO4SI         599 083    YU1A          599 116     
QSO:  7000 CW 2019-05-18 2012 YO4SI         599 084    RT5C          599 015     
QSO:  7000 CW 2019-05-18 2013 YO4SI         599 085    IZ4ZZB        599 109     
QSO:  7000 CW 2019-05-18 2016 YO4SI         599 086    OK2EA         599 139     
QSO:  7000 CW 2019-05-18 2019 YO4SI         599 087    OH1TM         599 069     
QSO:  7000 CW 2019-05-18 2021 YO4SI         599 088    HA4XH         599 401     
QSO: 14000 CW 2019-05-18 2022 YO4SI         599 089    K4WW          599 086     
QSO: 14000 CW 2019-05-18 2023 YO4SI         599 090    PY4HO         599 150     
QSO: 14000 CW 2019-05-18 2025 YO4SI         599 091    I2WIJ         599 284     
QSO: 14000 CW 2019-05-18 2026 YO4SI         599 092    IK1BPL        599 159     
QSO: 14000 CW 2019-05-18 2029 YO4SI         599 093    WX3B          599 016      
QSO:  3500 CW 2019-05-18 2033 YO4SI         599 094    E77W          599 493     
QSO:  3500 CW 2019-05-18 2034 YO4SI         599 095    LZ5XQ         599 095     
QSO:  3500 CW 2019-05-18 2035 YO4SI         599 096    YO9RIJ        599 011     
QSO:  3500 CW 2019-05-18 2036 YO4SI         599 097    YT5YTT        599 153     
QSO:  3500 CW 2019-05-18 2040 YO4SI         599 098    EA5FX         599 CS      
QSO:  3500 CW 2019-05-18 2043 YO4SI         599 099    EW1TO         599 128     
QSO:  3500 CW 2019-05-18 2044 YO4SI         599 100    HA1VHF        599 116     
QSO:  3500 CW 2019-05-18 2046 YO4SI         599 101    YO4DW         599 353     
QSO:  3500 CW 2019-05-18 2049 YO4SI         599 102    IZ3ETC        599 043     
QSO:  3500 CW 2019-05-18 2050 YO4SI         599 103    LA8HGA        599 278     
QSO:  3500 CW 2019-05-18 2051 YO4SI         599 104    DK2FG         599 099     
QSO:  3500 CW 2019-05-18 2052 YO4SI         599 105    RK3AW         599 429     
QSO:  3500 CW 2019-05-18 2053 YO4SI         599 106    YU1YV         599 220     
QSO:  3500 CW 2019-05-18 2056 YO4SI         599 107    HA6NL         599 279     
QSO:  3500 CW 2019-05-18 2058 YO4SI         599 108    RM7C          599 243     
QSO:  3500 CW 2019-05-18 2101 YO4SI         599 109    EU1WW         599 002     
QSO:  3500 CW 2019-05-18 2101 YO4SI         599 110    LY3BN         599 003     
QSO:  3500 CW 2019-05-18 2102 YO4SI         599 111    OK2EA         599 182     
END-OF-LOG:
