START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: YO4SI
CLUB: CSM Craiova
CONTEST: EA-MAJESTAD-CW
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 9555
OPERATORS: YO4SI
NAME: Mircea Rucareanu
SOAPBOX: RIG: KENWOOD TS-450SAT 100 W; ANT: FD4 & LW 41m
CREATED-BY: N1MM Logger V13.7.2
QSO: 14000 CW 2019-05-18 1257 YO4SI         599 001    SD6M          599 020     
QSO: 14000 CW 2019-05-18 1258 YO4SI         599 002    ON5JT         599 049      
QSO: 14000 CW 2019-05-18 1301 YO4SI         599 003    DD7CW         599 042     
QSO: 14000 CW 2019-05-18 1301 YO4SI         599 004    RK3AW         599 087     
QSO: 14000 CW 2019-05-18 1308 YO4SI         599 005    ED1R          599 AV      
QSO: 14000 CW 2019-05-18 1309 YO4SI         599 006    PA5WT         599 054     
QSO: 14000 CW 2019-05-18 1311 YO4SI         599 007    UD8A          599 081     
QSO: 14000 CW 2019-05-18 1313 YO4SI         599 008    RG9A          599 122     
QSO: 14000 CW 2019-05-18 1314 YO4SI         599 009    IK3UNA        599 077     
QSO: 14000 CW 2019-05-18 1315 YO4SI         599 010    DL3FCG        599 023     
QSO: 14000 CW 2019-05-18 1320 YO4SI         599 011    RC9J          599 093     
QSO: 14000 CW 2019-05-18 1321 YO4SI         599 012    EA1WH         599 S       
QSO: 14000 CW 2019-05-18 1342 YO4SI         599 013    PA4O          599 078     
QSO: 14000 CW 2019-05-18 1348 YO4SI         599 014    PA5N          599 020     
QSO: 14000 CW 2019-05-18 1349 YO4SI         599 015    DJ1YFK        599 030     
QSO: 14000 CW 2019-05-18 1351 YO4SI         599 016    RF9C          599 055     
QSO: 14000 CW 2019-05-18 1358 YO4SI         599 017    EF0F          599 SMR        
QSO: 14000 CW 2019-05-18 1359 YO4SI         599 018    DF3VM         599 096     
QSO: 14000 CW 2019-05-18 1400 YO4SI         599 019    RT4P          599 041     
QSO: 14000 CW 2019-05-18 1408 YO4SI         599 020    DL0GEO        599 018     
QSO: 14000 CW 2019-05-18 1412 YO4SI         599 021    EA4OR         599 M       
QSO: 14000 CW 2019-05-18 1413 YO4SI         599 022    UA5C          599 042     
QSO: 14000 CW 2019-05-18 1424 YO4SI         599 023    OH5TS         599 134     
QSO: 14000 CW 2019-05-18 1427 YO4SI         599 024    EA1FA         599 O       
QSO: 14000 CW 2019-05-18 1428 YO4SI         599 025    YO4DW         599 031     
QSO: 14000 CW 2019-05-18 1430 YO4SI         599 026    RK9LWA        599 098     
QSO: 14000 CW 2019-05-18 1431 YO4SI         599 027    R5FI          599 067     
QSO: 14000 CW 2019-05-18 1441 YO4SI         599 028    SE4E          599 044     
QSO: 14000 CW 2019-05-18 1444 YO4SI         599 029    EA5/PA3GCU    599 CS      
QSO: 14000 CW 2019-05-18 1448 YO4SI         599 030    EA2BD         599 NA      
QSO:  7000 CW 2019-05-18 1453 YO4SI         599 031    YU1UO         599 044     
QSO:  7000 CW 2019-05-18 1458 YO4SI         599 032    HA6NL         599 093     
QSO:  7000 CW 2019-05-18 1500 YO4SI         599 033    4O4A          599 095     
QSO:  7000 CW 2019-05-18 1501 YO4SI         599 034    UT/HA5UX      599 020     
QSO:  7000 CW 2019-05-18 1504 YO4SI         599 035    R4LR          599 042     
QSO: 14000 CW 2019-05-18 1508 YO4SI         599 036    UA9BA         599 013     
QSO: 14000 CW 2019-05-18 1510 YO4SI         599 037    EA3NO         599 B       
QSO: 14000 CW 2019-05-18 1513 YO4SI         599 038    EF5F          599 MU      
QSO: 14000 CW 2019-05-18 1754 YO4SI         599 039    E77W          599 329     
QSO: 14000 CW 2019-05-18 1757 YO4SI         599 040    HA6NL         599 172     
QSO: 14000 CW 2019-05-18 1806 YO4SI         599 041    EA5FIV        599 A       
QSO: 14000 CW 2019-05-18 1808 YO4SI         599 042    EA8/IK1PMR    599 TF      
QSO: 14000 CW 2019-05-18 1810 YO4SI         599 043    GM3YOR        599 065     
QSO: 14000 CW 2019-05-18 1815 YO4SI         599 044    4X64S         599 123     
QSO: 14000 CW 2019-05-18 1818 YO4SI         599 045    EF7A          599 CA      
QSO:  7000 CW 2019-05-18 1819 YO4SI         599 046    RM7C          599 204     
QSO:  7000 CW 2019-05-18 1842 YO4SI         599 047    EA8ZS         599 GC      
QSO:  7000 CW 2019-05-18 1843 YO4SI         599 048    DL3KWF        599 071     
QSO:  7000 CW 2019-05-18 1847 YO4SI         599 049    SV1JFL        599 077     
QSO:  7000 CW 2019-05-18 1848 YO4SI         599 050    HA8DZ         599 182     
QSO:  7000 CW 2019-05-18 1849 YO4SI         599 051    PA2A          599 210     
QSO:  7000 CW 2019-05-18 1851 YO4SI         599 052    RO3G          599 209     
QSO:  7000 CW 2019-05-18 1852 YO4SI         599 053    RG9A          599 465     
QSO:  7000 CW 2019-05-18 1853 YO4SI         599 054    SN5N          599 104     
QSO:  7000 CW 2019-05-18 1854 YO4SI         599 055    9A1AA         599 361     
QSO:  7000 CW 2019-05-18 1856 YO4SI         599 056    OK2HBR        599 086     
QSO:  7000 CW 2019-05-18 1857 YO4SI         599 057    IV3HAX        599 090     
QSO:  7000 CW 2019-05-18 1858 YO4SI         599 058    UR7GO         599 489     
QSO:  7000 CW 2019-05-18 1900 YO4SI         599 059    PA5N          599 107     
QSO:  7000 CW 2019-05-18 1901 YO4SI         599 060    R4BZ          599 098     
QSO:  7000 CW 2019-05-18 1902 YO4SI         599 061    RL3T          599 147     
QSO:  7000 CW 2019-05-18 1903 YO4SI         599 062    YP5A          599 164     
QSO:  7000 CW 2019-05-18 1905 YO4SI         599 063    EA3GBA        599 B       
QSO:  7000 CW 2019-05-18 1907 YO4SI         599 064    LY2KA         599 248     
QSO:  7000 CW 2019-05-18 1909 YO4SI         599 065    LA8HGA        599 206     
QSO:  7000 CW 2019-05-18 1911 YO4SI         599 066    YO4DW         599 284     
QSO:  7000 CW 2019-05-18 1911 YO4SI         599 067    OK4RQ         599 379     
QSO:  7000 CW 2019-05-18 1913 YO4SI         599 068    CR5O          599 275     
