START-OF-LOG: 3.0
CONTEST: IARU-HF
CALLSIGN: BY1RX
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
OPERATORS: BA1AJ BD1GO BD1IIJ BD1KV BD1RX BG1DX BH1DHZ BH1LHS BI1AWQ BI1NJK
QSO: 21330 PH 2023-07-08 1543 BY1RX 59 44 SN0HQ 59 PZK
QSO: 21330 PH 2023-07-08 1544 BY1RX 59 44 DF7BL 59 28
QSO: 21330 PH 2023-07-08 1544 BY1RX 59 44 DK1RU 59 28
QSO: 21330 PH 2023-07-08 1545 BY1RX 59 44 IZ1OSP 59 28
QSO: 21330 PH 2023-07-08 1546 BY1RX 59 44 G4ELJ 59 27
QSO: 21330 PH 2023-07-08 1546 BY1RX 59 44 IT9VCE 59 28
QSO: 21330 PH 2023-07-08 1546 BY1RX 59 44 SP6DVP 59 28
QSO: 21330 PH 2023-07-08 1547 BY1RX 59 44 EF4HQ 59 URE
QSO: 21330 PH 2023-07-08 1548 BY1RX 59 44 SK9HQ 59 SSA
QSO: 21330 PH 2023-07-08 1548 BY1RX 59 44 IZ6JPK 59 28
QSO: 21330 PH 2023-07-08 1549 BY1RX 59 44 LZ2PEP 59 28
QSO: 21330 PH 2023-07-08 1550 BY1RX 59 44 M1C 59 27
QSO: 21330 PH 2023-07-08 1551 BY1RX 59 44 IU4QLM 59 28
QSO: 21330 PH 2023-07-08 1553 BY1RX 59 44 YL2LW 59 29
QSO: 21330 PH 2023-07-08 1557 BY1RX 59 44 G00T 59 27
QSO: 21330 PH 2023-07-08 1557 BY1RX 59 44 SN8K 59 28
QSO: 21330 PH 2023-07-08 1600 BY1RX 59 44 CX7RM 59 14
QSO: 21330 PH 2023-07-08 1600 BY1RX 59 44 M1B 59 27
QSO: 21330 PH 2023-07-08 1601 BY1RX 59 44 4X1IM 59 39
QSO: 21330 PH 2023-07-08 1601 BY1RX 59 44 BI1JBV 59 44
QSO: 21330 PH 2023-07-08 1603 BY1RX 59 44 LZ6DX 59 28
QSO: 21330 PH 2023-07-08 1605 BY1RX 59 44 B9HQ 59 CRAC
QSO: 21330 PH 2023-07-08 1605 BY1RX 59 44 RU1A 59 29
QSO: 21330 PH 2023-07-08 1606 BY1RX 59 44 IW7EGQ 59 28
QSO: 21330 PH 2023-07-08 1607 BY1RX 59 44 DK4VW 59 28
QSO: 21330 PH 2023-07-08 1609 BY1RX 59 44 IQ2MI 59 28
QSO: 21330 PH 2023-07-08 1609 BY1RX 59 44 OK1UOZ 59 28
QSO: 21330 PH 2023-07-08 1609 BY1RX 59 44 RT4G 59 29
QSO: 21330 PH 2023-07-08 1610 BY1RX 59 44 SP3LD 59 28
QSO: 21263 PH 2023-07-08 1626 BY1RX 59 44 S50HQ 59 RZS
QSO: 21255 PH 2023-07-08 1628 BY1RX 59 44 YT0HQ 59 SRS
QSO: 21232 PH 2023-07-08 1640 BY1RX 59 44 E7HQ 59 ARABH
QSO: 21228 PH 2023-07-08 1641 BY1RX 59 44 OK1FFU 59 28
QSO: 21223 PH 2023-07-08 1643 BY1RX 59 44 E77EA 59 28
QSO: 21210 PH 2023-07-08 1646 BY1RX 59 44 IK4POI 59 28
QSO: 21331 PH 2023-07-08 1649 BY1RX 59 44 HB9HQ 59 USKA
QSO: 21379 PH 2023-07-08 1651 BY1RX 59 44 ED3C 59 37
QSO: 21218 PH 2023-07-08 1709 BY1RX 59 44 SV9FBG 59 28
QSO: 21230 PH 2023-07-08 1711 BY1RX 59 44 S52CK 59 28
QSO: 21003 CW 2023-07-08 1724 BY1RX 599 44 I49M 599 28
QSO: 21007 CW 2023-07-08 1726 BY1RX 599 44 OE0HQ 599 OV
QSO: 21034 CW 2023-07-08 1728 BY1RX 599 44 R4WAE 599 30
QSO: 21034 CW 2023-07-08 1728 BY1RX 599 44 YU0W 599 28
QSO: 21034 CW 2023-07-08 1728 BY1RX 599 44 UI3A 599 29
QSO: 21034 CW 2023-07-08 1729 BY1RX 599 44 JA4VNE 599 45
QSO: 21034 CW 2023-07-08 1729 BY1RX 599 44 S53V 599 28
QSO: 21034 CW 2023-07-08 1730 BY1RX 599 44 S58M 599 28
QSO: 21002 CW 2023-07-08 1732 BY1RX 599 44 I41U 599 28
QSO: 21015 CW 2023-07-08 1733 BY1RX 599 44 I43G 599 28
QSO: 21002 CW 2023-07-08 1734 BY1RX 599 44 I47V 599 28
QSO: 21034 CW 2023-07-08 1735 BY1RX 599 44 IZ4JMA 599 28
QSO: 21060 CW 2023-07-08 1738 BY1RX 599 44 I43R 599 28
QSO: 21001 CW 2023-07-08 1743 BY1RX 599 44 I46F 599 28
QSO: 21001 CW 2023-07-08 1743 BY1RX 599 44 DL3KUD 599 28
QSO: 21001 CW 2023-07-08 1743 BY1RX 599 44 S58MU 599 28
QSO: 21001 CW 2023-07-08 1744 BY1RX 599 44 DM5GG 599 28
QSO: 21000 CW 2023-07-08 1751 BY1RX 599 44 JH1CTV 599 45
QSO: 21000 CW 2023-07-08 1751 BY1RX 599 44 DR7T 599 28
QSO: 21000 CW 2023-07-08 1753 BY1RX 599 44 R4BZ 599 29
QSO: 21000 CW 2023-07-08 1754 BY1RX 599 44 OM5TX 599 28
QSO: 21000 CW 2023-07-08 1754 BY1RX 599 44 DL5JQ 599 28
QSO: 21000 CW 2023-07-08 1754 BY1RX 599 44 BG6LH 599 44
QSO: 21000 CW 2023-07-08 1755 BY1RX 599 44 SP2XX 599 28
QSO: 21000 CW 2023-07-08 1755 BY1RX 599 44 DL4AC 599 28
QSO: 21000 CW 2023-07-08 1756 BY1RX 599 44 JE6WOQ 599 45
QSO: 21000 CW 2023-07-08 1756 BY1RX 599 44 OP0P 599 27
QSO: 21000 CW 2023-07-08 1757 BY1RX 599 44 EA1B 599 37
QSO: 21000 CW 2023-07-08 1758 BY1RX 599 44 P3N 599 39
QSO: 21000 CW 2023-07-08 1758 BY1RX 599 44 G4DBW 599 27
QSO: 21000 CW 2023-07-08 1758 BY1RX 599 44 3Z1K 599 28
QSO: 21000 CW 2023-07-08 1759 BY1RX 599 44 OM5NL 599 28
QSO: 21002 CW 2023-07-08 1801 BY1RX 599 44 I45J 599 28
QSO: 21013 CW 2023-07-08 1802 BY1RX 599 44 I42D 599 28
QSO: 21000 CW 2023-07-08 1802 BY1RX 599 44 DK1IZ 599 28
QSO: 21000 CW 2023-07-08 1805 BY1RX 599 44 I42M 599 28
QSO: 21000 CW 2023-07-08 1806 BY1RX 599 44 SM7RYR 599 18
QSO: 21000 CW 2023-07-08 1806 BY1RX 599 44 EU1FQ 599 29
QSO: 21000 CW 2023-07-08 1806 BY1RX 599 44 DM7EE 599 28
QSO: 21000 CW 2023-07-08 1809 BY1RX 599 44 PY1BAB 599 15
QSO: 21000 CW 2023-07-08 1809 BY1RX 599 44 DL4ME 599 28
QSO: 21000 CW 2023-07-08 1810 BY1RX 599 44 8N8HQ 599 JARL
QSO: 21000 CW 2023-07-08 1811 BY1RX 599 44 DM5GG 599 28
QSO: 21000 CW 2023-07-08 1811 BY1RX 599 44 YO2BLX 599 28
QSO: 21000 CW 2023-07-08 1816 BY1RX 599 44 DL8UKW 599 28
QSO: 21002 CW 2023-07-08 1818 BY1RX 599 44 I49D 599 28
QSO: 21001 CW 2023-07-08 1818 BY1RX 599 44 I46C 599 28
QSO: 21008 CW 2023-07-08 1819 BY1RX 599 44 I47M 599 28
QSO: 21009 CW 2023-07-08 1823 BY1RX 599 44 SP9DLY 599 28
QSO: 21009 CW 2023-07-08 1823 BY1RX 599 44 HL1VAU 599 44
QSO: 21009 CW 2023-07-08 1825 BY1RX 599 44 SQ2BNM 599 28
QSO: 21009 CW 2023-07-08 1825 BY1RX 599 44 DF8JD 599 28
QSO: 21009 CW 2023-07-08 1826 BY1RX 599 44 ON4DN 599 27
QSO: 21009 CW 2023-07-08 1828 BY1RX 599 44 PA3EEG 599 27
QSO: 21009 CW 2023-07-08 1828 BY1RX 599 44 JA6GCE 599 45
QSO: 21009 CW 2023-07-08 1829 BY1RX 599 44 DF1LON 599 28
QSO: 21009 CW 2023-07-08 1829 BY1RX 599 44 DL1CW 599 28
QSO: 21009 CW 2023-07-08 1830 BY1RX 599 44 SV5FRT 599 28
QSO: 21009 CW 2023-07-08 1830 BY1RX 599 44 GM5M 599 27
QSO: 21009 CW 2023-07-08 1832 BY1RX 599 44 SM5EPO 599 18
QSO: 21009 CW 2023-07-08 1836 BY1RX 599 44 SN5J 599 28
QSO: 21009 CW 2023-07-08 1836 BY1RX 599 44 DC8YZ 599 28
QSO: 21009 CW 2023-07-08 1837 BY1RX 599 44 DF4ZK 599 28
QSO: 21009 CW 2023-07-08 1837 BY1RX 599 44 PA4AO 599 27
QSO: 21009 CW 2023-07-08 1838 BY1RX 599 44 PA3DSB 599 27
QSO: 21010 CW 2023-07-08 1839 BY1RX 599 44 I46J 599 28
QSO: 21003 CW 2023-07-08 1846 BY1RX 599 44 I43C 599 28
QSO: 7002 CW 2023-07-08 1851 BY1RX 599 44 I47P 599 28
QSO: 7003 CW 2023-07-08 1851 BY1RX 599 44 I49D 599 28
QSO: 7004 CW 2023-07-08 1852 BY1RX 599 44 I47L 599 28
QSO: 7006 CW 2023-07-08 1853 BY1RX 599 44 I43O 599 28
QSO: 7014 CW 2023-07-08 1854 BY1RX 599 44 I41R 599 28
QSO: 7018 CW 2023-07-08 1856 BY1RX 599 44 I47B 599 28
QSO: 7020 CW 2023-07-08 1856 BY1RX 599 44 I44C 599 28
QSO: 7033 CW 2023-07-08 1857 BY1RX 599 44 I42B 599 28
QSO: 7036 CW 2023-07-08 1858 BY1RX 599 44 I42R 599 28
QSO: 7042 CW 2023-07-08 1900 BY1RX 599 44 I47C 599 28
QSO: 7026 CW 2023-07-08 1901 BY1RX 599 44 I43Z 599 28
QSO: 7012 CW 2023-07-08 1902 BY1RX 599 44 I47W 599 28
QSO: 7001 CW 2023-07-08 1903 BY1RX 599 44 I43V 599 28
QSO: 7007 CW 2023-07-08 1905 BY1RX 599 44 I47M 599 28
QSO: 7004 CW 2023-07-08 1906 BY1RX 599 44 I46C 599 28
QSO: 7000 CW 2023-07-08 1906 BY1RX 599 44 I44W 599 28
QSO: 7044 CW 2023-07-08 1908 BY1RX 599 44 I44P 599 28
QSO: 7002 CW 2023-07-08 1910 BY1RX 599 44 RT9A 599 30
QSO: 7002 CW 2023-07-08 1910 BY1RX 599 44 SP2LNW 599 28
QSO: 7002 CW 2023-07-08 1911 BY1RX 599 44 SN0HQ 599 PZK
QSO: 7002 CW 2023-07-08 1911 BY1RX 599 44 R3AQ 599 29
QSO: 7002 CW 2023-07-08 1911 BY1RX 599 44 OM6MW 599 28
QSO: 7002 CW 2023-07-08 1912 BY1RX 599 44 UP2L 599 30
QSO: 7002 CW 2023-07-08 1912 BY1RX 599 44 S52D 599 28
QSO: 7002 CW 2023-07-08 1913 BY1RX 599 44 JR2PMT 599 45
QSO: 7002 CW 2023-07-08 1913 BY1RX 599 44 S58M 599 28
QSO: 7002 CW 2023-07-08 1913 BY1RX 599 44 HA6NL 599 28
QSO: 7002 CW 2023-07-08 1914 BY1RX 599 44 LN8W 599 18
QSO: 7002 CW 2023-07-08 1915 BY1RX 599 44 IK1PMR 599 28
QSO: 7002 CW 2023-07-08 1915 BY1RX 599 44 UA3RBR 599 29
QSO: 7002 CW 2023-07-08 1915 BY1RX 599 44 SP9DLY 599 28
QSO: 7002 CW 2023-07-08 1915 BY1RX 599 44 JA8RWU 599 45
QSO: 7002 CW 2023-07-08 1916 BY1RX 599 44 E7HQ 599 ARABH
QSO: 7002 CW 2023-07-08 1917 BY1RX 599 44 DL3KWR 599 28
QSO: 7002 CW 2023-07-08 1918 BY1RX 599 44 EW8DX 599 29
QSO: 7002 CW 2023-07-08 1920 BY1RX 599 44 RK3DK 599 29
QSO: 7002 CW 2023-07-08 1920 BY1RX 599 44 JA7MAD 599 45
QSO: 7002 CW 2023-07-08 1921 BY1RX 599 44 LZ5DI 599 28
QSO: 7002 CW 2023-07-08 1921 BY1RX 599 44 EW8OM 599 29
QSO: 7002 CW 2023-07-08 1921 BY1RX 599 44 OL1T 599 28
QSO: 7002 CW 2023-07-08 1922 BY1RX 599 44 YL7A 599 29
QSO: 7002 CW 2023-07-08 1922 BY1RX 599 44 UA6GO 599 29
QSO: 7002 CW 2023-07-08 1922 BY1RX 599 44 SP2QG 599 28
QSO: 7002 CW 2023-07-08 1922 BY1RX 599 44 UT5UGR 599 29
QSO: 7002 CW 2023-07-08 1923 BY1RX 599 44 YO4NF 599 28
QSO: 7002 CW 2023-07-08 1923 BY1RX 599 44 UR7CB 599 29
QSO: 7002 CW 2023-07-08 1923 BY1RX 599 44 TM0HQ 599 REF
QSO: 7002 CW 2023-07-08 1924 BY1RX 599 44 SP3BBS 599 28
QSO: 7002 CW 2023-07-08 1924 BY1RX 599 44 S50HQ 599 ZRS
QSO: 7002 CW 2023-07-08 1925 BY1RX 599 44 JA4DLF 599 45
QSO: 7002 CW 2023-07-08 1925 BY1RX 599 44 YU2A 599 28
QSO: 7002 CW 2023-07-08 1925 BY1RX 599 44 E70A 599 28
QSO: 7002 CW 2023-07-08 1926 BY1RX 599 44 OG2P 599 18
QSO: 7002 CW 2023-07-08 1926 BY1RX 599 44 SQ3POS 599 28
QSO: 7002 CW 2023-07-08 1927 BY1RX 599 44 DL2NBU 599 28
QSO: 7002 CW 2023-07-08 1927 BY1RX 599 44 YU5R 599 28
QSO: 7002 CW 2023-07-08 1927 BY1RX 599 44 OG7F 599 18
QSO: 7002 CW 2023-07-08 1928 BY1RX 599 44 R3OM 599 29
QSO: 7002 CW 2023-07-08 1928 BY1RX 599 44 OK2OP 599 28
QSO: 7002 CW 2023-07-08 1929 BY1RX 599 44 OK1AY 599 28
QSO: 7002 CW 2023-07-08 1929 BY1RX 599 44 RW9DX 599 30
QSO: 7002 CW 2023-07-08 1929 BY1RX 599 44 DL4AAE 599 28
QSO: 7002 CW 2023-07-08 1929 BY1RX 599 44 YO9HP 599 28
QSO: 7002 CW 2023-07-08 1930 BY1RX 599 44 SP3KRE 599 28
QSO: 7002 CW 2023-07-08 1930 BY1RX 599 44 RW9Y 599 31
QSO: 7002 CW 2023-07-08 1931 BY1RX 599 44 JE1NVD 599 45
QSO: 7002 CW 2023-07-08 1931 BY1RX 599 44 9A5D 599 28
QSO: 7002 CW 2023-07-08 1932 BY1RX 599 44 UA4PN 599 30
QSO: 7002 CW 2023-07-08 1932 BY1RX 599 44 DK3WE 599 28
QSO: 7002 CW 2023-07-08 1932 BY1RX 599 44 UT2UB 599 29
QSO: 7002 CW 2023-07-08 1932 BY1RX 599 44 SP2R 599 28
QSO: 7002 CW 2023-07-08 1934 BY1RX 599 44 SN50GUC 599 28
QSO: 7002 CW 2023-07-08 1934 BY1RX 599 44 EU4E 599 29
QSO: 7002 CW 2023-07-08 1935 BY1RX 599 44 DL4WA 599 28
QSO: 7002 CW 2023-07-08 1935 BY1RX 599 44 LY2MM 599 29
QSO: 7002 CW 2023-07-08 1936 BY1RX 599 44 BH4TQX 599 44
QSO: 7002 CW 2023-07-08 1936 BY1RX 599 44 SP5GH 599 28
QSO: 7002 CW 2023-07-08 1936 BY1RX 599 44 HA7MF 599 28
QSO: 7002 CW 2023-07-08 1937 BY1RX 599 44 HA5NR 599 28
QSO: 7002 CW 2023-07-08 1937 BY1RX 599 44 YU0W 599 28
QSO: 7002 CW 2023-07-08 1937 BY1RX 599 44 OK2EA 599 28
QSO: 7002 CW 2023-07-08 1937 BY1RX 599 44 HG8W 599 28
QSO: 7002 CW 2023-07-08 1938 BY1RX 599 44 RN9U 599 31
QSO: 7002 CW 2023-07-08 1938 BY1RX 599 44 IN3ZWF 599 28
QSO: 7002 CW 2023-07-08 1939 BY1RX 599 44 OK4RQ 599 28
QSO: 7002 CW 2023-07-08 1939 BY1RX 599 44 UT5NR 599 29
QSO: 7002 CW 2023-07-08 1940 BY1RX 599 44 JF1LMB 599 45
QSO: 7002 CW 2023-07-08 1940 BY1RX 599 44 OM5MX 599 28
QSO: 7002 CW 2023-07-08 1941 BY1RX 599 44 RT4H 599 30
QSO: 7002 CW 2023-07-08 1941 BY1RX 599 44 LZ2PL 599 28
QSO: 7002 CW 2023-07-08 1941 BY1RX 599 44 US7UK 599 29
QSO: 7002 CW 2023-07-08 1942 BY1RX 599 44 DL4ME 599 28
QSO: 7002 CW 2023-07-08 1942 BY1RX 599 44 JA0FVU 599 45
QSO: 7002 CW 2023-07-08 1942 BY1RX 599 44 RX3RZ 599 29
QSO: 7002 CW 2023-07-08 1943 BY1RX 599 44 IU3MIK 599 28
QSO: 7002 CW 2023-07-08 1944 BY1RX 599 44 SV1SXV 599 28
QSO: 7002 CW 2023-07-08 1944 BY1RX 599 44 LY2BNL 599 29
QSO: 7002 CW 2023-07-08 1945 BY1RX 599 44 OM7LW 599 28
QSO: 7002 CW 2023-07-08 1945 BY1RX 599 44 DL5XJ 599 28
QSO: 7002 CW 2023-07-08 1945 BY1RX 599 44 UI7N 599 29
QSO: 7002 CW 2023-07-08 1946 BY1RX 599 44 DL1WM 599 28
QSO: 7002 CW 2023-07-08 1946 BY1RX 599 44 DM5GG 599 28
QSO: 7002 CW 2023-07-08 1947 BY1RX 599 44 RJ3A 599 29
QSO: 7002 CW 2023-07-08 1948 BY1RX 599 44 UA6LCN 599 29
QSO: 7002 CW 2023-07-08 1948 BY1RX 599 44 RM9A 599 30
QSO: 7002 CW 2023-07-08 1948 BY1RX 599 44 RN3S 599 29
QSO: 7002 CW 2023-07-08 1949 BY1RX 599 44 RU0LL 599 34
QSO: 7002 CW 2023-07-08 1950 BY1RX 599 44 JA2KKA 599 45
QSO: 7002 CW 2023-07-08 1951 BY1RX 599 44 OK6OK 599 28
QSO: 7002 CW 2023-07-08 1951 BY1RX 599 44 LY2TS 599 29
QSO: 7002 CW 2023-07-08 1951 BY1RX 599 44 YO8DOH 599 28
QSO: 7002 CW 2023-07-08 1952 BY1RX 599 44 R4PI 599 29
QSO: 7002 CW 2023-07-08 1953 BY1RX 599 44 S53X 599 28
QSO: 7002 CW 2023-07-08 1954 BY1RX 599 44 DL5CW 599 28
QSO: 7002 CW 2023-07-08 1954 BY1RX 599 44 SP2MF 599 28
QSO: 7002 CW 2023-07-08 1955 BY1RX 599 44 BY4DX 599 44
QSO: 7002 CW 2023-07-08 1955 BY1RX 599 44 OH1X 599 18
QSO: 7002 CW 2023-07-08 1956 BY1RX 599 44 HB9BAS 599 28
QSO: 7002 CW 2023-07-08 1956 BY1RX 599 44 RU1A 599 29
QSO: 7002 CW 2023-07-08 1957 BY1RX 599 44 SP2MF 599 28
QSO: 7002 CW 2023-07-08 1957 BY1RX 599 44 E70X 599 28
QSO: 7002 CW 2023-07-08 1958 BY1RX 599 44 G3P 599 27
QSO: 7002 CW 2023-07-08 1958 BY1RX 599 44 DJ1OJ 599 28
QSO: 7002 CW 2023-07-08 1958 BY1RX 599 44 SP7IIT 599 28
QSO: 7002 CW 2023-07-08 1959 BY1RX 599 44 DX0HQ 599 PARA
QSO: 7002 CW 2023-07-08 1959 BY1RX 599 44 HG8R 599 28
QSO: 7002 CW 2023-07-08 1959 BY1RX 599 44 EW1EA 599 29
QSO: 7002 CW 2023-07-08 1959 BY1RX 599 44 YL7X 599 29
QSO: 7002 CW 2023-07-08 2000 BY1RX 599 44 EU8U 599 29
QSO: 7002 CW 2023-07-08 2000 BY1RX 599 44 DM3M 599 28
QSO: 7002 CW 2023-07-08 2001 BY1RX 599 44 B3HQ 599 CRAC
QSO: 7009 CW 2023-07-08 2002 BY1RX 599 44 HL0HQ 599 KARL
QSO: 7007 CW 2023-07-08 2002 BY1RX 599 44 HG0HQ 599 MRASZ
QSO: 7015 CW 2023-07-08 2004 BY1RX 599 44 LZ0HQ 599 BFRA
QSO: 7010 CW 2023-07-08 2005 BY1RX 599 44 GR2HQ 599 RSGB
QSO: 7016 CW 2023-07-08 2006 BY1RX 599 44 SK9HQ 599 SSA
QSO: 7021 CW 2023-07-08 2007 BY1RX 599 44 9A0HQ 599 HRS
QSO: 7022 CW 2023-07-08 2007 BY1RX 599 44 YT0HQ 599 SRS
QSO: 7024 CW 2023-07-08 2007 BY1RX 599 44 YR0HQ 599 FRR
QSO: 7031 CW 2023-07-08 2008 BY1RX 599 44 OP0HQ 599 UBA
QSO: 7028 CW 2023-07-08 2008 BY1RX 599 44 DA0HQ 599 DARC
QSO: 7042 CW 2023-07-08 2010 BY1RX 599 44 UN1HQ 599 KFRR
QSO: 7036 CW 2023-07-08 2011 BY1RX 599 44 OE0HQ 599 OV
QSO: 7014 CW 2023-07-08 2011 BY1RX 599 44 8N8HQ 599 JARL
QSO: 7010 CW 2023-07-08 2013 BY1RX 599 44 OZ1HQ 599 EDR
QSO: 7005 CW 2023-07-08 2014 BY1RX 599 44 I47V 599 28
QSO: 7012 CW 2023-07-08 2016 BY1RX 599 44 I46P 599 28
QSO: 7005 CW 2023-07-08 2017 BY1RX 599 44 I46Y 599 28
QSO: 7033 CW 2023-07-08 2019 BY1RX 599 44 I44B 599 28
QSO: 7032 CW 2023-07-08 2020 BY1RX 599 44 I49R 599 28
QSO: 7008 CW 2023-07-08 2022 BY1RX 599 44 I43L 599 28
QSO: 7012 CW 2023-07-08 2023 BY1RX 599 44 PA6HQ 599 VERON
QSO: 7001 CW 2023-07-08 2025 BY1RX 599 44 I49M 599 28
QSO: 7019 CW 2023-07-08 2026 BY1RX 599 44 OH0HQ 599 SRAL
QSO: 7023 CW 2023-07-08 2027 BY1RX 599 44 R4HQ 599 SRR
QSO: 7038 CW 2023-07-08 2029 BY1RX 599 44 EF4HQ 599 URE
QSO: 7043 CW 2023-07-08 2030 BY1RX 599 44 A71HQ 599 QARS
QSO: 7000 CW 2023-07-08 2031 BY1RX 599 44 P3N 599 39
QSO: 7023 CW 2023-07-08 2033 BY1RX 599 44 EA3X 599 37
QSO: 7047 CW 2023-07-08 2036 BY1RX 599 44 4L0HQ 599 NARG
QSO: 7036 CW 2023-07-08 2037 BY1RX 599 44 I46F 599 28
QSO: 7033 CW 2023-07-08 2037 BY1RX 599 44 I44Y 599 28
QSO: 7026 CW 2023-07-08 2038 BY1RX 599 44 I49A 599 28
QSO: 7021 CW 2023-07-08 2040 BY1RX 599 44 V85RH 599 BDARA
QSO: 14003 CW 2023-07-08 2043 BY1RX 599 44 I43V 599 28
QSO: 14002 CW 2023-07-08 2044 BY1RX 599 44 I47L 599 28
QSO: 14000 CW 2023-07-08 2044 BY1RX 599 44 I43R 599 28
QSO: 14004 CW 2023-07-08 2046 BY1RX 599 44 I47M 599 28
QSO: 14007 CW 2023-07-08 2047 BY1RX 599 44 I41D 599 28
QSO: 14002 CW 2023-07-08 2047 BY1RX 599 44 I44X 599 28
QSO: 14030 CW 2023-07-08 2048 BY1RX 599 44 I43C 599 28
QSO: 14031 CW 2023-07-08 2049 BY1RX 599 44 I42M 599 28
QSO: 14031 CW 2023-07-08 2049 BY1RX 599 44 I44P 599 28
QSO: 14033 CW 2023-07-08 2050 BY1RX 599 44 I49K 599 28
QSO: 14041 CW 2023-07-08 2050 BY1RX 599 44 I46P 599 28
QSO: 14052 CW 2023-07-08 2051 BY1RX 599 44 I43G 599 28
QSO: 14053 CW 2023-07-08 2051 BY1RX 599 44 I42B 599 28
QSO: 14069 CW 2023-07-08 2052 BY1RX 599 44 R4HQ 599 SRR
QSO: 14050 CW 2023-07-08 2053 BY1RX 599 44 I42W 599 28
