START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: DK2FG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Single Operator 3 bands
CLAIMED-SCORE: 0
QSO: 14034 CW 2024-12-30 1001 DK2FG         599 83     OK2MBP        599 66    
QSO: 14028 CW 2024-12-30 1001 DK2FG         599 83     HG6O          599 70    
QSO: 14031 CW 2024-12-30 1003 DK2FG         599 83     SM6TOL        599 64    
QSO: 14014 CW 2024-12-30 1006 DK2FG         599 83     LY7T          599 55    
QSO: 14013 CW 2024-12-30 1008 DK2FG         599 83     UA6GO         599 71    
QSO: 14018 CW 2024-12-30 1009 DK2FG         599 83     SD6F          599 62    
QSO: 14013 CW 2024-12-30 1010 DK2FG         599 83     S57AJ         599 56    
QSO: 14013 CW 2024-12-30 1010 DK2FG         599 83     F5JU          599 81    
QSO: 14013 CW 2024-12-30 1011 DK2FG         599 83     I2IFT         599 66    
QSO: 14013 CW 2024-12-30 1012 DK2FG         599 83     HA6YOTA       599 15    
QSO: 14013 CW 2024-12-30 1012 DK2FG         599 83     OK2SG         599 85    
QSO: 14013 CW 2024-12-30 1013 DK2FG         599 83     RV3DBK        599 72    
QSO: 14013 CW 2024-12-30 1013 DK2FG         599 83     YT5RA         599 54    
QSO: 14013 CW 2024-12-30 1014 DK2FG         599 83     F5PHY         599 67    
QSO: 14013 CW 2024-12-30 1015 DK2FG         599 83     EA6/GM3ZDH    599 73    
QSO: 14013 CW 2024-12-30 1015 DK2FG         599 83     DL1DTL        599 83    
QSO: 14013 CW 2024-12-30 1016 DK2FG         599 83     YO4AAC        599 67    
QSO: 14013 CW 2024-12-30 1016 DK2FG         599 83     HA1WA         599 65    
QSO: 14013 CW 2024-12-30 1017 DK2FG         599 83     SP9DLY        599 73    
QSO: 14013 CW 2024-12-30 1018 DK2FG         599 83     UR5EJ         599 64    
QSO: 14013 CW 2024-12-30 1019 DK2FG         599 83     LZ1YF         599 72    
QSO: 14013 CW 2024-12-30 1020 DK2FG         599 83     G5C           599 88    
QSO: 14013 CW 2024-12-30 1020 DK2FG         599 83     2E0CVN        599 37    
QSO: 14013 CW 2024-12-30 1021 DK2FG         599 83     9A1DR         599 60    
QSO: 14013 CW 2024-12-30 1022 DK2FG         599 83     G1SCT         599 56    
QSO: 14013 CW 2024-12-30 1023 DK2FG         599 83     US1VM         599 62    
QSO: 14013 CW 2024-12-30 1024 DK2FG         599 83     SP3VT         599 67    
QSO: 14013 CW 2024-12-30 1025 DK2FG         599 83     DL4ME         599 83    
QSO: 14013 CW 2024-12-30 1025 DK2FG         599 83     HA7MF         599 73    
QSO: 14013 CW 2024-12-30 1026 DK2FG         599 83     SO5N          599 74    
QSO: 14013 CW 2024-12-30 1027 DK2FG         599 83     IW3ILM        599 63    
QSO: 14013 CW 2024-12-30 1027 DK2FG         599 83     HA7TM         599 69    
QSO: 14013 CW 2024-12-30 1028 DK2FG         599 83     RJ3F          599 62    
QSO: 14013 CW 2024-12-30 1029 DK2FG         599 83     LY3AB         599 55    
QSO: 14013 CW 2024-12-30 1029 DK2FG         599 83     YO4FPF        599 67    
QSO: 14013 CW 2024-12-30 1029 DK2FG         599 83     Z33B          599 73    
QSO: 14021 CW 2024-12-30 1033 DK2FG         599 83     YQ6A          599 69    
QSO: 14022 CW 2024-12-30 1034 DK2FG         599 83     YL1YF         599 65    
QSO: 14019 CW 2024-12-30 1034 DK2FG         599 83     SC6O          599 72    
QSO: 14023 CW 2024-12-30 1035 DK2FG         599 83     E7CW          599 25    
QSO: 14032 CW 2024-12-30 1036 DK2FG         599 83     YU1ML         599 77    
QSO: 14023 CW 2024-12-30 1037 DK2FG         599 83     R24YOTA       599 11    
QSO: 14016 CW 2024-12-30 1038 DK2FG         599 83     DF8V          599 67    
QSO: 14027 CW 2024-12-30 1039 DK2FG         599 83     UA9CTT        599 46    
QSO: 14014 CW 2024-12-30 1040 DK2FG         599 83     DL6KVA        599 57    
QSO: 14018 CW 2024-12-30 1040 DK2FG         599 83     RN4HAB        599 64    
QSO: 14030 CW 2024-12-30 1043 DK2FG         599 83     HA6NL         599 74    
QSO: 14041 CW 2024-12-30 1043 DK2FG         599 83     YU1INO        599 17    
QSO: 14025 CW 2024-12-30 1044 DK2FG         599 83     HA6QU         599 58    
QSO: 14013 CW 2024-12-30 1045 DK2FG         599 83     SE6K          599 74    
QSO: 14013 CW 2024-12-30 1046 DK2FG         599 83     YO5AVN        599 74    
QSO: 14013 CW 2024-12-30 1046 DK2FG         599 83     YQ8E          599 55    
QSO: 14013 CW 2024-12-30 1046 DK2FG         599 83     LZ2HT         599 56    
QSO: 14013 CW 2024-12-30 1047 DK2FG         599 83     RA7R          599 62    
QSO: 14013 CW 2024-12-30 1047 DK2FG         599 83     EW1TZ         599 70    
QSO: 14013 CW 2024-12-30 1048 DK2FG         599 83     UA0UV         599 82    
QSO: 14013 CW 2024-12-30 1048 DK2FG         599 83     RZ3Z          599 64    
QSO: 14013 CW 2024-12-30 1049 DK2FG         599 83     DM6EE         599 57    
QSO: 14013 CW 2024-12-30 1049 DK2FG         599 83     LZ2MP         599 67    
QSO: 14013 CW 2024-12-30 1050 DK2FG         599 83     ES3RF         599 77    
QSO: 14013 CW 2024-12-30 1050 DK2FG         599 83     GI4NKB        599 67    
QSO: 14013 CW 2024-12-30 1051 DK2FG         599 83     EA5FID        599 66    
QSO: 14013 CW 2024-12-30 1052 DK2FG         599 83     UA3YDI        599 67    
QSO: 14013 CW 2024-12-30 1054 DK2FG         599 83     HA9AX         599 64    
QSO: 14013 CW 2024-12-30 1055 DK2FG         599 83     YL7X          599 62    
QSO: 14013 CW 2024-12-30 1056 DK2FG         599 83     LY2LF         599 69    
QSO: 14013 CW 2024-12-30 1057 DK2FG         599 83     YO2IS         599 83    
QSO: 14033 CW 2024-12-30 1059 DK2FG         599 83     JN4MMO        599 62    
QSO: 14031 CW 2024-12-30 1059 DK2FG         599 83     LY2PX         599 72    
QSO: 14030 CW 2024-12-30 1100 DK2FG         599 83     YU1YV         599 70    
QSO: 14016 CW 2024-12-30 1100 DK2FG         599 83     9A3SMS        599 24    
QSO: 14018 CW 2024-12-30 1105 DK2FG         599 83     HA3GO         599 74    
QSO: 14029 CW 2024-12-30 1106 DK2FG         599 83     SF6J          599 77    
QSO: 14010 CW 2024-12-30 1107 DK2FG         599 83     HG1A          599 67    
QSO: 14017 CW 2024-12-30 1110 DK2FG         599 83     DL7PIA        599 16    
QSO: 14018 CW 2024-12-30 1111 DK2FG         599 83     HA5YD         599 12    
QSO: 14018 CW 2024-12-30 1112 DK2FG         599 83     HA5MA         599 70    
QSO: 14018 CW 2024-12-30 1112 DK2FG         599 83     UY2RA         599 71    
QSO: 14017 CW 2024-12-30 1112 DK2FG         599 83     HG8W          599 75    
QSO: 14029 CW 2024-12-30 1113 DK2FG         599 83     HA8DU         599 68    
QSO: 14011 CW 2024-12-30 1114 DK2FG         599 83     OM7M          599 51    
QSO: 14024 CW 2024-12-30 1114 DK2FG         599 83     S56V          599 19    
QSO: 14027 CW 2024-12-30 1115 DK2FG         599 83     YL2TD         599 64    
QSO: 14033 CW 2024-12-30 1116 DK2FG         599 83     DL1BUG        599 69    
QSO: 14032 CW 2024-12-30 1328 DK2FG         599 83     YO5AXF        599 72    
QSO: 14019 CW 2024-12-30 1330 DK2FG         599 83     OY1CT         599 64    
QSO: 14016 CW 2024-12-30 1330 DK2FG         599 83     IK0NOJ        599 63    
QSO: 14013 CW 2024-12-30 1331 DK2FG         599 83     E77EA         599 52    
QSO: 14023 CW 2024-12-30 1332 DK2FG         599 83     DJ0SP         599 64    
QSO: 14011 CW 2024-12-30 1332 DK2FG         599 83     YT2ISM        599 58    
QSO: 14017 CW 2024-12-30 1333 DK2FG         599 83     SN9DT         599 41    
QSO: 14019 CW 2024-12-30 1333 DK2FG         599 83     LA8HGA        599 55    
QSO: 14010 CW 2024-12-30 1335 DK2FG         599 83     YO4BEX        599 70    
QSO: 14010 CW 2024-12-30 1335 DK2FG         599 83     SF6W          599 71    
QSO: 14010 CW 2024-12-30 1335 DK2FG         599 83     EV6Z          599 71    
QSO: 14010 CW 2024-12-30 1337 DK2FG         599 83     HA2KMR        599 69    
QSO: 14010 CW 2024-12-30 1337 DK2FG         599 83     S50R          599 74    
QSO: 14010 CW 2024-12-30 1339 DK2FG         599 83     IW3IFJ        599 54    
QSO: 14010 CW 2024-12-30 1341 DK2FG         599 83     HA3OU         599 58    
QSO: 14010 CW 2024-12-30 1341 DK2FG         599 83     RU6MO         599 59    
QSO: 14010 CW 2024-12-30 1342 DK2FG         599 83     G3OKA         599 80    
QSO: 14023 CW 2024-12-30 1344 DK2FG         599 83     HG5E          599 53    
QSO: 14012 CW 2024-12-30 1345 DK2FG         599 83     DL6AG         599 71    
QSO: 14019 CW 2024-12-30 1345 DK2FG         599 83     UR5W          599 17    
QSO: 14026 CW 2024-12-30 1346 DK2FG         599 83     LY7W          599 60    
QSO: 14027 CW 2024-12-30 1346 DK2FG         599 83     EW8OM         599 73    
QSO: 14034 CW 2024-12-30 1347 DK2FG         599 83     IV3UHL        599 58    
QSO:  7021 CW 2024-12-30 1348 DK2FG         599 83     SP3VT         599 67    
QSO: 14010 CW 2024-12-30 1352 DK2FG         599 83     LY2J          599 71    
QSO: 14012 CW 2024-12-30 1353 DK2FG         599 83     YU5T          599 73    
QSO: 14012 CW 2024-12-30 1353 DK2FG         599 83     HA8TKS        599 59    
