START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: JR1NKN
CLAIMED-SCORE: 5580
OPERATORS:
CLUB:
NAME: Atsushi SASAKI
SOAPBOX: Thank you for the QSOs. See you all next year.
SOAPBOX: The maximum output power in the contest was five watts.
SOAPBOX: Log for 40m is attached as a check-log.
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
QSO: 21000 CW 2008-11-29 0005 JR1NKN        599 25     WH2D          599 27
QSO: 21000 CW 2008-11-29 0012 JR1NKN        599 25     KH6LC         599 31
QSO: 21000 CW 2008-11-29 0015 JR1NKN        599 25     KH7X          599 31
QSO: 21000 CW 2008-11-29 0029 JR1NKN        599 25     DX1DBT        599 27
QSO: 21000 CW 2008-11-29 0031 JR1NKN        599 25     VK4EMM        599 30
QSO: 21000 CW 2008-11-29 0036 JR1NKN        599 25     WH0S          599 27
QSO: 21000 CW 2008-11-29 0039 JR1NKN        599 25     DX1CW         599 27
QSO: 21000 CW 2008-11-29 0048 JR1NKN        599 25     ZL1BYZ        599 32
QSO: 21000 CW 2008-11-29 0052 JR1NKN        599 25     ZM1A          599 32
QSO: 21000 CW 2008-11-29 0055 JR1NKN        599 25     AH6XX         599 31
QSO: 21000 CW 2008-11-29 0055 JR1NKN        599 25     AH0BT         599 27
QSO: 21000 CW 2008-11-29 0058 JR1NKN        599 25     YB3MM         599 28
QSO: 21000 CW 2008-11-29 0102 JR1NKN        599 25     YD1HUH        599 28
QSO: 21000 CW 2008-11-29 0104 JR1NKN        599 25     VK7GN         599 30
QSO: 21000 CW 2008-11-29 0112 JR1NKN        599 25     AH2L          599 27
QSO: 21000 CW 2008-11-29 0114 JR1NKN        599 25     ZL3TE         599 32
QSO: 21000 CW 2008-11-29 0127 JR1NKN        599 25     VK2BJ         599 30
QSO: 21000 CW 2008-11-29 0129 JR1NKN        599 25     RK0UN         599 18
QSO: 21000 CW 2008-11-29 0133 JR1NKN        599 25     RU0UQ         599 18
QSO: 21000 CW 2008-11-29 0139 JR1NKN        599 25     UA0ZAM        599 19
QSO: 21000 CW 2008-11-29 0145 JR1NKN        599 25     RN0CW         599 19
QSO: 21000 CW 2008-11-29 0159 JR1NKN        599 25     VK4YN         599 30
QSO: 21000 CW 2008-11-29 0204 JR1NKN        599 25     UA9HR         599 18
QSO: 21000 CW 2008-11-29 0206 JR1NKN        599 25     BD6IVX        599 24
QSO: 21000 CW 2008-11-29 0212 JR1NKN        599 25     JR1BTG        599 25
QSO: 21000 CW 2008-11-29 0218 JR1NKN        599 25     DU3NXE        599 27
QSO: 21000 CW 2008-11-29 0219 JR1NKN        599 25     KG6DX         599 27
QSO: 21000 CW 2008-11-29 0221 JR1NKN        599 25     VK2IM         599 30
QSO: 21000 CW 2008-11-29 0229 JR1NKN        599 25     4F1AL         599 27
QSO: 21000 CW 2008-11-29 0235 JR1NKN        599 25     T88CI         599 27
QSO: 21000 CW 2008-11-29 0245 JR1NKN        599 25     9M6/N2BB      599 28
QSO: 21000 CW 2008-11-29 0254 JR1NKN        599 25     DU1EV         599 27
QSO: 21000 CW 2008-11-29 0256 JR1NKN        599 25     VK2IA         599 30
QSO: 21000 CW 2008-11-29 0259 JR1NKN        599 25     9M8YY         599 28
QSO: 21000 CW 2008-11-29 0308 JR1NKN        599 25     AH2R          599 27
QSO: 21000 CW 2008-11-29 0310 JR1NKN        599 25     JT1DA         599 23
QSO: 21000 CW 2008-11-29 0315 JR1NKN        599 25     BD7MVZ        599 24
QSO: 21000 CW 2008-11-29 0322 JR1NKN        599 25     RK0UT         599 18
QSO: 21000 CW 2008-11-29 0322 JR1NKN        599 25     VK4MA         599 30
QSO: 21000 CW 2008-11-29 0329 JR1NKN        599 25     ZM4A          599 32
QSO: 21000 CW 2008-11-29 0341 JR1NKN        599 25     ZL1TM         599 32
QSO: 21000 CW 2008-11-29 0352 JR1NKN        599 25     UA0IDZ        599 19
QSO: 21000 CW 2008-11-29 0414 JR1NKN        599 25     UA0OD         599 18
QSO: 21000 CW 2008-11-29 0438 JR1NKN        599 25     VK4TT         599 30
QSO: 21000 CW 2008-11-29 0448 JR1NKN        599 25     DV5PO         599 27
QSO: 21000 CW 2008-11-29 0453 JR1NKN        599 25     RK0SXF        599 18
QSO: 21000 CW 2008-11-29 0501 JR1NKN        599 25     JT1CD         599 23
QSO: 21000 CW 2008-11-29 0523 JR1NKN        599 25     T88CJ         599 27
QSO: 21000 CW 2008-11-29 0525 JR1NKN        599 25     RA0QD         599 19
QSO: 21000 CW 2008-11-29 0531 JR1NKN        599 25     9M2CNC        599 28
QSO: 21000 CW 2008-11-29 0542 JR1NKN        599 25     H44MY         599 28
QSO: 21000 CW 2008-11-29 0547 JR1NKN        599 25     YE1ZAT        599 28
QSO: 21000 CW 2008-11-29 0602 JR1NKN        599 25     9M2TO         599 28
QSO: 21000 CW 2008-11-29 0609 JR1NKN        599 25     V85SS         559 28
QSO: 21000 CW 2008-11-29 0628 JR1NKN        599 25     BV7FC         599 24
QSO: 21000 CW 2008-11-29 0637 JR1NKN        599 25     VK6DXI        599 29
QSO: 21000 CW 2008-11-29 0639 JR1NKN        599 25     BX4AF         599 24
QSO: 21000 CW 2008-11-29 0647 JR1NKN        599 25     BA4SI         599 24
QSO: 21000 CW 2008-11-29 0649 JR1NKN        599 25     8Q7DV         599 22
QSO: 21000 CW 2008-11-29 0653 JR1NKN        599 25     BU2AC         599 24
QSO: 21000 CW 2008-11-29 0709 JR1NKN        599 25     XV4BX         599 26
QSO: 21000 CW 2008-11-29 2358 JR1NKN        599 25     HC8N          599 10
QSO: 21000 CW 2008-11-30 0228 JR1NKN        599 25     BD6IVX        599 24
