START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      G3VYI
CLAIMED-SCORE: 107610
NAME:          mike Franklin
OPERATORS:     G3VYI
SOAPBOX:       SD great!
SOAPBOX:       Had a bit of a go  this time!
SOAPBOX:       Condx good on low bands
SOAPBOX:       Not much on 15, nothing on 10 with a GP!
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 21000 CW 2008-11-29 1233 G3VYI         599 14     5B4AII        599 20
QSO: 21000 CW 2008-11-29 1236 G3VYI         599 14     EF8M          599 33
QSO: 21000 CW 2008-11-29 1238 G3VYI         599 14     E76AQ         599 15
QSO: 21000 CW 2008-11-29 1240 G3VYI         599 14     EA8ZS         599 33
QSO: 21000 CW 2008-11-29 1253 G3VYI         599 14     HG1S          599 15
QSO: 21000 CW 2008-11-29 1257 G3VYI         599 14     9A1P          599 15
QSO: 14000 CW 2008-11-29 1259 G3VYI         599 14     K1KI          599 05
QSO: 14000 CW 2008-11-29 1301 G3VYI         599 14     RW6HX         599 16
QSO: 14000 CW 2008-11-29 1303 G3VYI         599 14     KV2K          599 05
QSO: 14000 CW 2008-11-29 1305 G3VYI         599 14     W3UA          599 05
QSO: 14000 CW 2008-11-29 1306 G3VYI         599 14     K1RU          599 05
QSO: 14000 CW 2008-11-29 1312 G3VYI         599 14     WE3C          599 05
QSO: 14000 CW 2008-11-29 1312 G3VYI         599 14     S50A          599 15
QSO: 14000 CW 2008-11-29 1313 G3VYI         599 14     K1TTT         599 05
QSO: 14000 CW 2008-11-29 1314 G3VYI         599 14     WC1M          599 05
QSO: 14000 CW 2008-11-29 1315 G3VYI         599 14     K1DG          599 05
QSO: 14000 CW 2008-11-29 1316 G3VYI         599 14     3V8BB         599 33
QSO: 14000 CW 2008-11-29 1317 G3VYI         599 14     UA3AGW        599 16
QSO: 14000 CW 2008-11-29 1319 G3VYI         599 14     K1AR          599 05
QSO: 14000 CW 2008-11-29 1320 G3VYI         599 14     S50R          599 15
QSO: 14000 CW 2008-11-29 1320 G3VYI         599 14     K3LR          599 05
QSO: 14000 CW 2008-11-29 1321 G3VYI         599 14     W3LPL         599 05
QSO: 14000 CW 2008-11-29 1323 G3VYI         599 14     K4LTA         599 04
QSO: 14000 CW 2008-11-29 1324 G3VYI         599 14     C4N           599 20
QSO: 14000 CW 2008-11-29 1327 G3VYI         599 14     WW2DX         599 05
QSO: 14000 CW 2008-11-29 1328 G3VYI         599 14     UA6LV         599 16
QSO: 14000 CW 2008-11-29 1329 G3VYI         599 14     N1AR          599 05
QSO: 14000 CW 2008-11-29 1330 G3VYI         599 14     YT3M          599 15
QSO: 14000 CW 2008-11-29 1337 G3VYI         599 14     PJ4A          599 09
QSO: 14000 CW 2008-11-29 1339 G3VYI         599 14     LZ2JR         599 20
QSO: 14000 CW 2008-11-29 1342 G3VYI         599 14     NY4A          599 05
QSO: 14000 CW 2008-11-29 1343 G3VYI         599 14     W9RE          599 04
QSO: 14000 CW 2008-11-29 1343 G3VYI         599 14     W2RE          599 05
