START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      ZL2AGY
CLAIMED-SCORE: 761337
NAME:          Tony H Marr
OPERATORS:     ZL2AGY ZL2JU
SOAPBOX:       Conditions much the same as last year (poor!), but Les'
SOAPBOX:       amazing 40mx vert really stirred the band up and helped
SOAPBOX:       us improve our score. Again thanks to Les and Faye for
SOAPBOX:       their hospitality and the fun weekend we had. See you
SOAPBOX:       all again next year.
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 14000 CW 2008-11-29 0001 ZL2AGY        599 32     6M0HZ/2       599 25
QSO: 14000 CW 2008-11-29 0004 ZL2AGY        599 32     ZM4A          599 32
QSO: 21000 CW 2008-11-29 0009 ZL2AGY        599 32     JE1KBV        599 25
QSO: 21000 CW 2008-11-29 0010 ZL2AGY        599 32     HC8N          599 10
QSO: 21000 CW 2008-11-29 0012 ZL2AGY        599 32     AH2L          599 27
QSO: 21000 CW 2008-11-29 0013 ZL2AGY        599 32     AH6XX         599 31
QSO: 21000 CW 2008-11-29 0014 ZL2AGY        599 32     JA3YBK        599 25
QSO: 21000 CW 2008-11-29 0015 ZL2AGY        599 32     K6XT          599 03
QSO: 21000 CW 2008-11-29 0018 ZL2AGY        599 32     ZL3TE         599 32
QSO: 21000 CW 2008-11-29 0020 ZL2AGY        599 32     JS6RGY        599 25
QSO: 21000 CW 2008-11-29 0021 ZL2AGY        599 32     K6NR          599 03
QSO: 21000 CW 2008-11-29 0028 ZL2AGY        599 32     JE0EHE        599 25
QSO: 28000 CW 2008-11-29 0033 ZL2AGY        599 32     JA5FDJ        599 25
QSO: 28000 CW 2008-11-29 0034 ZL2AGY        599 32     ZL2AZ         599 32
QSO: 28000 CW 2008-11-29 0036 ZL2AGY        599 32     JA6WIF        599 25
QSO: 28000 CW 2008-11-29 0041 ZL2AGY        599 32     KH7X          599 31
QSO: 28000 CW 2008-11-29 0043 ZL2AGY        599 32     JH4UTP        599 25
QSO: 21000 CW 2008-11-29 0103 ZL2AGY        599 32     JH0TIS        599 25
QSO: 21000 CW 2008-11-29 0105 ZL2AGY        599 32     W6YA          599 03
QSO: 21000 CW 2008-11-29 0105 ZL2AGY        599 32     N6RZ          599 03
QSO: 21000 CW 2008-11-29 0106 ZL2AGY        599 32     JJ1CZR        599 25
QSO: 21000 CW 2008-11-29 0106 ZL2AGY        599 32     JR1BTG        599 25
