START-OF-LOG: 3.0
ARRL-SECTION:
CONTEST: CQ-WW-CW
CALLSIGN: K7MY
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: ASSISTED
CLAIMED-SCORE: 20240
OPERATORS: K7MY
CLUB: Central Arizona DX Association
NAME: JIM HOGGARD
CREATED-BY: Exported on 2008-11-30. 110 records exported.
CREATED-BY:
CREATED-BY:                   --------info sent------- -------info rcvd--------
CREATED-BY: mo date       time call          rst exch   call          rst exch   t
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14033 CW 2008-11-29 2014 K7MY          599 03     3X5A          599 35
QSO: 21005 CW 2008-11-29 2020 K7MY          599 03     HC8N          599 10
QSO: 21003 CW 2008-11-29 2053 K7MY          599 03     W3LPL         599 05
QSO: 21053 CW 2008-11-29 2058 K7MY          599 03     ZW5B          599 11
QSO: 21022 CW 2008-11-29 2100 K7MY          599 03     NR4M          599 04
QSO: 21009 CW 2008-11-29 2105 K7MY          599 03     K4EA          599 04
QSO: 21002 CW 2008-11-29 2107 K7MY          599 03     NQ4I          599 05
QSO: 21002 CW 2008-11-29 2114 K7MY          599 03     K3LR          599 05
QSO: 14008 CW 2008-11-29 2119 K7MY          599 03     VE3MM         599 04
QSO: 14011 CW 2008-11-29 2121 K7MY          599 03     W3LPL         599 05
QSO: 14016 CW 2008-11-29 2122 K7MY          599 03     K5GO          599 04
QSO: 14021 CW 2008-11-29 2124 K7MY          599 03     PJ2T          599 09
QSO: 14021 CW 2008-11-29 2124 K7MY          599 03     OA4WW         599 10
QSO: 14009 CW 2008-11-29 2258 K7MY          599 03     JA5FDJ        599 25
QSO: 14028 CW 2008-11-29 2303 K7MY          599 03     B4TB          599 24
QSO: 14042 CW 2008-11-29 2311 K7MY          599 03     VE6EX         599 04
QSO: 14009 CW 2008-11-29 2314 K7MY          599 03     JA3AOP        599 25
QSO: 14025 CW 2008-11-29 2316 K7MY          599 03     JG1ILF        599 25
QSO: 14035 CW 2008-11-29 2320 K7MY          599 03     JR1CBC        599 25
QSO: 14037 CW 2008-11-29 2322 K7MY          599 03     JH3AIU        599 25
QSO: 14098 CW 2008-11-29 2324 K7MY          599 03     PY2DNX        599 11
QSO: 14087 CW 2008-11-29 2325 K7MY          599 03     ZW5B          599 11
QSO: 14066 CW 2008-11-29 2328 K7MY          599 03     KH7X          599 31
QSO: 14089 CW 2008-11-29 2330 K7MY          599 03     JA7NVF        599 25
QSO: 14010 CW 2008-11-29 2333 K7MY          599 03     JA3YBK        599 25
QSO: 21032 CW 2008-11-29 2341 K7MY          599 03     JA5DQH        599 25
QSO: 21015 CW 2008-11-29 2343 K7MY          599 03     LS1D          599 13
QSO: 14016 CW 2008-11-29 2355 K7MY          599 03     BD5WW         599 24
QSO:  7075 CW 2008-11-30 0200 K7MY          599 03     3X5A          599 35
QSO:  7003 CW 2008-11-30 0203 K7MY          599 03     N3RS          599 05
QSO:  7043 CW 2008-11-30 0206 K7MY          599 03     NQ4I          599 04
QSO:  7045 CW 2008-11-30 0207 K7MY          599 03     N4PN          599 05
QSO:  7047 CW 2008-11-30 0209 K7MY          599 03     K9YC          599 04
