START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CREATED-BY: AATest v.1.0 beta  http://www.dxsoft.com
CALLSIGN: UT0IG
CLAIMED-SCORE: 161003
OPERATORS: UT0IG
CLUB: BLACK SEA CONTEST CLUB
NAME: Vjacheslav
SOAPBOX: [email hidden]
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 14000 CW 2008-11-29 1340 UT0IG         599 16     W1KM          599 05     0
QSO: 14000 CW 2008-11-29 1341 UT0IG         599 16     K1RU          599 05     0
QSO: 14000 CW 2008-11-29 1343 UT0IG         599 16     K3CR          599 05     0
QSO: 14000 CW 2008-11-29 1348 UT0IG         599 16     N2BA          599 05     0
QSO: 14000 CW 2008-11-29 1349 UT0IG         599 16     S50R          599 15     0
QSO: 14000 CW 2008-11-29 1350 UT0IG         599 16     K3LR          599 05     0
QSO: 14000 CW 2008-11-29 1351 UT0IG         599 16     W3LPL         599 05     0
QSO: 14000 CW 2008-11-29 1353 UT0IG         599 16     DD1LD         599 14     0
QSO: 14000 CW 2008-11-29 1353 UT0IG         599 16     K3WW          599 05     0
QSO: 14000 CW 2008-11-29 1354 UT0IG         599 16     A73A          599 21     0
QSO: 14000 CW 2008-11-29 1355 UT0IG         599 16     OZ5E          599 14     0
QSO: 14000 CW 2008-11-29 1402 UT0IG         599 16     N3RS          599 05     0
QSO: 14000 CW 2008-11-29 1403 UT0IG         599 16     NR4M          599 05     0
QSO: 14000 CW 2008-11-29 1409 UT0IG         599 16     KQ2M          599 05     0
QSO: 14000 CW 2008-11-29 1412 UT0IG         599 16     VY2TT         599 05     0
QSO: 14000 CW 2008-11-29 1415 UT0IG         599 16     OP4K          599 14     0
QSO: 14000 CW 2008-11-29 1417 UT0IG         599 16     K1LZ          599 05     0
QSO: 14000 CW 2008-11-29 1417 UT0IG         599 16     9A1P          599 15     0
QSO: 14000 CW 2008-11-29 1419 UT0IG         599 16     OL3Z          599 15     0
QSO: 14000 CW 2008-11-29 1420 UT0IG         599 16     M6T           599 14     0
QSO: 14000 CW 2008-11-29 1422 UT0IG         599 16     CN2M          599 33     0
QSO: 14000 CW 2008-11-29 1423 UT0IG         599 16     DL9AWI        599 14     0
QSO: 14000 CW 2008-11-29 1425 UT0IG         599 16     OR2T          599 14     0
QSO: 14000 CW 2008-11-29 1426 UT0IG         599 16     K2AX          599 05     0
QSO: 14000 CW 2008-11-29 1427 UT0IG         599 16     IR4M          599 15     0
QSO: 14000 CW 2008-11-29 1428 UT0IG         599 16     DL1QQ         599 14     0
QSO: 14000 CW 2008-11-29 1428 UT0IG         599 16     DQ4W          599 14     0
QSO: 14000 CW 2008-11-30 0809 UT0IG         599 16     RZ9OZO        599 18     0
QSO: 14000 CW 2008-11-30 0811 UT0IG         599 16     YT5C          599 15     0
QSO: 14000 CW 2008-11-30 0812 UT0IG         599 16     JA5FDJ        599 25     0
QSO: 14000 CW 2008-11-30 0813 UT0IG         599 16     LZ9W          599 20     0
QSO: 14000 CW 2008-11-30 0814 UT0IG         599 16     IZ8GCB        599 15     0
QSO: 14000 CW 2008-11-30 0815 UT0IG         599 16     HB9IQB        599 14     0
QSO: 14000 CW 2008-11-30 0816 UT0IG         599 16     YU5M          599 15     0
QSO: 14000 CW 2008-11-30 0816 UT0IG         599 16     RG9A          599 17     0
QSO: 14000 CW 2008-11-30 0817 UT0IG         599 16     ES5TV         599 15     0
QSO: 14000 CW 2008-11-30 0819 UT0IG         599 16     OE2S          599 15     0
QSO: 14000 CW 2008-11-30 0821 UT0IG         599 16     LX7I          599 14     0
QSO: 14000 CW 2008-11-30 0823 UT0IG         599 16     S57DX         599 15     0
QSO: 14000 CW 2008-11-30 0827 UT0IG         599 16     DL2DXA        599 14     0
QSO: 14000 CW 2008-11-30 0828 UT0IG         599 16     UA9CLB        599 17     0
QSO: 14000 CW 2008-11-30 0828 UT0IG         599 16     RW9CW         599 17     0
QSO: 14000 CW 2008-11-30 0829 UT0IG         599 16     DJ5MW         599 14     0
QSO: 14000 CW 2008-11-30 0831 UT0IG         599 16     ZC4VJ         599 20     0
QSO: 14000 CW 2008-11-30 0835 UT0IG         599 16     9A8M          599 15     0
QSO: 14000 CW 2008-11-30 0842 UT0IG         599 16     M/N2WKS       599 14     0
QSO: 14000 CW 2008-11-30 0844 UT0IG         599 16     4L0A          599 21     0
QSO: 14000 CW 2008-11-30 0845 UT0IG         599 16     RK9JWW        599 17     0
QSO: 14000 CW 2008-11-30 0848 UT0IG         599 16     3X5A          599 35     0
QSO: 14000 CW 2008-11-30 0850 UT0IG         599 16     RA9A          599 17     0
QSO: 14000 CW 2008-11-30 0852 UT0IG         599 16     T7DX          599 15     0
