START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      M0BUY
CLAIMED-SCORE: 20655
NAME:          John Swann
OPERATORS:     M0BUY
SOAPBOX:       Excellent competition - very busy with many
SOAPBOX:       opportunities to work new countries.
SOAPBOX:       SD contest logger program made it really easy - thanks
SOAPBOX:       to EI5DI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7000 CW 2008-11-29 0720 M0BUY         599 14     UU0A          599 16
QSO:  7000 CW 2008-11-29 0722 M0BUY         599 14     SN8R          599 15
QSO:  7000 CW 2008-11-29 0724 M0BUY         599 14     YL9W          599 15
QSO:  7000 CW 2008-11-29 0727 M0BUY         599 14     YT2W          599 15
QSO:  7000 CW 2008-11-29 0730 M0BUY         599 14     F6KNB         599 14
QSO:  7000 CW 2008-11-29 0741 M0BUY         599 14     HA8FM         599 15
QSO:  7000 CW 2008-11-29 0744 M0BUY         599 14     S52AW         599 15
QSO:  7000 CW 2008-11-29 0747 M0BUY         599 14     HB9CA         599 14
QSO:  7000 CW 2008-11-29 0748 M0BUY         599 14     DK9IP         599 14
QSO:  7000 CW 2008-11-29 0749 M0BUY         599 14     US2IR         599 16
QSO:  7000 CW 2008-11-29 0751 M0BUY         599 14     OE4A          599 15
QSO:  7000 CW 2008-11-29 0757 M0BUY         599 14     HA7LW         599 15
QSO:  7000 CW 2008-11-29 0759 M0BUY         599 14     9A5W          599 15
QSO:  7000 CW 2008-11-29 0801 M0BUY         599 14     YT7AW         599 15
QSO:  7000 CW 2008-11-29 0803 M0BUY         599 14     YQ8W          599 20
QSO:  7000 CW 2008-11-29 0804 M0BUY         599 14     HG3DX         599 15
QSO:  7000 CW 2008-11-29 0808 M0BUY         599 14     S53M          599 15
QSO:  7000 CW 2008-11-29 0813 M0BUY         599 14     OK8WW         599 15
QSO:  7000 CW 2008-11-29 0815 M0BUY         599 14     DJ2YA         599 14
QSO:  7000 CW 2008-11-29 0817 M0BUY         599 14     CU2X          599 14
QSO:  7000 CW 2008-11-29 0824 M0BUY         599 14     EA8ZD         599 33
QSO:  7000 CW 2008-11-29 0828 M0BUY         599 14     EA3GXJ        599 14
QSO: 14000 CW 2008-11-29 0830 M0BUY         599 14     RC3W          599 16
QSO: 14000 CW 2008-11-29 0832 M0BUY         599 14     OG5B          599 15
QSO: 14000 CW 2008-11-29 0834 M0BUY         599 14     RA9AE         599 17
QSO: 14000 CW 2008-11-29 0837 M0BUY         599 14     YO9OC         599 20
QSO: 14000 CW 2008-11-29 0840 M0BUY         599 14     P3F           599 20
QSO: 14000 CW 2008-11-29 0844 M0BUY         599 14     RL3A          599 16
QSO: 14000 CW 2008-11-29 0846 M0BUY         599 14     UP2L          599 17
QSO: 14000 CW 2008-11-29 0849 M0BUY         599 14     EA5FV         599 14
QSO: 14000 CW 2008-11-29 0851 M0BUY         599 14     RA9A          599 17
QSO: 14000 CW 2008-11-29 0854 M0BUY         599 14     5C5T          599 33
QSO: 14000 CW 2008-11-29 0858 M0BUY         599 14     LZ8A          599 20
QSO: 14000 CW 2008-11-29 0900 M0BUY         599 14     IZ8GCB        599 15
QSO: 14000 CW 2008-11-29 0902 M0BUY         599 14     ES5TV         599 15
QSO: 14000 CW 2008-11-29 0903 M0BUY         599 14     RN9S          599 16
QSO: 14000 CW 2008-11-29 0909 M0BUY         599 14     RK3DZB        599 16
QSO: 14000 CW 2008-11-29 0913 M0BUY         599 14     OH8L          599 15
QSO: 14000 CW 2008-11-29 0916 M0BUY         599 14     EZ3M          599 17
QSO: 14000 CW 2008-11-29 0949 M0BUY         599 14     ES5Q          599 15
QSO: 14000 CW 2008-11-29 0954 M0BUY         599 14     Z35T          599 15
QSO: 14000 CW 2008-11-29 0956 M0BUY         599 14     OH6MW         599 15
QSO: 14000 CW 2008-11-29 0957 M0BUY         599 14     HA8IH         599 15
QSO: 14000 CW 2008-11-29 0958 M0BUY         599 14     CU2X          599 14
QSO: 14000 CW 2008-11-29 1000 M0BUY         599 14     UA9OG         599 18
QSO: 14000 CW 2008-11-29 1002 M0BUY         599 14     CT1JLZ        599 14
QSO: 14000 CW 2008-11-29 1003 M0BUY         599 14     HG8C          599 15
QSO: 14000 CW 2008-11-29 1005 M0BUY         599 14     UT7L          599 16
QSO: 14000 CW 2008-11-29 1006 M0BUY         599 14     OL6P          599 15
QSO: 14000 CW 2008-11-29 1009 M0BUY         599 14     EW2AA         599 16
QSO: 14000 CW 2008-11-29 1012 M0BUY         599 14     UA0AGI        599 18
QSO: 14000 CW 2008-11-29 1015 M0BUY         599 14     OL9Z          599 15
QSO: 14000 CW 2008-11-29 1016 M0BUY         599 14     EE7E          599 14
QSO: 21000 CW 2008-11-29 1020 M0BUY         599 14     UA6GO         599 16
QSO: 21000 CW 2008-11-29 1028 M0BUY         599 14     UZ2M          599 16
QSO: 14000 CW 2008-11-29 1403 M0BUY         599 14     C4Z           599 20
QSO: 14000 CW 2008-11-29 1425 M0BUY         599 14     N5NU          599 04
QSO: 14000 CW 2008-11-29 1430 M0BUY         599 14     RK3DZH        599 16
QSO: 14000 CW 2008-11-29 1435 M0BUY         599 14     UA3AGW        599 16
QSO: 14000 CW 2008-11-29 1438 M0BUY         599 14     YT3M          599 15
QSO: 14000 CW 2008-11-29 1440 M0BUY         599 14     EW8CY         599 16
QSO:  7000 CW 2008-11-29 1441 M0BUY         599 14     SK3W          599 14
QSO:  7000 CW 2008-11-29 1449 M0BUY         599 14     RT4M          599 16
QSO:  7000 CW 2008-11-29 1451 M0BUY         599 14     HB0/DK4YJ     599 14
QSO:  7000 CW 2008-11-29 1453 M0BUY         599 14     LY2GV         599 15
QSO: 14000 CW 2008-11-29 1505 M0BUY         599 14     UA6LV         599 16
QSO: 14000 CW 2008-11-29 1506 M0BUY         599 14     YR1C          599 20
QSO: 14000 CW 2008-11-29 1507 M0BUY         599 14     TA3KZ         599 20
QSO: 14000 CW 2008-11-29 1521 M0BUY         599 14     LZ6W          599 20
