START-OF-LOG: 3.0
CALLSIGN: HL1VAU
CLAIMED-SCORE: 142443
CLUB: Korea Contest Club
CONTEST: CQ-WW-CW
CREATED-BY: WriteLog V10.55D
NAME: Rocky Han
OPERATORS: HL1VAU
SOAPBOX: Beat high power stations when S&P work was really difficult.
SOAPBOX: Heard but lost a lot of big mults like 3X5A, HC5WW, 3V8BB, 6Y1V and bunch of
SOAPBOX: EU mults.. 10/15m was almost dead...! :-(
SOAPBOX: Nevertheless, I had good first experience on Top band and did some wire
SOAPBOX: antenna test successfully.. Enjoyable contest weekend and thanks to all OPs who
SOAPBOX: picked up barefoot signal...! CU Next year..! 73 Rocky
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 14016 CW 2008-11-29 0031 HL1VAU        599     25 JT1CS         599     23
QSO: 21016 CW 2008-11-29 0033 HL1VAU        599     25 WH2D          599     27
QSO: 14007 CW 2008-11-29 0034 HL1VAU        599     25 N6TV          599      3
QSO: 14013 CW 2008-11-29 0036 HL1VAU        599     25 N7BV          599      3
QSO: 14014 CW 2008-11-29 0036 HL1VAU        599     25 N7CW          599      3
QSO: 14014 CW 2008-11-29 0037 HL1VAU        599     25 WA7NB         599      3
QSO: 14017 CW 2008-11-29 0037 HL1VAU        599     25 RA0UF         599     18
QSO: 14046 CW 2008-11-29 0042 HL1VAU        599     25 9M2CNC        599     28
QSO: 14070 CW 2008-11-29 0044 HL1VAU        599     25 DX1DBT        599     27
QSO: 14005 CW 2008-11-29 0046 HL1VAU        599     25 VE7SV         599      3
QSO: 14008 CW 2008-11-29 0046 HL1VAU        599     25 K7INA         599      3
QSO: 14013 CW 2008-11-29 0047 HL1VAU        599     25 K7RL          599      3
QSO: 14023 CW 2008-11-29 0051 HL1VAU        599     25 JT1BV         599     23
