START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: KV5A
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KV5A
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2019.
QSO:    50 PH 2019-06-09 1751 KV5A          DM65 N9XG          EN60
QSO:    50 PH 2019-06-09 1757 KV5A          DM65 NV9L          EN60
QSO:    50 PH 2019-06-09 1800 KV5A          DM65 N8GA          EN80
QSO:    50 PH 2019-06-09 2309 KV5A          DM65 K5TEE         DM65
QSO:    50 PH 2019-06-10 0003 KV5A          DM65 VA6AN         DO42
QSO:    50 PH 2019-06-10 0021 KV5A          DM65 ND9Z          EN54
QSO:    50 PH 2019-06-10 0031 KV5A          DM65 W9EWZ         EN52
QSO:    50 PH 2019-06-10 0041 KV5A          DM65 K0AWU         EN37
QSO:    50 PH 2019-06-10 0042 KV5A          DM65 KO9A          EN52
QSO:    50 PH 2019-06-10 0046 KV5A          DM65 K9JK/R        EN61AX
QSO:    50 PH 2019-06-10 0107 KV5A          DM65 W0UC          EN44
QSO:    50 PH 2019-06-10 0109 KV5A          DM65 NV9L          EN60
QSO:    50 PH 2019-06-10 0110 KV5A          DM65 K5TA          DM65
QSO:    50 PH 2019-06-10 0111 KV5A          DM65 WB0HHM        EN13
QSO:    50 PH 2019-06-10 0116 KV5A          DM65 N0EO          EN37
QSO:    50 PH 2019-06-10 0121 KV5A          DM65 AA5B          DM65
QSO:    50 PH 2019-06-10 0140 KV5A          DM65 K9CT          EN50
QSO:    50 PH 2019-06-10 0142 KV5A          DM65 K9MU          EN44
QSO:    50 PH 2019-06-10 0145 KV5A          DM65 KC4NX         EM75
QSO:    50 PH 2019-06-10 0153 KV5A          DM65 VE5MX         DN89
END-OF-LOG:
