START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: W8PU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W8PU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2019.
QSO:    50 PH 2019-06-08 1852 W8PU          EM89 N1API         FN31
QSO:    50 PH 2019-06-08 1901 W8PU          EM89 K1TR          FN42
QSO:    50 PH 2019-06-08 1916 W8PU          EM89 WA1T          FN43
QSO:    50 PH 2019-06-08 1939 W8PU          EM89 WZ1V          FN31RH
QSO:    50 PH 2019-06-08 2009 W8PU          EM89 N8GA          EN80
QSO:   144 PH 2019-06-09 1148 W8PU          EM89 W9YOY/R       EM79
QSO:   432 PH 2019-06-09 1149 W8PU          EM89 W9YOY/R       EM79
QSO:    50 PH 2019-06-09 1153 W8PU          EM89 W9YOY/R       EM79
QSO:   222 PH 2019-06-09 1157 W8PU          EM89 W9YOY/R       EM79
QSO:    50 PH 2019-06-09 1259 W8PU          EM89 WD2E          EL95
QSO:    50 PH 2019-06-09 1302 W8PU          EM89 N4WW          EL98
QSO:    50 PH 2019-06-09 1602 W8PU          EM89 K5ND/R        DM95
QSO:    50 PH 2019-06-09 1611 W8PU          EM89 KC5MVZ        DM93
QSO:    50 PH 2019-06-09 1723 W8PU          EM89 K5AM          DM54
QSO:    50 PH 2019-06-09 1730 W8PU          EM89 AL1VE/R       DM89
QSO:    50 PH 2019-06-09 1734 W8PU          EM89 W3DHJ/R       DM77
QSO:    50 PH 2019-06-09 1748 W8PU          EM89 W9RM          DM58
QSO:   144 CW 2019-06-10 0055 W8PU          EM89 N8GA          EN80
QSO:   222 PH 2019-06-10 0101 W8PU          EM89 N8GA          EN80
END-OF-LOG:
