START-OF-LOG: 2.0
CREATED-BY: LM  Version 3.72  (c) 1993,2003 by DL8WAA
ARRL-SECTION: DX
CONTEST: EUHF
CALLSIGN: DL3KWR
CATEGORY: 4: SINGLE-OP CW LOW POWER
CLAIMED-SCORE: 20907
EQUIPMENT: IC-7400 / 100 WATTS
EQUIPMENT: Antenna: G5RV
OPERATORS: 
CLUB: 
NAME: ROSEL ZENKER
ADDRESS: KOTKARING 1
ADDRESS: D-17493 GREIFSWALD
SOAPBOX: It was for me only a "half  Shampionship", because I have shared
SOAPBOX: the time with Hardy, DL3KWF -hi.
QSO: 21000 CW 2003-08-02 1108 DL3KWR        599 75      UR7QC         599 72     0
QSO: 21000 CW 2003-08-02 1111 DL3KWR        599 75      RK4FD         599 79     0
QSO: 21000 CW 2003-08-02 1113 DL3KWR        599 75      DL3TD         599 67     0
QSO: 14000 CW 2003-08-02 1120 DL3KWR        599 75      YO8KOS        599 71     0
QSO: 14000 CW 2003-08-02 1121 DL3KWR        599 75      G4BUO         599 73     0
QSO: 14000 CW 2003-08-02 1122 DL3KWR        599 75      G4IIY         599 79     0
QSO: 14000 CW 2003-08-02 1123 DL3KWR        599 75      G0MTN         599 88     0
QSO: 14000 CW 2003-08-02 1127 DL3KWR        599 75      ER1LW         599 84     0
QSO: 14000 CW 2003-08-02 1127 DL3KWR        599 75      EA3KU         599 79     0
QSO: 14000 CW 2003-08-02 1129 DL3KWR        599 75      RK6HG         599 63     0
QSO: 14000 CW 2003-08-02 1130 DL3KWR        599 75      EW8DX         599 65     0
QSO: 14000 CW 2003-08-02 1132 DL3KWR        599 75      I0JFE         599 75     0
QSO: 14000 CW 2003-08-02 1133 DL3KWR        599 75      UV7M          599 55     0
QSO: 14000 CW 2003-08-02 1136 DL3KWR        599 75      RV1AC         599 63     0
QSO: 14000 CW 2003-08-02 1139 DL3KWR        599 75      G3VHB         599 66     0
QSO: 14000 CW 2003-08-02 1142 DL3KWR        599 75      9H1ZA         599 62     0
QSO: 14000 CW 2003-08-02 1145 DL3KWR        599 75      9A3VM         599 69     0
QSO: 14000 CW 2003-08-02 1146 DL3KWR        599 75      UX7QD         599 75     0
QSO: 14000 CW 2003-08-02 1148 DL3KWR        599 75      YO5CBX        599 77     0
QSO: 14000 CW 2003-08-02 1148 DL3KWR        599 75      YO3APJ        599 69     0
QSO: 14000 CW 2003-08-02 1150 DL3KWR        599 75      YU1EQ         599 73     0
QSO: 14000 CW 2003-08-02 1151 DL3KWR        599 75      UT2AA         599 77     0
QSO: 14000 CW 2003-08-02 1153 DL3KWR        599 75      RA6AF         599 58     0
QSO: 14000 CW 2003-08-02 1154 DL3KWR        599 75      MM0DFV/P      599 83     0
QSO: 14000 CW 2003-08-02 1157 DL3KWR        599 75      EI4DW         599 63     0
QSO: 14000 CW 2003-08-02 1200 DL3KWR        599 75      RX4HB         599 84     0
QSO: 21000 CW 2003-08-02 1314 DL3KWR        599 75      RA6AX         599 72     0
QSO: 21000 CW 2003-08-02 1321 DL3KWR        599 75      OH6BOH        599 84     0
