START-OF-LOG: 3.0
LOCATION: NM
CALLSIGN: WA5ZUP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1903660
CLUB:
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.86C
NAME: John C Elsik
OPERATORS: WA5ZUP
SOAPBOX:
QSO: 14088 RY 2011-09-24 0001 WA5ZUP        599      4 NM     W2IUC         599 5      NJ
QSO: 14106 RY 2011-09-24 0004 WA5ZUP        599      4 NM     SK2T          599 14     DX
QSO: 14106 RY 2011-09-24 0005 WA5ZUP        599      4 NM     W8HGH         599 5      VA
QSO: 14106 RY 2011-09-24 0006 WA5ZUP        599      4 NM     K1SFA         599 5      MA
QSO: 14106 RY 2011-09-24 0006 WA5ZUP        599      4 NM     K2MK          599 5      NJ
QSO: 14106 RY 2011-09-24 0007 WA5ZUP        599      4 NM     W9AKS         599 4      WI
QSO: 14106 RY 2011-09-24 0007 WA5ZUP        599      4 NM     XE2K          599 6      DX
QSO: 14106 RY 2011-09-24 0008 WA5ZUP        599      4 NM     AI9K          599 4      IL
QSO: 14106 RY 2011-09-24 0010 WA5ZUP        599      4 NM     GI5K          599 14     DX
QSO: 14105 RY 2011-09-24 0010 WA5ZUP        599      4 NM     N4RI          599 5      FL
QSO: 14104 RY 2011-09-24 0011 WA5ZUP        599      4 NM     N0XR          599 4      IA
QSO: 14102 RY 2011-09-24 0012 WA5ZUP        599      4 NM     KR7X          599 3      OR
QSO: 14079 RY 2011-09-24 0014 WA5ZUP        599      4 NM     HK1NA         599 9      DX
QSO: 14107 RY 2011-09-24 0016 WA5ZUP        599      4 NM     CF7AM         599 3      BC
QSO: 14107 RY 2011-09-24 0017 WA5ZUP        599      4 NM     KK7Z          599 4      IL
QSO: 14107 RY 2011-09-24 0017 WA5ZUP        599      4 NM     VE3IAE        599 4      ON
QSO: 14107 RY 2011-09-24 0018 WA5ZUP        599      4 NM     N6QEK         599 3      CA
QSO: 14107 RY 2011-09-24 0019 WA5ZUP        599      4 NM     KI4EEY        599 4      AL
QSO: 14107 RY 2011-09-24 0019 WA5ZUP        599      4 NM     KA3QLF        599 5      PA
QSO: 14107 RY 2011-09-24 0020 WA5ZUP        599      4 NM     W1/YO7ARY     599 5      CT
QSO: 14107 RY 2011-09-24 0021 WA5ZUP        599      4 NM     AF6SN         599 3      CA
QSO: 14107 RY 2011-09-24 0023 WA5ZUP        599      4 NM     VE2FK         599 5      QC
QSO: 14107 RY 2011-09-24 0024 WA5ZUP        599      4 NM     KC0BMF        599 4      IA
QSO: 14107 RY 2011-09-24 0024 WA5ZUP        599      4 NM     W6RLL         599 3      AZ
QSO: 14107 RY 2011-09-24 0025 WA5ZUP        599      4 NM     K8MU          599 4      MI
QSO: 14107 RY 2011-09-24 0025 WA5ZUP        599      4 NM     IT9HBT        599 15     DX
QSO: 14107 RY 2011-09-24 0026 WA5ZUP        599      4 NM     W2YC          599 5      NJ
QSO: 14107 RY 2011-09-24 0026 WA5ZUP        599      4 NM     EA1VT         599 14     DX
QSO: 14107 RY 2011-09-24 0027 WA5ZUP        599      4 NM     K7EG          599 3      WA
QSO: 14107 RY 2011-09-24 0027 WA5ZUP        599      4 NM     NU3H          599 5      VA
QSO: 14107 RY 2011-09-24 0028 WA5ZUP        599      4 NM     WA8OJR        599 5      SC
QSO: 14107 RY 2011-09-24 0029 WA5ZUP        599      4 NM     KD2MX         599 5      NJ
QSO: 14107 RY 2011-09-24 0029 WA5ZUP        599      4 NM     K2DSL         599 5      NJ
QSO: 14107 RY 2011-09-24 0030 WA5ZUP        599      4 NM     N4IJ          599 4      OK
QSO: 14107 RY 2011-09-24 0030 WA5ZUP        599      4 NM     WB0KGN        599 4      MN
QSO: 14107 RY 2011-09-24 0031 WA5ZUP        599      4 NM     IW0GYC        599 15     DX
QSO: 14107 RY 2011-09-24 0034 WA5ZUP        599      4 NM     K4BX          599 4      TN
QSO: 14107 RY 2011-09-24 0035 WA5ZUP        599      4 NM     VE3FJ         599 4      ON
QSO: 14107 RY 2011-09-24 0036 WA5ZUP        599      4 NM     VE6SKY        599 4      AB
QSO: 14107 RY 2011-09-24 0036 WA5ZUP        599      4 NM     VK3TDX        599 30     DX
QSO: 14107 RY 2011-09-24 0037 WA5ZUP        599      4 NM     KU8E          599 5      GA
QSO: 14107 RY 2011-09-24 0037 WA5ZUP        599      4 NM     W4CWA         599 5      NC
QSO: 14107 RY 2011-09-24 0038 WA5ZUP        599      4 NM     K5ZD          599 5      MA
QSO: 14107 RY 2011-09-24 0038 WA5ZUP        599      4 NM     OH8X          599 15     DX
QSO: 14107 RY 2011-09-24 0039 WA5ZUP        599      4 NM     KI0F          599 4      MN
QSO: 14107 RY 2011-09-24 0039 WA5ZUP        599      4 NM     KO4PU         599 4      KY
QSO: 14107 RY 2011-09-24 0040 WA5ZUP        599      4 NM     KD1J          599 5      CT
QSO: 14107 RY 2011-09-24 0041 WA5ZUP        599      4 NM     W9HLY         599 4      IN
QSO: 14107 RY 2011-09-24 0043 WA5ZUP        599      4 NM     N0BK          599 4      MN
QSO: 14107 RY 2011-09-24 0043 WA5ZUP        599      4 NM     AA9L          599 4      WI
QSO: 21092 RY 2011-09-24 0045 WA5ZUP        599      4 NM     KB2CKN        599 5      NY
QSO: 21092 RY 2011-09-24 0046 WA5ZUP        599      4 NM     K1FWE         599 5      NH
QSO: 21092 RY 2011-09-24 0046 WA5ZUP        599      4 NM     KK9T          599 4      MI
QSO: 21092 RY 2011-09-24 0047 WA5ZUP        599      4 NM     AB1J/9        599 4      IN
QSO: 21092 RY 2011-09-24 0047 WA5ZUP        599      4 NM     N4WYR         599 5      NC
QSO: 21100 RY 2011-09-24 0109 WA5ZUP        599      4 NM     JA6ZPR        599 25     DX
QSO: 21101 RY 2011-09-24 0110 WA5ZUP        599      4 NM     WO4O          599 4      TN
QSO: 21101 RY 2011-09-24 0110 WA5ZUP        599      4 NM     VA3SB         599 4      ON
QSO: 21101 RY 2011-09-24 0111 WA5ZUP        599      4 NM     NB4M          599 4      TN
QSO: 21101 RY 2011-09-24 0111 WA5ZUP        599      4 NM     K8MM          599 4      MI
QSO: 21101 RY 2011-09-24 0113 WA5ZUP        599      4 NM     JA0DAI        599 25     DX
QSO: 21101 RY 2011-09-24 0113 WA5ZUP        599      4 NM     7N2UQC        599 25     DX
QSO: 21101 RY 2011-09-24 0113 WA5ZUP        599      4 NM     K4FJ          599 5      VA
QSO: 21101 RY 2011-09-24 0114 WA5ZUP        599      4 NM     K6GEP         599 3      CA
QSO: 21101 RY 2011-09-24 0114 WA5ZUP        599      4 NM     WB8TLI        599 4      OH
QSO: 21101 RY 2011-09-24 0115 WA5ZUP        599      4 NM     K6SXA         599 4      TX
QSO: 21101 RY 2011-09-24 0116 WA5ZUP        599      4 NM     JA1NGW        599 25     DX
QSO: 21101 RY 2011-09-24 0116 WA5ZUP        599      4 NM     K0BJ          599 4      KS
QSO: 21101 RY 2011-09-24 0117 WA5ZUP        599      4 NM     VE3FZ         599 4      ON
QSO: 21101 RY 2011-09-24 0117 WA5ZUP        599      4 NM     K4LCM         599 5      VA
QSO: 21101 RY 2011-09-24 0118 WA5ZUP        599      4 NM     N8CAK         599 4      MI
