START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: GU0SUP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
Category-Transmitter: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CLAIMED-SCORE: 806616
CLUB: Chiltern DX Club
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.87E
NAME: Phil Cooper
OPERATORS: GU0SUP
SOAPBOX: Low Power: 90 watts.
SOAPBOX: An amazing contest, with decent propagation at last! So good to see 10m
SOAPBOX: properly open, not just Es. A pity that 20m was so quiet, due to conditions
SOAPBOX: I expect, and not to lack of activity. 80m here was almost dead, with very
SOAPBOX: few stations audible. An amzing time was had here in GU.
QSO: 14120 RY 2011-09-25 1209 GU0SUP        599     14 GU     OE6MDF        599 15     DX
QSO: 14120 RY 2011-09-25 1210 GU0SUP        599     14 GU     VE3CX         599 4      ON
QSO: 14120 RY 2011-09-25 1211 GU0SUP        599     14 GU     VA3TTU        599 4      ON
QSO: 14120 RY 2011-09-25 1212 GU0SUP        599     14 GU     PA3ARM        599 14     DX
QSO: 14120 RY 2011-09-25 1213 GU0SUP        599     14 GU     F8CRS         599 14     DX
QSO: 14120 RY 2011-09-25 1213 GU0SUP        599     14 GU     DJ0GD         599 14     DX
QSO: 14120 RY 2011-09-25 1215 GU0SUP        599     14 GU     ON3KBY        599 14     DX
QSO: 14120 RY 2011-09-25 1215 GU0SUP        599     14 GU     PD2EDR        599 14     DX
QSO: 14120 RY 2011-09-25 1216 GU0SUP        599     14 GU     PD7BZ         599 14     DX
QSO: 14120 RY 2011-09-25 1217 GU0SUP        599     14 GU     DF3IS         599 14     DX
QSO: 14129 RY 2011-09-25 1223 GU0SUP        599     14 GU     WA1EHK        599 5      CT
QSO: 14109 RY 2011-09-25 1224 GU0SUP        599     14 GU     N2WN          599 4      TN
QSO: 14126 RY 2011-09-25 1226 GU0SUP        599     14 GU     SZ1A          599 20     DX
QSO: 28082 RY 2011-09-25 1228 GU0SUP        599     14 GU     IK4QJF        599 15     DX
QSO: 28116 RY 2011-09-25 1231 GU0SUP        599     14 GU     K6EID         599 05     GA
QSO: 28111 RY 2011-09-25 1233 GU0SUP        599     14 GU     7Z1SJ         599 21     DX
QSO: 28105 RY 2011-09-25 1235 GU0SUP        599     14 GU     WA2ETU        599 5      NY
QSO: 28099 RY 2011-09-25 1236 GU0SUP        599     14 GU     RN6MA         599 16     DX
QSO: 28076 RY 2011-09-25 1242 GU0SUP        599     14 GU     KK5OQ         599 4      MS
QSO: 28079 RY 2011-09-25 1243 GU0SUP        599     14 GU     9A4WY         599 15     DX
QSO: 28079 RY 2011-09-25 1244 GU0SUP        599     14 GU     WW4LL         599 5      GA
QSO: 28084 RY 2011-09-25 1245 GU0SUP        599     14 GU     N2WN          599 4      TN
QSO: 28091 RY 2011-09-25 1247 GU0SUP        599     14 GU     KA4RRU        599 5      VA
QSO: 21136 RY 2011-09-25 1254 GU0SUP        599     14 GU     WD5DBV        599 4      LA
QSO: 21134 RY 2011-09-25 1256 GU0SUP        599     14 GU     KU2M          599 5      NJ
QSO: 21133 RY 2011-09-25 1257 GU0SUP        599     14 GU     OH4A          599 15     DX
QSO: 21132 RY 2011-09-25 1258 GU0SUP        599     14 GU     K5EK          599 5      NC
QSO: 21123 RY 2011-09-25 1259 GU0SUP        599     14 GU     N2QT          599 5      VA
QSO: 21119 RY 2011-09-25 1300 GU0SUP        599     14 GU     AA4HP         599 5      FL
QSO: 21116 RY 2011-09-25 1302 GU0SUP        599     14 GU     K4FX          599 5      NC
QSO: 21112 RY 2011-09-25 1303 GU0SUP        599     14 GU     EV1P/2        599 16     DX
QSO: 21106 RY 2011-09-25 1305 GU0SUP        599     14 GU     AA3B          599 5      PA
QSO: 21106 RY 2011-09-25 1305 GU0SUP        599     14 GU     AE1P          599 5      NH
QSO: 21101 RY 2011-09-25 1308 GU0SUP        599     14 GU     OH7FAE        599 15     DX
QSO: 21090 RY 2011-09-25 1312 GU0SUP        599     14 GU     TF3PPN        599 40     DX
QSO: 21089 RY 2011-09-25 1312 GU0SUP        599     14 GU     N3QW          599 5      MD
QSO: 21147 RY 2011-09-25 1320 GU0SUP        599     14 GU     N2BJ          599 4      IL
QSO: 21146 RY 2011-09-25 1323 GU0SUP        599     14 GU     WN0L          599 4      NE
QSO: 21146 RY 2011-09-25 1324 GU0SUP        599     14 GU     K5KLA         599 4      LA
QSO: 21146 RY 2011-09-25 1324 GU0SUP        599     14 GU     OH8JJ         599 15     DX
QSO: 21146 RY 2011-09-25 1326 GU0SUP        599     14 GU     K0BJ          599 4      KS
QSO: 21146 RY 2011-09-25 1327 GU0SUP        599     14 GU     RT9S          599 16     DX
QSO: 21146 RY 2011-09-25 1328 GU0SUP        599     14 GU     W1ZK          599 5      VT
QSO: 21146 RY 2011-09-25 1328 GU0SUP        599     14 GU     US8UA         599 16     DX
QSO: 21146 RY 2011-09-25 1329 GU0SUP        599     14 GU     W4UAL         599 4      AL
QSO: 21146 RY 2011-09-25 1332 GU0SUP        599     14 GU     UZ7HO         599 16     DX
QSO: 21146 RY 2011-09-25 1332 GU0SUP        599     14 GU     K0RC          599 4      MN
QSO: 21146 RY 2011-09-25 1334 GU0SUP        599     14 GU     RA3QSY        599 16     DX
QSO: 21148 RY 2011-09-25 1340 GU0SUP        599     14 GU     N8BJQ         599 4      OH
QSO: 21121 RY 2011-09-25 1352 GU0SUP        599     14 GU     ND2W          599 5      NY
QSO: 21116 RY 2011-09-25 1353 GU0SUP        599     14 GU     K0AP          599 4      KS
QSO: 21149 RY 2011-09-25 1355 GU0SUP        599     14 GU     LZ9R          599 20     DX
QSO: 21145 RY 2011-09-25 1357 GU0SUP        599     14 GU     LZ5R          599 20     DX
QSO: 21128 RY 2011-09-25 1358 GU0SUP        599     14 GU     K0KX          599 4      MN
QSO: 21096 RY 2011-09-25 1402 GU0SUP        599     14 GU     VA2UP         599 5      QC
QSO: 21110 RY 2011-09-25 1404 GU0SUP        599     14 GU     KB9S          599 4      WI
QSO: 21108 RY 2011-09-25 1405 GU0SUP        599     14 GU     K2NV          599 5      NY
QSO: 21107 RY 2011-09-25 1406 GU0SUP        599     14 GU     VE2FK         599 5      QC
QSO: 21106 RY 2011-09-25 1409 GU0SUP        599     14 GU     W0LSD         599 4      CO
QSO: 21103 RY 2011-09-25 1411 GU0SUP        599     14 GU     DU1UGZ        599 27     DX
QSO: 21088 RY 2011-09-25 1414 GU0SUP        599     14 GU     OH2BBT        599 15     DX
QSO: 21082 RY 2011-09-25 1416 GU0SUP        599     14 GU     K3OQ          599 5      MD
QSO: 21075 RY 2011-09-25 1417 GU0SUP        599     14 GU     RG3K          599 16     DX
QSO: 21067 RY 2011-09-25 1420 GU0SUP        599     14 GU     N7AT          599 3      AZ
QSO: 28125 RY 2011-09-25 1423 GU0SUP        599     14 GU     W9IU          599 4      IN
QSO: 28119 RY 2011-09-25 1424 GU0SUP        599     14 GU     N4TB          599 5      FL
QSO: 28111 RY 2011-09-25 1430 GU0SUP        599     14 GU     N3UA          599 5      VA
QSO: 28110 RY 2011-09-25 1432 GU0SUP        599     14 GU     AI9T          599 4      IL
QSO: 28109 RY 2011-09-25 1433 GU0SUP        599     14 GU     K3KO          599 5      NC
QSO: 28107 RY 2011-09-25 1434 GU0SUP        599     14 GU     R6YY          599 16     DX
QSO: 28100 RY 2011-09-25 1435 GU0SUP        599     14 GU     R7HF          599 16     DX
QSO: 28098 RY 2011-09-25 1444 GU0SUP        599     14 GU     WP4WW         599 8      DX
QSO: 28093 RY 2011-09-25 1446 GU0SUP        599     14 GU     A65BR         599 21     DX
QSO: 28091 RY 2011-09-25 1448 GU0SUP        599     14 GU     N9AKR         599 4      IL
QSO: 28085 RY 2011-09-25 1450 GU0SUP        599     14 GU     N4WW          599 5      FL
QSO: 28077 RY 2011-09-25 1453 GU0SUP        599     14 GU     NR4M          599 5      VA
QSO: 28076 RY 2011-09-25 1457 GU0SUP        599     14 GU     KI1G          599 5      RI
QSO: 28095 RY 2011-09-25 1503 GU0SUP        599     14 GU     PZ5RA         599 9      DX
QSO: 28113 RY 2011-09-25 1506 GU0SUP        599     14 GU     W3FV          599 5      PA
QSO: 28108 RY 2011-09-25 1507 GU0SUP        599     14 GU     N2QT          599 5      VA
QSO: 28116 RY 2011-09-25 1512 GU0SUP        599     14 GU     K5EK          599 5      NC
QSO: 28131 RY 2011-09-25 1514 GU0SUP        599     14 GU     K9DJ          599 4      WI
QSO: 28130 RY 2011-09-25 1515 GU0SUP        599     14 GU     K8MP          599 4      OH
QSO: 28138 RY 2011-09-25 1516 GU0SUP        599     14 GU     W9HLY         599 4      IN
QSO: 28092 RY 2011-09-25 1519 GU0SUP        599     14 GU     K4GMH         599 5      VA
QSO: 28094 RY 2011-09-25 1519 GU0SUP        599     14 GU     W1EQ          599 5      CT
QSO: 28146 RY 2011-09-25 1522 GU0SUP        599     14 GU     LU1UM         599 13     DX
QSO: 28117 RY 2011-09-25 1528 GU0SUP        599     14 GU     K3ZV          599 5      NJ
QSO: 28112 RY 2011-09-25 1528 GU0SUP        599     14 GU     9K2HN         599 21     DX
QSO: 28109 RY 2011-09-25 1530 GU0SUP        599     14 GU     AA3B          599 5      PA
QSO: 28108 RY 2011-09-25 1531 GU0SUP        599     14 GU     K3RA          599 5      MD
QSO: 14127 RY 2011-09-25 1549 GU0SUP        599     14 GU     9A3BIM        599 15     DX
QSO: 14118 RY 2011-09-25 1551 GU0SUP        599     14 GU     RX3AEX        599 16     DX
QSO: 14120 RY 2011-09-25 1551 GU0SUP        599     14 GU     OL7C          599 15     DX
QSO: 14114 RY 2011-09-25 1553 GU0SUP        599     14 GU     OH3I          599 15     DX
QSO: 14113 RY 2011-09-25 1556 GU0SUP        599     14 GU     UT8EL         599 16     DX
QSO: 14108 RY 2011-09-25 1558 GU0SUP        599     14 GU     EA5HAB        599 14     DX
QSO: 14110 RY 2011-09-25 1559 GU0SUP        599     14 GU     UA5F          599 16     DX
QSO: 14103 RY 2011-09-25 1601 GU0SUP        599     14 GU     OE3DMA        599 15     DX
QSO: 14101 RY 2011-09-25 1602 GU0SUP        599     14 GU     YO8WW         599 20     DX
QSO: 14094 RY 2011-09-25 1604 GU0SUP        599     14 GU     I0JBL         599 15     DX
QSO: 14092 RY 2011-09-25 1605 GU0SUP        599     14 GU     DL5SE         599 14     DX
QSO: 14089 RY 2011-09-25 1606 GU0SUP        599     14 GU     YO5OHY        599 20     DX
QSO: 14084 RY 2011-09-25 1607 GU0SUP        599     14 GU     RG3K          599 16     DX
QSO: 14084 RY 2011-09-25 1607 GU0SUP        599     14 GU     YB1ALL        599 28     DX
QSO: 14082 RY 2011-09-25 1608 GU0SUP        599     14 GU     LZ2XF         599 20     DX
QSO: 14081 RY 2011-09-25 1610 GU0SUP        599     14 GU     UA3QGT        599 16     DX
QSO: 14080 RY 2011-09-25 1611 GU0SUP        599     14 GU     UA9CDV        599 17     DX
QSO: 14079 RY 2011-09-25 1611 GU0SUP        599     14 GU     SP9LJD        599 15     DX
QSO: 14075 RY 2011-09-25 1612 GU0SUP        599     14 GU     RA9JB         599 17     DX
QSO: 14074 RY 2011-09-25 1614 GU0SUP        599     14 GU     HB9TOC        599 14     DX
QSO: 28071 RY 2011-09-25 1616 GU0SUP        599     14 GU     UA6BJY        599 16     DX
QSO: 28063 RY 2011-09-25 1617 GU0SUP        599     14 GU     VA2UP         599 5      QC
QSO: 28064 RY 2011-09-25 1618 GU0SUP        599     14 GU     LZ9R          599 20     DX
QSO: 28065 RY 2011-09-25 1620 GU0SUP        599     14 GU     ZW7B          599 11     DX
QSO: 28067 RY 2011-09-25 1622 GU0SUP        599     14 GU     Z36N          599 15     DX
QSO: 28070 RY 2011-09-25 1625 GU0SUP        599     14 GU     KE8M          599 4      OH
QSO: 28083 RY 2011-09-25 1632 GU0SUP        599     14 GU     K1SFA         599 5      MA
QSO: 28086 RY 2011-09-25 1634 GU0SUP        599     14 GU     KU1T          599 5      WV
QSO: 28085 RY 2011-09-25 1635 GU0SUP        599     14 GU     TA1DX         599 20     DX
QSO: 28098 RY 2011-09-25 1641 GU0SUP        599     14 GU     K4ADR         599 5      FL
QSO: 28102 RY 2011-09-25 1643 GU0SUP        599     14 GU     UX6IR         599 16     DX
QSO: 28102 RY 2011-09-25 1643 GU0SUP        599     14 GU     YO3APJ        599 20     DX
QSO: 28102 RY 2011-09-25 1644 GU0SUP        599     14 GU     UX3IW         599 16     DX
QSO: 28102 RY 2011-09-25 1645 GU0SUP        599     14 GU     UT0EA         599 16     DX
QSO: 28102 RY 2011-09-25 1646 GU0SUP        599     14 GU     UT5ERP        599 16     DX
QSO: 28102 RY 2011-09-25 1647 GU0SUP        599     14 GU     ER6A          599 16     DX
QSO: 28102 RY 2011-09-25 1647 GU0SUP        599     14 GU     YO4FKO        599 20     DX
QSO: 28094 RY 2011-09-25 1649 GU0SUP        599     14 GU     IT9BLB        599 15     DX
QSO: 28102 RY 2011-09-25 1650 GU0SUP        599     14 GU     ER0FEO        599 16     DX
QSO: 28102 RY 2011-09-25 1650 GU0SUP        599     14 GU     UU7J          599 16     DX
QSO: 28102 RY 2011-09-25 1651 GU0SUP        599     14 GU     UX1IL         599 16     DX
QSO: 28102 RY 2011-09-25 1700 GU0SUP        599     14 GU     DJ9UN         599 14     DX
QSO: 28102 RY 2011-09-25 1701 GU0SUP        599     14 GU     UV0I          599 16     DX
QSO: 28102 RY 2011-09-25 1702 GU0SUP        599     14 GU     UA6HO         599 16     DX
QSO: 28102 RY 2011-09-25 1703 GU0SUP        599     14 GU     UT4ZG         599 16     DX
QSO: 28102 RY 2011-09-25 1703 GU0SUP        599     14 GU     UU9JQ         599 16     DX
QSO: 28102 RY 2011-09-25 1704 GU0SUP        599     14 GU     R7MM          599 16     DX
QSO: 28102 RY 2011-09-25 1706 GU0SUP        599     14 GU     OM3RM         599 15     DX
QSO: 28107 RY 2011-09-25 1707 GU0SUP        599     14 GU     SV2FLQ        599 20     DX
QSO: 28109 RY 2011-09-25 1708 GU0SUP        599     14 GU     SV8JE         599 20     DX
QSO: 28109 RY 2011-09-25 1709 GU0SUP        599     14 GU     UU1K          599 16     DX
QSO: 28109 RY 2011-09-25 1711 GU0SUP        599     14 GU     K0KX          599 4      MN
QSO: 28109 RY 2011-09-25 1712 GU0SUP        599     14 GU     DG2RSF        599 14     DX
QSO: 28109 RY 2011-09-25 1713 GU0SUP        599     14 GU     LZ2FQ         599 20     DX
QSO: 28109 RY 2011-09-25 1713 GU0SUP        599     14 GU     UA4PAY        599 16     DX
QSO: 28109 RY 2011-09-25 1714 GU0SUP        599     14 GU     RO7M          599 16     DX
QSO: 28109 RY 2011-09-25 1715 GU0SUP        599     14 GU     DL4MAK        599 14     DX
QSO: 28109 RY 2011-09-25 1716 GU0SUP        599     14 GU     SV1HKD        599 20     DX
QSO: 28109 RY 2011-09-25 1717 GU0SUP        599     14 GU     R7BN          599 16     DX
QSO: 28109 RY 2011-09-25 1717 GU0SUP        599     14 GU     N4LPD         599 5      FL
QSO: 28109 RY 2011-09-25 1718 GU0SUP        599     14 GU     RU6HL         599 16     DX
QSO: 28109 RY 2011-09-25 1719 GU0SUP        599     14 GU     K4HAL         599 4      AL
QSO: 28109 RY 2011-09-25 1720 GU0SUP        599     14 GU     VE7SV         599 3      BC
QSO: 28109 RY 2011-09-25 1720 GU0SUP        599     14 GU     W0LSD         599 4      CO
QSO: 28109 RY 2011-09-25 1721 GU0SUP        599     14 GU     LZ5R          599 20     DX
QSO: 28109 RY 2011-09-25 1722 GU0SUP        599     14 GU     RN1ON         599 16     DX
QSO: 28109 RY 2011-09-25 1722 GU0SUP        599     14 GU     DL8CKL        599 14     DX
QSO: 28109 RY 2011-09-25 1723 GU0SUP        599     14 GU     SV8RX         599 20     DX
QSO: 28109 RY 2011-09-25 1723 GU0SUP        599     14 GU     HA2EOA        599 15     DX
QSO: 28109 RY 2011-09-25 1724 GU0SUP        599     14 GU     NE0DX         599 4      NE
QSO: 28109 RY 2011-09-25 1725 GU0SUP        599     14 GU     WA9IVH        599 4      IL
QSO: 28109 RY 2011-09-25 1725 GU0SUP        599     14 GU     DB1RL         599 14     DX
QSO: 28109 RY 2011-09-25 1727 GU0SUP        599     14 GU     K5WAF         599 4      TX
QSO: 28109 RY 2011-09-25 1727 GU0SUP        599     14 GU     S50W          599 15     DX
QSO: 28109 RY 2011-09-25 1728 GU0SUP        599     14 GU     W4TTY         599 5      VA
QSO: 28109 RY 2011-09-25 1729 GU0SUP        599     14 GU     K9BJM         599 4      IL
QSO: 28109 RY 2011-09-25 1730 GU0SUP        599     14 GU     DL5GAC        599 14     DX
QSO: 28109 RY 2011-09-25 1730 GU0SUP        599     14 GU     N1WQ          599 4      MN
QSO: 28109 RY 2011-09-25 1731 GU0SUP        599     14 GU     VE5MX         599 4      SK
QSO: 28109 RY 2011-09-25 1731 GU0SUP        599     14 GU     N8DX          599 4      OH
QSO: 28109 RY 2011-09-25 1732 GU0SUP        599     14 GU     WB0N          599 4      MN
QSO: 28109 RY 2011-09-25 1734 GU0SUP        599     14 GU     KU1YL         599 04     KS
QSO: 28084 RY 2011-09-25 1741 GU0SUP        599     14 GU     4M5L          599 9      DX
QSO: 28140 RY 2011-09-25 1744 GU0SUP        599     14 GU     9A7R          599 15     DX
QSO: 28119 RY 2011-09-25 1745 GU0SUP        599     14 GU     LU6ETB        599 13     DX
QSO: 28112 RY 2011-09-25 1747 GU0SUP        599     14 GU     K0PK          599 4      MN
QSO: 28112 RY 2011-09-25 1747 GU0SUP        599     14 GU     CT3BD         599 33     DX
QSO: 28106 RY 2011-09-25 1750 GU0SUP        599     14 GU     K0BX          599 4      MO
QSO: 28102 RY 2011-09-25 1751 GU0SUP        599     14 GU     LX7I          599 14     DX
QSO: 28094 RY 2011-09-25 1754 GU0SUP        599     14 GU     LU7HN         599 13     DX
QSO: 28073 RY 2011-09-25 1800 GU0SUP        599     14 GU     KC4WQ         599 4      KY
QSO: 28131 RY 2011-09-25 1847 GU0SUP        599     14 GU     KN5O          599 4      LA
QSO: 28107 RY 2011-09-25 1851 GU0SUP        599     14 GU     WY4Y          599 5      GA
QSO: 28106 RY 2011-09-25 1852 GU0SUP        599     14 GU     IQ1RY         599 15     DX
QSO: 21146 RY 2011-09-25 1859 GU0SUP        599     14 GU     N2FF          599 5      NY
QSO: 21152 RY 2011-09-25 1901 GU0SUP        599     14 GU     YV5AAX        599 9      DX
QSO: 21136 RY 2011-09-25 1904 GU0SUP        599     14 GU     PI4CC         599 14     DX
QSO: 21119 RY 2011-09-25 1906 GU0SUP        599     14 GU     OM7KW         599 15     DX
QSO: 21100 RY 2011-09-25 1910 GU0SUP        599     14 GU     S50W          599 15     DX
QSO: 21098 RY 2011-09-25 1911 GU0SUP        599     14 GU     YR1C          599 20     DX
QSO: 21095 RY 2011-09-25 1912 GU0SUP        599     14 GU     WD4GBW        599 5      VA
QSO: 21088 RY 2011-09-25 1913 GU0SUP        599     14 GU     UA5F          599 16     DX
QSO: 21086 RY 2011-09-25 1915 GU0SUP        599     14 GU     NA3M          599 5      MD
QSO: 21083 RY 2011-09-25 1916 GU0SUP        599     14 GU     LZ1BJ         599 20     DX
QSO: 14130 RY 2011-09-25 1918 GU0SUP        599     14 GU     DL6MHW        599 14     DX
QSO: 14125 RY 2011-09-25 1920 GU0SUP        599     14 GU     IT9HBT        599 15     DX
QSO: 14121 RY 2011-09-25 1921 GU0SUP        599     14 GU     RA4FUN        599 16     DX
QSO: 14116 RY 2011-09-25 1922 GU0SUP        599     14 GU     OL7M          599 15     DX
QSO: 14114 RY 2011-09-25 1923 GU0SUP        599     14 GU     IK1MEG        599 15     DX
QSO: 14113 RY 2011-09-25 1924 GU0SUP        599     14 GU     EA3NT         599 14     DX
QSO: 14110 RY 2011-09-25 1925 GU0SUP        599     14 GU     R7MM          599 16     DX
QSO: 14106 RY 2011-09-25 1927 GU0SUP        599     14 GU     IK2BUF        599 15     DX
QSO: 14106 RY 2011-09-25 1927 GU0SUP        599     14 GU     TF3PPN        599 40     DX
QSO: 14104 RY 2011-09-25 1928 GU0SUP        599     14 GU     SV1JGX        599 20     DX
QSO: 14101 RY 2011-09-25 1930 GU0SUP        599     14 GU     EA5DKU        599 14     DX
QSO: 14099 RY 2011-09-25 1931 GU0SUP        599     14 GU     ZX2B          599 11     DX
QSO: 14098 RY 2011-09-25 1932 GU0SUP        599     14 GU     RW4W          599 16     DX
QSO: 14096 RY 2011-09-25 1934 GU0SUP        599     14 GU     WZ8P          599 4      OH
QSO: 14095 RY 2011-09-25 1934 GU0SUP        599     14 GU     KA2KON        599 5      NH
QSO: 14092 RY 2011-09-25 1936 GU0SUP        599     14 GU     SN5N          599 15     DX
QSO: 14087 RY 2011-09-25 1937 GU0SUP        599     14 GU     RA4HL         599 16     DX
QSO: 14083 RY 2011-09-25 1939 GU0SUP        599     14 GU     UR5ETN        599 16     DX
QSO: 14081 RY 2011-09-25 1939 GU0SUP        599     14 GU     SN2B          599 15     DX
QSO: 14073 RY 2011-09-25 1941 GU0SUP        599     14 GU     IZ3GOM        599 15     DX
QSO:  7068 RY 2011-09-25 1943 GU0SUP        599     14 GU     PA1CW         599 14     DX
QSO:  7066 RY 2011-09-25 1943 GU0SUP        599     14 GU     OS1T          599 14     DX
QSO:  7065 RY 2011-09-25 1944 GU0SUP        599     14 GU     SQ9UM         599 15     DX
QSO:  7063 RY 2011-09-25 1945 GU0SUP        599     14 GU     DL4ME         599 14     DX
QSO:  7063 RY 2011-09-25 1946 GU0SUP        599     14 GU     DG3FAW        599 14     DX
QSO:  7062 RY 2011-09-25 1947 GU0SUP        599     14 GU     LA1UKA        599 14     DX
QSO:  7062 RY 2011-09-25 1948 GU0SUP        599     14 GU     OK1VPO        599 15     DX
QSO:  7057 RY 2011-09-25 1950 GU0SUP        599     14 GU     G3V           599 14     DX
QSO:  7055 RY 2011-09-25 1951 GU0SUP        599     14 GU     DL5ASK        599 14     DX
QSO:  7054 RY 2011-09-25 1952 GU0SUP        599     14 GU     F8DHB         599 14     DX
QSO:  7051 RY 2011-09-25 1953 GU0SUP        599     14 GU     RW4PL         599 16     DX
QSO:  7050 RY 2011-09-25 1955 GU0SUP        599     14 GU     IK2SGF        599 15     DX
QSO:  7049 RY 2011-09-25 1955 GU0SUP        599     14 GU     PA3DBS        599 14     DX
QSO:  7048 RY 2011-09-25 1956 GU0SUP        599     14 GU     SP6IHE        599 15     DX
QSO:  7047 RY 2011-09-25 1957 GU0SUP        599     14 GU     YL2CI         599 15     DX
QSO:  7047 RY 2011-09-25 1957 GU0SUP        599     14 GU     SM6BGG        599 14     DX
QSO:  7047 RY 2011-09-25 1958 GU0SUP        599     14 GU     LZ8E          599 20     DX
QSO:  7044 RY 2011-09-25 2000 GU0SUP        599     14 GU     OM5M          599 15     DX
QSO:  7043 RY 2011-09-25 2001 GU0SUP        599     14 GU     ED5CEF        599 14     DX
QSO:  7042 RY 2011-09-25 2002 GU0SUP        599     14 GU     OZ2AR         599 14     DX
QSO:  7040 RY 2011-09-25 2003 GU0SUP        599     14 GU     OM3TPN        599 15     DX
QSO:  7039 RY 2011-09-25 2004 GU0SUP        599     14 GU     EU8RZ         599 16     DX
QSO:  7034 RY 2011-09-25 2008 GU0SUP        599     14 GU     Z36W          599 15     DX
QSO:  7050 RY 2011-09-25 2010 GU0SUP        599     14 GU     G4DBW         599 14     DX
QSO: 28086 RY 2011-09-25 2012 GU0SUP        599     14 GU     N5ZM          599 4      AR
QSO: 28104 RY 2011-09-25 2017 GU0SUP        599     14 GU     W4OX          599 5      FL
QSO:  3599 RY 2011-09-25 2023 GU0SUP        599     14 GU     IN3QBR        599 15     DX
QSO:  3597 RY 2011-09-25 2025 GU0SUP        599     14 GU     F5RD          599 14     DX
QSO:  3591 RY 2011-09-25 2026 GU0SUP        599     14 GU     PI4W          599 14     DX
QSO:  7029 RY 2011-09-25 2030 GU0SUP        599     14 GU     IT9HBT        599 15     DX
QSO:  7030 RY 2011-09-25 2031 GU0SUP        599     14 GU     JH4UYB        599 25     DX
QSO:  7033 RY 2011-09-25 2032 GU0SUP        599     14 GU     RW4W          599 16     DX
QSO:  7036 RY 2011-09-25 2033 GU0SUP        599     14 GU     RY9C          599 17     DX
QSO:  7036 RY 2011-09-25 2034 GU0SUP        599     14 GU     GM7R          599 14     DX
QSO:  7050 RY 2011-09-25 2035 GU0SUP        599     14 GU     TM38O         599 14     DX
QSO:  7072 RY 2011-09-25 2036 GU0SUP        599     14 GU     F4ERS         599 14     DX
QSO:  7069 RY 2011-09-25 2037 GU0SUP        599     14 GU     TM4P          599 14     DX
QSO:  7065 RY 2011-09-25 2038 GU0SUP        599     14 GU     9A3BIM        599 15     DX
QSO:  7063 RY 2011-09-25 2039 GU0SUP        599     14 GU     OT6N          599 14     DX
QSO:  7061 RY 2011-09-25 2040 GU0SUP        599     14 GU     ER4A          599 16     DX
END-OF-LOG:
