START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: VA3SWG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VA3SWG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2017.
QSO:  7222 PH 2017-03-25 0014 VA3SWG        59 W5DRR         59 4
QSO:  7000 PH 2017-03-25 0015 VA3SWG        59 0002 W4LID         59 0003
QSO:  7222 PH 2017-03-25 0017 VA3SWG        59 003 KC9WAV        59 009
QSO:  7222 PH 2017-03-25 0017 VA3SWG        59 0004 KT4ZB         59 0011
QSO:  7222 PH 2017-03-25 0017 VA3SWG        59 000 W4GHS         59 010
QSO:  7222 PH 2017-03-25 0018 VA3SWG        59 0007 W4PFM         59 0005
QSO:  7222 PH 2017-03-25 0024 VA3SWG        59 9 KO9V          59 006
QSO:  7222 PH 2017-03-25 0025 VA3SWG        59 0008 AD4ET         59 0002
QSO:  7000 PH 2017-03-25 0027 VA3SWG        59 13 W4VPZ         59 006
QSO:  7222 PH 2017-03-25 0027 VA3SWG        59 12 N8XC          59 025
QSO:  7222 PH 2017-03-25 0027 VA3SWG        59 0014 NU0P          59 0003
QSO:  7000 PH 2017-03-25 0029 VA3SWG        59 0015 KK4HEG        59 0011
QSO:  7000 PH 2017-03-25 0030 VA3SWG        59 0016 WB9HFK        59 0013
QSO:  7223 PH 2017-03-25 0034 VA3SWG        59 17 N4ZAK         59 0002
QSO:  7000 PH 2017-03-25 0035 VA3SWG        59 018 WA4YHA        59 011
QSO:  7000 PH 2017-03-25 0038 VA3SWG        59 20 KD9ERS        59 007
QSO:  1842 PH 2017-03-25 0042 VA3SWG        59 0021 VE3EDY        59 0005
QSO:  1841 PH 2017-03-25 0044 VA3SWG        59 022 K1ZM          59 21
QSO:  1842 PH 2017-03-25 0102 VA3SWG        59 023 W7HJ          59 5
QSO:  7243 PH 2017-03-25 0111 VA3SWG        59 0026 AI4GR         59 0014
QSO:  7243 PH 2017-03-25 0112 VA3SWG        59 27 W2IKN         59 024
QSO:  7000 PH 2017-03-25 0115 VA3SWG        59 30 K0RJW         59 042
QSO:  7243 PH 2017-03-25 0117 VA3SWG        59 0031 KS4S          59 0030
QSO:  7000 PH 2017-03-25 0123 VA3SWG        59 33 KM4SII        59 038
QSO:  7244 PH 2017-03-25 0124 VA3SWG        59 0033 AE0EE         59 0021
QSO:  7244 PH 2017-03-25 0127 VA3SWG        59 0037 NA4X          59 0012
QSO:  7243 PH 2017-03-25 0130 VA3SWG        59 041 NF4A          59 0149
QSO:  7244 PH 2017-03-25 0130 VA3SWG        59 0040 N9VPV         59 0021
QSO:  7244 PH 2017-03-25 0131 VA3SWG        59 0043 W5GN          59 0060
QSO:  7244 PH 2017-03-25 0132 VA3SWG        59 0044 K4AMQ         59 0009
QSO:  7244 PH 2017-03-25 0132 VA3SWG        59 0045 WW4LL         59 0193
QSO:  7243 PH 2017-03-25 0139 VA3SWG        59 018 AD1C          59 32
QSO:  3778 PH 2017-03-25 0141 VA3SWG        59 0047 VE9CB         59 0150
QSO:  3500 PH 2017-03-25 0142 VA3SWG        59 48 WA1HEW        59 021
QSO:  3782 PH 2017-03-25 0143 VA3SWG        59 0050 AC8JF         59 0027
QSO:  7000 PH 2017-03-25 0156 VA3SWG        59 54 KC4EZN        59 015
QSO:  7279 PH 2017-03-25 0200 VA3SWG        59 0056 K9CQ          59 0035
