START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: DK6AH
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DK6AH
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2017.
QSO:  3751 PH 2017-03-25 0154 DK6AH         59 S54K          59 80
QSO:  3758 PH 2017-03-25 0157 DK6AH         59 2 EB1DJ         59 075
QSO:  3765 PH 2017-03-25 0158 DK6AH         59 0003 HG5A          59 0135
QSO:  3769 PH 2017-03-25 0159 DK6AH         59 004 EW6W          59 0140
QSO:  3500 PH 2017-03-25 0201 DK6AH         59 005 PH90T         59 083
QSO:  3775 PH 2017-03-25 0202 DK6AH         59 006 OF5Z          59 0136
QSO:  3783 PH 2017-03-25 0204 DK6AH         59 007 OK8WW         59 0222
QSO:  3799 PH 2017-03-25 0207 DK6AH         59 009 CN2AA         59 0446
QSO:  3747 PH 2017-03-25 0210 DK6AH         59 010 HG7T          59 0203
QSO:  3743 PH 2017-03-25 0211 DK6AH         59 011 9A1A          59 0205
QSO:  3745 PH 2017-03-25 0212 DK6AH         59 0012 9A3B          59 0195
QSO:  3738 PH 2017-03-25 0213 DK6AH         59 0013 OE3A          59 0151
QSO:  3734 PH 2017-03-25 0214 DK6AH         59 14 EU4E          59 138
QSO:  3500 PH 2017-03-25 0215 DK6AH         59 15 IZ8GNR        59 110
QSO:  3725 PH 2017-03-25 0217 DK6AH         59 016 UW1M          59 229
QSO:  3722 PH 2017-03-25 0218 DK6AH         59 0017 SQ6H          59 0110
QSO:  3717 PH 2017-03-25 0219 DK6AH         59 018 LZ9W          59 0236
QSO:  3707 PH 2017-03-25 0222 DK6AH         59 0019 YP0C          59 0232
QSO:  3704 PH 2017-03-25 0223 DK6AH         59 020 P33W          59 0201
QSO:  3700 PH 2017-03-25 0224 DK6AH         59 0021 EA2LMI        59 0145
QSO:  3696 PH 2017-03-25 0225 DK6AH         59 0022 S57Z          59 0229
QSO:  3680 PH 2017-03-25 0227 DK6AH         59 0023 HA3DX         59 0177
QSO:  3677 PH 2017-03-25 0229 DK6AH         59 0024 YP7P          59 0224
QSO:  3670 PH 2017-03-25 0230 DK6AH         59 0025 IR6T          59 0191
QSO:  3632 PH 2017-03-25 0231 DK6AH         59 026 DP6A          59 0116
QSO:  3636 PH 2017-03-25 0232 DK6AH         59 027 F4FFZ         59 0012
QSO:  3656 PH 2017-03-25 0233 DK6AH         59 0028 PA9M          59 0158
QSO:  3500 PH 2017-03-25 0235 DK6AH         59 0049 IO9R          59 0124
QSO:  3675 PH 2017-03-25 0236 DK6AH         59 0030 CR6K          59 0135
QSO:  3688 PH 2017-03-25 0237 DK6AH         59 0031 CR6P          59 0065
QSO:  3728 PH 2017-03-25 0238 DK6AH         59 0032 S56M          59 0241
QSO:  3736 PH 2017-03-25 0239 DK6AH         59 033 YL6Z          59 0222
QSO:  3741 PH 2017-03-25 0240 DK6AH         59 0034 IY4FGM        59 0158
QSO:  3762 PH 2017-03-25 0244 DK6AH         59 0035 S51YI         59 0152
QSO:  3767 PH 2017-03-25 0245 DK6AH         59 036 SP7VC         59 0218
QSO:  3785 PH 2017-03-25 0248 DK6AH         59 037 SO4R          59 0056
QSO:  7199 PH 2017-03-25 0249 DK6AH         59 038 P33W          59 0412
QSO:  7176 PH 2017-03-25 0251 DK6AH         59 0039 EB8AH         59 0583
QSO:  7100 PH 2017-03-25 0258 DK6AH         59 0040 LZ5K          59 0170
QSO:  7086 PH 2017-03-25 0259 DK6AH         59 0041 ZW8T          59 0304
QSO:  7090 PH 2017-03-25 0300 DK6AH         59 0042 PR7AA         59 0213
QSO:  7058 PH 2017-03-25 0303 DK6AH         59 0043 LY2MM         59 0104
QSO:  3797 PH 2017-03-25 0516 DK6AH         59 0044 E7DX          59 0530
QSO:  3795 PH 2017-03-25 0517 DK6AH         59 0045 LY27A         59 0252
QSO:  3783 PH 2017-03-25 0519 DK6AH         59 047 DJ7WW         59 0238
QSO:  3768 PH 2017-03-25 0520 DK6AH         59 0049 IO2X          59 0374
QSO:  3774 PH 2017-03-25 0520 DK6AH         59 0048 HG1S          59 0544
QSO:  3697 PH 2017-03-25 0522 DK6AH         59 050 M8C           59 0074
QSO:  3761 PH 2017-03-25 0522 DK6AH         59 051 CN3A          59 356
QSO:  3735 PH 2017-03-25 0526 DK6AH         59 0053 OT5A          59 0262
QSO:  3710 PH 2017-03-25 0528 DK6AH         59 0054 IO5O          59 0609
QSO:  3692 PH 2017-03-25 0531 DK6AH         59 0055 PA3GVI        59 0220
QSO:  3673 PH 2017-03-25 0532 DK6AH         59 0056 EF2A          59 0643
QSO:  3668 PH 2017-03-25 0533 DK6AH         59 0057 OP4K          59 0238
QSO:  3665 PH 2017-03-25 0534 DK6AH         59 058 F5VKT         59 0072
QSO:  3500 PH 2017-03-25 0536 DK6AH         59 59 DL7URH        59 290
QSO:  7194 PH 2017-03-25 0538 DK6AH         59 0060 EC5AN         59 0210
QSO:  7191 PH 2017-03-25 0540 DK6AH         59 0061 IE9K          59 0237
QSO:  7183 PH 2017-03-25 0541 DK6AH         59 062 Z37M          59 0281
QSO:  7182 PH 2017-03-25 0542 DK6AH         59 063 II9P          59 0555
QSO:  7179 PH 2017-03-25 0544 DK6AH         59 0064 HG5A          59 0382
QSO:  7169 PH 2017-03-25 0545 DK6AH         59 0065 YL3FT         59 0215
QSO:  7172 PH 2017-03-25 0546 DK6AH         59 0066 K1LZ          59 0456
