START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: UR4WWT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UR4WWT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2017.
QSO:  7108 PH 2017-03-25 0001 UR4WWT        59 VB3E          59 8
QSO:  7123 PH 2017-03-25 0007 UR4WWT        59 0002 TI5W          59 0022
QSO:  7096 PH 2017-03-25 0010 UR4WWT        59 0003 4M1K          59 0018
QSO:  7110 PH 2017-03-25 0013 UR4WWT        59 0004 HZ1HZ         59 0016
QSO:  7081 PH 2017-03-25 0014 UR4WWT        59 0006 WP2Z          59 0009
QSO:  7106 PH 2017-03-25 0014 UR4WWT        59 005 VE3EJ         59 0031
QSO:  7173 PH 2017-03-25 0017 UR4WWT        59 007 OF5Z          59 0014
QSO:  7000 PH 2017-03-25 0019 UR4WWT        59 0008 PJ2/VA7AM     59 0026
QSO:  7166 PH 2017-03-25 0021 UR4WWT        59 009 9K2HN         59 0078
QSO:  7071 PH 2017-03-25 0023 UR4WWT        59 0010 VE9CB         59 0026
QSO:  7069 PH 2017-03-25 0025 UR4WWT        59 0011 A44A          59 0020
QSO:  7074 PH 2017-03-25 0029 UR4WWT        59 0013 WW2DX         59 0063
QSO:  7127 PH 2017-03-25 0031 UR4WWT        59 14 KQ2M          59 71
QSO:  7124 PH 2017-03-25 0033 UR4WWT        59 015 C4W           59 0061
QSO:  7140 PH 2017-03-25 0036 UR4WWT        59 0016 NR3X          59 0064
QSO:  7134 PH 2017-03-25 0042 UR4WWT        59 018 CN3A          59 111
QSO:  7156 PH 2017-03-25 0043 UR4WWT        59 019 EF9R          59 0125
QSO:  7077 PH 2017-03-25 0048 UR4WWT        59 0020 EF1W          59 0034
QSO:  7173 PH 2017-03-25 0053 UR4WWT        59 0022 W3LL          59 0065
QSO:  7108 PH 2017-03-25 0056 UR4WWT        59 23 VB3E          59 164
QSO:  7195 PH 2017-03-25 0100 UR4WWT        59 0025 CR6K          59 0050
QSO:  7066 PH 2017-03-25 0143 UR4WWT        59 26 8P5A          59 402
QSO:  7138 PH 2017-03-25 0149 UR4WWT        59 027 AC1U          59 0238
QSO:  7142 PH 2017-03-25 0151 UR4WWT        59 0028 NE1C          59 0143
QSO:  7143 PH 2017-03-25 0152 UR4WWT        59 029 K3RA          59 0138
QSO:  7098 PH 2017-03-25 0208 UR4WWT        59 0030 PJ4DX         59 0317
QSO:  7144 PH 2017-03-25 0212 UR4WWT        59 0031 N3QE          59 0268
QSO:  7152 PH 2017-03-25 0216 UR4WWT        59 0032 A96A          59 0008
QSO:  7148 PH 2017-03-25 0219 UR4WWT        59 33 KT5J          59 536
QSO:  7153 PH 2017-03-25 0222 UR4WWT        59 0034 KR1DX         59 0203
QSO:  7234 PH 2017-03-25 0226 UR4WWT        59 035 P44N          59 0338
QSO:  7182 PH 2017-03-25 0228 UR4WWT        59 036 II9P          59 0281
QSO:  7090 PH 2017-03-25 0230 UR4WWT        59 0037 7Z1SJ         59 0130
QSO:  7000 PH 2017-03-25 0233 UR4WWT        59 38 HZ1TT         59 013
QSO:  7057 PH 2017-03-25 0234 UR4WWT        59 0039 4X7R          59 0186
QSO:  7133 PH 2017-03-25 0237 UR4WWT        59 040 NR5M          59 0350
QSO:  7141 PH 2017-03-25 0239 UR4WWT        59 0041 9K2K          59 0032
QSO:  7176 PH 2017-03-25 0244 UR4WWT        59 0042 EB8AH         59 0563
QSO:  7086 PH 2017-03-25 0246 UR4WWT        59 0043 ZW8T          59 0274
QSO:  7052 PH 2017-03-25 0249 UR4WWT        59 44 ZZ2T          59 286
QSO:  7092 PH 2017-03-25 0250 UR4WWT        59 0045 HI3T          59 0307
QSO:  7158 PH 2017-03-25 0255 UR4WWT        59 046 TM0T          59 0450
QSO:  7115 PH 2017-03-25 0256 UR4WWT        59 046 A61QQ         59 0029
QSO:  7165 PH 2017-03-25 0258 UR4WWT        59 047 A73A          59 0100
QSO:  7076 PH 2017-03-25 0300 UR4WWT        59 049 WP4X          59 0528
QSO:  7101 PH 2017-03-25 0300 UR4WWT        59 0048 HZ1TL         59 0127
QSO:  7070 PH 2017-03-25 0302 UR4WWT        59 0050 EE3E          59 0063
QSO:  3680 PH 2017-03-25 0345 UR4WWT        59 51 LB8IB         59 74
QSO:  3780 PH 2017-03-25 0348 UR4WWT        59 0052 EB8AH         59 0784
QSO:  3500 PH 2017-03-25 0350 UR4WWT        59 053 PH90T         59 152
QSO:  3754 PH 2017-03-25 0352 UR4WWT        59 0054 J42T          59 0138
QSO:  3751 PH 2017-03-25 0353 UR4WWT        59 0055 Z33C          59 0175
QSO:  3761 PH 2017-03-25 0354 UR4WWT        59 056 CN3A          59 276
QSO:  3689 PH 2017-03-25 0358 UR4WWT        59 0057 DQ0U          59 0172
QSO:  3684 PH 2017-03-25 0359 UR4WWT        59 058 OF9W          59 0098
QSO:  3500 PH 2017-03-25 0402 UR4WWT        59 0059 YR8D          59 0214
QSO:  3709 PH 2017-03-25 0403 UR4WWT        59 0060 YP0C          59 0309
QSO:  7115 PH 2017-03-25 0406 UR4WWT        59 0061 7Z1CQ         59 0009
QSO:  7000 PH 2017-03-25 0415 UR4WWT        59 0062 HC0E          59 0054
QSO:  7069 PH 2017-03-25 0419 UR4WWT        59 0063 HI3K          59 0189
QSO:  7090 PH 2017-03-25 0422 UR4WWT        59 0064 PR7AA         59 0320
QSO:  7000 PH 2017-03-25 0425 UR4WWT        59 065 TC2G          59 122
QSO:  7000 PH 2017-03-25 0429 UR4WWT        59 0066 V31VP         59 0543
QSO: 14170 PH 2017-03-25 0443 UR4WWT        59 0067 HZ1DG         59 0020
QSO: 14264 PH 2017-03-25 0446 UR4WWT        59 068 A93JA         59 0033
QSO: 14257 PH 2017-03-25 0452 UR4WWT        59 0069 OD5ZZ         59 0041
QSO: 14235 PH 2017-03-25 0453 UR4WWT        59 0070 HZ1BW         59 0208
QSO: 14280 PH 2017-03-25 0500 UR4WWT        59 071 H2X           59 0068
QSO: 14000 PH 2017-03-25 0502 UR4WWT        59 72 JO3JIS        59 339
QSO: 21354 PH 2017-03-25 1612 UR4WWT        59 0073 PV2P          59 0877
QSO: 21227 PH 2017-03-26 0925 UR4WWT        59 74 VU2CPL        59 138
QSO: 21271 PH 2017-03-26 1056 UR4WWT        59 0075 VU2RCT        59 0557
QSO: 21000 PH 2017-03-26 1410 UR4WWT        59 076 A61FK         59 831
QSO: 21014 PH 2017-03-26 1426 UR4WWT        59 077 7Z1JA         59 0095
QSO: 14302 PH 2017-03-26 1631 UR4WWT        59 078 3V8SS         59 1542
QSO:  3761 PH 2017-03-26 1827 UR4WWT        59 0079 S5100LIONS    59 0396
QSO:  7196 PH 2017-03-26 2132 UR4WWT        59 0080 J43TR         59 2345
END-OF-LOG:
