START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: N4YA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N4YA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2017.
QSO:  7127 PH 2017-03-25 0106 N4YA          59 KQ2M          59 153
QSO:  7132 PH 2017-03-25 0107 N4YA          59 002 IR4M          59 163
QSO:  7134 PH 2017-03-25 0109 N4YA          59 003 CN3A          59 172
QSO:  7138 PH 2017-03-25 0110 N4YA          59 004 AC1U          59 0170
QSO:  7141 PH 2017-03-25 0110 N4YA          59 0005 VC2W          59 0108
QSO:  7142 PH 2017-03-25 0111 N4YA          59 0006 NE1C          59 0098
QSO:  7145 PH 2017-03-25 0112 N4YA          59 0007 PR7AA         59 0114
QSO:  7000 PH 2017-03-25 0113 N4YA          59 9 K3ZO          59 128
QSO:  7147 PH 2017-03-25 0114 N4YA          59 0008 LZ5K          59 0092
QSO:  7153 PH 2017-03-25 0115 N4YA          59 0010 KR1DX         59 0102
QSO:  7155 PH 2017-03-25 0115 N4YA          59 0012 VA2EN         59 0024
QSO:  7155 PH 2017-03-25 0115 N4YA          59 0011 WX3B          59 0108
QSO:  7156 PH 2017-03-25 0116 N4YA          59 0013 YT7A          59 0114
QSO:  7158 PH 2017-03-25 0117 N4YA          59 014 TM0T          59 0201
QSO:  7160 PH 2017-03-25 0117 N4YA          59 0015 VE3CX         59 0201
QSO:  7162 PH 2017-03-25 0117 N4YA          59 016 9A1A          59 0126
QSO:  7167 PH 2017-03-25 0118 N4YA          59 0018 E7DX          59 0135
QSO:  7168 PH 2017-03-25 0118 N4YA          59 0019 IO5O          59 0183
QSO:  7169 PH 2017-03-25 0126 N4YA          59 20 KP3H          59 077
QSO:  7000 PH 2017-03-25 0127 N4YA          59 0021 PJ2/VA7AM     59 0121
QSO:  7174 PH 2017-03-25 0128 N4YA          59 0022 K1LZ          59 0141
QSO:  7176 PH 2017-03-25 0129 N4YA          59 0023 EB8AH         59 0339
QSO:  7178 PH 2017-03-25 0130 N4YA          59 0024 EI7M          59 0171
QSO:  7156 PH 2017-03-25 0131 N4YA          59 025 EF9R          59 0259
QSO:  7182 PH 2017-03-25 0131 N4YA          59 026 II9P          59 0177
QSO:  7234 PH 2017-03-25 0133 N4YA          59 027 P44N          59 0226
QSO:  7187 PH 2017-03-25 0135 N4YA          59 028 ED1R          59 0102
QSO:  7187 PH 2017-03-25 0135 N4YA          59 0029 IR6T          59 0164
QSO:  7189 PH 2017-03-25 0136 N4YA          59 0030 OK7W          59 0045
QSO:  7190 PH 2017-03-25 0136 N4YA          59 0031 OM7M          59 0186
QSO:  7192 PH 2017-03-25 0138 N4YA          59 0032 HG1S          59 0175
QSO:  7193 PH 2017-03-25 0138 N4YA          59 0033 EF2A          59 0189
QSO:  7000 PH 2017-03-25 0140 N4YA          59 0036 PI4DX         59 0176
QSO:  7195 PH 2017-03-25 0140 N4YA          59 0035 CR6K          59 0102
QSO:  7198 PH 2017-03-25 0141 N4YA          59 0037 K0DU          59 0205
QSO:  7199 PH 2017-03-25 0141 N4YA          59 038 P33W          59 0288
QSO:  7201 PH 2017-03-25 0142 N4YA          59 0039 VC3T          59 0110
QSO:  7201 PH 2017-03-25 0143 N4YA          59 0040 VC3T          59 0113
