START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ZRS 50 MHz tekmovanje - Official results - VHFManager
CALLSIGN: M6R
CATEGORY: 50 MHz - checklog
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 50000 PH 2025-06-21 1421 M6R           59  1 JO02QV   X4XX          59  21        
QSO: 50000 PH 2025-06-21 1421 M6R           59  2 JO02QV   M4W           59  21 IO91CL 
QSO: 50000 PH 2025-06-21 1422 M6R           59  3 JO02QV   LZ2ZY         59  17 KN13OT 
QSO: 50000 PH 2025-06-21 1424 M6R           59  4 JO02QV   YU1AAV        59  17 KN04HM 
QSO: 50000 PH 2025-06-21 1425 M6R           59  5 JO02QV   9A9R          59  29 JN85OQ 
QSO: 50000 PH 2025-06-21 1429 M6R           59  6 JO02QV   YT7W          59  28 KN04JR 
QSO: 50000 PH 2025-06-21 1430 M6R           59  7 JO02QV   YO8OE         59  11 KN37EW 
QSO: 50000 PH 2025-06-21 1430 M6R           59  8 JO02QV   YO3GCL        59  16 KN34CK 
QSO: 50000 PH 2025-06-21 1432 M6R           59  9 JO02QV   YO2YA         59  30 KN05XR 
QSO: 50000 PH 2025-06-21 1432 M6R           59  10 JO02QV  IK7UXW        59  12 JN80XP 
QSO: 50000 PH 2025-06-21 1434 M6R           59  11 JO02QV  OE3GRA/P      59  17 JN78UB 
QSO: 50000 PH 2025-06-21 1435 M6R           59  12 JO02QV  IU7IGI        59  7 JN90AJ  
QSO: 50000 PH 2025-06-21 1436 M6R           59  13 JO02QV  YT5R          59  27 KN13EU 
QSO: 50000 PH 2025-06-21 1437 M6R           59  14 JO02QV  HA8KB         59  6 KN06NQ  
QSO: 50000 PH 2025-06-21 1438 M6R           59  15 JO02QV  CT7BIZ        59  9 IN60CR  
QSO: 50000 PH 2025-06-21 1439 M6R           59  16 JO02QV  ER3UA         59  13 KN37WS 
QSO: 50000 PH 2025-06-21 1440 M6R           59  17 JO02QV  OE3MDB        59  23 JN88JB 
QSO: 50000 PH 2025-06-21 1443 M6R           59  18 JO02QV  YO9DBP        59  17 KN24QX 
QSO: 50000 PH 2025-06-21 1444 M6R           59  19 JO02QV  YO7BM         59  6 KN24KU  
QSO: 50000 PH 2025-06-21 1444 M6R           59  20 JO02QV  HA5HK         59  13 JN97PL 
QSO: 50000 PH 2025-06-21 1445 M6R           59  21 JO02QV  YO7AQF        59  7 KN24KU  
QSO: 50000 PH 2025-06-21 1447 M6R           59  22 JO02QV  EA3DUR        59  2 IN62DA  
QSO: 50000 PH 2025-06-21 1448 M6R           59  23 JO02QV  HA5OAF        59  10 JN97QM 
QSO: 50000 PH 2025-06-21 1449 M6R           59  24 JO02QV  IK7LMX        59  17 JN80XP 
QSO: 50000 PH 2025-06-21 1454 M6R           59  25 JO02QV  G5B           59  45 IO92WS 
QSO: 50000 PH 2025-06-21 1456 M6R           59  26 JO02QV  9A6A          59  85 JN83GE 
QSO: 50000 PH 2025-06-21 1456 M6R           59  27 JO02QV  M5BFL         59  46 JO02RJ 
QSO: 50000 PH 2025-06-21 1459 M6R           59  28 JO02QV  PI4DX         59  27 JO21AJ 
QSO: 50000 PH 2025-06-21 1501 M6R           59  29 JO02QV  UW8SM         59  88 KN28IV 
QSO: 50000 PH 2025-06-21 1503 M6R           59  30 JO02QV  G3SVD         59  20 IO91II 
QSO: 50000 PH 2025-06-21 1507 M6R           59  31 JO02QV  G3YPP         59  2 JO02RV  
QSO: 50000 PH 2025-06-21 1509 M6R           59  32 JO02QV  M0BLF/P       59  6 JO02UJ  
QSO: 50000 PH 2025-06-21 1510 M6R           59  33 JO02QV  PA0CDN        59  7 JO22JJ  
QSO: 50000 PH 2025-06-21 1511 M6R           59  34 JO02QV  G8AUN         59  6 JO02PP  
QSO: 50000 PH 2025-06-21 1512 M6R           59  35 JO02QV  G4BEW         59  11 JO02OP 
QSO: 50000 PH 2025-06-21 1512 M6R           59  36 JO02QV  G1A           59  50 JO02HK 
QSO: 50000 PH 2025-06-21 1513 M6R           59  37 JO02QV  M1K           59  59 IO92QN 
QSO: 50000 PH 2025-06-21 1515 M6R           59  38 JO02QV  G4NBS         56  28 JO02AF 
QSO: 50000 PH 2025-06-21 1516 M6R           59  39 JO02QV  G6HL          59  1 JO02PW  
QSO: 50000 PH 2025-06-21 1521 M6R           59  40 JO02QV  G4ASR         59  55 IO81MX 
QSO: 50000 PH 2025-06-21 1522 M6R           59  41 JO02QV  M7DQO         59  21 IO92XR 
QSO: 50000 PH 2025-06-21 1524 M6R           59  42 JO02QV  DP7D          59  86 JO32PC 
QSO: 50000 PH 2025-06-21 1528 M6R           59  43 JO02QV  G3R           55  17 IO83SJ 
QSO: 50000 PH 2025-06-21 1531 M6R           59  44 JO02QV  MW0LKX/P      59  44 IO82KL 
QSO: 50000 PH 2025-06-21 1537 M6R           59  45 JO02QV  M0RDX         59  13 IO83WB 
