START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: HA8BE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Single Operator All band
CLAIMED-SCORE: 0
QSO: 14035 CW 2022-12-30 1251 HA8BE         599 67     LY5W          599 55    
QSO: 14018 CW 2022-12-30 1304 HA8BE         599 67     OY1CT         599 62    
QSO: 14037 CW 2022-12-30 1309 HA8BE         599 67     SC6O          599 70    
QSO: 14037 CW 2022-12-30 1309 HA8BE         599 67     DK3YD         599 71    
QSO: 14037 CW 2022-12-30 1310 HA8BE         599 67     I2IFT         599 64    
QSO: 14037 CW 2022-12-30 1311 HA8BE         599 67     UR7VA         599 63    
QSO: 14037 CW 2022-12-30 1312 HA8BE         599 67     DJ9BM         599 79    
QSO: 14037 CW 2022-12-30 1312 HA8BE         599 67     UA3YDI        599 66    
QSO: 14037 CW 2022-12-30 1313 HA8BE         599 67     OK5SA         599 83    
QSO: 14037 CW 2022-12-30 1316 HA8BE         599 67     RA3NC         599 72    
QSO: 14037 CW 2022-12-30 1318 HA8BE         599 67     DL7ULM        599 67    
QSO: 14037 CW 2022-12-30 1318 HA8BE         599 67     IN3OWY        599 74    
QSO: 14037 CW 2022-12-30 1320 HA8BE         599 67     HA5MA         599 69    
QSO: 14037 CW 2022-12-30 1321 HA8BE         599 67     DJ0YI         599 82    
QSO: 14037 CW 2022-12-30 1322 HA8BE         599 67     DL3GJ         599 45    
QSO: 14037 CW 2022-12-30 1325 HA8BE         599 67     DF3VM         599 52    
QSO: 14010 CW 2022-12-30 1327 HA8BE         599 67     SE5E          599 62    
QSO: 14012 CW 2022-12-30 1328 HA8BE         599 67     HA2KMR        599 67    
QSO: 14049 CW 2022-12-30 1331 HA8BE         599 67     G3DR          599 62    
QSO: 14010 CW 2022-12-30 1342 HA8BE         599 67     G4HOM         599 72    
QSO: 14010 CW 2022-12-30 1343 HA8BE         599 67     EV6Z          599 69    
QSO: 14010 CW 2022-12-30 1343 HA8BE         599 67     DK2ZO         599 73    
QSO: 14010 CW 2022-12-30 1345 HA8BE         599 67     DJ3CQ         599 67    
QSO: 14010 CW 2022-12-30 1345 HA8BE         599 67     DL7VOG        599 76    
QSO: 14010 CW 2022-12-30 1345 HA8BE         599 67     PA2PCH        599 73    
QSO: 14010 CW 2022-12-30 1346 HA8BE         599 67     SM6MIS        599 66    
QSO: 14010 CW 2022-12-30 1346 HA8BE         599 67     SD6F          599 60    
QSO: 14010 CW 2022-12-30 1346 HA8BE         599 67     YT8A          599 68    
QSO: 14010 CW 2022-12-30 1348 HA8BE         599 67     DL1ROT        599 47    
QSO: 14010 CW 2022-12-30 1348 HA8BE         599 67     DL4KG         599 62    
QSO: 14010 CW 2022-12-30 1348 HA8BE         599 67     SM0Q          599 58    
QSO: 14010 CW 2022-12-30 1349 HA8BE         599 67     GM3YOR        599 75    
QSO: 14010 CW 2022-12-30 1349 HA8BE         599 67     DM6EE         599 56    
QSO: 14010 CW 2022-12-30 1350 HA8BE         599 67     F5JOT         599 56    
QSO: 14010 CW 2022-12-30 1350 HA8BE         599 67     DL1RPR        599 73    
QSO: 14010 CW 2022-12-30 1351 HA8BE         599 67     DL4HCF        599 69    
QSO: 14010 CW 2022-12-30 1351 HA8BE         599 67     RX6LRU        599 63    
QSO: 14010 CW 2022-12-30 1352 HA8BE         599 67     EA4T          599 52    
QSO: 14010 CW 2022-12-30 1353 HA8BE         599 67     RT1A          599 73    
QSO: 14010 CW 2022-12-30 1354 HA8BE         599 67     HB9DAX/QRP    599 82    
QSO: 14010 CW 2022-12-30 1355 HA8BE         599 67     RN4HAB        599 62    
QSO: 14010 CW 2022-12-30 1355 HA8BE         599 67     PA4OES        599 58    
QSO: 14010 CW 2022-12-30 1356 HA8BE         599 67     SM5CSS        599 77    
QSO: 14010 CW 2022-12-30 1357 HA8BE         599 67     IK1PMR        599 52    
QSO: 14010 CW 2022-12-30 1357 HA8BE         599 67     YL3JA         599 23    
QSO: 14010 CW 2022-12-30 1358 HA8BE         599 67     SF6W          599 69    
QSO: 14010 CW 2022-12-30 1358 HA8BE         599 67     DF7IH         599 65    
QSO: 14010 CW 2022-12-30 1358 HA8BE         599 67     OZ5UR         599 76    
QSO: 14010 CW 2022-12-30 1359 HA8BE         599 67     ON7XN         599 70    
QSO: 14010 CW 2022-12-30 1359 HA8BE         599 67     IT9VJO        599 60    
QSO: 14010 CW 2022-12-30 1400 HA8BE         599 67     SE6K          599 72    
QSO: 14010 CW 2022-12-30 1400 HA8BE         599 67     ES5NY         599 61    
QSO: 14010 CW 2022-12-30 1400 HA8BE         599 67     HA7RY         599 69    
QSO: 14010 CW 2022-12-30 1401 HA8BE         599 67     LY9A          599 66    
QSO: 14010 CW 2022-12-30 1401 HA8BE         599 67     DF5BX         599 76    
QSO: 14010 CW 2022-12-30 1401 HA8BE         599 67     K8IA          599 76    
QSO: 21017 CW 2022-12-30 1403 HA8BE         599 67     HG6O          599 67    
QSO: 28031 CW 2022-12-30 1405 HA8BE         599 67     ZD7BG         599 69    
QSO: 28013 CW 2022-12-30 1409 HA8BE         599 67     K1ZZ          599 72    
QSO: 21015 CW 2022-12-30 1419 HA8BE         599 67     9A0YOTA       599 17    
QSO: 21026 CW 2022-12-30 1420 HA8BE         599 67     ES9YOTA       599 25    
QSO: 21024 CW 2022-12-30 1421 HA8BE         599 67     K0ZR          599 68    
QSO: 21037 CW 2022-12-30 1423 HA8BE         599 67     K8T           599 20    
QSO: 21037 CW 2022-12-30 1423 HA8BE         599 67     HA3NU         599 63    
QSO: 21037 CW 2022-12-30 1424 HA8BE         599 67     UA4FCO        599 68    
QSO: 21037 CW 2022-12-30 1425 HA8BE         599 67     K1ZZ          599 72    
QSO: 21037 CW 2022-12-30 1426 HA8BE         599 67     K4BAI         599 79    
QSO: 21037 CW 2022-12-30 1426 HA8BE         599 67     YT7X          599 59    
QSO: 21029 CW 2022-12-30 1430 HA8BE         599 67     G5AT          599 73    
QSO: 21034 CW 2022-12-30 1440 HA8BE         599 67     EI0W          599 57    
QSO: 21034 CW 2022-12-30 1441 HA8BE         599 67     W8FJ          599 77    
