START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: DJ0SP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Single Operator All band
CLAIMED-SCORE: 0
QSO:  7015 CW 2022-12-30 1200 DJ0SP         599 62     G3SVK         599 71    
QSO:  7013 CW 2022-12-30 1202 DJ0SP         599 62     SE6K          599 72    
QSO:  7013 CW 2022-12-30 1204 DJ0SP         599 62     HA1YI         599 64    
QSO: 14024 CW 2022-12-30 1207 DJ0SP         599 62     LY7K          599 24    
QSO: 14015 CW 2022-12-30 1210 DJ0SP         599 62     P3X           599 48    
QSO: 14015 CW 2022-12-30 1210 DJ0SP         599 62     HG6O          599 67    
QSO: 14017 CW 2022-12-30 1211 DJ0SP         599 62     EU2F          599 60    
QSO: 14018 CW 2022-12-30 1211 DJ0SP         599 62     YQ6Q          599 67    
QSO: 14018 CW 2022-12-30 1211 DJ0SP         599 62     YO4NF         599 49    
QSO: 14020 CW 2022-12-30 1212 DJ0SP         599 62     R9CT          599 11    
QSO: 14021 CW 2022-12-30 1213 DJ0SP         599 62     HA9A          599 62    
QSO: 14024 CW 2022-12-30 1213 DJ0SP         599 62     LY5W          599 55    
QSO: 14025 CW 2022-12-30 1214 DJ0SP         599 62     YL2TD         599 62    
QSO: 14027 CW 2022-12-30 1215 DJ0SP         599 62     LY2PX         599 69    
QSO: 14028 CW 2022-12-30 1216 DJ0SP         599 62     LA/G3SWC      599 75    
QSO: 14029 CW 2022-12-30 1216 DJ0SP         599 62     E77A          599 50    
QSO: 14031 CW 2022-12-30 1217 DJ0SP         599 62     OK2HBR        599 70    
QSO: 14028 CW 2022-12-30 1219 DJ0SP         599 62     HA8MV         599 60    
QSO: 14028 CW 2022-12-30 1219 DJ0SP         599 62     YU1ML         599 75    
QSO: 14028 CW 2022-12-30 1221 DJ0SP         599 62     RX3VF         599 66    
QSO: 14028 CW 2022-12-30 1221 DJ0SP         599 62     HA2E          599 54    
QSO: 14028 CW 2022-12-30 1222 DJ0SP         599 62     SP5DJ         599 57    
QSO: 14028 CW 2022-12-30 1223 DJ0SP         599 62     LZ2MP         599 64    
QSO: 14028 CW 2022-12-30 1224 DJ0SP         599 62     OK1DKE        599 65    
QSO: 14017 CW 2022-12-30 1226 DJ0SP         599 62     S51DX         599 59    
QSO: 14021 CW 2022-12-30 1227 DJ0SP         599 62     SD1A          599 50    
QSO: 14031 CW 2022-12-30 1229 DJ0SP         599 62     UX5VK         599 74    
QSO: 14031 CW 2022-12-30 1229 DJ0SP         599 62     LY9A          599 66    
QSO: 14031 CW 2022-12-30 1230 DJ0SP         599 62     UR7VA         599 63    
QSO: 21015 CW 2022-12-30 1234 DJ0SP         599 62     9A0YOTA       599 17    
QSO: 21019 CW 2022-12-30 1235 DJ0SP         599 62     YO4MF         599 49    
QSO: 21020 CW 2022-12-30 1236 DJ0SP         599 62     UA6AK         599 68    
QSO: 21023 CW 2022-12-30 1238 DJ0SP         599 62     RK4K          599 71    
QSO: 21023 CW 2022-12-30 1239 DJ0SP         599 62     LZ2PS         599 67    
QSO: 21023 CW 2022-12-30 1240 DJ0SP         599 62     LZ5R          599 35    
QSO: 21023 CW 2022-12-30 1240 DJ0SP         599 62     YU5T          599 71    
QSO: 21023 CW 2022-12-30 1240 DJ0SP         599 62     LZ1YF         599 69    
QSO: 21023 CW 2022-12-30 1241 DJ0SP         599 62     OH3MF         599 84    
QSO: 21023 CW 2022-12-30 1242 DJ0SP         599 62     RA4CL         599 68    
QSO: 21023 CW 2022-12-30 1243 DJ0SP         599 62     RA4ZA         599 58    
QSO: 21023 CW 2022-12-30 1244 DJ0SP         599 62     9A7B          599 16    
QSO: 21026 CW 2022-12-30 1247 DJ0SP         599 62     EA1X          599 53    
QSO: 21014 CW 2022-12-30 1248 DJ0SP         599 62     RT5P          599 65    
QSO: 21024 CW 2022-12-30 1249 DJ0SP         599 62     EU2F          599 60    
QSO: 14016 CW 2022-12-30 1258 DJ0SP         599 62     LZ4R          599 62    
QSO: 14022 CW 2022-12-30 1259 DJ0SP         599 62     EA1X          599 53    
QSO: 14024 CW 2022-12-30 1300 DJ0SP         599 62     I2IFT         599 64    
QSO: 14024 CW 2022-12-30 1304 DJ0SP         599 62     RA3NC         599 72    
QSO: 14024 CW 2022-12-30 1306 DJ0SP         599 62     HA6AK         599 33    
QSO: 14024 CW 2022-12-30 1306 DJ0SP         599 62     GM4ZUK        599 55    
QSO: 14024 CW 2022-12-30 1307 DJ0SP         599 62     IV3HAX        599 57    
QSO: 14024 CW 2022-12-30 1307 DJ0SP         599 62     9A7B          599 16    
QSO: 14024 CW 2022-12-30 1308 DJ0SP         599 62     S57X          599 70    
QSO: 14024 CW 2022-12-30 1308 DJ0SP         599 62     UA3YDI        599 66    
QSO: 14024 CW 2022-12-30 1309 DJ0SP         599 62     R0QAW/3       599 17    
QSO: 14024 CW 2022-12-30 1309 DJ0SP         599 62     W1HI          599 81    
QSO: 14024 CW 2022-12-30 1310 DJ0SP         599 62     UC5D          599 51    
QSO: 14024 CW 2022-12-30 1311 DJ0SP         599 62     SE4E          599 76    
QSO: 14024 CW 2022-12-30 1312 DJ0SP         599 62     OK2MBP        599 65    
QSO: 14024 CW 2022-12-30 1312 DJ0SP         599 62     OK2PBR        599 83    
QSO: 14024 CW 2022-12-30 1314 DJ0SP         599 62     DQ0YOTA       599 16    
QSO: 14024 CW 2022-12-30 1315 DJ0SP         599 62     HA7RY         599 69    
QSO: 14024 CW 2022-12-30 1315 DJ0SP         599 62     RK3ER         599 85    
QSO: 14024 CW 2022-12-30 1317 DJ0SP         599 62     IV3EAD        599 67    
QSO: 14024 CW 2022-12-30 1318 DJ0SP         599 62     SW9BJP        599 67    
QSO: 14024 CW 2022-12-30 1318 DJ0SP         599 62     DF3VM         599 52    
QSO: 14024 CW 2022-12-30 1319 DJ0SP         599 62     RT1A          599 73    
QSO: 14024 CW 2022-12-30 1320 DJ0SP         599 62     YU5T          599 71    
QSO: 14024 CW 2022-12-30 1321 DJ0SP         599 62     OM7AT         599 63    
QSO: 14024 CW 2022-12-30 1321 DJ0SP         599 62     IK1PMR        599 52    
QSO: 14024 CW 2022-12-30 1323 DJ0SP         599 62     SP6EIY        599 76    
QSO: 14024 CW 2022-12-30 1324 DJ0SP         599 62     OK8KM         599 77    
QSO: 14024 CW 2022-12-30 1325 DJ0SP         599 62     OK5NW         599 56    
QSO: 14024 CW 2022-12-30 1326 DJ0SP         599 62     DL4HBF        599 63    
QSO: 14024 CW 2022-12-30 1327 DJ0SP         599 62     DA3T          599 71    
QSO: 14024 CW 2022-12-30 1329 DJ0SP         599 62     RN1AO         599 61    
QSO: 14024 CW 2022-12-30 1330 DJ0SP         599 62     SP3BBS        599 32    
QSO: 14024 CW 2022-12-30 1331 DJ0SP         599 62     SM0Q          599 58    
QSO: 14024 CW 2022-12-30 1331 DJ0SP         599 62     OK1FCA        599 80    
QSO: 14024 CW 2022-12-30 1332 DJ0SP         599 62     M0TDW         599 67    
QSO: 14024 CW 2022-12-30 1332 DJ0SP         599 62     LZ2PS         599 67    
QSO: 14024 CW 2022-12-30 1333 DJ0SP         599 62     OK1FIA        599 56    
QSO: 14024 CW 2022-12-30 1333 DJ0SP         599 62     UA1ZZ         599 86    
QSO: 14024 CW 2022-12-30 1333 DJ0SP         599 62     RW3AI         599 69    
QSO: 14024 CW 2022-12-30 1334 DJ0SP         599 62     IT9VDQ        599 66    
QSO: 14024 CW 2022-12-30 1335 DJ0SP         599 62     EA4T          599 27    
QSO: 14024 CW 2022-12-30 1341 DJ0SP         599 62     YR8XMAS       599 70    
QSO: 14023 CW 2022-12-30 1342 DJ0SP         599 62     SX338M        599 69    
QSO: 14019 CW 2022-12-30 1343 DJ0SP         599 62     HA1ZN         599 65    
QSO: 14012 CW 2022-12-30 1344 DJ0SP         599 62     9A3SMS        599 22    
QSO: 14007 CW 2022-12-30 1348 DJ0SP         599 62     GM5WS         599 19    
QSO: 14016 CW 2022-12-30 1350 DJ0SP         599 62     EV6Z          599 69    
QSO: 14016 CW 2022-12-30 1351 DJ0SP         599 62     SP4AWE        599 77    
QSO: 14016 CW 2022-12-30 1352 DJ0SP         599 62     HA1SD         599 87    
