START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: W1YW
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W1YW
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2023.
QSO: 28001 CW 2023-09-16 1321 W1YW          599 1 OG7A          599 88
QSO: 28020 CW 2023-09-16 1322 W1YW          599 2 SK3W          599 163
QSO: 28031 CW 2023-09-16 1325 W1YW          599 4 OG4X          599 88
QSO: 28026 CW 2023-09-16 1327 W1YW          599 6 OH1RX         599 68
QSO: 21013 CW 2023-09-16 1335 W1YW          599 9 OH7K          599 185
QSO: 21001 CW 2023-09-16 1336 W1YW          599 10 OH5BM         599 160
QSO: 21007 CW 2023-09-16 1337 W1YW          599 21 OH3OJ         599 151
QSO: 21016 CW 2023-09-16 1339 W1YW          599 14 OZ8SW         599 161
QSO: 21018 CW 2023-09-16 1340 W1YW          599 15 5Q6EE         599 123
QSO: 21017 CW 2023-09-16 1341 W1YW          599 16 LA8HGA        599 146
QSO: 21020 CW 2023-09-16 1341 W1YW          599 17 TF3D          599 137
QSO: 21020 CW 2023-09-16 1343 W1YW          599 18 LN8W          599 192
QSO: 21022 CW 2023-09-16 1344 W1YW          599 19 OG2X          599 139
QSO: 21026 CW 2023-09-16 1344 W1YW          599 20 OZ3SM         599 170
QSO: 21026 CW 2023-09-16 1346 W1YW          599 21 OH1RX         599 90
QSO: 21028 CW 2023-09-16 1346 W1YW          599 22 LC5T          599 200
QSO: 21029 CW 2023-09-16 1348 W1YW          599 23 OG1F          599 328
QSO: 21030 CW 2023-09-16 1349 W1YW          599 24 SM5X          599 197
QSO: 21033 CW 2023-09-16 1349 W1YW          599 25 OH8Z          599 231
QSO: 21034 CW 2023-09-16 1350 W1YW          599 26 SF1Z          599 145
QSO: 21036 CW 2023-09-16 1351 W1YW          599 27 SB3W          599 205
QSO: 21040 CW 2023-09-16 1351 W1YW          599 28 OH1NA         599 152
QSO: 21042 CW 2023-09-16 1352 W1YW          599 29 OH6NC         599 228
QSO: 21043 CW 2023-09-16 1354 W1YW          599 30 OH6OS         599 169
QSO: 21000 CW 2023-09-16 1436 W1YW          599 32 OH2BAH        599 235
QSO: 21047 CW 2023-09-16 1437 W1YW          599 33 OH1X          599 240
QSO: 21000 CW 2023-09-16 1438 W1YW          599 25 OZ4ABH        599 126
QSO: 21043 CW 2023-09-16 1439 W1YW          599 36 LA1TV         599 263
QSO: 21041 CW 2023-09-16 1443 W1YW          599 39 LA2AB         599 197
QSO: 21043 CW 2023-09-16 1443 W1YW          599 37 OH3Z          599 127
QSO: 21035 CW 2023-09-16 1444 W1YW          599 40 SK3W          599 318
QSO: 21032 CW 2023-09-16 1445 W1YW          599 42 OG3B          599 315
END-OF-LOG:
