START-OF-LOG: 3.0
CONTEST: WW-DIGI
CALLSIGN: KE4WE
LOCATION: TN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
GRID-LOCATOR: EM66
CLAIMED-SCORE: 1190
NAME: Keith Johnson
OPERATORS: KE4WE
CREATED-BY: N3FJP's World Wide Digi DX Contest Log 1.2.3
QSO:  7000 DG 2022-08-27 1204 KE4WE  EM66   KB4S   FM17
QSO:  7000 DG 2022-08-27 1205 KE4WE  EM66   KC9YRA EN61
QSO:  7000 DG 2022-08-27 1207 KE4WE  EM66   KF8VN  EN63
QSO:  7000 DG 2022-08-27 1210 KE4WE  EM66   N5TJD  EM10
QSO:  7000 DG 2022-08-27 1213 KE4WE  EM66   N4LKB  FM18
QSO:  7091 DG 2022-08-27 1218 KE4WE  EM66   WB8CZH EL88
QSO:  7092 DG 2022-08-27 1221 KE4WE  EM66   K4SHW  EM73
QSO:  7092 DG 2022-08-27 1222 KE4WE  EM66   WQ5L   EM50
QSO: 14092 DG 2022-08-27 1234 KE4WE  EM66   KD2TCK FM29
QSO: 14092 DG 2022-08-27 1239 KE4WE  EM66   VE1BZI FN74
QSO: 14092 DG 2022-08-27 1242 KE4WE  EM66   N0KEN  EN26
QSO: 14092 DG 2022-08-27 1253 KE4WE  EM66   W0VC   EN34
QSO: 14092 DG 2022-08-27 1313 KE4WE  EM66   N7ZZ   EN64
QSO: 14092 DG 2022-08-27 1315 KE4WE  EM66   KF8VN  EN63
QSO: 14092 DG 2022-08-27 1319 KE4WE  EM66   W8GJK  CM95
QSO: 14092 DG 2022-08-27 1324 KE4WE  EM66   KE0ZCE EN16
QSO: 14092 DG 2022-08-27 1326 KE4WE  EM66   KC2WUF FN20
QSO: 14092 DG 2022-08-27 1327 KE4WE  EM66   KE5CVM EL17
QSO: 14092 DG 2022-08-27 1329 KE4WE  EM66   EA4HPY IN70
QSO: 14092 DG 2022-08-27 1331 KE4WE  EM66   ZS6BJU KG43
QSO: 14092 DG 2022-08-27 1333 KE4WE  EM66   AI3Q   FN21
QSO: 14092 DG 2022-08-27 1342 KE4WE  EM66   KC3PIB EN90
QSO: 14081 DG 2022-08-27 1343 KE4WE  EM66   K2RET  FM29
QSO: 14081 DG 2022-08-27 1344 KE4WE  EM66   WA7BNM DM04
QSO: 14081 DG 2022-08-27 1347 KE4WE  EM66   WD9HSY EN61
QSO: 14081 DG 2022-08-27 1348 KE4WE  EM66   N1EK   FM19
QSO: 14081 DG 2022-08-27 1349 KE4WE  EM66   N0STL  EN35
QSO: 14081 DG 2022-08-27 1350 KE4WE  EM66   K9EEH  EN51
QSO: 14081 DG 2022-08-27 1351 KE4WE  EM66   W5AP   DM78
QSO: 14081 DG 2022-08-27 1353 KE4WE  EM66   W6IA   CM97
QSO: 14081 DG 2022-08-27 1353 KE4WE  EM66   N7UVH  DN17
QSO: 14081 DG 2022-08-27 1354 KE4WE  EM66   KE9RY  EN52
QSO: 14081 DG 2022-08-27 1357 KE4WE  EM66   KF0CZD EN13
QSO: 14081 DG 2022-08-27 1401 KE4WE  EM66   VE5MX  DN89
QSO: 14081 DG 2022-08-27 1403 KE4WE  EM66   WD4AH  EL89
QSO: 14081 DG 2022-08-27 1404 KE4WE  EM66   XE1CL  DL90
QSO: 14081 DG 2022-08-27 1406 KE4WE  EM66   K6TAA  DM65
QSO:  7091 DG 2022-08-27 1415 KE4WE  EM66   NA5NN  EM50
QSO:  7091 DG 2022-08-27 1416 KE4WE  EM66   N4FUR  EL99
QSO:  7091 DG 2022-08-27 1417 KE4WE  EM66   W2DLL  FN02
QSO:  7091 DG 2022-08-27 1420 KE4WE  EM66   KC3PIB EN90
QSO:  7091 DG 2022-08-27 1421 KE4WE  EM66   AA4RF  EM98
QSO:  7091 DG 2022-08-27 1422 KE4WE  EM66   WB5BHS EM35
QSO:  7091 DG 2022-08-27 1423 KE4WE  EM66   KE8NAN EN82
QSO:  7081 DG 2022-08-27 1428 KE4WE  EM66   NF3R   FN20
QSO:  7081 DG 2022-08-27 1431 KE4WE  EM66   AC4MG  EM73
QSO: 14091 DG 2022-08-27 1434 KE4WE  EM66   NA5NN  EM50
QSO: 14091 DG 2022-08-27 1435 KE4WE  EM66   VA3RSA FN03
QSO: 14091 DG 2022-08-27 1438 KE4WE  EM66   WB0N   EN34
QSO: 14091 DG 2022-08-27 1448 KE4WE  EM66   N4GXX  EM60
QSO: 14091 DG 2022-08-27 1449 KE4WE  EM66   NN9T   EN61
QSO: 14091 DG 2022-08-27 1450 KE4WE  EM66   CO2JD  EL83
QSO: 14090 DG 2022-08-27 2011 KE4WE  EM66   K6XX   CM87
QSO: 14091 DG 2022-08-27 2015 KE4WE  EM66   K2AK   DM41
QSO: 14091 DG 2022-08-27 2016 KE4WE  EM66   NJ8G   DM33
QSO: 14092 DG 2022-08-27 2020 KE4WE  EM66   M5W    IO80
QSO:  7092 DG 2022-08-27 2026 KE4WE  EM66   K4CUL  FM18
QSO:  7092 DG 2022-08-27 2027 KE4WE  EM66   W1IZZ  FN41
QSO:  7092 DG 2022-08-27 2028 KE4WE  EM66   KB3HF  EM48
END-OF-LOG:
