START-OF-LOG: 3.0
CALLSIGN: ON6AT
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 100284
NAME: Patrick Elyn
LOCATION: DX
OPERATORS: ON6AT
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7133.0
SOAPBOX: TRX: Yaesu FT-950 100w ANT: Cushcraft R8 + Diamond W8010
QSO:  7052 PH 2018-03-24 0130 ON6AT         59  0032   8P5A          59  0434
QSO:  7070 PH 2018-03-24 0132 ON6AT         59  0033   UX1UX         59  0079
QSO:  7073 PH 2018-03-24 0133 ON6AT         59  0034   UA9MA         59  0110
QSO:  7093 PH 2018-03-24 0137 ON6AT         59  0035   P49Y          59  0356
QSO: 21200 PH 2018-03-24 1308 ON6AT         59  0036   LZ5R          59  0230
QSO: 21278 PH 2018-03-24 1314 ON6AT         59  0037   9Q6BB         59  0364
QSO: 21285 PH 2018-03-24 1315 ON6AT         59  0038   4X7R          59  0317
QSO: 21280 PH 2018-03-24 1321 ON6AT         59  0039   OT5A          59  0073
QSO: 14111 PH 2018-03-24 1336 ON6AT         59  0040   VE3UDX        59  0673
QSO: 14113 PH 2018-03-24 1337 ON6AT         59  0041   RZ3Z          59  0780
QSO: 14115 PH 2018-03-24 1338 ON6AT         59  0042   EB7DX         59  0679
QSO: 14120 PH 2018-03-24 1339 ON6AT         59  0043   LZ1ND         59  0300
QSO: 14123 PH 2018-03-24 1340 ON6AT         59  0044   VB3T          59  1009
QSO: 14127 PH 2018-03-24 1341 ON6AT         59  0045   9A1AD         59  0247
QSO: 14133 PH 2018-03-24 1342 ON6AT         59  0046   H2T           59  0876
QSO: 14138 PH 2018-03-24 1346 ON6AT         59  0047   UT5C          59  0935
QSO: 14138 PH 2018-03-24 1347 ON6AT         59  0048   SV2ESW        59  0348
QSO: 14140 PH 2018-03-24 1412 ON6AT         59  0049   IO9A          59  1126
QSO: 14144 PH 2018-03-24 1415 ON6AT         59  0050   RW1CW         59  0269
QSO: 14151 PH 2018-03-24 1420 ON6AT         59  0051   NN3DX         59  0991
QSO: 14153 PH 2018-03-24 1422 ON6AT         59  0052   UA3ABJ        59  0197
QSO: 14156 PH 2018-03-24 1428 ON6AT         59  0053   WU2X          59  0949
QSO: 14161 PH 2018-03-24 1608 ON6AT         59  0054   4X7R          59  0965
QSO: 14163 PH 2018-03-24 1609 ON6AT         59  0055   N2RJ          59  0579
QSO: 14171 PH 2018-03-24 1610 ON6AT         59  0056   SV2DSJ        59  1105
QSO: 14176 PH 2018-03-24 1615 ON6AT         59  0057   P33W          59  1589
QSO: 14188 PH 2018-03-24 1622 ON6AT         59  0058   SV9FBG        59  0731
QSO: 14200 PH 2018-03-24 1623 ON6AT         59  0059   RQ5D          59  1649
QSO: 14206 PH 2018-03-24 1625 ON6AT         59  0060   SZ1A          59  1061
QSO: 14235 PH 2018-03-24 1631 ON6AT         59  0061   A71AM         59  0816
QSO: 14246 PH 2018-03-24 1633 ON6AT         59  0062   UW1M          59  1676
QSO: 14252 PH 2018-03-24 1638 ON6AT         59  0063   NE1C          59  0481
QSO: 14257 PH 2018-03-24 1709 ON6AT         59  0064   CN2AA         59  3048
QSO: 14125 PH 2018-03-24 1716 ON6AT         59  0065   YM7KA         59  0870
QSO: 14140 PH 2018-03-24 1717 ON6AT         59  0066   CR3DX         59  1634
QSO: 14148 PH 2018-03-24 1720 ON6AT         59  0067   VC2A          59  1409
QSO: 14151 PH 2018-03-24 1721 ON6AT         59  0068   NN2DX         59  1379
QSO: 14152 PH 2018-03-24 1722 ON6AT         59  0069   AC1U          59  1142
QSO: 14158 PH 2018-03-24 1723 ON6AT         59  0070   KQ2M          59  1178
QSO: 14160 PH 2018-03-24 1725 ON6AT         59  0071   NA3D          59  0548
QSO: 14162 PH 2018-03-24 1726 ON6AT         59  0072   UC5G          59  0113
QSO: 14172 PH 2018-03-24 1729 ON6AT         59  0073   C4A           59  1256
QSO: 14199 PH 2018-03-24 1732 ON6AT         59  0074   UT7E          59  0604
QSO: 14216 PH 2018-03-24 1733 ON6AT         59  0075   RW3XZ         59  0789
QSO: 14248 PH 2018-03-24 1740 ON6AT         59  0076   OG73X         59  0804
QSO: 14252 PH 2018-03-24 1742 ON6AT         59  0077   N2NT          59  0100
QSO: 14269 PH 2018-03-24 1745 ON6AT         59  0078   EF8R          59  3505
QSO: 14287 PH 2018-03-24 1746 ON6AT         59  0079   UA3BL         59  0478
QSO:  3613 PH 2018-03-24 2158 ON6AT         59  0080   DP8M          59  0454
QSO:  3619 PH 2018-03-24 2202 ON6AT         59  0081   ES100C        59  1110
QSO:  3620 PH 2018-03-24 2208 ON6AT         59  0082   OR1Z          59  0466
QSO:  3623 PH 2018-03-24 2209 ON6AT         59  0083   GB2GP         59  0553
QSO:  3625 PH 2018-03-24 2210 ON6AT         59  0084   F5BMI         59  0178
QSO:  3628 PH 2018-03-24 2212 ON6AT         59  0085   YO5PBF        59  0364
QSO:  3631 PH 2018-03-24 2213 ON6AT         59  0086   I1JTQ         59  0450
QSO:  3638 PH 2018-03-24 2214 ON6AT         59  0087   9A2KI         59  0879
QSO:  3643 PH 2018-03-24 2215 ON6AT         59  0088   LY2ZO         59  0546
QSO:  3645 PH 2018-03-24 2216 ON6AT         59  0089   IR6T          59  0447
QSO:  3657 PH 2018-03-24 2219 ON6AT         59  0090   EN7P          59  0339
QSO:  3661 PH 2018-03-24 2220 ON6AT         59  0091   IK3UNA        59  0987
QSO:  3669 PH 2018-03-24 2223 ON6AT         59  0092   OK7PY         59  0169
QSO:  3674 PH 2018-03-24 2225 ON6AT         59  0093   RJ4P          59  1526
QSO:  3677 PH 2018-03-24 2226 ON6AT         59  0094   OS8A          59  0425
QSO:  3680 PH 2018-03-24 2227 ON6AT         59  0095   9A0AA         59  0015
QSO:  3685 PH 2018-03-24 2229 ON6AT         59  0096   II2S          59  0493
QSO:  3693 PH 2018-03-24 2231 ON6AT         59  0097   LZ3ZZ         59  0116
QSO:  3695 PH 2018-03-24 2234 ON6AT         59  0098   MI0SLE        59  0278
QSO:  3698 PH 2018-03-24 2235 ON6AT         59  0099   S58Y          59  1328
QSO:  3702 PH 2018-03-24 2236 ON6AT         59  0100   IZ3SQW        59  0615
QSO:  3710 PH 2018-03-24 2241 ON6AT         59  0101   SM0T          59  0339
QSO:  3711 PH 2018-03-24 2243 ON6AT         59  0102   DM5B          59  0171
QSO:  3712 PH 2018-03-24 2246 ON6AT         59  0103   UT0NT         59  0748
QSO:  3714 PH 2018-03-24 2247 ON6AT         59  0104   HA3DX         59  0997
QSO:  3719 PH 2018-03-24 2247 ON6AT         59  0105   S55T          59  1850
QSO:  3721 PH 2018-03-24 2248 ON6AT         59  0106   YP8T          59  0579
QSO:  3723 PH 2018-03-24 2249 ON6AT         59  0107   HG2DX         59  0456
QSO:  3727 PH 2018-03-24 2251 ON6AT         59  0108   PG90T         59  0657
QSO:  3728 PH 2018-03-24 2252 ON6AT         59  0109   PC2L          59  0509
QSO:  3732 PH 2018-03-24 2253 ON6AT         59  0110   S51A          59  1655
QSO:  3734 PH 2018-03-24 2255 ON6AT         59  0111   OG7A          59  0435
QSO:  3736 PH 2018-03-24 2255 ON6AT         59  0112   EM0X          59  0878
QSO:  3740 PH 2018-03-24 2258 ON6AT         59  0113   Z30A          59  0500
QSO:  3742 PH 2018-03-24 2258 ON6AT         59  0114   9A8M          59  1022
QSO:  3745 PH 2018-03-24 2303 ON6AT         59  0115   9A60KDE       59  0867
QSO:  3752 PH 2018-03-24 2304 ON6AT         59  0116   HG7T          59  0856
QSO:  3762 PH 2018-03-24 2307 ON6AT         59  0117   LZ9W          59  0902
QSO:  3770 PH 2018-03-24 2309 ON6AT         59  0118   9A1A          59  1090
QSO:  3778 PH 2018-03-24 2315 ON6AT         59  0119   SV2CLJ        59  0630
QSO:  3783 PH 2018-03-24 2317 ON6AT         59  0120   LY1FW         59  0559
QSO:  3785 PH 2018-03-24 2317 ON6AT         59  0121   HB2U          59  0526
QSO:  3790 PH 2018-03-24 2319 ON6AT         59  0122   G6MC          59  0187
QSO:  3800 PH 2018-03-24 2321 ON6AT         59  0123   HG8R          59  0988
QSO:  3739 PH 2018-03-24 2325 ON6AT         59  0124   OM7M          59  0631
QSO:  3748 PH 2018-03-24 2326 ON6AT         59  0125   9A70A         59  2551
QSO:  3755 PH 2018-03-24 2327 ON6AT         59  0126   OT5A          59  0739
QSO:  3716 PH 2018-03-24 2329 ON6AT         59  0127   PA9M          59  0840
QSO:  3636 PH 2018-03-24 2331 ON6AT         59  0128   LN8W          59  0454
QSO:  3627 PH 2018-03-24 2334 ON6AT         59  0129   OE9MON        59  0101
QSO:  3620 PH 2018-03-24 2335 ON6AT         59  0130   3Z1K          59  0555
QSO:  3614 PH 2018-03-24 2338 ON6AT         59  0131   TC3D          59  0377
QSO:  7052 PH 2018-03-25 1615 ON6AT         59  0132   3Z1K          59  0883
QSO:  7064 PH 2018-03-25 1620 ON6AT         59  0133   EA3AQ         59  0641
QSO:  7068 PH 2018-03-25 1621 ON6AT         59  0134   M0UNN         59  0010
QSO:  7071 PH 2018-03-25 1623 ON6AT         59  0135   OM7JG         59  1960
QSO:  7073 PH 2018-03-25 1624 ON6AT         59  0136   S54ZZ         59  1181
QSO:  7045 PH 2018-03-25 1635 ON6AT         59  0137   YU2A          59  0684
QSO:  7080 PH 2018-03-25 1637 ON6AT         59  0138   RJ4P          59  2302
QSO:  7086 PH 2018-03-25 1640 ON6AT         59  0139   R8CT          59  0524
QSO:  7088 PH 2018-03-25 1648 ON6AT         59  0140   OE8Q          59  1235
QSO:  7092 PH 2018-03-25 1649 ON6AT         59  0141   DA2X          59  0663
QSO:  7098 PH 2018-03-25 1651 ON6AT         59  0142   UP0L          59  2610
QSO:  7105 PH 2018-03-25 1653 ON6AT         59  0143   RT5K          59  3002
QSO:  7110 PH 2018-03-25 1657 ON6AT         59  0144   ES9C          59  3300
QSO:  7113 PH 2018-03-25 1659 ON6AT         59  0145   IK2SAI        59  0019
QSO:  7125 PH 2018-03-25 1703 ON6AT         59  0146   UF1F          59  3704
QSO:  7126 PH 2018-03-25 1705 ON6AT         59  0147   ES100A        59  1734
QSO:  7127 PH 2018-03-25 1706 ON6AT         59  0148   RY2FAC        59  0078
QSO:  7131 PH 2018-03-25 1709 ON6AT         59  0149   E7DX          59  3417
QSO:  7133 PH 2018-03-25 1710 ON6AT         59  0150   9A5Y          59  2896
QSO:  7136 PH 2018-03-25 1716 ON6AT         59  0151   YT7E          59  0344
QSO:  7144 PH 2018-03-25 1719 ON6AT         59  0152   EA2LMI        59  0986
QSO:  7145 PH 2018-03-25 1721 ON6AT         59  0153   HA2NA         59  0094
QSO:  7147 PH 2018-03-25 1722 ON6AT         59  0154   OM7M          59  1938
QSO:  7157 PH 2018-03-25 1743 ON6AT         59  0155   YB3VI         59  0737
QSO:  7162 PH 2018-03-25 1746 ON6AT         59  0156   SP7VC         59  1589
QSO:  7165 PH 2018-03-25 1747 ON6AT         59  0157   CT1EWA        59  0293
QSO:  7168 PH 2018-03-25 1748 ON6AT         59  0158   9A1A          59  1841
QSO:  7172 PH 2018-03-25 1750 ON6AT         59  0159   SP3GEM        59  2017
QSO:  7174 PH 2018-03-25 1755 ON6AT         59  0160   YR100R        59  0828
QSO:  7176 PH 2018-03-25 1756 ON6AT         59  0161   LY5W          59  1026
QSO:  7178 PH 2018-03-25 1757 ON6AT         59  0162   UZ2I          59  2736
QSO:  7186 PH 2018-03-25 1758 ON6AT         59  0163   UZ3A          59  2003
QSO:  7188 PH 2018-03-25 1801 ON6AT         59  0164   IR6T          59  2349
QSO:  7191 PH 2018-03-25 1802 ON6AT         59  0165   OM7RU         59  1158
QSO:  7194 PH 2018-03-25 1803 ON6AT         59  0166   SN7D          59  1174
QSO:  7196 PH 2018-03-25 1804 ON6AT         59  0167   SJ0X          59  1028
QSO:  7190 PH 2018-03-25 1807 ON6AT         59  0168   IT9BDM        59  0727
QSO:  7178 PH 2018-03-25 1808 ON6AT         59  0169   OH5Z          59  1139
QSO:  7175 PH 2018-03-25 1810 ON6AT         59  0170   EF9R          59  2800
QSO:  7156 PH 2018-03-25 1811 ON6AT         59  0171   S51A          59  2603
QSO:  7143 PH 2018-03-25 1812 ON6AT         59  0172   IO2X          59  2946
QSO:  7127 PH 2018-03-25 1818 ON6AT         59  0173   RU4AA         59  0759
QSO:  7123 PH 2018-03-25 1820 ON6AT         59  0174   RG5R          59  0298
QSO:  7109 PH 2018-03-25 1821 ON6AT         59  0175   UA3VFS        59  1193
QSO:  7107 PH 2018-03-25 1822 ON6AT         59  0176   EN4U          59  2641
QSO:  7095 PH 2018-03-25 1824 ON6AT         59  0177   CR6K          59  0868
QSO:  7059 PH 2018-03-25 1832 ON6AT         59  0178   A71AM         59  1598
QSO:  7055 PH 2018-03-25 1849 ON6AT         59  0179   ES100Q        59  0831
QSO:  7080 PH 2018-03-25 1911 ON6AT         59  0180   IB9A          59  0985
QSO:  7084 PH 2018-03-25 1912 ON6AT         59  0181   OG6N          59  0998
QSO:  7087 PH 2018-03-25 1913 ON6AT         59  0182   OK7K          59  2814
QSO:  7089 PH 2018-03-25 1914 ON6AT         59  0183   OL9R          59  0983
QSO:  7047 PH 2018-03-25 1922 ON6AT         59  0184   LA8OM         59  0090
QSO:  7052 PH 2018-03-25 1924 ON6AT         59  0185   EV1R          59  1752
QSO:  7057 PH 2018-03-25 1926 ON6AT         59  0186   S51Z          59  0219
QSO:  7058 PH 2018-03-25 1927 ON6AT         59  0187   LA3BPA        59  0366
QSO:  7061 PH 2018-03-25 1930 ON6AT         59  0188   IZ4REF        59  0554
QSO:  7102 PH 2018-03-25 1946 ON6AT         59  0189   I2SVA         59  0928
QSO:  7104 PH 2018-03-25 1947 ON6AT         59  0190   IR4X          59  4067
QSO:  7106 PH 2018-03-25 1948 ON6AT         59  0191   IZ3SQW        59  1237
QSO:  7120 PH 2018-03-25 1949 ON6AT         59  0192   S51CK         59  0991
QSO:  7133 PH 2018-03-25 1952 ON6AT         59  0193   S04R          59  2163
QSO:  7137 PH 2018-03-25 1956 ON6AT         59  0194   TM0T          59  3373
QSO:  7141 PH 2018-03-25 1957 ON6AT         59  0195   IK0PHY        59  0447
QSO:  7181 PH 2018-03-25 2006 ON6AT         59  0196   HG7T          59  1408
QSO:  7188 PH 2018-03-25 2007 ON6AT         59  0197   IO5O          59  4090
QSO:  7199 PH 2018-03-25 2008 ON6AT         59  0198   IK3UNA        59  1519
QSO:  3611 PH 2018-03-25 2108 ON6AT         59  0199   F4GBW         59  0578
QSO:  3617 PH 2018-03-25 2110 ON6AT         59  0200   IU4HRJ        59  0181
QSO:  3623 PH 2018-03-25 2112 ON6AT         59  0201   LM90NRRL      59  1174
QSO:  3627 PH 2018-03-25 2113 ON6AT         59  0202   HB9IQY        59  0525
QSO:  3638 PH 2018-03-25 2116 ON6AT         59  0203   9A1AD         59  0852
QSO:  3659 PH 2018-03-25 2120 ON6AT         59  0204   EA7JQO        59  0356
QSO:  3668 PH 2018-03-25 2123 ON6AT         59  0205   MI5JYK        59  0287
QSO:  3672 PH 2018-03-25 2125 ON6AT         59  0206   MU0GSY        59  0495
QSO:  3676 PH 2018-03-25 2126 ON6AT         59  0207   OK1HMP        59  0385
QSO:  3678 PH 2018-03-25 2128 ON6AT         59  0208   3Z7H          59  1684
QSO:  3680 PH 2018-03-25 2129 ON6AT         59  0209   G5O           59  0587
QSO:  3685 PH 2018-03-25 2131 ON6AT         59  0210   9A1AR         59  0580
QSO:  3687 PH 2018-03-25 2132 ON6AT         59  0211   SP3P          59  0962
QSO:  3695 PH 2018-03-25 2133 ON6AT         59  0212   EV1R          59  1817
QSO:  3698 PH 2018-03-25 2134 ON6AT         59  0213   HA1AG         59  3170
QSO:  3705 PH 2018-03-25 2136 ON6AT         59  0214   OT5T          59  1046
QSO:  3712 PH 2018-03-25 2138 ON6AT         59  0215   IT9STX        59  0569
QSO:  3715 PH 2018-03-25 2140 ON6AT         59  0216   IO9R          59  0395
QSO:  3719 PH 2018-03-25 2141 ON6AT         59  0217   SN7D          59  1417
QSO:  3721 PH 2018-03-25 2142 ON6AT         59  0218   UP2L          59  3048
QSO:  3723 PH 2018-03-25 2144 ON6AT         59  0219   ED2C          59  0379
QSO:  3726 PH 2018-03-25 2146 ON6AT         59  0220   DJ0IF         59  0243
QSO:  3738 PH 2018-03-25 2149 ON6AT         59  0221   E74R          59  0844
QSO:  3742 PH 2018-03-25 2152 ON6AT         59  0222   UX0FF         59  0329
QSO:  3745 PH 2018-03-25 2152 ON6AT         59  0223   GM0V          59  0136
QSO:  3753 PH 2018-03-25 2153 ON6AT         59  0224   OL0W          59  0599
QSO:  3757 PH 2018-03-25 2154 ON6AT         59  0225   TM6M          59  4973
QSO:  3770 PH 2018-03-25 2156 ON6AT         59  0226   G3Q           59  1004
QSO:  3787 PH 2018-03-25 2158 ON6AT         59  0227   DM7PQ         59  0517
END-OF-LOG:
