START-OF-LOG: 3.0
CALLSIGN: K3CCR
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1190871
NAME: Ben Hutchinson
LOCATION: MDC
OPERATORS: N3UM W3GB
CLUB: Potomac Valley Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7133.0
SOAPBOX: K3CCR is the club station at the Collington continuing-care
SOAPBOX: retirement community at FM 18OW in MD, just east of DC. N3UM and
SOAPBOX: W3GB operated Multi-2 for 25.7 hrs, and as hoped we got a much
SOAPBOX: better score than we did in 2017 in 13.2 hrs. We were on 20 and
SOAPBOX: 40m at the 0Z start, then 40 and 80 after the first hr. Good
SOAPBOX: rates did not last on 40m. But 80m was good till 04Z, and 20m
SOAPBOX: 12-16Z Sat. AM. The whole contest was like that very good rates
SOAPBOX: and mult totals on 20, good on 80, briefly OK on 40. A pleasant
SOAPBOX: surprise to get 11% of our Qs and 10% of our mults on 15 an
SOAPBOX: 10m., nearly all with SA and Caribbean countries. On 160, SWR of
SOAPBOX: our T antenna went offscale on initial PA tuneup ~03Z and never
SOAPBOX: came back. 0n 80 thru 20 we tried often to ���Run ���Em!��� sometimes
SOAPBOX: we could. First good run was 51 Qs in 1 hr. 1820-1920Z Sat. on
SOAPBOX: 20 m. by N3UM peak of 81/hr for 22 min did not last. Then 2231-
SOAPBOX: 2303 Sat. W3GB ran on 20 at 75/hr, 40 Qs in 31 min.  Next N3UM
SOAPBOX: ran on 80m. for 129 Qs 0109-0226 Sun, 101/hr.  He clicked a spot
SOAPBOX: and QSY���d to work W4MYA, and didn���t lose the run freq.  Yes!
SOAPBOX: W3GB made 3 more runs on 40 m. of 14 to 31 Qs.  In all we made
SOAPBOX: 309 Qs running, 34% of our total. When runs died, clicking spots
SOAPBOX: was, well, spotty, worth maybe another 1/3 of Qs. S&P found many
SOAPBOX: calls not spotted. Worked 87 countries including JA and A6.
QSO: 21355 PH 2018-03-24 1553 K3CCR         59  0011   ZY2A          59  0352   1
QSO: 21340 PH 2018-03-24 1554 K3CCR         59  0012   PX2A          59  0764   1
QSO: 21280 PH 2018-03-24 1555 K3CCR         59  0013   WA6TQT        59  0305   1
QSO: 21297 PH 2018-03-24 1558 K3CCR         59  0014   CN2AA         59  2852   1
QSO: 21390 PH 2018-03-24 1600 K3CCR         59  0015   ZS6TVB        59  0515   1
QSO: 14270 PH 2018-03-24 1604 K3CCR         59  0134   YL6W          59  0879   0
QSO: 14272 PH 2018-03-24 1604 K3CCR         59  0135   TM0T          59  1338   0
QSO: 14321 PH 2018-03-24 1605 K3CCR         59  0136   OG60F         59  0483   0
QSO: 14334 PH 2018-03-24 1605 K3CCR         59  0137   DR5N          59  1120   0
QSO: 14332 PH 2018-03-24 1606 K3CCR         59  0138   II1A          59  0851   0
QSO: 14314 PH 2018-03-24 1608 K3CCR         59  0139   IO9O          59  0984   0
QSO: 14269 PH 2018-03-24 1609 K3CCR         59  0140   EF8R          59  3129   0
QSO: 14317 PH 2018-03-24 1610 K3CCR         59  0141   OG7O          59  0635   0
QSO: 14320 PH 2018-03-24 1611 K3CCR         59  0142   S50D          59  0582   0
QSO: 14263 PH 2018-03-24 1813 K3CCR         59  0143   G3M           59  0441   0
QSO: 14159 PH 2018-03-24 1820 K3CCR         59  0144   RY7Y          59  0026   0
QSO: 14159 PH 2018-03-24 1821 K3CCR         59  0145   9A9Z          59  0295   0
QSO: 14159 PH 2018-03-24 1822 K3CCR         59  0146   UW6E          59  0682   0
QSO: 14159 PH 2018-03-24 1823 K3CCR         59  0147   DL8OH         59  0034   0
QSO: 14159 PH 2018-03-24 1824 K3CCR         59  0148   UZ7M          59  0324   0
QSO: 14159 PH 2018-03-24 1824 K3CCR         59  0149   RZ2D          59  0058   0
QSO: 14159 PH 2018-03-24 1826 K3CCR         59  0150   OK2KOJ        59  0744   0
QSO: 14159 PH 2018-03-24 1827 K3CCR         59  0151   4X7R          59  1249   0
QSO: 14159 PH 2018-03-24 1828 K3CCR         59  0152   IV3DSG        59  0100   0
QSO: 14161 PH 2018-03-24 1833 K3CCR         59  0153   VO1CRP        59  0071   0
QSO: 14161 PH 2018-03-24 1833 K3CCR         59  0154   S52K          59  0043   0
QSO: 14161 PH 2018-03-24 1834 K3CCR         59  0155   OE8TTR        59  0146   0
QSO: 14161 PH 2018-03-24 1834 K3CCR         59  0156   SV1PMH        59  0209   0
QSO: 14161 PH 2018-03-24 1836 K3CCR         59  0157   3Z6V          59  0178   0
QSO: 14161 PH 2018-03-24 1837 K3CCR         59  0158   UY7C          59  0307   0
QSO: 14161 PH 2018-03-24 1838 K3CCR         59  0159   G0JHC         59  0173   0
QSO: 14161 PH 2018-03-24 1839 K3CCR         59  0160   OE3FKS        59  0026   0
QSO: 14161 PH 2018-03-24 1840 K3CCR         59  0161   I3FGX         59  0086   0
QSO: 14161 PH 2018-03-24 1840 K3CCR         59  0162   KW1K          59  0033   0
QSO: 14161 PH 2018-03-24 1841 K3CCR         59  0163   IU2EFB        59  0139   0
QSO: 14161 PH 2018-03-24 1842 K3CCR         59  0164   NU5DE         59  0029   0
QSO: 14161 PH 2018-03-24 1842 K3CCR         59  0165   IK4UXB        59  0194   0
QSO: 14161 PH 2018-03-24 1842 K3CCR         59  0166   SZ1A          59  1246   0
QSO: 14161 PH 2018-03-24 1843 K3CCR         59  0167   5B4AAB        59  0091   0
QSO: 14161 PH 2018-03-24 1844 K3CCR         59  0168   HG1S          59  1510   0
QSO: 14161 PH 2018-03-24 1844 K3CCR         59  0169   HG6L          59  0427   0
QSO: 14161 PH 2018-03-24 1845 K3CCR         59  0170   RM3F          59  0754   0
QSO: 14161 PH 2018-03-24 1846 K3CCR         59  0171   9A9K          59  0045   0
QSO: 14161 PH 2018-03-24 1846 K3CCR         59  0172   9A5VS         59  0056   0
QSO: 14161 PH 2018-03-24 1848 K3CCR         59  0173   N0GEF         59  0146   0
QSO: 14161 PH 2018-03-24 1848 K3CCR         59  0174   4L2M          59  1124   0
QSO: 14161 PH 2018-03-24 1849 K3CCR         59  0175   4U13FEB       59  0034   0
QSO: 14161 PH 2018-03-24 1850 K3CCR         59  0176   DJ9JF         59  0006   0
QSO: 14161 PH 2018-03-24 1850 K3CCR         59  0177   OK2BXU        59  0049   0
QSO: 14161 PH 2018-03-24 1851 K3CCR         59  0178   TA4LYL        59  0064   0
QSO: 14161 PH 2018-03-24 1852 K3CCR         59  0179   VO1DJT        59  0065   0
QSO: 14161 PH 2018-03-24 1853 K3CCR         59  0180   DM0Y          59  0545   0
QSO: 14161 PH 2018-03-24 1854 K3CCR         59  0181   YO6GUU        59  0025   0
QSO: 14162 PH 2018-03-24 1858 K3CCR         59  0182   LZ3TY         59  0116   0
QSO: 14162 PH 2018-03-24 1859 K3CCR         59  0183   SV1EET        59  0020   0
QSO: 14162 PH 2018-03-24 1859 K3CCR         59  0184   WA3RHW/4      59  0008   0
QSO: 14162 PH 2018-03-24 1900 K3CCR         59  0185   S56X          59  0415   0
QSO: 14162 PH 2018-03-24 1900 K3CCR         59  0186   LZ4KV         59  0137   0
QSO: 14162 PH 2018-03-24 1901 K3CCR         59  0187   N0UU          59  0117   0
QSO: 14162 PH 2018-03-24 1902 K3CCR         59  0188   UT3EV         59  0513   0
QSO: 14161 PH 2018-03-24 1904 K3CCR         59  0189   PD2JAM        59  0131   0
QSO: 14161 PH 2018-03-24 1905 K3CCR         59  0190   LN2G          59  0239   0
QSO: 14161 PH 2018-03-24 1907 K3CCR         59  0191   VO1VR         59  0043   0
QSO: 14161 PH 2018-03-24 1910 K3CCR         59  0192   DB4MM         59  0024   0
QSO: 14161 PH 2018-03-24 1911 K3CCR         59  0193   I2SVA         59  0463   0
QSO: 14161 PH 2018-03-24 1912 K3CCR         59  0194   EK3SA         59  0725   0
QSO: 14161 PH 2018-03-24 1913 K3CCR         59  0195   9A5O          59  0417   0
QSO: 14161 PH 2018-03-24 1913 K3CCR         59  0196   SG0M          59  0067   0
QSO: 14161 PH 2018-03-24 1914 K3CCR         59  0197   SM2S          59  0118   0
QSO: 14161 PH 2018-03-24 1915 K3CCR         59  0198   YP8W          59  0248   0
QSO: 14161 PH 2018-03-24 1916 K3CCR         59  0199   HB2U          59  0739   0
QSO: 14161 PH 2018-03-24 1918 K3CCR         59  0200   F2AR          59  0240   0
QSO: 14161 PH 2018-03-24 1920 K3CCR         59  0201   VE7GL         59  0151   0
QSO: 14188 PH 2018-03-24 1922 K3CCR         59  0202   HG5A          59  1379   0
QSO: 14245 PH 2018-03-24 1923 K3CCR         59  0203   IR8P          59  1642   0
QSO: 14254 PH 2018-03-24 1923 K3CCR         59  0204   VA7RR         59  0632   0
QSO: 14240 PH 2018-03-24 1924 K3CCR         59  0205   KK7PR         59  0195   0
QSO: 14260 PH 2018-03-24 1925 K3CCR         59  0206   VE4VT         59  0971   0
QSO: 14302 PH 2018-03-24 1927 K3CCR         59  0207   LZ5R          59  1470   0
QSO: 14268 PH 2018-03-24 1934 K3CCR         59  0208   EU1WW         59  1017   0
QSO: 14274 PH 2018-03-24 1934 K3CCR         59  0209   EO5O          59  2315   0
QSO: 14342 PH 2018-03-24 1935 K3CCR         59  0210   9A0BB         59  0488   0
QSO: 21257 PH 2018-03-24 2039 K3CCR         59  0016   9Y4D          59  0760   1
QSO: 14162 PH 2018-03-24 2041 K3CCR         59  0211   DQ5M          59  1403   0
QSO: 21285 PH 2018-03-24 2042 K3CCR         59  0017   FY5KE         59  1497   1
QSO: 14171 PH 2018-03-24 2043 K3CCR         59  0212   EE8K          59  0856   0
QSO: 21343 PH 2018-03-24 2043 K3CCR         59  0018   WP2Z          59  0153   1
QSO: 21376 PH 2018-03-24 2045 K3CCR         59  0019   K5JX          59  0119   1
QSO: 14248 PH 2018-03-24 2046 K3CCR         59  0213   NP4AW         59  0155   0
QSO: 21322 PH 2018-03-24 2047 K3CCR         59  0020   KD7RF         59  0399   1
QSO: 14248 PH 2018-03-24 2048 K3CCR         59  0214   KD5DD         59  1591   0
QSO: 14182 PH 2018-03-24 2049 K3CCR         59  0215   K0WA          59  0478   0
QSO: 21307 PH 2018-03-24 2051 K3CCR         59  0021   HK6J          59  0313   1
QSO: 14320 PH 2018-03-24 2052 K3CCR         59  0216   TM5T          59  0749   0
QSO: 21303 PH 2018-03-24 2052 K3CCR         59  0022   PJ2T          59  0702   1
QSO: 14321 PH 2018-03-24 2052 K3CCR         59  0217   EF9R          59  1981   0
QSO: 14334 PH 2018-03-24 2053 K3CCR         59  0218   EB7DX         59  1170   0
QSO: 14288 PH 2018-03-24 2053 K3CCR         59  0219   OE8Q          59  0678   0
QSO: 21369 PH 2018-03-24 2057 K3CCR         59  0023   KH6CJJ        59  0392   1
QSO: 14194 PH 2018-03-24 2100 K3CCR         59  0220   CN3A          59  2087   0
QSO: 21206 PH 2018-03-24 2102 K3CCR         59  0024   HI8JSG        59  0325   1
QSO: 21211 PH 2018-03-24 2103 K3CCR         59  0025   CP6UA         59  0214   1
QSO: 21214 PH 2018-03-24 2104 K3CCR         59  0026   NP2N          59  1251   1
QSO: 14298 PH 2018-03-24 2105 K3CCR         59  0221   CR6P          59  1121   0
QSO: 21218 PH 2018-03-24 2105 K3CCR         59  0027   PZ5RA         59  0740   1
QSO: 21225 PH 2018-03-24 2106 K3CCR         59  0028   PY4XX         59  0122   1
QSO: 14268 PH 2018-03-24 2107 K3CCR         59  0222   KW7Y          59  1345   0
QSO: 21230 PH 2018-03-24 2107 K3CCR         59  0029   HI8RD         59  0263   1
QSO: 14230 PH 2018-03-24 2108 K3CCR         59  0223   F6DZU         59  0261   0
QSO: 21235 PH 2018-03-24 2108 K3CCR         59  0030   FM5AN         59  0243   1
QSO: 14246 PH 2018-03-24 2109 K3CCR         59  0224   NT5V          59  0580   0
QSO: 21238 PH 2018-03-24 2110 K3CCR         59  0031   ZV5O          59  1043   1
QSO: 21242 PH 2018-03-24 2111 K3CCR         59  0032   VP5P          59  1554   1
QSO: 21249 PH 2018-03-24 2112 K3CCR         59  0033   KP2XX         59  1339   1
QSO: 21251 PH 2018-03-24 2113 K3CCR         59  0034   PR1T          59  0465   1
QSO: 14214 PH 2018-03-24 2113 K3CCR         59  0225   HB9KG         59  0406   0
QSO: 21255 PH 2018-03-24 2114 K3CCR         59  0035   PV7M          59  0238   1
QSO: 14216 PH 2018-03-24 2114 K3CCR         59  0226   CR3DX         59  2330   0
QSO: 21262 PH 2018-03-24 2115 K3CCR         59  0036   HI3K          59  1245   1
QSO: 21265 PH 2018-03-24 2117 K3CCR         59  0037   YY2EDF        59  0103   1
QSO: 21267 PH 2018-03-24 2117 K3CCR         59  0038   PJ4V          59  0792   1
QSO: 14238 PH 2018-03-24 2118 K3CCR         59  0227   EE2W          59  0824   0
QSO: 21270 PH 2018-03-24 2118 K3CCR         59  0039   CB1H          59  0229   1
QSO: 21287 PH 2018-03-24 2119 K3CCR         59  0040   HK3TK         59  0282   1
QSO: 21291 PH 2018-03-24 2121 K3CCR         59  0041   ZP5DVD        59  0077   1
QSO: 14207 PH 2018-03-24 2121 K3CCR         59  0228   8P1W          59  0282   0
QSO: 21301 PH 2018-03-24 2122 K3CCR         59  0042   YV5EMG        59  0192   1
QSO: 14225 PH 2018-03-24 2123 K3CCR         59  0229   PX2A          59  0362   0
QSO: 14279 PH 2018-03-24 2124 K3CCR         59  0230   TF8XC         59  0668   0
QSO: 14339 PH 2018-03-24 2133 K3CCR         59  0231   NC6R          59  0868   0
QSO: 14326 PH 2018-03-24 2134 K3CCR         59  0232   AD5XD         59  1107   0
QSO: 14324 PH 2018-03-24 2135 K3CCR         59  0233   KJ4QHL        59  0811   0
QSO: 14234 PH 2018-03-24 2136 K3CCR         59  0234   KG5LRP        59  0347   0
QSO: 14345 PH 2018-03-24 2138 K3CCR         59  0235   W6TK          59  0750   0
QSO: 21376 PH 2018-03-24 2141 K3CCR         59  0043   PJ4R          59  1758   1
QSO: 21383 PH 2018-03-24 2143 K3CCR         59  0044   PY2SBY        59  0166   1
QSO: 21357 PH 2018-03-24 2145 K3CCR         59  0045   PY2KJ         59  0736   1
QSO: 21361 PH 2018-03-24 2148 K3CCR         59  0046   PR8MET        59  0251   1
QSO: 14250 PH 2018-03-24 2153 K3CCR         59  0236   KP4RV         59  0668   0
QSO: 14293 PH 2018-03-24 2155 K3CCR         59  0237   PY2NY         59  0296   0
QSO: 14284 PH 2018-03-24 2156 K3CCR         59  0238   AG5Z          59  0654   0
QSO: 14315 PH 2018-03-24 2202 K3CCR         59  0239   W6SX          59  0366   0
QSO: 14277 PH 2018-03-24 2204 K3CCR         59  0240   K5FUV         59  0582   0
QSO: 14243 PH 2018-03-24 2206 K3CCR         59  0241   VE4VJR        59  0788   0
QSO: 14225 PH 2018-03-24 2207 K3CCR         59  0242   WA7NB         59  0700   0
QSO: 14168 PH 2018-03-24 2209 K3CCR         59  0243   K9OM          59  0383   0
QSO: 14247 PH 2018-03-24 2212 K3CCR         59  0244   WQ6X          59  0760   0
QSO: 14256 PH 2018-03-24 2213 K3CCR         59  0245   NK7L          59  0487   0
QSO: 14274 PH 2018-03-24 2215 K3CCR         59  0246   N6AR          59  0424   0
QSO: 14307 PH 2018-03-24 2217 K3CCR         59  0247   N5ZY          59  0306   0
QSO: 14321 PH 2018-03-24 2217 K3CCR         59  0248   WZ5AB         59  0555   0
QSO: 14333 PH 2018-03-24 2218 K3CCR         59  0249   KD7RF         59  0464   0
QSO: 14214 PH 2018-03-24 2220 K3CCR         59  0250   KG5HVO        59  0517   0
QSO: 14239 PH 2018-03-24 2222 K3CCR         59  0251   KK7PW         59  0345   0
QSO: 14244 PH 2018-03-24 2227 K3CCR         59  0252   NR6O          59  0676   0
QSO: 14320 PH 2018-03-24 2231 K3CCR         59  0253   K7NCK         59  0125   0
QSO: 14320 PH 2018-03-24 2232 K3CCR         59  0254   KB5DRJ        59  0041   0
QSO: 14320 PH 2018-03-24 2232 K3CCR         59  0255   KB5WWW        59  0110   0
QSO: 14320 PH 2018-03-24 2233 K3CCR         59  0256   W5PKK         59  0038   0
QSO: 14320 PH 2018-03-24 2233 K3CCR         59  0257   AI5SF         59  0319   0
QSO: 14320 PH 2018-03-24 2233 K3CCR         59  0258   WD5K          59  0656   0
QSO: 14320 PH 2018-03-24 2234 K3CCR         59  0259   KJ6OHI        59  0037   0
QSO: 14320 PH 2018-03-24 2234 K3CCR         59  0260   K6HR          59  0199   0
QSO: 14320 PH 2018-03-24 2235 K3CCR         59  0261   K0VAB         59  0020   0
QSO: 14320 PH 2018-03-24 2236 K3CCR         59  0262   NA5V/M        59  0029   0
QSO: 14320 PH 2018-03-24 2236 K3CCR         59  0263   NG6O          59  0153   0
QSO: 14320 PH 2018-03-24 2237 K3CCR         59  0264   K5TXB         59  0013   0
QSO: 14320 PH 2018-03-24 2237 K3CCR         59  0265   W9LG          59  0056   0
QSO: 14320 PH 2018-03-24 2238 K3CCR         59  0266   K9ING         59  0040   0
QSO: 14320 PH 2018-03-24 2239 K3CCR         59  0267   KI6NIC        59  0121   0
QSO: 14320 PH 2018-03-24 2240 K3CCR         59  0268   KA0JPN        59  0026   0
QSO: 14320 PH 2018-03-24 2240 K3CCR         59  0269   KA0TTA        59  0007   0
QSO: 14320 PH 2018-03-24 2241 K3CCR         59  0270   K7FB          59  0086   0
QSO: 14320 PH 2018-03-24 2242 K3CCR         59  0271   W0YJT         59  0158   0
QSO: 14320 PH 2018-03-24 2242 K3CCR         59  0272   AA0AO         59  0067   0
QSO: 14320 PH 2018-03-24 2243 K3CCR         59  0273   KD0PZ         59  0164   0
QSO: 14320 PH 2018-03-24 2243 K3CCR         59  0274   W5TCB         59  0018   0
QSO: 14320 PH 2018-03-24 2244 K3CCR         59  0275   KD5RXP        59  0023   0
QSO: 14320 PH 2018-03-24 2245 K3CCR         59  0276   KD0CVZ        59  0050   0
QSO: 14320 PH 2018-03-24 2251 K3CCR         59  0277   K5AOO         59  0017   0
QSO: 14320 PH 2018-03-24 2253 K3CCR         59  0278   KI6RRN        59  0745   0
QSO: 14320 PH 2018-03-24 2254 K3CCR         59  0279   W7FD          59  0085   0
QSO: 14320 PH 2018-03-24 2255 K3CCR         59  0280   N6ETO         59  0020   0
QSO: 14320 PH 2018-03-24 2256 K3CCR         59  0281   K1WZC         59  0021   0
QSO: 14320 PH 2018-03-24 2256 K3CCR         59  0282   NU7J          59  0236   0
QSO: 14320 PH 2018-03-24 2257 K3CCR         59  0283   KE6FQC        59  0089   0
QSO: 14320 PH 2018-03-24 2258 K3CCR         59  0284   W0YI          59  0023   0
QSO: 14320 PH 2018-03-24 2259 K3CCR         59  0285   K5Z           59  0044   0
QSO: 14320 PH 2018-03-24 2259 K3CCR         59  0286   NW0M          59  0324   0
QSO: 14320 PH 2018-03-24 2259 K3CCR         59  0287   AG7AA         59  0068   0
QSO: 14320 PH 2018-03-24 2300 K3CCR         59  0288   K6PGH         59  0034   0
QSO: 14320 PH 2018-03-24 2300 K3CCR         59  0289   N7WY          59  0440   0
QSO: 14320 PH 2018-03-24 2301 K3CCR         59  0290   WT0DX         59  0184   0
QSO: 14320 PH 2018-03-24 2302 K3CCR         59  0291   A6CV          59  0067   0
QSO: 14320 PH 2018-03-24 2303 K3CCR         59  0292   W7XQ          59  0422   0
QSO: 14338 PH 2018-03-24 2309 K3CCR         59  0293   ZZ2T          59  1400   0
QSO: 14310 PH 2018-03-24 2311 K3CCR         59  0294   WP2Z          59  0584   0
QSO: 14180 PH 2018-03-24 2318 K3CCR         59  0295   JR4OZR        59  0761   0
QSO: 14187 PH 2018-03-24 2320 K3CCR         59  0296   KZ1W          59  1088   0
QSO: 14320 PH 2018-03-24 2322 K3CCR         59  0297   ZV5O          59  0510   0
QSO: 14169 PH 2018-03-24 2326 K3CCR         59  0298   K1TO          59  0274   0
QSO: 21227 PH 2018-03-24 2326 K3CCR         59  0047   CX5A          59  0803   1
QSO: 21235 PH 2018-03-24 2328 K3CCR         59  0048   ZY2Y          59  0472   1
QSO: 21248 PH 2018-03-24 2329 K3CCR         59  0049   CE2MT         59  0143   1
QSO: 14304 PH 2018-03-24 2330 K3CCR         59  0299   CE3CBM        59  0019   0
QSO: 14229 PH 2018-03-24 2332 K3CCR         59  0300   P49Y          59  2687   0
QSO: 21250 PH 2018-03-24 2332 K3CCR         59  0050   CE4KTM        59  0320   1
QSO: 21252 PH 2018-03-24 2333 K3CCR         59  0051   PP5DZ         59  0566   1
QSO: 14282 PH 2018-03-24 2336 K3CCR         59  0301   PQ5B          59  1510   0
QSO: 21284 PH 2018-03-24 2341 K3CCR         59  0052   OA4SS         59  0809   1
QSO: 14235 PH 2018-03-24 2342 K3CCR         59  0302   HI3T          59  0521   0
QSO: 21334 PH 2018-03-24 2350 K3CCR         59  0053   LO7H          59  0959   1
QSO: 21369 PH 2018-03-24 2351 K3CCR         59  0054   T42CT         59  0341   1
QSO:  7149 PH 2018-03-24 2354 K3CCR         59  0053   NN2DX         59  2117   0
QSO:  7156 PH 2018-03-24 2355 K3CCR         59  0054   TM0T          59  2277   0
QSO:  7160 PH 2018-03-24 2356 K3CCR         59  0055   NE1C          59  0726   0
QSO:  7173 PH 2018-03-24 2359 K3CCR         59  0056   WW4LL         59  1066   0
QSO:  7175 PH 2018-03-25 0002 K3CCR         59  0057   AA4AQ         59  1412   0
QSO:  3757 PH 2018-03-25 0009 K3CCR         59  0071   N2NC          59  0181   1
QSO:  3757 PH 2018-03-25 0010 K3CCR         59  0072   W4VIC         59  0113   1
QSO:  3757 PH 2018-03-25 0011 K3CCR         59  0073   K3ZJ          59  0218   1
QSO:  3757 PH 2018-03-25 0011 K3CCR         59  0074   N4WD          59  0033   1
QSO:  3757 PH 2018-03-25 0012 K3CCR         59  0075   AB4B          59  0220   1
QSO:  3757 PH 2018-03-25 0014 K3CCR         59  0076   N2SQW         59  0479   1
QSO:  3757 PH 2018-03-25 0015 K3CCR         59  0077   W1GKT         59  0352   1
QSO:  3757 PH 2018-03-25 0016 K3CCR         59  0078   VA3XFC        59  0118   1
QSO:  3757 PH 2018-03-25 0017 K3CCR         59  0079   N4AGG         59  0107   1
QSO:  3757 PH 2018-03-25 0018 K3CCR         59  0080   N3WMC         59  0195   1
QSO:  3757 PH 2018-03-25 0019 K3CCR         59  0081   N8II          59  0565   1
QSO:  3757 PH 2018-03-25 0020 K3CCR         59  0082   WV8SW         59  0091   1
QSO:  3757 PH 2018-03-25 0021 K3CCR         59  0083   N3OJL         59  0085   1
QSO:  3757 PH 2018-03-25 0021 K3CCR         59  0084   AD3O          59  0009   1
QSO:  3757 PH 2018-03-25 0022 K3CCR         59  0085   KB1PFL/M      59  0001   1
QSO:  3757 PH 2018-03-25 0023 K3CCR         59  0086   VE3THG        59  0004   1
QSO:  3757 PH 2018-03-25 0024 K3CCR         59  0087   KE4YOG        59  0041   1
QSO:  3757 PH 2018-03-25 0025 K3CCR         59  0088   K8RGI         59  0128   1
QSO:  3757 PH 2018-03-25 0026 K3CCR         59  0089   VA3TSG        59  0169   1
QSO:  3757 PH 2018-03-25 0026 K3CCR         59  0090   NG0C          59  0347   1
QSO:  3757 PH 2018-03-25 0031 K3CCR         59  0091   N4RV          59  0553   1
QSO:  3757 PH 2018-03-25 0032 K3CCR         59  0092   KA1C          59  0056   1
QSO:  3757 PH 2018-03-25 0032 K3CCR         59  0093   VO1JQB        59  0010   1
QSO:  3757 PH 2018-03-25 0033 K3CCR         59  0094   N8WXQ         59  0183   1
QSO:  3656 PH 2018-03-25 0040 K3CCR         59  0095   F5LIW         59  0881   1
QSO:  3673 PH 2018-03-25 0042 K3CCR         59  0096   EF1W          59  1529   1
QSO:  3697 PH 2018-03-25 0044 K3CCR         59  0097   CR6P          59  0162   1
QSO:  3717 PH 2018-03-25 0048 K3CCR         59  0098   P33W          59  2606   1
QSO:  3723 PH 2018-03-25 0050 K3CCR         59  0099   IO5O          59  2782   1
QSO:  3766 PH 2018-03-25 0059 K3CCR         59  0100   EA3CI         59  0479   1
QSO:  3759 PH 2018-03-25 0059 K3CCR         59  0101   VE3VN         59  0589   1
QSO:  7155 PH 2018-03-25 0103 K3CCR         59  0058   VE2GSO        59  0257   0
QSO:  7168 PH 2018-03-25 0106 K3CCR         59  0059   9A1A          59  1372   0
QSO:  3733 PH 2018-03-25 0109 K3CCR         59  0102   N3WD          59  0191   1
QSO:  7184 PH 2018-03-25 0109 K3CCR         59  0060   KM5VI         59  0687   0
QSO:  3733 PH 2018-03-25 0110 K3CCR         59  0103   AG9S          59  0731   1
QSO:  3733 PH 2018-03-25 0111 K3CCR         59  0104   K3DMG         59  0125   1
QSO:  3733 PH 2018-03-25 0111 K3CCR         59  0105   N4WMB         59  0084   1
QSO:  3733 PH 2018-03-25 0112 K3CCR         59  0106   KD2GXL        59  0129   1
QSO:  3733 PH 2018-03-25 0113 K3CCR         59  0107   AE8TF         59  0061   1
QSO:  7197 PH 2018-03-25 0113 K3CCR         59  0061   KJ5Y          59  1345   0
QSO:  3733 PH 2018-03-25 0114 K3CCR         59  0108   WB2NFL        59  0023   1
QSO:  3733 PH 2018-03-25 0114 K3CCR         59  0109   KS9K          59  0668   1
QSO:  3733 PH 2018-03-25 0114 K3CCR         59  0110   NW8U          59  0390   1
QSO:  3733 PH 2018-03-25 0115 K3CCR         59  0111   WB2IID        59  0005   1
QSO:  3733 PH 2018-03-25 0115 K3CCR         59  0112   WA4DB         59  0037   1
QSO:  3733 PH 2018-03-25 0116 K3CCR         59  0113   K4CAE         59  0424   1
QSO:  3733 PH 2018-03-25 0117 K3CCR         59  0114   K4HTO         59  0068   1
QSO:  3733 PH 2018-03-25 0118 K3CCR         59  0115   AB1J          59  0053   1
QSO:  3733 PH 2018-03-25 0118 K3CCR         59  0116   W8KNO         59  0070   1
QSO:  3733 PH 2018-03-25 0119 K3CCR         59  0117   NB4M          59  0155   1
QSO:  3733 PH 2018-03-25 0119 K3CCR         59  0118   N2YI          59  0020   1
QSO:  3733 PH 2018-03-25 0120 K3CCR         59  0119   IR6T          59  0585   1
QSO:  7164 PH 2018-03-25 0120 K3CCR         59  0062   V31VP         59  1520   0
QSO:  3733 PH 2018-03-25 0121 K3CCR         59  0120   K5FUV         59  0703   1
QSO:  3733 PH 2018-03-25 0121 K3CCR         59  0121   WA1T          59  0058   1
QSO:  3733 PH 2018-03-25 0122 K3CCR         59  0122   K3MD          59  0174   1
QSO:  7215 PH 2018-03-25 0122 K3CCR         59  0063   KP2XX         59  1691   0
QSO:  3733 PH 2018-03-25 0122 K3CCR         59  0123   KA2D          59  0213   1
QSO:  3733 PH 2018-03-25 0123 K3CCR         59  0124   K5XU          59  0229   1
QSO:  3733 PH 2018-03-25 0123 K3CCR         59  0125   N1DID         59  0427   1
QSO:  7212 PH 2018-03-25 0124 K3CCR         59  0064   KD5DD         59  1949   0
QSO:  3733 PH 2018-03-25 0125 K3CCR         59  0126   AA9HQ         59  0119   1
QSO:  3733 PH 2018-03-25 0125 K3CCR         59  0127   E7DX          59  2623   1
QSO:  3733 PH 2018-03-25 0126 K3CCR         59  0128   DJ7WW         59  0529   1
QSO:  3733 PH 2018-03-25 0127 K3CCR         59  0129   WA8YVF        59  0106   1
QSO:  3733 PH 2018-03-25 0128 K3CCR         59  0130   CM2XN         59  0002   1
QSO:  3733 PH 2018-03-25 0128 K3CCR         59  0131   K4YCR         59  0093   1
QSO:  3733 PH 2018-03-25 0129 K3CCR         59  0132   AC8WC         59  0048   1
