START-OF-LOG: 3.0
CALLSIGN: NA7UT
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 37147
NAME: Richard Wayman
LOCATION: UT
OPERATORS: K7DLX
CLUB: Utah South Universal Contest Club
CERTIFICATE: YES
CREATED-BY: N3FJP's CQ WPX Contest Log 4.4
SOAPBOX: Nice surprise to find 15 meters open! Had a great time!
QSO:  7147 PH 2018-03-24 0222 NA7UT         59  026    WQ5OO         59  432    0
QSO:  3781 PH 2018-03-24 0239 NA7UT         59  027    NR6O          59  10     0
QSO:  7247 PH 2018-03-24 0244 NA7UT         59  028    WR5J          59  298    0
QSO:  7164 PH 2018-03-24 0251 NA7UT         59  029    VE7SZ         59  153    0
QSO:  7176 PH 2018-03-24 0252 NA7UT         59  030    VE6AO         59  446    0
QSO:  7174 PH 2018-03-24 0254 NA7UT         59  031    N7RO          59  131    0
QSO:  7140 PH 2018-03-24 0255 NA7UT         59  032    KZ1W          59  246    0
QSO:  7203 PH 2018-03-24 0259 NA7UT         59  033    VE7GL         59  104    0
QSO:  7215 PH 2018-03-24 0300 NA7UT         59  034    VC3J          59  394    0
QSO:  7232 PH 2018-03-24 0303 NA7UT         59  035    KD5DD         59  361    0
QSO:  7226 PH 2018-03-24 0310 NA7UT         59  036    VE4VJR        59  206    0
QSO:  7217 PH 2018-03-24 0318 NA7UT         59  037    KB0EO         59  185    0
QSO:  7260 PH 2018-03-24 0325 NA7UT         59  038    WZ8T          59  118    0
QSO:  3642 PH 2018-03-24 0327 NA7UT         59  039    WW4LL         59  167    0
QSO:  3740 PH 2018-03-24 0329 NA7UT         59  040    WA7NB         59  210    0
QSO:  3702 PH 2018-03-24 0335 NA7UT         59  041    KU1CW         59  18     0
QSO:  7192 PH 2018-03-24 0458 NA7UT         59  042    KH7XS         59  749    0
QSO:  7246 PH 2018-03-24 0502 NA7UT         59  043    WN8HCV        59  201    0
QSO:  3726 PH 2018-03-24 0506 NA7UT         59  044    AG1RL         59  86     0
QSO:  3726 PH 2018-03-24 0507 NA7UT         59  045    KK7PR         59  33     0
QSO:  3769 PH 2018-03-24 0509 NA7UT         59  046    WZ8T          59  195    0
QSO:  3784 PH 2018-03-24 0512 NA7UT         59  047    KT5J          59  636    0
QSO:  3780 PH 2018-03-24 0522 NA7UT         59  048    XE2T          59  48     0
QSO:  3836 PH 2018-03-24 0523 NA7UT         59  049    W8WOM         59  139    0
QSO:  3778 PH 2018-03-24 0531 NA7UT         59  050    W6TK          59  363    0
QSO:  3815 PH 2018-03-24 0532 NA7UT         59  051    KA6BIM        59  262    0
QSO:  3698 PH 2018-03-24 0540 NA7UT         59  052    N5ZY          59  146    0
QSO:  3688 PH 2018-03-24 0547 NA7UT         59  053    N6WIN         59  317    0
QSO:  3727 PH 2018-03-24 0555 NA7UT         59  054    K5TBA         59  78     0
QSO:  3752 PH 2018-03-24 0605 NA7UT         59  055    VE7SCC        59  139    0
QSO:  3724 PH 2018-03-24 0606 NA7UT         59  056    AA6PW         59  219    0
QSO:  7192 PH 2018-03-24 0616 NA7UT         59  057    NH7A          59  743    0
QSO:  7170 PH 2018-03-24 0616 NA7UT         59  058    NR5M          59  646    0
QSO:  7252 PH 2018-03-24 0621 NA7UT         59  059    AH6/AD6E      59  368    0
QSO:  7137 PH 2018-03-24 1211 NA7UT         59  060    VE3CX         59  548    0
QSO:  7149 PH 2018-03-24 1214 NA7UT         59  061    AG4W          59  471    0
QSO:  7153 PH 2018-03-24 1216 NA7UT         59  062    JI2ZEY        59  431    0
QSO:  7210 PH 2018-03-24 1221 NA7UT         59  063    KD4D          59  645    0
QSO:  7189 PH 2018-03-24 1227 NA7UT         59  064    VK4KW         59  403    0
QSO:  7208 PH 2018-03-24 1233 NA7UT         59  065    AB8M          59  116    0
QSO:  3768 PH 2018-03-24 1237 NA7UT         59  066    KW7Y          59  675    0
QSO:  7141 PH 2018-03-24 1246 NA7UT         59  067    WX3B          59  424    0
QSO:  7204 PH 2018-03-24 1255 NA7UT         59  068    VK4QH         59  441    0
QSO: 14219 PH 2018-03-24 1305 NA7UT         59  069    NV9L          59  712    0
QSO:  7208 PH 2018-03-24 1313 NA7UT         59  070    VC6R          59  753    0
QSO:  7151 PH 2018-03-24 1331 NA7UT         59  071    JH4UYB        59  781    0
QSO:  7194 PH 2018-03-24 1334 NA7UT         59  072    KW7Y          59  722    0
QSO: 14189 PH 2018-03-24 1610 NA7UT         59  073    K0AD          59  17     0
QSO: 21313 PH 2018-03-24 1950 NA7UT         59  074    AC1U          59  1594   0
QSO: 21348 PH 2018-03-24 1955 NA7UT         59  075    NE1C          59  193    0
QSO: 21381 PH 2018-03-24 1957 NA7UT         59  076    KD4D          59  264    0
QSO: 21300 PH 2018-03-24 2003 NA7UT         59  077    WX3B          59  174    0
QSO: 21303 PH 2018-03-24 2006 NA7UT         59  078    PJ2T          59  604    0
QSO: 14000 PH 2018-03-24 2257 NA7UT         59  079    KW8N          59  233    0
QSO: 14000 PH 2018-03-24 2259 NA7UT         59  080    NT5V          59  773    0
QSO: 14000 PH 2018-03-24 2301 NA7UT         59  081    AG9S          59  650    0
QSO: 14000 PH 2018-03-24 2303 NA7UT         59  082    N0GEF         59  294    0
QSO: 14000 PH 2018-03-24 2304 NA7UT         59  083    WI0WA         59  1195   0
QSO: 14000 PH 2018-03-24 2310 NA7UT         59  085    AB3CX         59  1192   0
QSO: 14324 PH 2018-03-24 2324 NA7UT         59  086    KJ4QHL        59  1026   0
QSO: 21306 PH 2018-03-24 2327 NA7UT         59  087    K4BBH         59  363    0
QSO: 21262 PH 2018-03-24 2329 NA7UT         59  088    HI3K          59  1556   0
QSO: 14222 PH 2018-03-24 2339 NA7UT         59  089    N7WY          59  502    0
QSO: 14219 PH 2018-03-24 2342 NA7UT         59  090    W5MX          59  1230   0
QSO: 14246 PH 2018-03-24 2343 NA7UT         59  091    VE3UDX        59  1678   0
QSO: 14343 PH 2018-03-24 2346 NA7UT         59  092    NU1O          59  253    0
QSO: 14163 PH 2018-03-24 2350 NA7UT         59  093    NA3D          59  1103   0
QSO: 14183 PH 2018-03-24 2351 NA7UT         59  094    KD5DD         59  1784   0
QSO: 14198 PH 2018-03-24 2353 NA7UT         59  095    WA8RCN        59  290    0
QSO: 14289 PH 2018-03-25 0001 NA7UT         59  096    WR2G          59  419    0
QSO: 14338 PH 2018-03-25 0004 NA7UT         59  097    KA4RRU        59  193    0
QSO: 14346 PH 2018-03-25 0006 NA7UT         59  098    KX2NY         59  551    0
QSO: 14229 PH 2018-03-25 0011 NA7UT         59  099    P49Y          59  2829   0
QSO: 14265 PH 2018-03-25 0014 NA7UT         59  100    KD4D          59  1199   0
QSO: 14163 PH 2018-03-25 0030 NA7UT         59  101    K0WA          59  640    0
QSO: 14201 PH 2018-03-25 0032 NA7UT         59  102    K4BAI         59  42     0
QSO: 14215 PH 2018-03-25 0033 NA7UT         59  103    N5JJ          59  330    0
QSO: 14246 PH 2018-03-25 0036 NA7UT         59  104    NR3X          59  1353   0
QSO: 14250 PH 2018-03-25 0037 NA7UT         59  105    KB0EO         59  370    0
QSO: 14268 PH 2018-03-25 0039 NA7UT         59  106    N5KB          59  289    0
QSO: 14169 PH 2018-03-25 0041 NA7UT         59  107    AC0W          59  617    0
QSO: 14231 PH 2018-03-25 0043 NA7UT         59  108    TI7W          59  2757   0
QSO:  7246 PH 2018-03-25 0059 NA7UT         59  109    VB3T          59  2377   0
QSO: 14310 PH 2018-03-25 0134 NA7UT         59  110    KD8ZQG        59  1      0
QSO: 14237 PH 2018-03-25 0151 NA7UT         59  111    KH7XS         59  3087   0
QSO:  7244 PH 2018-03-25 0156 NA7UT         59  112    W8WOM         59  320    0
QSO:  3694 PH 2018-03-25 0436 NA7UT         59  113    K9YC          59  164    0
QSO:  3703 PH 2018-03-25 0438 NA7UT         59  114    WQ6X          59  1392   0
QSO:  3729 PH 2018-03-25 0501 NA7UT         59  115    ND8DX         59  829    0
QSO:  3825 PH 2018-03-25 0503 NA7UT         59  116    KZ1W          59  1580   0
QSO:  3655 PH 2018-03-25 0507 NA7UT         59  117    N4RV          59  795    0
QSO:  3655 PH 2018-03-25 0507 NA7UT         59  118    W4MYA         59  697    0
QSO:  3732 PH 2018-03-25 0512 NA7UT         59  119    XE2X          59  354    0
QSO:  3740 PH 2018-03-25 0514 NA7UT         59  120    WR5J          59  1501   0
QSO:  3752 PH 2018-03-25 0515 NA7UT         59  121    AB4B          59  395    0
QSO:  3800 PH 2018-03-25 0518 NA7UT         59  122    KD7RF         59  1106   0
QSO:  7260 PH 2018-03-25 1227 NA7UT         59  123    AD5XD         59  1635   0
QSO:  7205 PH 2018-03-25 1243 NA7UT         59  124    ZM4T          59  1776   0
QSO:  7127 PH 2018-03-25 1250 NA7UT         59  125    AA4AQ         59  1965   0
QSO:  7210 PH 2018-03-25 1252 NA7UT         59  126    W8MJ          59  1378   0
QSO:  7129 PH 2018-03-25 1300 NA7UT         59  127    NR7DX         59  1382   0
QSO:  7148 PH 2018-03-25 1306 NA7UT         59  128    KT5J          59  2322   0
QSO: 14259 PH 2018-03-25 1310 NA7UT         59  129    WW4LL         59  923    0
QSO: 14190 PH 2018-03-25 1313 NA7UT         59  130    VP5P          59  2504   0
QSO:  7199 PH 2018-03-25 1324 NA7UT         59  131    KU1CW         59  1256   0
QSO:  3687 PH 2018-03-25 1335 NA7UT         59  132    KI6RRN        59  1090   0
QSO: 14287 PH 2018-03-25 1342 NA7UT         59  133    WZ4F          59  1296   0
QSO: 14332 PH 2018-03-25 1343 NA7UT         59  134    WJ4X          59  669    0
QSO:  7175 PH 2018-03-25 1352 NA7UT         59  135    KS7T          59  340    0
QSO:  7146 PH 2018-03-25 1354 NA7UT         59  136    KA6BIM        59  1024   0
QSO: 14162 PH 2018-03-25 1901 NA7UT         59  137    K9ZO          59  791    0
QSO: 14170 PH 2018-03-25 1902 NA7UT         59  138    K0EA          59  324    0
QSO: 14199 PH 2018-03-25 1903 NA7UT         59  139    VB3T          59  3307   0
QSO: 14214 PH 2018-03-25 1903 NA7UT         59  140    VC3J          59  3175   0
QSO: 14226 PH 2018-03-25 1905 NA7UT         59  141    N9IO          59  247    0
QSO: 14266 PH 2018-03-25 1906 NA7UT         59  142    W8MJ          59  1528   0
QSO: 14279 PH 2018-03-25 1907 NA7UT         59  143    KW7Y          59  2809   0
QSO: 14311 PH 2018-03-25 1909 NA7UT         59  144    VA7FC         59  339    0
QSO: 14320 PH 2018-03-25 1911 NA7UT         59  145    KL7RA         59  1119   0
QSO: 14343 PH 2018-03-25 1911 NA7UT         59  146    VE7BC         59  371    0
QSO: 14222 PH 2018-03-25 1918 NA7UT         59  147    VE6WZL        59  972    0
QSO: 14246 PH 2018-03-25 1919 NA7UT         59  148    N7RO          59  866    0
QSO: 14271 PH 2018-03-25 1920 NA7UT         59  149    NW4DX         59  1794   0
QSO: 14297 PH 2018-03-25 1922 NA7UT         59  150    W8BI          59  993    0
QSO: 14233 PH 2018-03-25 1924 NA7UT         59  151    N9QWV         59  118    0
QSO: 14233 PH 2018-03-25 1925 NA7UT         59  152    KE5FNB        59  465    0
QSO: 14233 PH 2018-03-25 1929 NA7UT         59  153    W5HRS         59  106    0
QSO: 14261 PH 2018-03-25 1931 NA7UT         59  154    VE6OO         59  2259   0
QSO: 14347 PH 2018-03-25 1934 NA7UT         59  155    WJ2D          59  581    0
QSO: 21300 PH 2018-03-25 1941 NA7UT         59  156    ZM4T          59  1909   0
QSO: 21321 PH 2018-03-25 1942 NA7UT         59  157    WW4LL         59  351    0
QSO: 21339 PH 2018-03-25 1943 NA7UT         59  158    PJ4V          59  1434   0
QSO: 21369 PH 2018-03-25 1944 NA7UT         59  159    KR4Z          59  527    0
QSO: 21294 PH 2018-03-25 1949 NA7UT         59  160    KH7XS         59  4367   0
QSO: 21306 PH 2018-03-25 1950 NA7UT         59  161    NW4DX         59  1829   0
QSO: 21350 PH 2018-03-25 1954 NA7UT         59  162    NH7A          59  2806   0
QSO: 21337 PH 2018-03-25 1956 NA7UT         59  163    NP2N          59  2166   0
QSO: 21224 PH 2018-03-25 1959 NA7UT         59  164    KH6CJJ        59  834    0
QSO: 21367 PH 2018-03-25 2014 NA7UT         59  165    KF5VDX        59  458    0
QSO: 14186 PH 2018-03-25 2021 NA7UT         59  166    WR3O          59  556    0
QSO: 14249 PH 2018-03-25 2024 NA7UT         59  167    VA7RR         59  1649   0
QSO: 14337 PH 2018-03-25 2026 NA7UT         59  168    WB2ZAB        59  1210   0
QSO: 14186 PH 2018-03-25 2201 NA7UT         59  169    KT5J          59  3107   0
QSO: 14314 PH 2018-03-25 2203 NA7UT         59  170    AA5AU         59  1130   0
QSO: 14286 PH 2018-03-25 2207 NA7UT         59  171    AD5XD         59  2106   0
QSO: 14258 PH 2018-03-25 2212 NA7UT         59  172    NG0C          59  546    0
QSO: 14163 PH 2018-03-25 2222 NA7UT         59  173    K0KX          59  609    0
QSO: 14166 PH 2018-03-25 2223 NA7UT         59  174    W8PR          59  1762   0
QSO: 14281 PH 2018-03-25 2224 NA7UT         59  175    W5CT          59  1907   0
QSO: 14301 PH 2018-03-25 2225 NA7UT         59  176    K8AO          59  711    0
QSO: 14346 PH 2018-03-25 2230 NA7UT         59  177    8P5A          59  5100   0
QSO: 14224 PH 2018-03-25 2239 NA7UT         59  178    KC9W          59  305    0
QSO: 14181 PH 2018-03-25 2241 NA7UT         59  179    AA4AQ         59  2368   0
QSO:  7214 PH 2018-03-25 2255 NA7UT         59  180    K0WA          59  1315   0
QSO:  7237 PH 2018-03-25 2258 NA7UT         59  181    KM9P          59  938    0
QSO:  7146 PH 2018-03-25 2301 NA7UT         59  182    KC1BB/7       59  403    0
QSO: 14176 PH 2018-03-25 2311 NA7UT         59  183    PJ4V          59  2100   0
QSO: 14220 PH 2018-03-25 2314 NA7UT         59  184    VC6R          59  2666   0
QSO: 14253 PH 2018-03-25 2315 NA7UT         59  185    KI7W          59  4814   0
QSO: 14234 PH 2018-03-25 2323 NA7UT         59  186    WI9WI         59  184    0
QSO: 14221 PH 2018-03-25 2324 NA7UT         59  187    N8CWU         59  311    0
QSO: 14202 PH 2018-03-25 2336 NA7UT         59  188    N1TO          59  165    0
QSO: 21282 PH 2018-03-25 2347 NA7UT         59  189    CB1H          59  742    0
END-OF-LOG:
