START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DQ5M
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: 
GRID-LOCATOR: JN68AE
CLAIMED-SCORE: 259350
NAME: Philipp Springer
OPERATORS: DG5LW DG8MG DK6SP
CLUB: BAVARIAN CONTEST CLUB
CREATED-BY: Win-Test 4.30.0
SOAPBOX: and see you in the next one! 73 Philipp, DK6SP @DQ5M
QSO:  3725 PH 2020-10-24 1856 DQ5M       59 14 OQ5M       59 14 0
QSO:  3656 PH 2020-10-24 1900 DQ5M       59 14 E77EA      59 15 0
QSO:  3730 PH 2020-10-24 1902 DQ5M       59 14 SE0X       59 14 0
QSO:  3654 PH 2020-10-24 1902 DQ5M       59 14 S56Y       59 15 0
QSO:  3797 PH 2020-10-24 1903 DQ5M       59 14 DP9A       59 14 0
QSO:  3711 PH 2020-10-24 1904 DQ5M       59 14 S52NR      59 15 0
QSO:  3772 PH 2020-10-24 1904 DQ5M       59 14 YT5A       59 15 0
QSO:  3644 PH 2020-10-24 1930 DQ5M       59 14 S57AJ      59 15 0
QSO:  3635 PH 2020-10-24 1930 DQ5M       59 14 OZ7A       59 14 0
QSO:  3632 PH 2020-10-24 1931 DQ5M       59 14 OK1AY      59 15 0
QSO:  3630 PH 2020-10-24 1931 DQ5M       59 14 OE6MDF     59 15 0
QSO:  3626 PH 2020-10-24 1932 DQ5M       59 14 DP8M       59 14 0
QSO:  3787 PH 2020-10-24 1933 DQ5M       59 14 HA1TJ      59 15 0
QSO:  3647 PH 2020-10-24 1935 DQ5M       59 14 PA9M       59 14 0
QSO:  3608 PH 2020-10-24 1937 DQ5M       59 14 ON4KCY     59 14 0
QSO:  3606 PH 2020-10-24 1938 DQ5M       59 14 HA3NU      59 15 0
QSO:  3796 PH 2020-10-24 1938 DQ5M       59 14 DF0HQ      59 14 0
QSO:  3622 PH 2020-10-24 1939 DQ5M       59 14 S55X       59 15 0
QSO:  3604 PH 2020-10-24 1940 DQ5M       59 14 9A2EU      59 15 0
QSO:  3616 PH 2020-10-24 1941 DQ5M       59 14 E78T       59 15 0
QSO:  3613 PH 2020-10-24 1941 DQ5M       59 14 OL3Z       59 15 0
QSO:  3672 PH 2020-10-24 1942 DQ5M       59 14 YT2W       59 15 0
QSO:  3760 PH 2020-10-24 1943 DQ5M       59 14 OL9A       59 15 0
QSO:  3799 PH 2020-10-24 1948 DQ5M       59 14 9A5Y       59 15 0
QSO:  3667 PH 2020-10-24 1949 DQ5M       59 14 OL0W       59 15 0
QSO:  3633 PH 2020-10-24 1952 DQ5M       59 14 OM7JG      59 15 0
QSO:  3708 PH 2020-10-24 1952 DQ5M       59 14 OM6NM      59 15 0
QSO:  3681 PH 2020-10-24 1953 DQ5M       59 14 S52WW      59 15 0
QSO:  3715 PH 2020-10-24 1954 DQ5M       59 14 SQ2PHG     59 15 0
QSO:  3740 PH 2020-10-24 1955 DQ5M       59 14 YT5IVN     59 15 0
QSO:  3675 PH 2020-10-24 1955 DQ5M       59 14 M6T        59 14 0
QSO:  3684 PH 2020-10-24 1958 DQ5M       59 14 IQ2BZ      59 15 0
QSO:  3706 PH 2020-10-24 1959 DQ5M       59 14 S56M       59 15 0
QSO:  3663 PH 2020-10-24 2002 DQ5M       59 14 S57AL      59 15 0
QSO:  3689 PH 2020-10-24 2004 DQ5M       59 14 S53MM      59 15 0
QSO:  3764 PH 2020-10-24 2004 DQ5M       59 14 IK2QPR     59 15 0
QSO:  3696 PH 2020-10-24 2008 DQ5M       59 14 OM4MO      59 15 0
QSO:  3727 PH 2020-10-24 2008 DQ5M       59 14 F8KCF      59 14 0
QSO:  3791 PH 2020-10-24 2010 DQ5M       59 14 OE6Z       59 15 0
QSO:  3671 PH 2020-10-24 2014 DQ5M       59 14 OL8K       59 15 0
QSO:  3758 PH 2020-10-24 2019 DQ5M       59 14 I5MXX      59 15 0
QSO:  3774 PH 2020-10-24 2020 DQ5M       59 14 F6AGM      59 14 0
QSO:  3766 PH 2020-10-24 2021 DQ5M       59 14 DP6T       59 14 0
QSO:  3753 PH 2020-10-24 2022 DQ5M       59 14 HG7T       59 15 0
QSO:  3682 PH 2020-10-24 2024 DQ5M       59 14 S55AL      59 15 0
QSO:  3750 PH 2020-10-24 2025 DQ5M       59 14 SP8R       59 15 0
QSO:  3739 PH 2020-10-24 2026 DQ5M       59 14 OZ30EU     59 14 0
QSO:  3726 PH 2020-10-24 2026 DQ5M       59 14 DL0CS      59 14 0
QSO:  3649 PH 2020-10-24 2029 DQ5M       59 14 PA3AAV     59 14 0
QSO:  3782 PH 2020-10-24 2029 DQ5M       59 14 OL7T       59 15 0
QSO:  3687 PH 2020-10-24 2030 DQ5M       59 14 OV5TC      59 14 0
QSO:  3683 PH 2020-10-24 2031 DQ5M       59 14 OT5L       59 14 0
QSO:  3710 PH 2020-10-24 2032 DQ5M       59 14 IK3UNA     59 15 0
QSO:  3692 PH 2020-10-24 2033 DQ5M       59 14 UT7NY      59 16 0
QSO:  3707 PH 2020-10-24 2034 DQ5M       59 14 TM0DX      59 14 0
QSO:  3704 PH 2020-10-24 2035 DQ5M       59 14 YT3PL      59 15 0
QSO:  3755 PH 2020-10-24 2039 DQ5M       59 14 HA8A       59 15 0
QSO:  3733 PH 2020-10-24 2044 DQ5M       59 14 ON7TQ      59 14 0
QSO:  3724 PH 2020-10-24 2044 DQ5M       59 14 IO3F       59 15 0
QSO:  3685 PH 2020-10-24 2045 DQ5M       59 14 S50K       59 15 0
QSO:  3738 PH 2020-10-24 2046 DQ5M       59 14 PC3M       59 14 0
QSO:  3697 PH 2020-10-24 2046 DQ5M       59 14 OM3RM      59 15 0
QSO:  3779 PH 2020-10-24 2047 DQ5M       59 14 RW2F       59 15 0
QSO:  3766 PH 2020-10-24 2047 DQ5M       59 14 IK2LFF     59 15 0
QSO:  3712 PH 2020-10-24 2049 DQ5M       59 14 OE4C       59 15 0
QSO:  3743 PH 2020-10-24 2051 DQ5M       59 14 HG5A       59 15 0
QSO:  3616 PH 2020-10-24 2053 DQ5M       59 14 PE4BAS     59 14 0
QSO:  3797 PH 2020-10-24 2057 DQ5M       59 14 IZ5EBL     59 15 0
QSO:  3659 PH 2020-10-24 2100 DQ5M       59 14 EI0W       59 14 0
QSO:  3681 PH 2020-10-24 2101 DQ5M       59 14 IO1T       59 15 0
QSO:  3676 PH 2020-10-24 2102 DQ5M       59 14 DL1CG      59 14 0
QSO:  3624 PH 2020-10-24 2102 DQ5M       59 14 IR1G       59 15 0
QSO:  3612 PH 2020-10-24 2103 DQ5M       59 14 EU4CK      59 16 0
QSO:  3786 PH 2020-10-24 2107 DQ5M       59 14 I1JTQ      59 15 0
QSO:  3799 PH 2020-10-24 2107 DQ5M       59 14 UB7K       59 16 0
QSO:  3790 PH 2020-10-24 2109 DQ5M       59 14 IO6A       59 15 0
QSO:  3721 PH 2020-10-24 2111 DQ5M       59 14 IZ6OUX     59 15 0
QSO:  3770 PH 2020-10-24 2113 DQ5M       59 14 RA5G       59 16 0
QSO:  3799 PH 2020-10-24 2113 DQ5M       59 14 YL3FT      59 15 0
QSO:  3662 PH 2020-10-24 2117 DQ5M       59 14 M0MCV      59 14 0
QSO:  3617 PH 2020-10-24 2118 DQ5M       59 14 SP3J       59 15 0
QSO:  3687 PH 2020-10-24 2123 DQ5M       59 14 HG6N       59 15 0
QSO:  3609 PH 2020-10-24 2123 DQ5M       59 14 9A2WB      59 15 0
QSO:  3782 PH 2020-10-24 2124 DQ5M       59 14 RU1A       59 16 0
QSO:  3676 PH 2020-10-24 2125 DQ5M       59 14 DL4SKF     59 14 0
QSO:  3784 PH 2020-10-24 2130 DQ5M       59 14 OM4AZF     59 15 0
QSO:  3793 PH 2020-10-24 2135 DQ5M       59 14 OH2BAH     59 15 0
QSO:  3730 PH 2020-10-24 2135 DQ5M       59 14 OK5Z       59 15 0
QSO:  3606 PH 2020-10-24 2137 DQ5M       59 14 SP3HRN     59 15 0
QSO:  3707 PH 2020-10-24 2152 DQ5M       59 14 OM0A       59 15 0
QSO:  3775 PH 2020-10-24 2156 DQ5M       59 14 TM3R       59 14 0
QSO:  3769 PH 2020-10-24 2158 DQ5M       59 14 EB5A       59 14 0
QSO:  3680 PH 2020-10-24 2159 DQ5M       59 14 OK2MBP     59 15 0
QSO:  3610 PH 2020-10-24 2200 DQ5M       59 14 OH5BM      59 15 0
QSO:  3624 PH 2020-10-24 2201 DQ5M       59 14 EA3CI      59 14 0
QSO:  3650 PH 2020-10-24 2202 DQ5M       59 14 OK1KMU     59 15 0
QSO:  3698 PH 2020-10-24 2203 DQ5M       59 14 EC2DX      59 14 0
QSO:  3727 PH 2020-10-24 2203 DQ5M       59 14 E7CW       59 15 0
QSO:  3686 PH 2020-10-24 2204 DQ5M       59 14 YT6T       59 15 0
QSO:  3679 PH 2020-10-24 2205 DQ5M       59 14 IW7DHC     59 15 0
QSO:  7067 PH 2020-10-24 2212 DQ5M       59 14 DJ5MW      59 14 0
QSO:  7101 PH 2020-10-24 2214 DQ5M       59 14 LY2ZO      59 15 0
QSO:  7094 PH 2020-10-24 2216 DQ5M       59 14 RT4F       59 16 0
QSO:  7085 PH 2020-10-24 2217 DQ5M       59 14 UW7LL      59 16 0
QSO:  7194 PH 2020-10-24 2219 DQ5M       59 14 HG7T       59 15 0
QSO:  7153 PH 2020-10-24 2220 DQ5M       59 14 UR5ECW     59 16 0
QSO:  7113 PH 2020-10-24 2220 DQ5M       59 14 YO6GUU     59 20 0
QSO:  7146 PH 2020-10-24 2221 DQ5M       59 14 LZ5K       59 20 0
QSO:  7175 PH 2020-10-24 2222 DQ5M       59 14 LZ9W       59 20 0
QSO:  7063 PH 2020-10-24 2224 DQ5M       59 14 YT5A       59 15 0
QSO:  7132 PH 2020-10-24 2224 DQ5M       59 14 YU1EXY     59 15 0
QSO:  7138 PH 2020-10-24 2225 DQ5M       59 14 YU3EEA     59 15 0
QSO:  7178 PH 2020-10-24 2226 DQ5M       59 14 YT7A       59 15 0
QSO:  7187 PH 2020-10-24 2230 DQ5M       59 14 IB9A       59 15 0
QSO:  7156 PH 2020-10-24 2232 DQ5M       59 14 IB8A       59 15 0
QSO:  7112 PH 2020-10-24 2235 DQ5M       59 14 EC1T       59 14 0
QSO:  7137 PH 2020-10-24 2235 DQ5M       59 14 ED1R       59 14 0
QSO:  7183 PH 2020-10-24 2239 DQ5M       59 14 TM0DX      59 14 0
QSO:  7141 PH 2020-10-24 2241 DQ5M       59 14 WW2DX      59 05 0
QSO:  7128 PH 2020-10-24 2243 DQ5M       59 14 KC1XX      59 05 0
QSO:  7120 PH 2020-10-24 2246 DQ5M       59 14 OZ7A       59 14 0
QSO:  7064 PH 2020-10-24 2249 DQ5M       59 14 TA4RC      59 20 0
QSO:  7104 PH 2020-10-24 2250 DQ5M       59 14 M0BEW      59 14 0
QSO:  7047 PH 2020-10-24 2252 DQ5M       59 14 K4ZW       59 05 0
QSO: 14259 PH 2020-10-24 2255 DQ5M       59 14 TM6M       59 14 1
QSO: 14225 PH 2020-10-24 2259 DQ5M       59 14 IR6T       59 15 1
QSO: 14216 PH 2020-10-24 2303 DQ5M       59 14 YT5A       59 15 1
QSO: 14280 PH 2020-10-24 2305 DQ5M       59 14 RL3A       59 16 1
QSO:  3649 PH 2020-10-24 2307 DQ5M       59 14 PC2L       59 14 0
QSO:  3619 PH 2020-10-24 2307 DQ5M       59 14 G2C        59 14 0
QSO:  3625 PH 2020-10-24 2308 DQ5M       59 14 LC6C       59 14 0
QSO:  3644 PH 2020-10-24 2315 DQ5M       59 14 EE7L       59 14 0
QSO:  3709 PH 2020-10-24 2317 DQ5M       59 14 MM2N       59 14 0
QSO:  3724 PH 2020-10-24 2321 DQ5M       59 14 SQ6H       59 15 0
QSO:  3744 PH 2020-10-24 2324 DQ5M       59 14 HA3DX      59 15 0
QSO:  3741 PH 2020-10-24 2325 DQ5M       59 14 S50A       59 15 0
QSO:  3732 PH 2020-10-24 2330 DQ5M       59 14 EI2II      59 14 0
QSO:  3671 PH 2020-10-24 2337 DQ5M       59 14 II9O       59 15 0
QSO:  3752 PH 2020-10-24 2343 DQ5M       59 14 UP2L       59 17 0
QSO:  3642 PH 2020-10-24 2355 DQ5M       59 14 Z66DX      59 15 0
QSO:  3608 PH 2020-10-25 0005 DQ5M       59 14 3V8SS      59 33 0
QSO:  3665 PH 2020-10-25 0010 DQ5M       59 14 9A1AD      59 15 0
QSO:  7120 PH 2020-10-25 0026 DQ5M       59 14 SQ9C       59 15 0
QSO:  7166 PH 2020-10-25 0031 DQ5M       59 14 EW5A       59 16 0
QSO:  7116 PH 2020-10-25 0041 DQ5M       59 14 PR7AB      59 11 0
QSO:  7178 PH 2020-10-25 0045 DQ5M       59 14 E72X       59 15 0
QSO:  7081 PH 2020-10-25 0103 DQ5M       59 14 LY7Z       59 15 0
QSO:  7181 PH 2020-10-25 0104 DQ5M       59 14 E7DX       59 15 0
QSO:  7102 PH 2020-10-25 0111 DQ5M       59 14 ES6RW      59 15 0
QSO:  7104 PH 2020-10-25 0113 DQ5M       59 14 UP5B       59 17 0
QSO:  7066 PH 2020-10-25 0115 DQ5M       59 14 S53MR      59 15 0
QSO:  7129 PH 2020-10-25 0117 DQ5M       59 14 IS0AGY     59 15 0
QSO:  7145 PH 2020-10-25 0125 DQ5M       59 14 W6KW       59 05 0
QSO:  7144 PH 2020-10-25 0133 DQ5M       59 14 RW0A       59 18 0
QSO:  7174 PH 2020-10-25 0138 DQ5M       59 14 PI4COM     59 14 0
QSO:  3634 PH 2020-10-25 0229 DQ5M       59 14 YO7WC      59 20 0
QSO:  3793 PH 2020-10-25 0242 DQ5M       59 14 ES9C       59 15 0
QSO:  3768 PH 2020-10-25 0245 DQ5M       59 14 II2S       59 15 0
QSO:  3759 PH 2020-10-25 0247 DQ5M       59 14 IR4M       59 15 0
QSO:  3753 PH 2020-10-25 0248 DQ5M       59 14 SJ2W       59 14 0
QSO:  3752 PH 2020-10-25 0249 DQ5M       59 14 PA0AA      59 14 0
QSO:  3743 PH 2020-10-25 0252 DQ5M       59 14 S57K       59 15 0
QSO:  3709 PH 2020-10-25 0258 DQ5M       59 14 SP9N       59 15 0
QSO:  3704 PH 2020-10-25 0259 DQ5M       59 14 PC3T       59 14 0
QSO:  3660 PH 2020-10-25 0304 DQ5M       59 14 CR5T       59 14 0
QSO:  3657 PH 2020-10-25 0307 DQ5M       59 14 F4HZJ      59 14 0
QSO:  3631 PH 2020-10-25 0310 DQ5M       59 14 HA2KMR     59 15 0
QSO:  3618 PH 2020-10-25 0313 DQ5M       59 14 J42C       59 20 0
QSO:  3615 PH 2020-10-25 0314 DQ5M       59 14 IZ4REF     59 15 0
QSO:  3608 PH 2020-10-25 0316 DQ5M       59 14 EA3O       59 14 0
QSO:  3603 PH 2020-10-25 0317 DQ5M       59 14 YL1ZF      59 15 0
QSO:  3780 PH 2020-10-25 0318 DQ5M       59 14 EW5A       59 16 0
QSO:  3715 PH 2020-10-25 0324 DQ5M       59 14 MI5K       59 14 0
QSO:  3686 PH 2020-10-25 0325 DQ5M       59 14 IB8A       59 15 0
QSO:  3610 PH 2020-10-25 0328 DQ5M       59 14 LY2DX      59 15 0
QSO:  3739 PH 2020-10-25 0330 DQ5M       59 14 RT6A       59 16 0
QSO:  3773 PH 2020-10-25 0331 DQ5M       59 14 F8KGM      59 14 0
QSO:  7199 PH 2020-10-25 0353 DQ5M       59 14 ZF1A       59 08 0
QSO:  7168 PH 2020-10-25 0355 DQ5M       59 14 A71AM      59 21 0
QSO:  7126 PH 2020-10-25 0359 DQ5M       59 14 YL7X       59 15 0
QSO:  7065 PH 2020-10-25 0400 DQ5M       59 14 4X7R       59 20 0
QSO:  7196 PH 2020-10-25 0403 DQ5M       59 14 IR7T       59 15 0
QSO:  7190 PH 2020-10-25 0404 DQ5M       59 14 RC5Z       59 16 0
QSO:  7187 PH 2020-10-25 0404 DQ5M       59 14 DF0HQ      59 14 0
QSO:  7181 PH 2020-10-25 0405 DQ5M       59 14 HI8RD      59 08 0
QSO:  7179 PH 2020-10-25 0405 DQ5M       59 14 F4BKV      59 14 0
QSO:  7123 PH 2020-10-25 0409 DQ5M       59 14 DK0TU      59 14 0
QSO:  7100 PH 2020-10-25 0410 DQ5M       59 14 IS0BWM     59 15 0
QSO:  7099 PH 2020-10-25 0411 DQ5M       59 14 PX2A       59 11 0
QSO:  7095 PH 2020-10-25 0412 DQ5M       59 14 PY3ZZ      59 11 0
QSO:  7091 PH 2020-10-25 0412 DQ5M       59 14 DL0DX      59 14 0
QSO:  7082 PH 2020-10-25 0412 DQ5M       59 14 ED3C       59 14 0
QSO:  7079 PH 2020-10-25 0413 DQ5M       59 14 YU5T       59 15 0
QSO:  7126 PH 2020-10-25 0416 DQ5M       59 14 ED5R       59 14 0
QSO:  7126 PH 2020-10-25 0417 DQ5M       59 14 F4HRM      59 14 0
QSO:  7126 PH 2020-10-25 0417 DQ5M       59 14 K4RM       59 05 0
QSO:  7126 PH 2020-10-25 0417 DQ5M       59 14 UA6YN      59 16 0
QSO:  7126 PH 2020-10-25 0417 DQ5M       59 14 RA4AR      59 16 0
QSO:  7126 PH 2020-10-25 0418 DQ5M       59 14 UT7CR      59 16 0
QSO:  7126 PH 2020-10-25 0418 DQ5M       59 14 EA3OW      59 14 0
QSO:  7126 PH 2020-10-25 0420 DQ5M       59 14 YU1LM/QRP  59 15 0
QSO:  7126 PH 2020-10-25 0421 DQ5M       59 14 ED7O       59 14 0
QSO:  7152 PH 2020-10-25 0425 DQ5M       59 14 C4W        59 20 0
QSO:  7157 PH 2020-10-25 0425 DQ5M       59 14 MU2K       59 14 0
QSO:  7050 PH 2020-10-25 0428 DQ5M       59 14 OZ5E       59 14 0
QSO:  7060 PH 2020-10-25 0428 DQ5M       59 14 PA3AAV     59 14 0
QSO:  7070 PH 2020-10-25 0429 DQ5M       59 14 OH6K       59 15 0
QSO:  7073 PH 2020-10-25 0430 DQ5M       59 14 9A0BB      59 15 0
QSO:  7083 PH 2020-10-25 0430 DQ5M       59 14 RY3D       59 16 0
QSO:  7119 PH 2020-10-25 0431 DQ5M       59 14 OR4T       59 14 0
QSO:  7127 PH 2020-10-25 0431 DQ5M       59 14 YU7XX      59 15 0
QSO:  7138 PH 2020-10-25 0432 DQ5M       59 14 ES9C       59 15 0
QSO:  7156 PH 2020-10-25 0434 DQ5M       59 14 TA7OM      59 20 0
QSO:  7160 PH 2020-10-25 0436 DQ5M       59 14 PA0AA      59 14 0
QSO:  7169 PH 2020-10-25 0437 DQ5M       59 14 SV2HJQ     59 20 0
QSO:  7171 PH 2020-10-25 0437 DQ5M       59 14 DR1A       59 14 0
QSO:  7174 PH 2020-10-25 0438 DQ5M       59 14 R2AA       59 16 0
QSO:  3657 PH 2020-10-25 0440 DQ5M       59 14 OE2S       59 15 0
QSO:  3625 PH 2020-10-25 0441 DQ5M       59 14 OR2F       59 14 0
QSO:  3631 PH 2020-10-25 0442 DQ5M       59 14 IC8WIC     59 15 0
QSO:  3662 PH 2020-10-25 0442 DQ5M       59 14 E77W       59 15 0
QSO:  3676 PH 2020-10-25 0443 DQ5M       59 14 OM7RU      59 15 0
QSO:  3678 PH 2020-10-25 0444 DQ5M       59 14 HB9NE      59 14 0
QSO:  3680 PH 2020-10-25 0444 DQ5M       59 14 OM5MX      59 15 0
QSO:  3700 PH 2020-10-25 0445 DQ5M       59 14 OM3BH      59 15 0
QSO:  3705 PH 2020-10-25 0446 DQ5M       59 14 EA1K       59 14 0
