START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL7UMK
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 51744
CREATED-BY: UcxLog 6.33
OPERATORS: DL7UMK
NAME: Manfred Klimroth
CLUB: Y07
SOAPBOX: Worked only few hours and had a lot of fun.
SOAPBOX: I hope next year is enough time to work the whole contest.
SOAPBOX: Cu in SSB and CW!
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7000 RY 2010-09-26 0826 DL7UMK        599 14 DX  ON4ALY        599 14 DX
QSO:  7000 RY 2010-09-26 0828 DL7UMK        599 14 DX  LA9BM         599 14 DX
QSO:  7000 RY 2010-09-26 0829 DL7UMK        599 14 DX  OM3RRC        599 15 DX
QSO:  7000 RY 2010-09-26 0830 DL7UMK        599 14 DX  OH6R          599 15 DX
QSO:  7000 RY 2010-09-26 0831 DL7UMK        599 14 DX  PA2WO         599 14 DX
QSO:  7000 RY 2010-09-26 0832 DL7UMK        599 14 DX  PB6W          599 14 DX
QSO:  7000 RY 2010-09-26 0834 DL7UMK        599 14 DX  DL4RCK        599 14 DX
QSO:  7000 RY 2010-09-26 0834 DL7UMK        599 14 DX  OM3KWZ        599 15 DX
QSO:  7000 RY 2010-09-26 0835 DL7UMK        599 14 DX  SO4M          599 15 DX
QSO:  7000 RY 2010-09-26 0836 DL7UMK        599 14 DX  SM0MPV        599 14 DX
QSO:  7000 RY 2010-09-26 0837 DL7UMK        599 14 DX  DK0CQ         599 14 DX
QSO:  7000 RY 2010-09-26 0838 DL7UMK        599 14 DX  SM6U          599 14 DX
QSO:  7000 RY 2010-09-26 0839 DL7UMK        599 14 DX  PD2JAM        599 14 DX
QSO:  7000 RY 2010-09-26 0840 DL7UMK        599 14 DX  IZ0KBR        599 15 DX
QSO:  7000 RY 2010-09-26 0841 DL7UMK        599 14 DX  UT5KO         599 16 DX
QSO:  7000 RY 2010-09-26 0842 DL7UMK        599 14 DX  DL4ME         599 14 DX
QSO:  7000 RY 2010-09-26 0843 DL7UMK        599 14 DX  SP6AXW        599 15 DX
QSO:  7000 RY 2010-09-26 0844 DL7UMK        599 14 DX  G0HDV         599 14 DX
QSO:  7000 RY 2010-09-26 0906 DL7UMK        599 14 DX  HA1BC         599 15 DX
QSO:  7000 RY 2010-09-26 0907 DL7UMK        599 14 DX  PI4W          599 14 DX
QSO: 14000 RY 2010-09-26 0909 DL7UMK        599 14 DX  LZ9W          599 20 DX
QSO: 14000 RY 2010-09-26 0910 DL7UMK        599 14 DX  UY8IF         599 16 DX
QSO: 14000 RY 2010-09-26 0910 DL7UMK        599 14 DX  RA9A          599 17 DX
QSO: 14000 RY 2010-09-26 0914 DL7UMK        599 14 DX  CR3L          599 33 DX
QSO: 21000 RY 2010-09-26 0917 DL7UMK        599 14 DX  CT3FQ         599 33 DX
QSO: 21000 RY 2010-09-26 0924 DL7UMK        599 14 DX  EE7X          599 14 DX
QSO: 21000 RY 2010-09-26 0925 DL7UMK        599 14 DX  JH6QFJ        599 25 DX
QSO: 21000 RY 2010-09-26 0935 DL7UMK        599 14 DX  4K3FF         599 21 DX
QSO: 21000 RY 2010-09-26 0936 DL7UMK        599 14 DX  4L1BR         599 21 DX
QSO: 21000 RY 2010-09-26 0939 DL7UMK        599 14 DX  RA9A          599 17 DX
QSO: 21000 RY 2010-09-26 0940 DL7UMK        599 14 DX  CR3A          599 33 DX
QSO: 21000 RY 2010-09-26 0943 DL7UMK        599 14 DX  RN9CM         599 17 DX
QSO: 21000 RY 2010-09-26 0944 DL7UMK        599 14 DX  JR5XPG        599 25 DX
QSO: 21000 RY 2010-09-26 0945 DL7UMK        599 14 DX  5B/UT0U       599 20 DX
QSO: 21000 RY 2010-09-26 0949 DL7UMK        599 14 DX  UZ2M          599 16 DX
QSO: 21000 RY 2010-09-26 0950 DL7UMK        599 14 DX  RT9S          599 16 DX
QSO: 21000 RY 2010-09-26 1041 DL7UMK        599 14 DX  TF3PPN        599 40 DX
QSO: 21000 RY 2010-09-26 1042 DL7UMK        599 14 DX  CR3L          599 33 DX
QSO: 21000 RY 2010-09-26 1045 DL7UMK        599 14 DX  ZC4LI         599 20 DX
QSO: 21000 RY 2010-09-26 1046 DL7UMK        599 14 DX  RY9C          599 17 DX
QSO: 21000 RY 2010-09-26 1047 DL7UMK        599 14 DX  RX4W          599 16 DX
QSO: 21000 RY 2010-09-26 1047 DL7UMK        599 14 DX  RG9A          599 17 DX
QSO: 21000 RY 2010-09-26 1048 DL7UMK        599 14 DX  JA6GCE        599 25 DX
QSO: 21000 RY 2010-09-26 1049 DL7UMK        599 14 DX  UO5L          599 17 DX
QSO: 28000 RY 2010-09-26 1051 DL7UMK        599 14 DX  DL3TD         599 14 DX
QSO: 28000 RY 2010-09-26 1133 DL7UMK        599 14 DX  HZ1PS         599 21 DX
QSO: 21000 RY 2010-09-26 1135 DL7UMK        599 14 DX  LS1D          599 13 DX
QSO: 21000 RY 2010-09-26 1136 DL7UMK        599 14 DX  LU4DX         599 13 DX
QSO: 21000 RY 2010-09-26 1139 DL7UMK        599 14 DX  RA4WC         599 16 DX
QSO: 21000 RY 2010-09-26 1141 DL7UMK        599 14 DX  UA4HOX        599 16 DX
QSO: 14000 RY 2010-09-26 1201 DL7UMK        599 14 DX  TK/OK1VVT/P   599 15 DX
QSO: 14000 RY 2010-09-26 1202 DL7UMK        599 14 DX  RX0AW         599 18 DX
QSO: 14000 RY 2010-09-26 1204 DL7UMK        599 14 DX  UR7GO         599 16 DX
QSO: 14000 RY 2010-09-26 1206 DL7UMK        599 14 DX  OH6K          599 15 DX
QSO: 14000 RY 2010-09-26 1207 DL7UMK        599 14 DX  OH8A          599 15 DX
QSO: 28000 RY 2010-09-26 1208 DL7UMK        599 14 DX  EF8M          599 33 DX
QSO: 14000 RY 2010-09-26 1211 DL7UMK        599 14 DX  R9DX          599 17 DX
QSO: 14000 RY 2010-09-26 1212 DL7UMK        599 14 DX  IT9BLB        599 15 DX
QSO: 14000 RY 2010-09-26 1214 DL7UMK        599 14 DX  UR7QM         599 16 DX
QSO: 14000 RY 2010-09-26 1215 DL7UMK        599 14 DX  RD3DT         599 16 DX
QSO: 14000 RY 2010-09-26 1216 DL7UMK        599 14 DX  EO3Q          599 16 DX
QSO: 14000 RY 2010-09-26 1218 DL7UMK        599 14 DX  RZ3AXX        599 16 DX
QSO: 14000 RY 2010-09-26 1218 DL7UMK        599 14 DX  OH8X          599 15 DX
QSO: 14000 RY 2010-09-26 1219 DL7UMK        599 14 DX  RK3AWL        599 16 DX
QSO: 14000 RY 2010-09-26 1220 DL7UMK        599 14 DX  UT1AA         599 16 DX
QSO: 14000 RY 2010-09-26 1221 DL7UMK        599 14 DX  SV2BFN        599 20 DX
QSO: 21000 RY 2010-09-26 1508 DL7UMK        599 14 DX  PU2WDX        599 11 DX
QSO: 21000 RY 2010-09-26 1510 DL7UMK        599 14 DX  AB4GG         599 04 TN
QSO: 21000 RY 2010-09-26 1510 DL7UMK        599 14 DX  PJ2S          599 09 DX
QSO: 21000 RY 2010-09-26 1511 DL7UMK        599 14 DX  K4GMH         599 05 VA
QSO: 21000 RY 2010-09-26 1513 DL7UMK        599 14 DX  W1UE          599 05 MA
QSO: 21000 RY 2010-09-26 1517 DL7UMK        599 14 DX  HI3TEJ        599 08 DX
QSO: 21000 RY 2010-09-26 1518 DL7UMK        599 14 DX  M0B           599 14 DX
QSO: 21000 RY 2010-09-26 1520 DL7UMK        599 14 DX  P49X          599 09 DX
QSO: 14000 RY 2010-09-26 1521 DL7UMK        599 14 DX  P49X          599 09 DX
QSO: 21000 RY 2010-09-26 1524 DL7UMK        599 14 DX  PY2CX         599 11 DX
QSO: 21000 RY 2010-09-26 1535 DL7UMK        599 14 DX  EF8M          599 33 DX
QSO: 21000 RY 2010-09-26 1536 DL7UMK        599 14 DX  WD4GBW        599 05 VA
QSO: 21000 RY 2010-09-26 1541 DL7UMK        599 14 DX  KA4RRU        599 05 VA
QSO: 21000 RY 2010-09-26 1542 DL7UMK        599 14 DX  NR4M          599 05 VA
QSO: 21000 RY 2010-09-26 1546 DL7UMK        599 14 DX  AG4W          599 04 AL
QSO: 21000 RY 2010-09-26 1552 DL7UMK        599 14 DX  PY2MTV        599 11 DX
QSO: 21000 RY 2010-09-26 1555 DL7UMK        599 14 DX  OD5ET         599 20 DX
QSO:  3500 RY 2010-09-26 1557 DL7UMK        599 14 DX  I4AVG         599 15 DX
QSO:  3500 RY 2010-09-26 1614 DL7UMK        599 14 DX  DL4MCF        599 14 DX
