START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL7UMK
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 51744
CREATED-BY: UcxLog 6.33
OPERATORS: DL7UMK
NAME: Manfred Klimroth
CLUB: Y07
SOAPBOX: Worked only few hours and had a lot of fun.
SOAPBOX: I hope next year is enough time to work the whole contest.
QSO: 14000 RY 2010-09-26 1618 DL7UMK        599 14 DX  YT1LD         599 15 DX
QSO: 21000 RY 2010-09-26 1625 DL7UMK        599 14 DX  L73D          599 13 DX
QSO: 21000 RY 2010-09-26 1627 DL7UMK        599 14 DX  WY3P          599 05 VA
QSO: 21000 RY 2010-09-26 1629 DL7UMK        599 14 DX  SP9LJD        599 15 DX
QSO: 21000 RY 2010-09-26 1631 DL7UMK        599 14 DX  DL3BQA        599 14 DX
QSO: 21000 RY 2010-09-26 1632 DL7UMK        599 14 DX  W3LL          599 05 MD
QSO: 21000 RY 2010-09-26 1636 DL7UMK        599 14 DX  W9MU          599 04 IL
QSO: 21000 RY 2010-09-26 1637 DL7UMK        599 14 DX  S50PTUJ       599 15 DX
QSO: 21000 RY 2010-09-26 1638 DL7UMK        599 14 DX  IT9BLB        599 15 DX
QSO: 21000 RY 2010-09-26 1640 DL7UMK        599 14 DX  9A9A          599 15 DX
QSO: 21000 RY 2010-09-26 1646 DL7UMK        599 14 DX  AY8A          599 13 DX
QSO: 21000 RY 2010-09-26 1646 DL7UMK        599 14 DX  PU5ATX        599 11 DX
QSO: 14000 RY 2010-09-26 1648 DL7UMK        599 14 DX  N2WK          599 05 NY
QSO: 14000 RY 2010-09-26 1656 DL7UMK        599 14 DX  CR3A          599 33 DX
QSO: 14000 RY 2010-09-26 1657 DL7UMK        599 14 DX  SN7Q          599 15 DX
QSO: 14000 RY 2010-09-26 1659 DL7UMK        599 14 DX  IQ8PQ         599 15 DX
QSO: 14000 RY 2010-09-26 1700 DL7UMK        599 14 DX  F1AEY         599 14 DX
QSO: 14000 RY 2010-09-26 1701 DL7UMK        599 14 DX  UA4HOX        599 16 DX
QSO: 14000 RY 2010-09-26 1704 DL7UMK        599 14 DX  UR5IFX        599 16 DX
QSO: 14000 RY 2010-09-26 1705 DL7UMK        599 14 DX  SX25JMO       599 20 DX
QSO: 14000 RY 2010-09-26 1706 DL7UMK        599 14 DX  5B/UT0U       599 20 DX
QSO: 14000 RY 2010-09-26 1711 DL7UMK        599 14 DX  DR10TCC       599 14 DX
QSO: 14000 RY 2010-09-26 1713 DL7UMK        599 14 DX  IT9AJP        599 15 DX
QSO: 14000 RY 2010-09-26 1714 DL7UMK        599 14 DX  EB5AL         599 14 DX
QSO: 14000 RY 2010-09-26 1716 DL7UMK        599 14 DX  EA3FHP        599 14 DX
QSO:  3500 RY 2010-09-26 1717 DL7UMK        599 14 DX  HA3LI         599 15 DX
QSO:  3500 RY 2010-09-26 1718 DL7UMK        599 14 DX  SP1MHZ        599 15 DX
QSO:  3500 RY 2010-09-26 1719 DL7UMK        599 14 DX  PI4W          599 14 DX
QSO:  3500 RY 2010-09-26 1720 DL7UMK        599 14 DX  DM5GI         599 14 DX
QSO:  3500 RY 2010-09-26 1721 DL7UMK        599 14 DX  OH1TN         599 15 DX
QSO:  3500 RY 2010-09-26 1722 DL7UMK        599 14 DX  Z37M          599 15 DX
QSO:  3500 RY 2010-09-26 1722 DL7UMK        599 14 DX  SP4GL         599 15 DX
QSO:  3500 RY 2010-09-26 1723 DL7UMK        599 14 DX  S57OWA        599 15 DX
QSO: 14000 RY 2010-09-26 1758 DL7UMK        599 14 DX  VA3PC         599 04 ON
QSO: 14000 RY 2010-09-26 1800 DL7UMK        599 14 DX  VA2UP         599 05 QC
QSO: 14000 RY 2010-09-26 1801 DL7UMK        599 14 DX  SP9LJD        599 15 DX
QSO: 14000 RY 2010-09-26 1801 DL7UMK        599 14 DX  W4PK          599 05 VA
QSO: 14000 RY 2010-09-26 1838 DL7UMK        599 14 DX  WX4TM         599 04 AL
QSO: 14000 RY 2010-09-26 1839 DL7UMK        599 14 DX  SN2K          599 15 DX
QSO: 14000 RY 2010-09-26 1841 DL7UMK        599 14 DX  PY2OE         599 11 DX
QSO: 14000 RY 2010-09-26 1846 DL7UMK        599 14 DX  RW6CR         599 16 DX
QSO: 14000 RY 2010-09-26 1847 DL7UMK        599 14 DX  UW1M          599 16 DX
QSO: 14000 RY 2010-09-26 1848 DL7UMK        599 14 DX  EH7Z          599 14 DX
QSO: 14000 RY 2010-09-26 1852 DL7UMK        599 14 DX  DL3TD         599 14 DX
QSO: 14000 RY 2010-09-26 1857 DL7UMK        599 14 DX  AN5E          599 14 DX
QSO:  3500 RY 2010-09-26 1858 DL7UMK        599 14 DX  DO9PL         599 14 DX
QSO:  3500 RY 2010-09-26 1901 DL7UMK        599 14 DX  EU1AZ         599 16 DX
QSO:  3500 RY 2010-09-26 1901 DL7UMK        599 14 DX  YT4T          599 15 DX
QSO:  3500 RY 2010-09-26 1903 DL7UMK        599 14 DX  Z33A          599 15 DX
QSO:  3500 RY 2010-09-26 1903 DL7UMK        599 14 DX  GI6K          599 14 DX
QSO:  3500 RY 2010-09-26 1905 DL7UMK        599 14 DX  SE6Y          599 14 DX
QSO:  3500 RY 2010-09-26 1905 DL7UMK        599 14 DX  SP6AXW        599 15 DX
QSO:  3500 RY 2010-09-26 1907 DL7UMK        599 14 DX  OH2ET         599 15 DX
QSO:  3500 RY 2010-09-26 1908 DL7UMK        599 14 DX  IZ5MOQ        599 15 DX
QSO:  3500 RY 2010-09-26 1909 DL7UMK        599 14 DX  OH8A          599 15 DX
QSO:  3500 RY 2010-09-26 1910 DL7UMK        599 14 DX  R3CM          599 16 DX
QSO:  3500 RY 2010-09-26 1911 DL7UMK        599 14 DX  G3TXF         599 14 DX
QSO:  3500 RY 2010-09-26 1912 DL7UMK        599 14 DX  9A2DQ         599 15 DX
QSO: 14000 RY 2010-09-26 1919 DL7UMK        599 14 DX  K4EU          599 05 VA
QSO: 14000 RY 2010-09-26 1920 DL7UMK        599 14 DX  WB4MSG        599 05 NC
QSO: 14000 RY 2010-09-26 1925 DL7UMK        599 14 DX  AE1P          599 05 NH
QSO: 14000 RY 2010-09-26 1927 DL7UMK        599 14 DX  N2QT          599 05 VA
QSO: 14000 RY 2010-09-26 1928 DL7UMK        599 14 DX  IZ6TSA        599 15 DX
QSO: 14000 RY 2010-09-26 1929 DL7UMK        599 14 DX  IQ1RY         599 15 DX
QSO: 14000 RY 2010-09-26 1931 DL7UMK        599 14 DX  KA2KON        599 05 NH
QSO: 14000 RY 2010-09-26 1933 DL7UMK        599 14 DX  K4FJ          599 05 VA
QSO: 14000 RY 2010-09-26 1934 DL7UMK        599 14 DX  VE7UF         599 03 BC
QSO: 14000 RY 2010-09-26 1935 DL7UMK        599 14 DX  EF8M          599 33 DX
QSO: 14000 RY 2010-09-26 1935 DL7UMK        599 14 DX  K8AJS         599 04 OH
QSO: 14000 RY 2010-09-26 1937 DL7UMK        599 14 DX  ES9C          599 15 DX
QSO: 14000 RY 2010-09-26 1939 DL7UMK        599 14 DX  K5CM          599 04 OK
QSO: 14000 RY 2010-09-26 1940 DL7UMK        599 14 DX  KJ4EEW        599 04 TN
QSO: 14000 RY 2010-09-26 1941 DL7UMK        599 14 DX  NR4M          599 05 VA
QSO: 14000 RY 2010-09-26 1946 DL7UMK        599 14 DX  HG1S          599 15 DX
QSO: 14000 RY 2010-09-26 1948 DL7UMK        599 14 DX  N2PA          599 05 NY
QSO: 14000 RY 2010-09-26 1950 DL7UMK        599 14 DX  KK9A          599 05 NC
QSO: 14000 RY 2010-09-26 1951 DL7UMK        599 14 DX  W4TTY         599 05 VA
QSO: 14000 RY 2010-09-26 1953 DL7UMK        599 14 DX  AA3B          599 05 PA
QSO: 14000 RY 2010-09-26 1955 DL7UMK        599 14 DX  W0TUP         599 04 ND
QSO: 14000 RY 2010-09-26 2001 DL7UMK        599 14 DX  NO2T          599 05 NJ
END-OF-LOG:
