START-OF-LOG: 3.0
ARRL-SECTION:
CONTEST: CQ-WW-RTTY
CALLSIGN: F6AUS
CLAIMED-SCORE:
OPERATORS:
CLUB:
NAME: SERGE SOULET
SOAPBOX:
CREATED-BY: MMVARI beta ver 0.42
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 21000 RY 2010-09-25 0749 F6AUS         599 14 DX A71CV         599 21 DX
QSO: 21000 RY 2010-09-25 0758 F6AUS         599 14 DX EY7AD         599 17 DX
QSO: 21000 RY 2010-09-25 1029 F6AUS         599 14 DX UA0YAY        599 23 DX
QSO: 21000 RY 2010-09-25 1856 F6AUS         599 14 DX HC8/K6AW      599 10 DX
QSO: 21000 RY 2010-09-25 1905 F6AUS         599 14 DX P49X          599 09 DX
QSO: 21000 RY 2010-09-25 1908 F6AUS         599 14 DX 6V7X          599 35 DX
QSO: 21000 RY 2010-09-25 1911 F6AUS         599 14 DX PJ2S          599 09 DX
QSO: 21000 RY 2010-09-25 1920 F6AUS         599 14 DX CR3A          599 33 DX
QSO: 21000 RY 2010-09-25 1921 F6AUS         599 14 DX CO8LY         599 08 DX
QSO: 21000 RY 2010-09-25 1923 F6AUS         599 14 DX FY1FL         599 09 DX
QSO: 21000 RY 2010-09-25 1925 F6AUS         599 14 DX YW4V          599 09 DX
QSO: 21000 RY 2010-09-25 1927 F6AUS         599 14 DX CO8ZZ         599 08 DX
QSO: 21000 RY 2010-09-25 1928 F6AUS         599 14 DX PU5ATX        599 11 DX
QSO: 21000 RY 2010-09-25 1932 F6AUS         599 14 DX LS1D          599 13 DX
QSO: 14000 RY 2010-09-25 1947 F6AUS         599 14 DX TK/OK1VVT/P   599 15 DX
QSO: 14000 RY 2010-09-25 2008 F6AUS         599 14 DX VE6WQ         599 04 AB
QSO: 14000 RY 2010-09-25 2029 F6AUS         599 14 DX F5JY          599 14 DX
QSO: 21000 RY 2010-09-26 1323 F6AUS         599 14 DX ZC4LI         599 20 DX
QSO: 21000 RY 2010-09-26 1323 F6AUS         599 14 DX VA3DX         599 04 ON
QSO: 21000 RY 2010-09-26 1324 F6AUS         599 14 DX N8BJQ         599 04 OH
QSO: 21000 RY 2010-09-26 1326 F6AUS         599 14 DX ER3DX         599 16 DX
QSO: 21000 RY 2010-09-26 1327 F6AUS         599 14 DX EA8AJO        599 33 DX
QSO: 21000 RY 2010-09-26 1329 F6AUS         599 14 DX UZ7HO         599 16 DX
QSO: 21000 RY 2010-09-26 1330 F6AUS         599 14 DX W4MAY         599 05 FL
QSO: 21000 RY 2010-09-26 1330 F6AUS         599 14 DX RD1AW         599 16 DX
QSO: 21000 RY 2010-09-26 1331 F6AUS         599 14 DX UT2IV         599 16 DX
QSO: 21000 RY 2010-09-26 1331 F6AUS         599 14 DX N2QT          599 05 VA
QSO: 21000 RY 2010-09-26 1332 F6AUS         599 14 DX W1MAT         599 05 MA
QSO: 21000 RY 2010-09-26 1335 F6AUS         599 14 DX G0GKQ         599 14 DX
QSO: 21000 RY 2010-09-26 1336 F6AUS         599 14 DX K2EN          599 05 NY
QSO: 21000 RY 2010-09-26 1337 F6AUS         599 14 DX N4KG          599 04 AL
QSO: 21000 RY 2010-09-26 1338 F6AUS         599 14 DX DL1LH         599 14 DX
QSO: 21000 RY 2010-09-26 1339 F6AUS         599 14 DX NV4B          599 04 AL
QSO: 21000 RY 2010-09-26 1341 F6AUS         599 14 DX VE2FK         599 05 QC
QSO: 21000 RY 2010-09-26 1344 F6AUS         599 14 DX VE9AA         599 05 NB
QSO: 21000 RY 2010-09-26 1345 F6AUS         599 14 DX VY2SS         599 05 PEI
QSO: 21000 RY 2010-09-26 1347 F6AUS         599 14 DX CO3JN         599 08 DX
QSO: 21000 RY 2010-09-26 1350 F6AUS         599 14 DX RJ3AR         599 16 DX
QSO: 21000 RY 2010-09-26 1352 F6AUS         599 14 DX K1IB          599 05 VT
QSO: 21000 RY 2010-09-26 1352 F6AUS         599 14 DX KK8X          599 04 OH
QSO: 21000 RY 2010-09-26 1354 F6AUS         599 14 DX K4SKB         599 05 NC
QSO: 21000 RY 2010-09-26 1356 F6AUS         599 14 DX R3OR          599 16 DX
QSO: 21000 RY 2010-09-26 1357 F6AUS         599 14 DX SM2M          599 14 DX
QSO: 21000 RY 2010-09-26 1401 F6AUS         599 14 DX K2NV          599 05 NY
QSO: 21000 RY 2010-09-26 1404 F6AUS         599 14 DX W2LE          599 05 NJ
QSO: 21000 RY 2010-09-26 1406 F6AUS         599 14 DX RO7M          599 16 DX
QSO: 21000 RY 2010-09-26 1407 F6AUS         599 14 DX LU5FF         599 13 DX
QSO: 21000 RY 2010-09-26 1407 F6AUS         599 14 DX K4FPF         599 05 VA
QSO: 21000 RY 2010-09-26 1507 F6AUS         599 14 DX UR7EY         599 16 DX
QSO: 21000 RY 2010-09-26 1514 F6AUS         599 14 DX N4IG          599 05 FL
QSO: 21000 RY 2010-09-26 1516 F6AUS         599 14 DX WA1EHK        599 05 CT
QSO: 14000 RY 2010-09-26 1856 F6AUS         599 14 DX WB5AAA        599 04 AR
QSO: 14000 RY 2010-09-26 1856 F6AUS         599 14 DX WV0T          599 04 KS
QSO: 14000 RY 2010-09-26 1857 F6AUS         599 14 DX 4B1EE         599 06 DX
QSO: 14000 RY 2010-09-26 1858 F6AUS         599 14 DX K8UT          599 04 MI
QSO: 14000 RY 2010-09-26 1903 F6AUS         599 14 DX N2FF          599 05 NY
QSO: 14000 RY 2010-09-26 1903 F6AUS         599 14 DX KA4RRU        599 05 VA
QSO: 14000 RY 2010-09-26 1904 F6AUS         599 14 DX VE2AXO        599 05 QC
QSO: 14000 RY 2010-09-26 1905 F6AUS         599 14 DX N7WS          599 03 AZ
QSO: 14000 RY 2010-09-26 1905 F6AUS         599 14 DX WB4MSG        599 05 NC
QSO: 14000 RY 2010-09-26 1906 F6AUS         599 14 DX AC0C          599 04 KS
QSO: 14000 RY 2010-09-26 1906 F6AUS         599 14 DX W2YC          599 05 NJ
QSO: 14000 RY 2010-09-26 1907 F6AUS         599 14 DX W4LC          599 04 KY
QSO: 14000 RY 2010-09-26 1908 F6AUS         599 14 DX SV1JRR        599 20 DX
QSO: 14000 RY 2010-09-26 1908 F6AUS         599 14 DX VE7SV         599 03 BC
QSO: 14000 RY 2010-09-26 1909 F6AUS         599 14 DX ES9C          599 15 DX
QSO: 14000 RY 2010-09-26 1910 F6AUS         599 14 DX K2QMF         599 05 NY
QSO: 14000 RY 2010-09-26 1910 F6AUS         599 14 DX UT4ZX         599 16 DX
QSO: 14000 RY 2010-09-26 1914 F6AUS         599 14 DX AG4W          599 04 AL
QSO: 14000 RY 2010-09-26 1915 F6AUS         599 14 DX AK0A          599 04 KS
QSO: 14000 RY 2010-09-26 1917 F6AUS         599 14 DX IN3JJI        599 15 DX
QSO: 14000 RY 2010-09-26 1918 F6AUS         599 14 DX WB2WPM        599 05 NY
QSO: 14000 RY 2010-09-26 1919 F6AUS         599 14 DX KB1EFS        599 05 MA
QSO: 14000 RY 2010-09-26 1919 F6AUS         599 14 DX WA5ZUP        599 04 NM
QSO: 14000 RY 2010-09-26 1921 F6AUS         599 14 DX N0OK          599 04 MN
QSO: 14000 RY 2010-09-26 1922 F6AUS         599 14 DX GW4SKA        599 14 DX
QSO: 14000 RY 2010-09-26 1923 F6AUS         599 14 DX W8KEN         599 04 OH
QSO: 14000 RY 2010-09-26 1923 F6AUS         599 14 DX K8SM          599 04 OH
QSO: 14000 RY 2010-09-26 1927 F6AUS         599 14 DX VP9I          599 05 DX
QSO: 14000 RY 2010-09-26 1927 F6AUS         599 14 DX EA8ARG        599 33 DX
QSO: 14000 RY 2010-09-26 1929 F6AUS         599 14 DX NV4B          599 04 AL
QSO: 14000 RY 2010-09-26 1929 F6AUS         599 14 DX CE2WZ         599 12 DX
QSO: 14000 RY 2010-09-26 1930 F6AUS         599 14 DX VA3SB         599 04 ON
QSO: 14000 RY 2010-09-26 1930 F6AUS         599 14 DX VE3KI         599 04 ON
QSO: 14000 RY 2010-09-26 1931 F6AUS         599 14 DX K4EU          599 05 VA
QSO: 14000 RY 2010-09-26 1932 F6AUS         599 14 DX VE2FK         599 05 QC
QSO: 14000 RY 2010-09-26 1932 F6AUS         599 14 DX K0KX          599 04 MN
QSO: 14000 RY 2010-09-26 1933 F6AUS         599 14 DX UV5U          599 16 DX
QSO: 14000 RY 2010-09-26 1933 F6AUS         599 14 DX W2LE          599 05 NJ
QSO: 14000 RY 2010-09-26 1934 F6AUS         599 14 DX W1BYH         599 05 MA
QSO: 14000 RY 2010-09-26 1934 F6AUS         599 14 DX OH2ET         599 15 DX
QSO: 14000 RY 2010-09-26 1936 F6AUS         599 14 DX K7NS          599 05 VA
QSO: 14000 RY 2010-09-26 1936 F6AUS         599 14 DX LV6D          599 13 DX
QSO: 14000 RY 2010-09-26 1938 F6AUS         599 14 DX L73D          599 13 DX
QSO: 14000 RY 2010-09-26 1939 F6AUS         599 14 DX K8DID         599 04 MI
QSO: 14000 RY 2010-09-26 1939 F6AUS         599 14 DX KE4UNA        599 04 AL
QSO: 14000 RY 2010-09-26 1940 F6AUS         599 14 DX K9DJ          599 04 WI
QSO: 14000 RY 2010-09-26 1942 F6AUS         599 14 DX US6CQ         599 16 DX
QSO: 14000 RY 2010-09-26 1942 F6AUS         599 14 DX K7IA          599 04 NM
QSO: 14000 RY 2010-09-26 1943 F6AUS         599 14 DX W0BM          599 04 MN
QSO: 14000 RY 2010-09-26 1944 F6AUS         599 14 DX VA3XH         599 04 ON
QSO: 14000 RY 2010-09-26 1945 F6AUS         599 14 DX N0AT          599 04 MN
QSO: 14000 RY 2010-09-26 1945 F6AUS         599 14 DX K3WI          599 05 MD
QSO: 14000 RY 2010-09-26 1946 F6AUS         599 14 DX W1MJ          599 05 MA
QSO: 14000 RY 2010-09-26 1947 F6AUS         599 14 DX W9ZP          599 04 IN
QSO: 14000 RY 2010-09-26 1947 F6AUS         599 14 DX N9AK          599 04 IL
QSO: 14000 RY 2010-09-26 1948 F6AUS         599 14 DX N2SO          599 05 NY
QSO: 14000 RY 2010-09-26 1949 F6AUS         599 14 DX N2LK          599 05 NJ
QSO: 14000 RY 2010-09-26 1950 F6AUS         599 14 DX WR9Y          599 04 WI
QSO: 14000 RY 2010-09-26 1953 F6AUS         599 14 DX N4BAA         599 05 MA
QSO: 14000 RY 2010-09-26 1955 F6AUS         599 14 DX K3PU          599 05 MD
QSO: 14000 RY 2010-09-26 1956 F6AUS         599 14 DX K7VC          599 03 NV
QSO: 14000 RY 2010-09-26 1957 F6AUS         599 14 DX W6BBS         599 03 CA
QSO: 14000 RY 2010-09-26 1958 F6AUS         599 14 DX K7AR          599 03 WA
QSO: 14000 RY 2010-09-26 1958 F6AUS         599 14 DX W3FV          599 05 PA
QSO: 14000 RY 2010-09-26 1959 F6AUS         599 14 DX KI2P          599 05 NJ
QSO: 14000 RY 2010-09-26 2000 F6AUS         599 14 DX KV9R          599 05 VT
QSO: 14000 RY 2010-09-26 2000 F6AUS         599 14 DX N8BM          599 04 OH
QSO: 14000 RY 2010-09-26 2001 F6AUS         599 14 DX W1BV          599 05 CT
QSO: 14000 RY 2010-09-26 2002 F6AUS         599 14 DX W0QU          599 04 MO
QSO: 14000 RY 2010-09-26 2029 F6AUS         599 14 DX KK9A          599 05 NC
QSO: 14000 RY 2010-09-26 2031 F6AUS         599 14 DX W1MAT         599 05 MA
QSO: 14000 RY 2010-09-26 2032 F6AUS         599 14 DX N2XQM         599 05 VA
QSO: 14000 RY 2010-09-26 2033 F6AUS         599 14 DX VE3EY         599  4 ON
QSO: 14000 RY 2010-09-26 2035 F6AUS         599 14 DX W0YR          599 05 VA
QSO: 14000 RY 2010-09-26 2040 F6AUS         599 14 DX KC4D          599 05 VA
QSO: 14000 RY 2010-09-26 2042 F6AUS         599 14 DX N4ZZ          599 04 TN
QSO: 14000 RY 2010-09-26 2042 F6AUS         599 14 DX K1TTT         599 05 MA
QSO: 14000 RY 2010-09-26 2044 F6AUS         599 14 DX FM5CD         599 08 DX
