START-OF-LOG: 3.0
CALLSIGN: N0KE
CLUB: Grand Mesa Contesters of Colorado
CONTEST: CQ-WW-RTTY
CLAIMED-SCORE: 1033706
OPERATORS: N0KE
NAME: Phil Krichbaum
CREATED-BY: N1MM Logger V10.8.3
LOCATION: CO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO: 21086 RY 2010-09-25 0003 N0KE          599 04 CO  N4BP          599 05 FL
QSO: 21094 RY 2010-09-25 0005 N0KE          599 04 CO  JR1NHD        599 25 DX
QSO: 21094 RY 2010-09-25 0005 N0KE          599 04 CO  JL3TMH        599 25 DX
QSO: 21094 RY 2010-09-25 0006 N0KE          599 04 CO  JA2BQX        599 25 DX
QSO: 21094 RY 2010-09-25 0007 N0KE          599 04 CO  VK4LDX        599 30 DX
QSO: 21094 RY 2010-09-25 0007 N0KE          599 04 CO  JA9CWJ        599 25 DX
QSO: 21094 RY 2010-09-25 0008 N0KE          599 04 CO  HL5OC         599 25 DX
QSO: 21094 RY 2010-09-25 0009 N0KE          599 04 CO  NJ2F          599 05 FL
QSO: 21094 RY 2010-09-25 0010 N0KE          599 04 CO  N4LPD         599 05 FL
QSO: 21094 RY 2010-09-25 0010 N0KE          599 04 CO  JI1CPN        599 25 DX
QSO: 21094 RY 2010-09-25 0011 N0KE          599 04 CO  KH6CO         599 31 DX
QSO: 21094 RY 2010-09-25 0011 N0KE          599 04 CO  K0IR          599 04 MN
QSO: 21094 RY 2010-09-25 0012 N0KE          599 04 CO  JP2MRD        599 25 DX
QSO: 21094 RY 2010-09-25 0013 N0KE          599 04 CO  JH7RTQ        599 25 DX
QSO: 21094 RY 2010-09-25 0013 N0KE          599 04 CO  JA1AZR        599 25 DX
QSO: 21094 RY 2010-09-25 0014 N0KE          599 04 CO  JH4UYB        599 25 DX
QSO: 21094 RY 2010-09-25 0015 N0KE          599 04 CO  JH9KVF        599 25 DX
QSO: 21094 RY 2010-09-25 0018 N0KE          599 04 CO  JI1RXQ        599 25 DX
QSO: 21094 RY 2010-09-25 0018 N0KE          599 04 CO  JH4UTP        599 25 DX
QSO: 21094 RY 2010-09-25 0019 N0KE          599 04 CO  VK6HD         599 29 DX
QSO: 21094 RY 2010-09-25 0020 N0KE          599 04 CO  JA6GCE        599 25 DX
QSO: 21094 RY 2010-09-25 0021 N0KE          599 04 CO  JA1RZD        599 25 DX
QSO: 21094 RY 2010-09-25 0021 N0KE          599 04 CO  JS1OYN        599 25 DX
QSO: 21094 RY 2010-09-25 0022 N0KE          599 04 CO  JR3CNQ        599 25 DX
QSO: 21094 RY 2010-09-25 0024 N0KE          599 04 CO  JH3EQP        599 25 DX
QSO: 21094 RY 2010-09-25 0026 N0KE          599 04 CO  JF3NKA        599 25 DX
QSO: 21094 RY 2010-09-25 0027 N0KE          599 04 CO  JO4CFV        599 25 DX
QSO: 21094 RY 2010-09-25 0027 N0KE          599 04 CO  JO3PSJ/3      599 25 DX
QSO: 21098 RY 2010-09-25 0028 N0KE          599 04 CO  ZL1BYZ        599 32 DX
QSO: 21094 RY 2010-09-25 0030 N0KE          599 04 CO  JG3SVP        599 25 DX
QSO: 21094 RY 2010-09-25 0031 N0KE          599 04 CO  JA1MRM        599 25 DX
QSO: 21094 RY 2010-09-25 0031 N0KE          599 04 CO  JA1BJI        599 25 DX
QSO: 21094 RY 2010-09-25 0032 N0KE          599 04 CO  JA6CRP        599 25 DX
QSO: 21094 RY 2010-09-25 0033 N0KE          599 04 CO  PY2SEX        599 11 DX
QSO: 21094 RY 2010-09-25 0035 N0KE          599 04 CO  K4OD          599 05 GA
QSO: 21094 RY 2010-09-25 0036 N0KE          599 04 CO  JE2TLZ        599 25 DX
QSO: 21094 RY 2010-09-25 0036 N0KE          599 04 CO  JA7KY         599 25 DX
QSO: 21094 RY 2010-09-25 0038 N0KE          599 04 CO  CM2QM         599 08 DX
QSO: 21094 RY 2010-09-25 0039 N0KE          599 04 CO  7N2UQC        599 25 DX
QSO: 21094 RY 2010-09-25 0039 N0KE          599 04 CO  JH4BTI        599 25 DX
QSO: 21094 RY 2010-09-25 0040 N0KE          599 04 CO  LU3JVO        599 13 DX
QSO: 21094 RY 2010-09-25 0040 N0KE          599 04 CO  JR6GHN        599 25 DX
QSO: 21094 RY 2010-09-25 0041 N0KE          599 04 CO  JA7COI        599 25 DX
QSO: 21094 RY 2010-09-25 0042 N0KE          599 04 CO  JA1BWA        599 25 DX
QSO: 21094 RY 2010-09-25 0042 N0KE          599 04 CO  VK3FM         599 30 DX
QSO: 21094 RY 2010-09-25 0044 N0KE          599 04 CO  NT0V          599 04 ND
QSO: 21094 RY 2010-09-25 0045 N0KE          599 04 CO  KK5OQ         599 04 MS
QSO: 21094 RY 2010-09-25 0046 N0KE          599 04 CO  JH0INP        599 25 DX
QSO: 21094 RY 2010-09-25 0047 N0KE          599 04 CO  JR2PMT        599 25 DX
QSO: 21094 RY 2010-09-25 0047 N0KE          599 04 CO  BG7IBS        599 24 DX
QSO: 21094 RY 2010-09-25 0050 N0KE          599 04 CO  3G3P          599 12 DX
QSO: 21094 RY 2010-09-25 0050 N0KE          599 04 CO  JA6BZI        599 25 DX
QSO: 21094 RY 2010-09-25 0051 N0KE          599 04 CO  WB4OMM        599 05 FL
QSO: 21094 RY 2010-09-25 0052 N0KE          599 04 CO  JR4DHK        599 25 DX
