START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL5JH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 73788
CREATED-BY: UcxLog 6.61
NAME: Knut Hoberg
CLUB: RHEIN RUHR DX ASSOCIATION
SOAPBOX: Again great fun, only interrupted by my newborn son. :-) I placed
QSO: 14000 RY 2010-09-25 1358 DL5JH         599 14 DX  W3MF          599 05 PA
QSO: 14000 RY 2010-09-25 1517 DL5JH         599 14 DX  VE6WQ         599 04 AB
QSO: 14000 RY 2010-09-25 1530 DL5JH         599 14 DX  9M2CNC        599 28 DX
QSO: 14000 RY 2010-09-25 1535 DL5JH         599 14 DX  CR3L          599 33 DX
QSO: 14000 RY 2010-09-25 1541 DL5JH         599 14 DX  EU1AZ         599 16 DX
QSO: 14000 RY 2010-09-25 1543 DL5JH         599 14 DX  Z33A          599 15 DX
QSO: 14000 RY 2010-09-25 1544 DL5JH         599 14 DX  YT1LD         599 15 DX
QSO: 14000 RY 2010-09-25 1546 DL5JH         599 14 DX  LZ8E          599 20 DX
QSO: 14000 RY 2010-09-25 1548 DL5JH         599 14 DX  ES9C          599 15 DX
QSO: 14000 RY 2010-09-25 1555 DL5JH         599 14 DX  KE1FO         599 05 VT
QSO: 14000 RY 2010-09-25 1600 DL5JH         599 14 DX  K1TTT         599 05 MA
QSO: 14000 RY 2010-09-25 1630 DL5JH         599 14 DX  W0YR          599 05 VA
QSO: 14000 RY 2010-09-25 1633 DL5JH         599 14 DX  4K3FF         599 21 DX
QSO: 14000 RY 2010-09-25 1648 DL5JH         599 14 DX  VE3FJB        599 04 ON
QSO: 14000 RY 2010-09-25 1657 DL5JH         599 14 DX  N7AT          599 03 AZ
QSO: 14000 RY 2010-09-25 1701 DL5JH         599 14 DX  LA8PDA        599 14 DX
QSO: 14000 RY 2010-09-25 1704 DL5JH         599 14 DX  K9DJ          599 04 WI
QSO: 14000 RY 2010-09-25 1708 DL5JH         599 14 DX  LA1J          599 14 DX
QSO: 14000 RY 2010-09-25 1711 DL5JH         599 14 DX  KA4RRU        599 05 VA
QSO: 14000 RY 2010-09-25 1721 DL5JH         599 14 DX  VE3DZ         599 04 ON
QSO: 14000 RY 2010-09-25 1723 DL5JH         599 14 DX  AN5E          599 14 DX
QSO: 14000 RY 2010-09-25 1724 DL5JH         599 14 DX  AO7H          599 14 DX
QSO: 14000 RY 2010-09-25 1726 DL5JH         599 14 DX  N2BJ          599 04 IL
QSO: 14000 RY 2010-09-25 1727 DL5JH         599 14 DX  CT1EEK        599 14 DX
QSO: 14000 RY 2010-09-25 1733 DL5JH         599 14 DX  9M2TO         599 28 DX
QSO: 14000 RY 2010-09-25 1813 DL5JH         599 14 DX  TF3PPN        599 40 DX
QSO: 14000 RY 2010-09-25 1818 DL5JH         599 14 DX  W3FV          599 05 PA
QSO: 14000 RY 2010-09-25 1820 DL5JH         599 14 DX  VE3HG         599 04 ON
QSO: 21000 RY 2010-09-25 1835 DL5JH         599 14 DX  LS1D          599 13 DX
QSO: 21000 RY 2010-09-25 1837 DL5JH         599 14 DX  AO7H          599 14 DX
QSO: 21000 RY 2010-09-25 1842 DL5JH         599 14 DX  LU5FF         599 13 DX
QSO: 21000 RY 2010-09-25 1843 DL5JH         599 14 DX  CT3FQ         599 33 DX
QSO: 21000 RY 2010-09-25 1847 DL5JH         599 14 DX  YW4V          599 09 DX
QSO: 21000 RY 2010-09-25 1859 DL5JH         599 14 DX  PY2NY         599 11 DX
QSO: 21000 RY 2010-09-25 1902 DL5JH         599 14 DX  PY2KJ         599 11 DX
QSO:  7000 RY 2010-09-25 1905 DL5JH         599 14 DX  SN2J          599 15 DX
QSO:  7000 RY 2010-09-25 1917 DL5JH         599 14 DX  OY3JE         599 14 DX
QSO:  7000 RY 2010-09-25 1926 DL5JH         599 14 DX  G3V           599 14 DX
QSO:  7000 RY 2010-09-25 1930 DL5JH         599 14 DX  S52X          599 15 DX
QSO:  7000 RY 2010-09-25 1932 DL5JH         599 14 DX  TM0T          599 14 DX
QSO:  7000 RY 2010-09-25 1934 DL5JH         599 14 DX  GM3W          599 14 DX
QSO:  7000 RY 2010-09-25 1939 DL5JH         599 14 DX  LA5TFA        599 14 DX
QSO:  7000 RY 2010-09-25 1942 DL5JH         599 14 DX  IZ5DKJ        599 15 DX
QSO:  7000 RY 2010-09-25 1948 DL5JH         599 14 DX  ER0FT         599 16 DX
QSO:  7000 RY 2010-09-25 1949 DL5JH         599 14 DX  M7T           599 14 DX
QSO:  7000 RY 2010-09-25 1952 DL5JH         599 14 DX  E70T          599 15 DX
QSO:  7000 RY 2010-09-25 1953 DL5JH         599 14 DX  OE9R          599 15 DX
QSO:  7000 RY 2010-09-25 1954 DL5JH         599 14 DX  YL4U          599 15 DX
QSO:  7000 RY 2010-09-25 1958 DL5JH         599 14 DX  OH0Z          599 15 DX
QSO: 14000 RY 2010-09-25 2000 DL5JH         599 14 DX  HG1S          599 15 DX
QSO: 14000 RY 2010-09-25 2002 DL5JH         599 14 DX  K9MUG/4       599 04 AL
QSO: 14000 RY 2010-09-25 2005 DL5JH         599 14 DX  TK/OK1VVT/P   599 15 DX
QSO: 14000 RY 2010-09-25 2007 DL5JH         599 14 DX  KR1ST         599 05 SC
QSO: 14000 RY 2010-09-25 2010 DL5JH         599 14 DX  VE7UF         599 03 BC
QSO: 14000 RY 2010-09-25 2016 DL5JH         599 14 DX  NR4M          599 05 VA
QSO: 14000 RY 2010-09-25 2020 DL5JH         599 14 DX  VE2AXO        599 05 QC
QSO: 14000 RY 2010-09-25 2028 DL5JH         599 14 DX  N6AR          599 05 FL
QSO: 14000 RY 2010-09-25 2030 DL5JH         599 14 DX  KI7MT         599 04 MT
QSO: 14000 RY 2010-09-25 2036 DL5JH         599 14 DX  WA5ZUP        599 04 NM
QSO: 14000 RY 2010-09-25 2038 DL5JH         599 14 DX  W1BV          599 05 CT
QSO: 14000 RY 2010-09-25 2040 DL5JH         599 14 DX  VE3EY         599 04 ON
QSO: 14000 RY 2010-09-25 2042 DL5JH         599 14 DX  WY7SS         599 04 WY
QSO: 14000 RY 2010-09-25 2049 DL5JH         599 14 DX  NT0V          599 04 ND
QSO: 14000 RY 2010-09-25 2056 DL5JH         599 14 DX  VE1OP         599 05 NS
QSO: 14000 RY 2010-09-25 2059 DL5JH         599 14 DX  FM5CD         599 08 DX
QSO: 14000 RY 2010-09-25 2101 DL5JH         599 14 DX  KK9A          599 05 NC
QSO: 14000 RY 2010-09-25 2107 DL5JH         599 14 DX  AB0LR         599 04 CO
QSO: 14000 RY 2010-09-25 2115 DL5JH         599 14 DX  AI9T          599 04 IL
QSO: 14000 RY 2010-09-25 2117 DL5JH         599 14 DX  VE2FK         599 05 QC
QSO: 14000 RY 2010-09-25 2120 DL5JH         599 14 DX  K4HMB         599 05 NC
QSO: 14000 RY 2010-09-25 2121 DL5JH         599 14 DX  W3LL          599 05 MD
QSO: 14000 RY 2010-09-25 2124 DL5JH         599 14 DX  AA3B          599 05 PA
QSO: 14000 RY 2010-09-25 2127 DL5JH         599 14 DX  VA2UP         599 05 QC
QSO: 14000 RY 2010-09-26 0759 DL5JH         599 14 DX  CT2IRY        599 14 DX
QSO: 14000 RY 2010-09-26 0801 DL5JH         599 14 DX  IT9STX        599 15 DX
QSO: 14000 RY 2010-09-26 0803 DL5JH         599 14 DX  OH8TV         599 15 DX
QSO: 14000 RY 2010-09-26 0804 DL5JH         599 14 DX  AM5A          599 14 DX
QSO: 14000 RY 2010-09-26 0809 DL5JH         599 14 DX  IZ8EEL        599 15 DX
QSO: 14000 RY 2010-09-26 0810 DL5JH         599 14 DX  EF8M          599 33 DX
QSO: 14000 RY 2010-09-26 0813 DL5JH         599 14 DX  A61BK         599 21 DX
QSO: 14000 RY 2010-09-26 0851 DL5JH         599 14 DX  TF3AO         599 40 DX
QSO: 14000 RY 2010-09-26 0900 DL5JH         599 14 DX  EH7Z          599 14 DX
QSO: 14000 RY 2010-09-26 0903 DL5JH         599 14 DX  SV2BFN        599 20 DX
QSO: 14000 RY 2010-09-26 0904 DL5JH         599 14 DX  IK8NBE        599 15 DX
QSO: 14000 RY 2010-09-26 0906 DL5JH         599 14 DX  Z37M          599 15 DX
QSO: 14000 RY 2010-09-26 0907 DL5JH         599 14 DX  YL9T          599 15 DX
QSO: 14000 RY 2010-09-26 0908 DL5JH         599 14 DX  LY5E          599 15 DX
QSO: 14000 RY 2010-09-26 1004 DL5JH         599 14 DX  OH2ET         599 15 DX
QSO: 14000 RY 2010-09-26 1006 DL5JH         599 14 DX  9A5D          599 15 DX
QSO: 21000 RY 2010-09-26 1010 DL5JH         599 14 DX  UT4ZG         599 16 DX
QSO: 21000 RY 2010-09-26 1014 DL5JH         599 14 DX  EF8M          599 33 DX
QSO: 21000 RY 2010-09-26 1016 DL5JH         599 14 DX  AM1Q          599 14 DX
QSO: 21000 RY 2010-09-26 1018 DL5JH         599 14 DX  UZ2M          599 16 DX
QSO: 21000 RY 2010-09-26 1055 DL5JH         599 14 DX  ZC4LI         599 20 DX
QSO: 21000 RY 2010-09-26 1058 DL5JH         599 14 DX  ZX2B          599 11 DX
QSO:  7000 RY 2010-09-26 1119 DL5JH         599 14 DX  OH6R          599 15 DX
QSO:  7000 RY 2010-09-26 1121 DL5JH         599 14 DX  F6FTB         599 14 DX
QSO:  7000 RY 2010-09-26 1123 DL5JH         599 14 DX  PA2WO         599 14 DX
QSO:  7000 RY 2010-09-26 1129 DL5JH         599 14 DX  PD4DX         599 14 DX
QSO:  7000 RY 2010-09-26 1130 DL5JH         599 14 DX  DG0OM         599 14 DX
QSO:  7000 RY 2010-09-26 1132 DL5JH         599 14 DX  DH9SB         599 14 DX
QSO:  7000 RY 2010-09-26 1135 DL5JH         599 14 DX  PD0MHZ        599 14 DX
QSO:  7000 RY 2010-09-26 1136 DL5JH         599 14 DX  G1N           599 14 DX
QSO:  7000 RY 2010-09-26 1139 DL5JH         599 14 DX  PD7BZ         599 14 DX
QSO: 14000 RY 2010-09-26 1151 DL5JH         599 14 DX  VY2SS         599 05 PE
QSO: 14000 RY 2010-09-26 1156 DL5JH         599 14 DX  ER5LL         599 16 DX
QSO: 14000 RY 2010-09-26 1200 DL5JH         599 14 DX  WB9Z          599 04 IL
QSO: 14000 RY 2010-09-26 1231 DL5JH         599 14 DX  WA2TMC        599 05 NY
QSO: 14000 RY 2010-09-26 1235 DL5JH         599 14 DX  RX0AW         599 18 DX
QSO: 14000 RY 2010-09-26 1246 DL5JH         599 14 DX  N4BAA         599 05 MA
QSO: 14000 RY 2010-09-26 1721 DL5JH         599 14 DX  AB4GG         599 04 TN
QSO: 14000 RY 2010-09-26 1722 DL5JH         599 14 DX  EA3FHP        599 14 DX
QSO: 14000 RY 2010-09-26 1724 DL5JH         599 14 DX  OH8X          599 15 DX
QSO: 14000 RY 2010-09-26 1725 DL5JH         599 14 DX  EE3Y          599 14 DX
QSO: 14000 RY 2010-09-26 1734 DL5JH         599 14 DX  SV2GJV        599 20 DX
QSO: 14000 RY 2010-09-26 1735 DL5JH         599 14 DX  SX25JMO       599 20 DX
QSO: 21000 RY 2010-09-26 1752 DL5JH         599 14 DX  HI3TEJ        599 08 DX
QSO: 21000 RY 2010-09-26 1754 DL5JH         599 14 DX  CR3A          599 33 DX
QSO: 21000 RY 2010-09-26 1810 DL5JH         599 14 DX  LP2F          599 13 DX
QSO: 14000 RY 2010-09-26 1814 DL5JH         599 14 DX  VA3PC         599 04 ON
QSO: 14000 RY 2010-09-26 1848 DL5JH         599 14 DX  AE1P          599 05 NH
QSO: 14000 RY 2010-09-26 1849 DL5JH         599 14 DX  KG4JGQ        599 05 NC
QSO: 14000 RY 2010-09-26 1855 DL5JH         599 14 DX  OH2RI         599 15 DX
QSO: 14000 RY 2010-09-26 1900 DL5JH         599 14 DX  PY2OE         599 11 DX
QSO: 14000 RY 2010-09-26 1910 DL5JH         599 14 DX  W4GKM         599 04 TN
QSO: 14000 RY 2010-09-26 1922 DL5JH         599 14 DX  NO2T          599 05 NJ
QSO: 14000 RY 2010-09-26 1925 DL5JH         599 14 DX  K1IMI         599 05 ME
QSO: 14000 RY 2010-09-26 1942 DL5JH         599 14 DX  VE7SV         599 03 BC
QSO: 14000 RY 2010-09-26 1946 DL5JH         599 14 DX  VP9I          599 05 DX
QSO: 14000 RY 2010-09-26 1953 DL5JH         599 14 DX  N1MGO         599 05 MA
QSO: 14000 RY 2010-09-26 1957 DL5JH         599 14 DX  ZX2B          599 11 DX
QSO:  7000 RY 2010-09-26 2001 DL5JH         599 14 DX  SM6BGG        599 14 DX
QSO:  7000 RY 2010-09-26 2003 DL5JH         599 14 DX  R9DX          599 17 DX
QSO:  7000 RY 2010-09-26 2006 DL5JH         599 14 DX  M0WLF         599 14 DX
QSO:  7000 RY 2010-09-26 2009 DL5JH         599 14 DX  IZ4GWE        599 15 DX
QSO:  7000 RY 2010-09-26 2010 DL5JH         599 14 DX  IZ1PKV        599 15 DX
QSO:  7000 RY 2010-09-26 2013 DL5JH         599 14 DX  OM3RRC        599 15 DX
QSO:  7000 RY 2010-09-26 2014 DL5JH         599 14 DX  OM5ZW         599 15 DX
QSO:  7000 RY 2010-09-26 2015 DL5JH         599 14 DX  IK0CHU        599 15 DX
QSO:  7000 RY 2010-09-26 2017 DL5JH         599 14 DX  UR7TZ         599 16 DX
QSO:  7000 RY 2010-09-26 2019 DL5JH         599 14 DX  HG1S          599 15 DX
QSO:  7000 RY 2010-09-26 2023 DL5JH         599 14 DX  R2AT          599 16 DX
QSO:  7000 RY 2010-09-26 2025 DL5JH         599 14 DX  IW1PNJ        599 15 DX
QSO:  7000 RY 2010-09-26 2031 DL5JH         599 14 DX  F8KGH         599 14 DX
QSO:  7000 RY 2010-09-26 2035 DL5JH         599 14 DX  UR5WCQ        599 16 DX
QSO:  7000 RY 2010-09-26 2037 DL5JH         599 14 DX  IZ7KHR        599 15 DX
QSO:  7000 RY 2010-09-26 2038 DL5JH         599 14 DX  T70A          599 15 DX
QSO:  7000 RY 2010-09-26 2041 DL5JH         599 14 DX  F5VKT         599 14 DX
QSO:  7000 RY 2010-09-26 2043 DL5JH         599 14 DX  UX1UX         599 16 DX
QSO:  7000 RY 2010-09-26 2046 DL5JH         599 14 DX  LA8AJA        599 14 DX
QSO:  7000 RY 2010-09-26 2049 DL5JH         599 14 DX  YO9HP         599 20 DX
QSO:  7000 RY 2010-09-26 2055 DL5JH         599 14 DX  JT5DX         599 23 DX
END-OF-LOG:
