START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: UX8IX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: UX8IX
QSO: 21000 CW 2021-04-11 0835 UX8IX         599 29     R0AA          599 32    
QSO: 14000 CW 2021-04-11 0837 UX8IX         599 29     UA9XF         599 20    
QSO: 14000 CW 2021-04-11 0837 UX8IX         599 29     UN9L          599 30    
QSO: 14000 CW 2021-04-11 0839 UX8IX         599 29     EA1WS         599 37    
QSO: 14000 CW 2021-04-11 0842 UX8IX         599 29     YT5M          599 28    
QSO: 14000 CW 2021-04-11 0843 UX8IX         599 29     Z36W          599 28    
QSO: 14000 CW 2021-04-11 0843 UX8IX         599 29     OO9O          599 27    
QSO: 14000 CW 2021-04-11 0845 UX8IX         599 29     RT9S          599 30    
QSO: 14000 CW 2021-04-11 0846 UX8IX         599 29     IK0YVV        599 28    
QSO: 14000 CW 2021-04-11 0846 UX8IX         599 29     IK0YUT        599 28    
QSO: 14000 CW 2021-04-11 0847 UX8IX         599 29     OL5W          599 28    
QSO: 14000 CW 2021-04-11 0904 UX8IX         599 29     PA0CT         599 27    
QSO: 14000 CW 2021-04-11 0905 UX8IX         599 29     RM9X          599 20    
QSO: 14000 CW 2021-04-11 0907 UX8IX         599 29     DL6AG         599 28    
QSO: 14000 CW 2021-04-11 0908 UX8IX         599 29     RX9CC         599 20    
QSO: 14000 CW 2021-04-11 0910 UX8IX         599 29     DD2AW         599 28    
QSO: 14000 CW 2021-04-11 0910 UX8IX         599 29     IK3UNA        599 28    
QSO: 14000 CW 2021-04-11 0911 UX8IX         599 29     GM0ELP        599 27    
QSO: 14000 CW 2021-04-11 0912 UX8IX         599 29     DM0A          599 28    
QSO: 14000 CW 2021-04-11 0912 UX8IX         599 29     DL4YR         599 28    
QSO: 14000 CW 2021-04-11 0914 UX8IX         599 29     IZ4ZZB        599 28    
QSO: 14000 CW 2021-04-11 0914 UX8IX         599 29     SN5N          599 28    
QSO: 14000 CW 2021-04-11 0915 UX8IX         599 29     R8CT          599 30    
QSO: 14000 CW 2021-04-11 0916 UX8IX         599 29     SV1BJW        599 28    
QSO: 14000 CW 2021-04-11 0917 UX8IX         599 29     F8DFP         599 27    
QSO: 14000 CW 2021-04-11 0917 UX8IX         599 29     HG4I          599 28    
QSO: 14000 CW 2021-04-11 0918 UX8IX         599 29     UA9BA         599 30    
QSO: 14000 CW 2021-04-11 0919 UX8IX         599 29     IK6QON        599 28    
