START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: YP8T
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: YT6W
QSO: 21012 CW 2025-04-12 1321 YP8T          599 28     EA1X          599 37    
QSO: 21039 CW 2025-04-12 1327 YP8T          599 28     UN6LN         599 30    
QSO: 21039 CW 2025-04-12 1327 YP8T          599 28     9N7AA         599 42    
QSO: 21032 CW 2025-04-12 1329 YP8T          599 28     CT1BOH        599 37    
QSO: 21035 CW 2025-04-12 1329 YP8T          599 28     K1ZZ          599 08    
QSO: 21015 CW 2025-04-12 1330 YP8T          599 28     EA4AOC        599 37    
QSO: 21016 CW 2025-04-12 1335 YP8T          599 28     RW0A          599 SA    
QSO: 21017 CW 2025-04-12 1338 YP8T          599 28     RT3F          599 CP    
QSO: 21017 CW 2025-04-12 1339 YP8T          599 28     GS8VL         599 27    
QSO: 21018 CW 2025-04-12 1343 YP8T          599 28     RA5G          599 29    
QSO: 14012 CW 2025-04-12 1350 YP8T          599 28     RU0A          599 32    
QSO: 14008 CW 2025-04-12 1350 YP8T          599 28     RX9WN         599 30    
QSO: 14009 CW 2025-04-12 1351 YP8T          599 28     UP4L          599 30    
QSO: 14010 CW 2025-04-12 1351 YP8T          599 28     RW7F          599 29    
QSO: 14010 CW 2025-04-12 1352 YP8T          599 28     S59AA         599 28    
QSO: 14011 CW 2025-04-12 1352 YP8T          599 28     RY7C          599 29    
QSO: 14014 CW 2025-04-12 1353 YP8T          599 28     RW0A          599 SA    
QSO: 14015 CW 2025-04-12 1353 YP8T          599 28     9A3YT         599 28    
QSO: 14016 CW 2025-04-12 1353 YP8T          599 28     R9LY          599 30    
QSO: 14016 CW 2025-04-12 1354 YP8T          599 28     R1QAL         599 29    
QSO: 14017 CW 2025-04-12 1355 YP8T          599 28     RW9QA         599 30    
QSO: 14019 CW 2025-04-12 1356 YP8T          599 28     RA3BQ         599 29    
QSO: 14020 CW 2025-04-12 1356 YP8T          599 28     RA4Y          599 29    
QSO: 14021 CW 2025-04-12 1357 YP8T          599 28     SP2HMT        599 28    
QSO: 14022 CW 2025-04-12 1357 YP8T          599 28     RN6A          599 29    
QSO: 14024 CW 2025-04-12 1359 YP8T          599 28     RX6FJ         599 29    
QSO: 14024 CW 2025-04-12 1400 YP8T          599 28     RA6FUZ        599 29    
QSO: 14024 CW 2025-04-12 1400 YP8T          599 28     UN7LEW        599 30    
QSO: 14024 CW 2025-04-12 1400 YP8T          599 28     OG7F          599 18    
QSO: 14024 CW 2025-04-12 1400 YP8T          599 28     R9CX          599 30    
QSO: 14024 CW 2025-04-12 1401 YP8T          599 28     RA4CL         599 29    
QSO: 14024 CW 2025-04-12 1401 YP8T          599 28     UA9CTT        599 30    
QSO: 14024 CW 2025-04-12 1401 YP8T          599 28     RW3VM         599 29    
QSO: 14024 CW 2025-04-12 1401 YP8T          599 28     RD3TOK        599 29    
QSO: 14024 CW 2025-04-12 1402 YP8T          599 28     RT3G          599 29    
QSO: 14024 CW 2025-04-12 1402 YP8T          599 28     RW0UM         599 33    
QSO: 14024 CW 2025-04-12 1402 YP8T          599 28     ZA1AK         599 28    
QSO: 14024 CW 2025-04-12 1402 YP8T          599 28     RO9A          599 30    
