START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: OK2EA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: OK2EA
QSO: 14025 CW 2025-04-12 1225 OK2EA         599 28     R9GM          599 29    
QSO: 14022 CW 2025-04-12 1226 OK2EA         599 28     R2AA          599 29    
QSO: 14022 CW 2025-04-12 1226 OK2EA         599 28     RW0A          599 SA    
QSO: 14021 CW 2025-04-12 1226 OK2EA         599 28     R2VA          599 PC    
QSO: 14020 CW 2025-04-12 1227 OK2EA         599 28     RG2X          599 RK    
QSO: 14019 CW 2025-04-12 1228 OK2EA         599 28     YO4NF         599 28    
QSO: 14019 CW 2025-04-12 1229 OK2EA         599 28     R9MM          599 30    
QSO: 14018 CW 2025-04-12 1230 OK2EA         599 28     UA3QGT        599 29    
QSO: 14015 CW 2025-04-12 1231 OK2EA         599 28     R8TT          599 AU    
QSO: 14015 CW 2025-04-12 1231 OK2EA         599 28     UA9LAO        599 30    
QSO: 14013 CW 2025-04-12 1232 OK2EA         599 28     UA9W          599 30    
QSO: 14011 CW 2025-04-12 1233 OK2EA         599 28     RA9AP         599 30    
QSO: 14010 CW 2025-04-12 1233 OK2EA         599 28     R9LY          599 30    
QSO: 14009 CW 2025-04-12 1233 OK2EA         599 28     RX9WN         599 30    
QSO: 14008 CW 2025-04-12 1234 OK2EA         599 28     UF5A          599 29    
QSO: 14012 CW 2025-04-12 1238 OK2EA         599 28     UA9XO         599 20    
QSO: 14012 CW 2025-04-12 1238 OK2EA         599 28     R1TE          599 29    
QSO: 14016 CW 2025-04-12 1239 OK2EA         599 28     YO4AAC        599 28    
QSO: 14016 CW 2025-04-12 1240 OK2EA         599 28     R3ZJ          599 29    
QSO: 14019 CW 2025-04-12 1242 OK2EA         599 28     RJ1O          599 KP    
QSO: 14021 CW 2025-04-12 1242 OK2EA         599 28     RA4Y          599 29    
QSO: 14023 CW 2025-04-12 1243 OK2EA         599 28     RC9A          599 30    
QSO: 14026 CW 2025-04-12 1244 OK2EA         599 28     RF9C          599 30    
QSO: 14027 CW 2025-04-12 1245 OK2EA         599 28     UI7D          599 29    
QSO: 14027 CW 2025-04-12 1246 OK2EA         599 28     RN4AO         599 29    
QSO: 14028 CW 2025-04-12 1246 OK2EA         599 28     RM6M          599 29    
QSO: 14029 CW 2025-04-12 1246 OK2EA         599 28     UN8LWW        599 30    
QSO: 14029 CW 2025-04-12 1247 OK2EA         599 28     R9TV          599 30    
QSO: 14030 CW 2025-04-12 1248 OK2EA         599 28     UC7A          599 29    
QSO: 14035 CW 2025-04-12 1248 OK2EA         599 28     RA5G          599 29    
QSO: 14035 CW 2025-04-12 1249 OK2EA         599 28     R5AG          599 AL    
