START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RG2X
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: 
OPERATORS: RU3XY, RA5A
QSO: 28026 CW 2025-04-12 1205 RG2X          599 RK     RK3ER         599 29    
QSO: 28026 CW 2025-04-12 1206 RG2X          599 RK     R5FU          599 29    
QSO: 28026 CW 2025-04-12 1206 RG2X          599 RK     RA3BQ         599 29    
QSO: 28026 CW 2025-04-12 1213 RG2X          599 RK     R2AA          599 29    
QSO: 21021 CW 2025-04-12 1215 RG2X          599 RK     SV1AJO        599 28    
QSO: 21021 CW 2025-04-12 1216 RG2X          599 RK     OG7F          599 18    
QSO: 21021 CW 2025-04-12 1217 RG2X          599 RK     R3AQ          599 29    
QSO: 21021 CW 2025-04-12 1217 RG2X          599 RK     RT3F          599 CP    
QSO: 21021 CW 2025-04-12 1218 RG2X          599 RK     RA4Y          599 29    
QSO: 21021 CW 2025-04-12 1218 RG2X          599 RK     I1RJP         599 28    
QSO: 21021 CW 2025-04-12 1219 RG2X          599 RK     R0CAF         599 34    
QSO: 21021 CW 2025-04-12 1219 RG2X          599 RK     UN5G          599 31    
QSO: 21021 CW 2025-04-12 1219 RG2X          599 RK     I6FDJ         599 28    
QSO: 21021 CW 2025-04-12 1220 RG2X          599 RK     RG8U          599 31    
QSO: 21021 CW 2025-04-12 1220 RG2X          599 RK     M1X           599 27    
QSO: 21021 CW 2025-04-12 1221 RG2X          599 RK     RA5G          599 29    
QSO: 21021 CW 2025-04-12 1222 RG2X          599 RK     RK4W          599 30    
QSO: 21021 CW 2025-04-12 1223 RG2X          599 RK     RA3BQ         599 29    
QSO: 21021 CW 2025-04-12 1223 RG2X          599 RK     UD3B          599 29    
QSO: 14020 CW 2025-04-12 1225 RG2X          599 RK     R7CA          599 29    
QSO: 14020 CW 2025-04-12 1225 RG2X          599 RK     RA9MA         599 30    
QSO: 14020 CW 2025-04-12 1225 RG2X          599 RK     R9XS          599 20    
QSO: 14020 CW 2025-04-12 1225 RG2X          599 RK     RA9AP         599 30    
QSO: 14020 CW 2025-04-12 1226 RG2X          599 RK     RV6HV         599 29    
QSO: 14020 CW 2025-04-12 1226 RG2X          599 RK     UI7D          599 29    
QSO: 14020 CW 2025-04-12 1226 RG2X          599 RK     RW7F          599 29    
QSO: 14020 CW 2025-04-12 1226 RG2X          599 RK     R9MM          599 30    
QSO: 14020 CW 2025-04-12 1227 RG2X          599 RK     R6DM          599 29    
QSO: 14020 CW 2025-04-12 1227 RG2X          599 RK     R3ZJ          599 29    
QSO: 14020 CW 2025-04-12 1227 RG2X          599 RK     OK2EA         599 28    
QSO: 14020 CW 2025-04-12 1228 RG2X          599 RK     RW9AV         599 21    
QSO: 14020 CW 2025-04-12 1228 RG2X          599 RK     RX9WN         599 30    
QSO: 14020 CW 2025-04-12 1229 RG2X          599 RK     LZ2MP         599 28    
QSO: 14020 CW 2025-04-12 1229 RG2X          599 RK     RA3XEV        599 29    
QSO: 14020 CW 2025-04-12 1230 RG2X          599 RK     RA3DS         599 29    
QSO: 14020 CW 2025-04-12 1230 RG2X          599 RK     RA9MX         599 30    
QSO: 14020 CW 2025-04-12 1230 RG2X          599 RK     RM8G          599 30    
QSO: 14020 CW 2025-04-12 1230 RG2X          599 RK     RC0L          599 34    
QSO: 14020 CW 2025-04-12 1230 RG2X          599 RK     RA5G          599 29    
QSO: 14023 CW 2025-04-12 1234 RG2X          599 RK     R9MA          599 31    
QSO: 14023 CW 2025-04-12 1235 RG2X          599 RK     UP4L          599 30    
QSO: 14023 CW 2025-04-12 1235 RG2X          599 RK     RW0A          599 SA    
QSO: 14023 CW 2025-04-12 1236 RG2X          599 RK     RC2O          599 29    
QSO: 14023 CW 2025-04-12 1236 RG2X          599 RK     RK7X          599 29    
QSO: 14023 CW 2025-04-12 1236 RG2X          599 RK     R9CW          599 30    
QSO: 14023 CW 2025-04-12 1236 RG2X          599 RK     UF5A          599 29    
QSO: 14023 CW 2025-04-12 1237 RG2X          599 RK     UA9JO         599 21    
QSO: 14023 CW 2025-04-12 1237 RG2X          599 RK     UA3RBR        599 29    
QSO: 14023 CW 2025-04-12 1237 RG2X          599 RK     UB8A          599 30    
QSO: 14023 CW 2025-04-12 1237 RG2X          599 RK     UA9JNT        599 21    
QSO: 14023 CW 2025-04-12 1238 RG2X          599 RK     RX7T          599 29    
QSO: 14023 CW 2025-04-12 1238 RG2X          599 RK     UB6WBW        599 29    
