START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: DL5YM
CATEGORY-OPERATOR: CHECKLOG
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: 
OPERATORS: DL5YM
QSO: 14024 CW 2025-04-12 1210 DL5YM         599 28     RA3FD         599 29    
QSO: 14024 CW 2025-04-12 1211 DL5YM         599 28     RM5F          599 29    
QSO: 14024 CW 2025-04-12 1211 DL5YM         599 28     UA6LCJ        599 29    
QSO: 14024 CW 2025-04-12 1212 DL5YM         599 28     UA3QR         599 29    
QSO: 14024 CW 2025-04-12 1212 DL5YM         599 28     UA4FDL        599 29    
QSO: 14024 CW 2025-04-12 1213 DL5YM         599 28     RA3DGH        599 29    
QSO: 14024 CW 2025-04-12 1213 DL5YM         599 28     UG3A          599 29    
QSO: 14024 CW 2025-04-12 1214 DL5YM         599 28     R3QA          599 29    
QSO: 14024 CW 2025-04-12 1214 DL5YM         599 28     UA3X          599 29    
QSO: 14024 CW 2025-04-12 1215 DL5YM         599 28     EU6RO         599 29    
QSO: 14024 CW 2025-04-12 1215 DL5YM         599 28     RN3OG         599 29    
QSO: 14024 CW 2025-04-12 1216 DL5YM         599 28     YT5RA         599 28    
QSO: 14024 CW 2025-04-12 1217 DL5YM         599 28     R1TE          599 29    
QSO: 14024 CW 2025-04-12 1217 DL5YM         599 28     UC7A          599 29    
QSO: 14024 CW 2025-04-12 1217 DL5YM         599 28     R7KBB         599 29    
QSO: 14024 CW 2025-04-12 1218 DL5YM         599 28     R4YT          599 29    
QSO: 14024 CW 2025-04-12 1218 DL5YM         599 28     RN3N          599 29    
QSO: 14024 CW 2025-04-12 1219 DL5YM         599 28     IK4RVY        599 28    
QSO: 14024 CW 2025-04-12 1219 DL5YM         599 28     R5FQ          599 29    
QSO: 14024 CW 2025-04-12 1219 DL5YM         599 28     UR5AW         599 29    
QSO: 14024 CW 2025-04-12 1220 DL5YM         599 28     RK6O          599 29    
QSO: 14024 CW 2025-04-12 1220 DL5YM         599 28     UA4WW         599 30    
QSO: 14024 CW 2025-04-12 1220 DL5YM         599 28     RW3AI         599 29    
QSO: 14024 CW 2025-04-12 1220 DL5YM         599 28     DL6KVA        599 28    
QSO: 14024 CW 2025-04-12 1221 DL5YM         599 28     R5FU          599 29    
QSO: 14024 CW 2025-04-12 1221 DL5YM         599 28     R4PH          599 30    
QSO: 14024 CW 2025-04-12 1222 DL5YM         599 28     RA3DSV        599 29    
QSO: 14024 CW 2025-04-12 1222 DL5YM         599 28     R3PLN         599 29    
QSO: 14024 CW 2025-04-12 1223 DL5YM         599 28     R5AG          599 AL    
QSO: 14024 CW 2025-04-12 1223 DL5YM         599 28     R2AX          599 29    
QSO: 14024 CW 2025-04-12 1223 DL5YM         599 28     R3PIQ         599 29    
QSO: 14024 CW 2025-04-12 1224 DL5YM         599 28     UN7LV         599 30    
QSO: 14024 CW 2025-04-12 1224 DL5YM         599 28     RA3XEV        599 29    
QSO: 14024 CW 2025-04-12 1225 DL5YM         599 28     RX3VF         599 29    
