START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RY7C
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: RY7C
QSO: 28039 CW 2025-04-12 1208 RY7C          599 29     RK3ER         599 29    
QSO: 21035 CW 2025-04-12 1215 RY7C          599 29     RU0A          599 32    
QSO: 21047 CW 2025-04-12 1218 RY7C          599 29     R9MJ          599 30    
QSO: 21050 CW 2025-04-12 1221 RY7C          599 29     R0KA/9        599 31    
QSO: 21051 CW 2025-04-12 1223 RY7C          599 29     IV3HAX        599 28    
QSO: 21021 CW 2025-04-12 1224 RY7C          599 29     RC9YK         599 31    
QSO: 21051 CW 2025-04-12 1226 RY7C          599 29     DF5EN         599 28    
QSO: 21051 CW 2025-04-12 1227 RY7C          599 29     M1X           599 27    
QSO: 21051 CW 2025-04-12 1227 RY7C          599 29     RG8U          599 31    
QSO: 21051 CW 2025-04-12 1229 RY7C          599 29     R9MA          599 31    
QSO: 21018 CW 2025-04-12 1230 RY7C          599 29     RC9J          599 21    
QSO: 21034 CW 2025-04-12 1230 RY7C          599 29     RD0A          599 32    
QSO: 21016 CW 2025-04-12 1233 RY7C          599 29     IK3QAR        599 28    
QSO: 21010 CW 2025-04-12 1236 RY7C          599 29     RU0ST         599 32    
QSO: 21021 CW 2025-04-12 1239 RY7C          599 29     R9MM          599 30    
QSO: 21022 CW 2025-04-12 1240 RY7C          599 29     DK8ZB         599 28    
QSO: 21039 CW 2025-04-12 1242 RY7C          599 29     EA1WH         599 37    
QSO: 21040 CW 2025-04-12 1243 RY7C          599 29     CT1DRB        599 37    
QSO: 21031 CW 2025-04-12 1246 RY7C          599 29     UA0D          599 33    
QSO: 21022 CW 2025-04-12 1316 RY7C          599 29     IT9PPG        599 28    
QSO: 21020 CW 2025-04-12 1319 RY7C          599 29     PA2A          599 27    
QSO: 21020 CW 2025-04-12 1319 RY7C          599 29     KA1IS         599 08    
QSO: 21020 CW 2025-04-12 1320 RY7C          599 29     DL1NKB        599 28    
QSO: 21020 CW 2025-04-12 1321 RY7C          599 29     OG7F          599 18    
QSO: 21020 CW 2025-04-12 1322 RY7C          599 29     UA6HFI        599 29    
QSO: 14011 CW 2025-04-12 1326 RY7C          599 29     HA8TP         599 28    
QSO: 14011 CW 2025-04-12 1327 RY7C          599 29     PA3AAV        599 27    
QSO: 14011 CW 2025-04-12 1327 RY7C          599 29     RM8G          599 30    
QSO: 14011 CW 2025-04-12 1328 RY7C          599 29     RM1C          599 29    
QSO: 14011 CW 2025-04-12 1328 RY7C          599 29     RA1OHX        599 19    
QSO: 14011 CW 2025-04-12 1328 RY7C          599 29     UX5VK         599 29    
QSO: 14011 CW 2025-04-12 1329 RY7C          599 29     RD1T          599 29    
QSO: 14011 CW 2025-04-12 1329 RY7C          599 29     R9CW          599 30    
QSO: 14011 CW 2025-04-12 1329 RY7C          599 29     DL2NBY        599 28    
QSO: 14011 CW 2025-04-12 1331 RY7C          599 29     R9CX          599 30    
QSO: 14011 CW 2025-04-12 1332 RY7C          599 29     UN7LV         599 30    
QSO: 14011 CW 2025-04-12 1333 RY7C          599 29     RN3N          599 29    
QSO: 14011 CW 2025-04-12 1333 RY7C          599 29     LZ2MP         599 28    
QSO: 14011 CW 2025-04-12 1334 RY7C          599 29     EA1X          599 37    
QSO: 14011 CW 2025-04-12 1335 RY7C          599 29     RA1M          599 29    
QSO: 14011 CW 2025-04-12 1335 RY7C          599 29     UA0D          599 33    
QSO: 14011 CW 2025-04-12 1335 RY7C          599 29     RN9RF         599 30    
QSO: 14011 CW 2025-04-12 1336 RY7C          599 29     UA9LAO        599 30    
QSO: 14011 CW 2025-04-12 1337 RY7C          599 29     HG5E          599 28    
QSO: 14011 CW 2025-04-12 1337 RY7C          599 29     YO3BL         599 28    
QSO: 14011 CW 2025-04-12 1337 RY7C          599 29     SV1AJO        599 28    
QSO: 14011 CW 2025-04-12 1338 RY7C          599 29     R1QE          599 29    
QSO: 14011 CW 2025-04-12 1339 RY7C          599 29     SM6FPC        599 18    
QSO: 14011 CW 2025-04-12 1340 RY7C          599 29     RA9MA         599 30    
QSO: 14011 CW 2025-04-12 1340 RY7C          599 29     R9AE          599 30    
QSO: 14011 CW 2025-04-12 1341 RY7C          599 29     UA9PM         599 31    
QSO: 14011 CW 2025-04-12 1343 RY7C          599 29     ZA1RR         599 28    
QSO: 14011 CW 2025-04-12 1343 RY7C          599 29     RK4NB         599 29    
QSO: 14011 CW 2025-04-12 1343 RY7C          599 29     RA1TU         599 29    
QSO: 14011 CW 2025-04-12 1344 RY7C          599 29     OL8R          599 28    
QSO: 14011 CW 2025-04-12 1345 RY7C          599 29     RN4HAB        599 30    
QSO: 14020 CW 2025-04-12 1347 RY7C          599 29     UA0OK         599 32    
QSO: 14011 CW 2025-04-12 1348 RY7C          599 29     UA9W          599 30    
