START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: OR
CALLSIGN: N7DB
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
OPERATORS: N7DB
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
HQ-CATEGORY: Single Operator, Low Power
QSO: 222 FM 2018-06-09 1840 N7DB CN85 K7ALO CN85
QSO: 222 FM 2018-06-09 1841 N7DB CN85 K7BDB/R CN85
QSO: 144 FM 2018-06-09 1842 N7DB CN85 NN7J CN85
QSO: 144 FM 2018-06-09 1844 N7DB CN85 W4DVE CN85
QSO: 50 PH 2018-06-09 1845 N7DB CN85 K7BDB/R CN85
QSO: 50 PH 2018-06-09 1847 N7DB CN85 W7EW CN84
QSO: 50 PH 2018-06-09 1847 N7DB CN85 W7ABT CN85
QSO: 50 PH 2018-06-09 1848 N7DB CN85 N7ZO CN85
QSO: 144 FM 2018-06-09 1850 N7DB CN85 NL7GW CN85
QSO: 144 FM 2018-06-09 1853 N7DB CN85 K7ATN CN85
QSO: 432 FM 2018-06-09 1856 N7DB CN85 N7ZO CN85
QSO: 432 FM 2018-06-09 1858 N7DB CN85 K7ATN CN85
QSO: 432 PH 2018-06-09 1901 N7DB CN85 W7SZ CN85
QSO: 144 FM 2018-06-09 1905 N7DB CN85 WA7NE CN85
QSO: 144 FM 2018-06-09 1906 N7DB CN85 K7YO CN85
QSO: 222 FM 2018-06-09 1908 N7DB CN85 W4DVE CN85
QSO: 222 FM 2018-06-09 1912 N7DB CN85 K7ATN CN85
QSO: 222 FM 2018-06-09 1912 N7DB CN85 K7YDL CN85
QSO: 144 FM 2018-06-09 1914 N7DB CN85 K7YDL CN85
QSO: 144 FM 2018-06-09 1918 N7DB CN85 WB7VTY CN95
QSO: 144 FM 2018-06-09 1925 N7DB CN85 K7BDB/R CN85
QSO: 50 PH 2018-06-09 1931 N7DB CN85 WB7VTY CN95
QSO: 432 FM 2018-06-09 1933 N7DB CN85 K7ALO CN85
QSO: 432 FM 2018-06-09 1935 N7DB CN85 W4DVE CN85
QSO: 50 PH 2018-06-09 1945 N7DB CN85 NO7DE CN85
QSO: 50 PH 2018-06-09 1945 N7DB CN85 K7YDL CN85
QSO: 50 PH 2018-06-09 1948 N7DB CN85 K7VIT CN85
QSO: 432 FM 2018-06-09 1954 N7DB CN85 K7BDB/R CN85
QSO: 50 PH 2018-06-09 2001 N7DB CN85 W4DVE CN85
QSO: 50 PH 2018-06-09 2003 N7DB CN85 K7YO CN85
QSO: 50 PH 2018-06-09 2005 N7DB CN85 WA7GCS CN85
QSO: 144 FM 2018-06-09 2020 N7DB CN85 KE7SMU/R CN86
QSO: 144 FM 2018-06-09 2021 N7DB CN85 KF7IGN CN85
QSO: 50 PH 2018-06-09 2023 N7DB CN85 KE7SMU/R CN86
QSO: 50 PH 2018-06-09 2023 N7DB CN85 WI7N CN85
QSO: 50 PH 2018-06-09 2025 N7DB CN85 WA9ONY CN85
QSO: 50 PH 2018-06-09 2025 N7DB CN85 K7AYP CN85
QSO: 50 PH 2018-06-09 2046 N7DB CN85 AF7TT CN85
QSO: 432 FM 2018-06-09 2116 N7DB CN85 AF7TT CN85
QSO: 50 PH 2018-06-09 2126 N7DB CN85 KD7RUS CN85
QSO: 144 FM 2018-06-09 2127 N7DB CN85 KE7K CN85
QSO: 144 FM 2018-06-09 2128 N7DB CN85 W7MTL CN84
QSO: 144 FM 2018-06-09 2130 N7DB CN85 KD7RUS CN85
