START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: OR
CALLSIGN: N7DB
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
OPERATORS: N7DB
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
QSO: 144 FM 2018-06-09 2159 N7DB CN85 KI7PTT CN85
QSO: 144 FM 2018-06-09 2201 N7DB CN85 AG7JZ CN85
QSO: 144 FM 2018-06-09 2201 N7DB CN85 N7ZO CN85
QSO: 222 FM 2018-06-09 2206 N7DB CN85 N7ZO CN85
QSO: 222 FM 2018-06-09 2210 N7DB CN85 AC7SG/R CN84
QSO: 50 CW 2018-06-09 2218 N7DB CN85 K7GE CN85
QSO: 144 FM 2018-06-09 2223 N7DB CN85 W7RC CN85
QSO: 432 PH 2018-06-09 2236 N7DB CN85 KB7ME CN85
QSO: 50 PH 2018-06-09 2240 N7DB CN85 W7SZ CN85
QSO: 144 FM 2018-06-09 2250 N7DB CN85 KF7OJA CN85
QSO: 144 FM 2018-06-09 2251 N7DB CN85 KE7ZAC CN85
QSO: 50 CW 2018-06-09 2303 N7DB CN85 K7CW CN87
QSO: 50 PH 2018-06-09 2308 N7DB CN85 WB7TIM/M CN85
QSO: 50 PH 2018-06-10 0128 N7DB CN85 K7ALO CN85
QSO: 144 FM 2018-06-10 0130 N7DB CN85 K7ALO CN85
QSO: 144 FM 2018-06-10 0134 N7DB CN85 WW7D/R CN85
QSO: 50 PH 2018-06-10 0136 N7DB CN85 WW7D/R CN85
QSO: 222 FM 2018-06-10 0137 N7DB CN85 WW7D/R CN85
QSO: 432 PH 2018-06-10 0140 N7DB CN85 WW7D/R CN85
QSO: 144 FM 2018-06-10 0141 N7DB CN85 KB7ME CN85
QSO: 50 PH 2018-06-10 0144 N7DB CN85 KB7ME CN85
QSO: 50 PH 2018-06-10 0155 N7DB CN85 K7BDB/R CN84
QSO: 144 FM 2018-06-10 0220 N7DB CN85 N6DVI CN85
QSO: 50 PH 2018-06-10 0244 N7DB CN85 KE7K CN85
QSO: 50 PH 2018-06-10 0301 N7DB CN85 WA6NFJ CN85
QSO: 50 CW 2018-06-10 0319 N7DB CN85 AL1VE/R DN04
QSO: 144 FM 2018-06-10 0325 N7DB CN85 KI7SHD CN85
QSO: 144 FM 2018-06-10 0326 N7DB CN85 KG7ULE CN85
QSO: 144 FM 2018-06-10 0330 N7DB CN85 KE7MSU/R CN85
QSO: 144 FM 2018-06-10 0353 N7DB CN85 AG7FE CN85
QSO: 50 CW 2018-06-10 0411 N7DB CN85 WW7D/R CN95
QSO: 222 FM 2018-06-10 1717 N7DB CN85 WA9ONY CN85
QSO: 432 FM 2018-06-10 1734 N7DB CN85 K7YDL CN85
QSO: 432 FM 2018-06-10 1735 N7DB CN85 WA7IRN CN85
QSO: 432 FM 2018-06-10 1737 N7DB CN85 KG7EMU CN85
QSO: 432 FM 2018-06-10 1738 N7DB CN85 WA9ONY CN85
QSO: 432 FM 2018-06-10 1742 N7DB CN85 WB7VTY/M CN85
QSO: 50 CW 2018-06-10 1744 N7DB CN85 K7RWT CN85
QSO: 144 FM 2018-06-10 1748 N7DB CN85 K7RWT CN85
QSO: 50 PH 2018-06-10 1753 N7DB CN85 NN7J CN85
QSO: 432 FM 2018-06-10 1802 N7DB CN85 AG7JZ CN85
QSO: 144 FM 2018-06-10 1814 N7DB CN85 KE7SMU/R CN84
QSO: 144 FM 2018-06-10 1817 N7DB CN85 N7CQR CN85
QSO: 144 FM 2018-06-10 1818 N7DB CN85 KC7DDW CN85
QSO: 144 FM 2018-06-10 1819 N7DB CN85 W7PDX CN85
QSO: 144 FM 2018-06-10 1820 N7DB CN85 WA9ONY CN85
QSO: 222 FM 2018-06-10 1934 N7DB CN85 KE7MSU/R CN84
QSO: 50 PH 2018-06-10 1946 N7DB CN85 K7BDB/R CN95
QSO: 50 PH 2018-06-10 1957 N7DB CN85 WZ8T CN85
QSO: 144 FM 2018-06-10 1958 N7DB CN85 WZ8T CN85
QSO: 222 FM 2018-06-10 2000 N7DB CN85 WZ8T CN85
QSO: 432 PH 2018-06-10 2005 N7DB CN85 WZ8T CN85
QSO: 50 PH 2018-06-10 2031 N7DB CN85 KE7SMU/R CN84
QSO: 144 FM 2018-06-10 2050 N7DB CN85 AC7NU CN85
QSO: 144 FM 2018-06-10 2103 N7DB CN85 W7RAT CN85
QSO: 50 PH 2018-06-10 2254 N7DB CN85 K7ZS CN85
QSO: 50 PH 2018-06-11 0040 N7DB CN85 WN6W CN85
QSO: 144 FM 2018-06-11 0107 N7DB CN85 K7FOS CN85
QSO: 144 FM 2018-06-11 0128 N7DB CN85 N7YY CN85
END-OF-LOG:
