START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: NH
CALLSIGN: W1HMM
CATEGORY-MODE: MIXED
CATEGORY-BAND: VHF-3-BAND
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
OPERATORS: W1HMM
CATEGORY-ASSISTED: ASSISTED
CLUB: YANKEE CLIPPER CONTEST CLUB
CREATED-BY: CABCONVERTER 2.03, CONTEST RECIPE VERSION 1.01, BY NE1RD
HQ-CATEGORY: Single Operator, 3 Band
QSO: 50 RY 2018-06-11 0146 W1HMM FN43 W1DYJ FN42
QSO: 50 PH 2018-06-11 0134 W1HMM FN43 NE1B FN42
QSO: 50 PH 2018-06-11 0108 W1HMM FN43 K1TOL FN44
QSO: 50 PH 2018-06-11 0059 W1HMM FN43 WB4WXE EM74
QSO: 50 PH 2018-06-11 0041 W1HMM FN43 AF1T FN43
QSO: 50 PH 2018-06-11 0039 W1HMM FN43 W3CP EM74
QSO: 50 PH 2018-06-11 0037 W1HMM FN43 W5ZN EM45
QSO: 50 RY 2018-06-10 2320 W1HMM FN43 K4MY EM74
QSO: 50 RY 2018-06-10 2219 W1HMM FN43 AK9S EN61
QSO: 50 PH 2018-06-10 2158 W1HMM FN43 K0SIX EN35
QSO: 50 PH 2018-06-10 2136 W1HMM FN43 KC4PX EL98
QSO: 50 PH 2018-06-10 2135 W1HMM FN43 K2DRH EN41
QSO: 50 PH 2018-06-10 2127 W1HMM FN43 N4QWZ EM66
QSO: 50 PH 2018-06-10 2124 W1HMM FN43 K9CT EN50
QSO: 50 PH 2018-06-10 2101 W1HMM FN43 WK9U EN65
QSO: 50 PH 2018-06-10 2054 W1HMM FN43 W9XA EN51
QSO: 50 PH 2018-06-10 2049 W1HMM FN43 KC4NX EM75
QSO: 50 PH 2018-06-10 1718 W1HMM FN43 W1ZC FN42
QSO: 50 PH 2018-06-10 1656 W1HMM FN43 K1HC FN53
QSO: 50 RY 2018-06-10 1235 W1HMM FN43 N4SRN FN42
QSO: 50 RY 2018-06-10 1227 W1HMM FN43 N1JEZ FN44
QSO: 50 RY 2018-06-10 1202 W1HMM FN43 AA1V FN42
QSO: 144 PH 2018-06-09 2359 W1HMM FN43 K1BX FN43
QSO: 50 RY 2018-06-09 2343 W1HMM FN43 K1PLL FN42
QSO: 50 PH 2018-06-09 2313 W1HMM FN43 WA1T FN43
QSO: 50 RY 2018-06-09 1936 W1HMM FN43 W8TOM FN42
QSO: 50 RY 2018-06-09 1928 W1HMM FN43 WX1S FN43
QSO: 50 RY 2018-06-09 1925 W1HMM FN43 W1ZT FN42
QSO: 50 RY 2018-06-09 1923 W1HMM FN43 WQ1H FN43
QSO: 50 RY 2018-06-09 1915 W1HMM FN43 KV1J FN44
QSO: 50 PH 2018-06-09 1857 W1HMM FN43 K1TR FN42
QSO: 50 PH 2018-06-09 1842 W1HMM FN43 W1XM FN42
QSO: 50 PH 2018-06-09 1812 W1HMM FN43 KV1J FN44
QSO: 50 PH 2018-06-09 1806 W1HMM FN43 K1BX FN43
END-OF-LOG:
