START-OF-LOG: 3.0
LOCATION: UT
CALLSIGN: K7RFW
CONTEST: CQ-WW-RTTY
CREATED-BY: HAND
NAME: RAYMOND WHITE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
SOAPBOX: Almost missed the deadline, thought it was 15, not 5.
SOAPBOX: FT-897D, SignaLink USB, 10 AMP PS, Battery, N8XJK battery booster
SOAPBOX: 40 M dipole up 25 feet fed by twinlead, 4:1, MFJ intellituner
SOAPBOX: Had the wattmeter (not calibrated) at 75 watts
SOAPBOX: HRD 5.24.36, had to do the Cabrillo by hand since that is
SOAPBOX: another thing broken in the new and improved logbook.
SOAPBOX:
SOAPBOX: Bands were decent, actually got some DX and two new countries!
SOAPBOX:
QSO: 14100 RY 2012-09-29 0008 K7RFW         599 03 UT  K7JJ          599 03 OR
QSO: 14100 RY 2012-09-29 0011 K7RFW         599 03 UT  KB1EFS        599 05 MA
QSO: 14100 RY 2012-09-29 0019 K7RFW         599 03 UT  W9IU          599 04 IN
QSO: 14100 RY 2012-09-29 0020 K7RFW         599 03 UT  W6XLR         599 03 CA
QSO: 14100 RY 2012-09-29 0020 K7RFW         599 03 UT  AI9K          599 04 IL
QSO: 14100 RY 2012-09-29 0025 K7RFW         599 03 UT  W8NNC         599 04 OH
QSO: 14100 RY 2012-09-29 0025 K7RFW         599 03 UT  KA6JLT/7      599 03 NV
QSO: 14100 RY 2012-09-29 0030 K7RFW         599 03 UT  AJ1E          599 05 MA
QSO: 14100 RY 2012-09-29 0036 K7RFW         599 03 UT  K6GHA         599 03 CA
QSO: 14100 RY 2012-09-29 0039 K7RFW         599 03 UT  N1MGO         599 05 MA
QSO: 14100 RY 2012-09-29 0041 K7RFW         599 03 UT  W3SA          599 05 NC
QSO: 14100 RY 2012-09-29 0042 K7RFW         599 03 UT  K5NZ          599 04 TX
QSO: 14100 RY 2012-09-29 0043 K7RFW         599 03 UT  WA0LPV        599 04 MN
QSO: 14100 RY 2012-09-29 0044 K7RFW         599 03 UT  W4BK          599 04 TN
QSO: 14100 RY 2012-09-29 0046 K7RFW         599 03 UT  N3IYX         599 05 PA
QSO: 14100 RY 2012-09-29 0046 K7RFW         599 03 UT  K2DSL         599 05 NJ
QSO: 14100 RY 2012-09-29 0048 K7RFW         599 03 UT  N6QEK         599 03 CA
QSO: 14101 RY 2012-09-29 0124 K7RFW         599 03 UT  W1GSH         599 05 RI
QSO: 14101 RY 2012-09-29 0134 K7RFW         599 03 UT  W1CCE         599 05 MA
QSO: 14101 RY 2012-09-29 0135 K7RFW         599 03 UT  KB2YAN        599 05 NJ
QSO: 14101 RY 2012-09-29 0136 K7RFW         599 03 UT  K0CMA         599 04 MO
QSO: 14101 RY 2012-09-29 0137 K7RFW         599 03 UT  WB2COY        599 05 NY
QSO: 14101 RY 2012-09-29 0141 K7RFW         599 03 UT  W6SFK         599 03 CA
QSO: 14101 RY 2012-09-29 0142 K7RFW         599 03 UT  W2DZ          599 05 NJ
QSO: 14094 RY 2012-09-29 0211 K7RFW         599 03 UT  IT9BLB        599 15 DX
QSO: 14096 RY 2012-09-29 0213 K7RFW         599 03 UT  EF8M          599 33 DX
QSO: 14099 RY 2012-09-29 0220 K7RFW         599 03 UT  CR2X          599 14 DX
QSO: 14107 RY 2012-09-29 0225 K7RFW         599 03 UT  VE7YBH        599 03 BC
QSO: 14108 RY 2012-09-29 0230 K7RFW         599 03 UT  EA7ELY        599 14 DX
QSO:  7075 RY 2012-09-29 0234 K7RFW         599 03 UT  N5UM          599 04 OK
QSO:  7083 RY 2012-09-29 0236 K7RFW         599 03 UT  VE7YBH        599 03 BC
QSO:  7083 RY 2012-09-29 0242 K7RFW         599 03 UT  KB4KBS        599 05 GA
QSO: 21075 RY 2012-09-29 2234 K7RFW         599 03 UT  W7RN          599 03 NV
QSO: 21081 RY 2012-09-29 2241 K7RFW         599 03 UT  JA1IKA        599 25 DX
QSO: 21082 RY 2012-09-29 2245 K7RFW         599 03 UT  JG1RZH        599 25 DX
QSO: 21081 RY 2012-09-29 2246 K7RFW         599 03 UT  JA1AYO        599 25 DX
QSO: 21081 RY 2012-09-29 2248 K7RFW         599 03 UT  K5VIP         599 05 VA
QSO: 21082 RY 2012-09-29 2249 K7RFW         599 03 UT  JL3TMH        599 25 DX
QSO: 21081 RY 2012-09-29 2250 K7RFW         599 03 UT  JF1LMB        599 25 DX
QSO: 21082 RY 2012-09-29 2256 K7RFW         599 03 UT  NT0F          599 04 IA
QSO: 21082 RY 2012-09-29 2256 K7RFW         599 03 UT  K9SE          599 04 IL
QSO: 21082 RY 2012-09-29 2305 K7RFW         599 03 UT  JH7RTQ        599 25 DX
QSO: 21082 RY 2012-09-29 2305 K7RFW         599 03 UT  NB4M          599 04 TN
QSO: 21082 RY 2012-09-29 2306 K7RFW         599 03 UT  JG3FEA        599 25 DX
QSO: 21082 RY 2012-09-29 2309 K7RFW         599 03 UT  NA2M          599 05 NY
QSO: 21082 RY 2012-09-29 2310 K7RFW         599 03 UT  XE3KS         599 06 DX
QSO: 21082 RY 2012-09-29 2311 K7RFW         599 03 UT  W1CCE         599 05 MA
QSO: 21082 RY 2012-09-29 2314 K7RFW         599 03 UT  K0CMA         599 04 MO
QSO: 21082 RY 2012-09-29 2314 K7RFW         599 03 UT  KZ5A          599 04 TX
QSO: 21082 RY 2012-09-29 2315 K7RFW         599 03 UT  JH1FNU        599 25 DX
QSO: 21084 RY 2012-09-29 2319 K7RFW         599 03 UT  KE1F          599 05 FL
QSO: 14106 RY 2012-09-29 2323 K7RFW         599 03 UT  ED1R          599 14 DX
QSO: 14106 RY 2012-09-29 2324 K7RFW         599 03 UT  W4AAA         599 05 NC
QSO: 14107 RY 2012-09-29 2327 K7RFW         599 03 UT  K7IA          599 04 NM
QSO: 14108 RY 2012-09-29 2331 K7RFW         599 03 UT  VE3XD         599 04 ON
QSO: 14108 RY 2012-09-29 2332 K7RFW         599 03 UT  NT0F          599 04 IA
QSO: 14108 RY 2012-09-29 2333 K7RFW         599 03 UT  W7WW          599 03 AZ
QSO: 14108 RY 2012-09-29 2333 K7RFW         599 03 UT  WX6V          599 03 CA
QSO: 14108 RY 2012-09-29 2334 K7RFW         599 03 UT  W7PP          599 03 AZ
QSO: 14108 RY 2012-09-29 2335 K7RFW         599 03 UT  W7VXS         599 03 WA
QSO: 14108 RY 2012-09-29 2335 K7RFW         599 03 UT  N3MA          599 05 VA
QSO: 14108 RY 2012-09-29 2336 K7RFW         599 03 UT  AC7GP         599 03 WA
QSO: 14108 RY 2012-09-29 2340 K7RFW         599 03 UT  K9SE          599 04 IL
QSO: 14108 RY 2012-09-29 2340 K7RFW         599 03 UT  NN6XX         599 03 CA
QSO: 14080 RY 2012-09-29 2347 K7RFW         599 03 UT  YT2R          599 15 DX
QSO: 14080 RY 2012-09-29 2351 K7RFW         599 03 UT  CR5D          599 14 DX
QSO: 14081 RY 2012-09-29 2354 K7RFW         599 03 UT  W9ILY         599 04 IL
QSO: 14083 RY 2012-09-30 0000 K7RFW         599 03 UT  W1PL          599 05 MA
QSO: 14085 RY 2012-09-30 0003 K7RFW         599 03 UT  NC4CS         599 05 NC
QSO: 14085 RY 2012-09-30 0005 K7RFW         599 03 UT  IQ2CJ         599 15 DX
QSO: 14086 RY 2012-09-30 0007 K7RFW         599 03 UT  VE6AO         599 04 AB
QSO: 14087 RY 2012-09-30 0015 K7RFW         599 03 UT  KM7Q          599 03 OR
QSO: 14087 RY 2012-09-30 0019 K7RFW         599 03 UT  K6JJ          599 03 CA
QSO: 14087 RY 2012-09-30 0023 K7RFW         599 03 UT  9A1A          599 15 DX
QSO: 14089 RY 2012-09-30 0027 K7RFW         599 03 UT  S57DX         599 15 DX
QSO: 14090 RY 2012-09-30 0030 K7RFW         599 03 UT  5C5W          599 33 DX
QSO: 14092 RY 2012-09-30 0038 K7RFW         599 03 UT  IQ1RY         599 15 DX
QSO: 14092 RY 2012-09-30 0040 K7RFW         599 03 UT  NK7Z          599 03 OR
QSO: 14092 RY 2012-09-30 0040 K7RFW         599 03 UT  K6YUI         599 03 CA
QSO: 14092 RY 2012-09-30 0041 K7RFW         599 03 UT  VA7RY         599 03 BC
