START-OF-LOG: 3.0
CALLSIGN: G6CSY
CLUB: BARTG
CONTEST: CQ-WW-RTTY
CLAIMED-SCORE: 79599
OPERATORS: G6CSY
NAME: Graeme Caselton
CREATED-BY: N1MM Logger V11.6.4
SOAPBOX: Running QRP 5W from an IC-7400 to a very wet ground-mounted trap vertical.
SOAPBOX: Very pleased to work the large quantities of EU stations on 80m, but unable
SOAPBOX: to get to east-coast W/VE stations with the QRP. 10m only opened for a short
SOAPBOX: time to UT/UA, but 15m proved to be fantastic, even through the night. Didn't
SOAPBOX: get to spend enough time on 20m, so band total very low.
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
QSO:  3566 RY 2012-09-29 0420 G6CSY         599 14 DX  IZ6TSA        599 15 DX
QSO:  3567 RY 2012-09-29 0420 G6CSY         599 14 DX  YO9HP         599 20 DX
QSO:  3567 RY 2012-09-29 0422 G6CSY         599 14 DX  IZ0PMV        599 15 DX
QSO:  3568 RY 2012-09-29 0423 G6CSY         599 14 DX  IQ1RY         599 15 DX
QSO:  3569 RY 2012-09-29 0424 G6CSY         599 14 DX  IK2DZN        599 15 DX
QSO:  3572 RY 2012-09-29 0427 G6CSY         599 14 DX  EI2GLB        599 14 DX
QSO:  3573 RY 2012-09-29 0428 G6CSY         599 14 DX  ED3A          599 14 DX
QSO:  3575 RY 2012-09-29 0430 G6CSY         599 14 DX  S55OO         599 15 DX
QSO:  3576 RY 2012-09-29 0433 G6CSY         599 14 DX  OK2PF         599 15 DX
QSO:  3578 RY 2012-09-29 0434 G6CSY         599 14 DX  OK2SFP        599 15 DX
QSO:  3578 RY 2012-09-29 0436 G6CSY         599 14 DX  HA3LI         599 15 DX
QSO:  3579 RY 2012-09-29 0438 G6CSY         599 14 DX  IK4MGP        599 15 DX
QSO:  3581 RY 2012-09-29 0440 G6CSY         599 14 DX  9A1A          599 15 DX
QSO:  3582 RY 2012-09-29 0441 G6CSY         599 14 DX  OH8X          599 15 DX
QSO:  3582 RY 2012-09-29 0442 G6CSY         599 14 DX  SN7Q          599 15 DX
QSO:  3584 RY 2012-09-29 0445 G6CSY         599 14 DX  OZ1ADL        599 14 DX
QSO:  3585 RY 2012-09-29 0446 G6CSY         599 14 DX  9A5MT         599 15 DX
QSO:  3586 RY 2012-09-29 0447 G6CSY         599 14 DX  DL5ZBA        599 14 DX
QSO:  3588 RY 2012-09-29 0448 G6CSY         599 14 DX  I4AVG         599 15 DX
QSO:  3588 RY 2012-09-29 0449 G6CSY         599 14 DX  LX7I          599 14 DX
QSO:  3589 RY 2012-09-29 0450 G6CSY         599 14 DX  S50W          599 15 DX
QSO:  3589 RY 2012-09-29 0451 G6CSY         599 14 DX  OK7T          599 15 DX
QSO:  3590 RY 2012-09-29 0454 G6CSY         599 14 DX  HG1S          599 15 DX
QSO:  3592 RY 2012-09-29 0455 G6CSY         599 14 DX  ED1R          599 14 DX
QSO:  3591 RY 2012-09-29 0456 G6CSY         599 14 DX  IW1PNJ        599 15 DX
QSO:  3592 RY 2012-09-29 0456 G6CSY         599 14 DX  DC3RJ         599 14 DX
QSO:  3593 RY 2012-09-29 0458 G6CSY         599 14 DX  OG30OJ        599 15 DX
QSO:  3599 RY 2012-09-29 0501 G6CSY         599 14 DX  OE6MDF        599 15 DX
QSO:  3600 RY 2012-09-29 0502 G6CSY         599 14 DX  DL2SAX        599 14 DX
QSO:  3601 RY 2012-09-29 0505 G6CSY         599 14 DX  OK1MSP        599 15 DX
QSO:  3602 RY 2012-09-29 0505 G6CSY         599 14 DX  DM5TI         599 14 DX
QSO:  3606 RY 2012-09-29 0506 G6CSY         599 14 DX  DK7FP         599 14 DX
QSO:  3601 RY 2012-09-29 0507 G6CSY         599 14 DX  LY5W          599 15 DX
QSO:  3594 RY 2012-09-29 0509 G6CSY         599 14 DX  OK1KSL        599 15 DX
QSO:  3591 RY 2012-09-29 0511 G6CSY         599 14 DX  DL1ARJ        599 14 DX
QSO:  3586 RY 2012-09-29 0514 G6CSY         599 14 DX  F6FTB         599 14 DX
QSO:  3585 RY 2012-09-29 0516 G6CSY         599 14 DX  LA7HJA        599 14 DX
QSO:  3580 RY 2012-09-29 0520 G6CSY         599 14 DX  DL0CS         599 14 DX
QSO:  3579 RY 2012-09-29 0520 G6CSY         599 14 DX  DQ4W          599 14 DX
QSO:  3575 RY 2012-09-29 0522 G6CSY         599 14 DX  S57AL         599 15 DX
QSO:  3569 RY 2012-09-29 0524 G6CSY         599 14 DX  LA9TJA        599 14 DX
